strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_355,Streptococcus,few,Negative,Aerobic,8.99
STR_252,Lactobacillus,society,Positive,Microaerophilic,6.36
STR_159,Staphylococcus,live,Positive,Facultative Anaerobe,1.38
STR_853,Pseudomonas,time,Positive,Anaerobic,5.86
STR_365,Staphylococcus,generation,Positive,Facultative Anaerobe,8.35
STR_551,Pseudomonas,join,Negative,Anaerobic,4.25
STR_898,Bacillus,hospital,Negative,Aerobic,1.32
STR_446,Bacillus,though,Negative,Anaerobic,2.99
STR_151,Bacillus,list,Positive,Microaerophilic,9.56
STR_616,Pseudomonas,door,Positive,Aerobic,5.64
STR_853,Bacillus,organization,Negative,Facultative Anaerobe,3.99
STR_514,Staphylococcus,property,Negative,Anaerobic,3.57
STR_776,Staphylococcus,management,Negative,Facultative Anaerobe,3.25
STR_572,Clostridium,right,Negative,Microaerophilic,2.15
STR_553,Lactobacillus,network,Negative,Microaerophilic,3.06
STR_973,Bacillus,easy,Positive,Facultative Anaerobe,9.29
STR_129,Pseudomonas,scene,Positive,Microaerophilic,3.14
STR_402,Pseudomonas,author,Positive,Aerobic,1.99
STR_591,Bacillus,than,Positive,Aerobic,8.56
STR_259,Lactobacillus,she,Negative,Anaerobic,7.89
STR_329,Staphylococcus,number,Positive,Facultative Anaerobe,1.21
STR_180,Clostridium,worker,Positive,Anaerobic,1.94
STR_475,Staphylococcus,seven,Positive,Aerobic,9.49
STR_862,Bacillus,street,Positive,Aerobic,3.48
STR_977,Lactobacillus,reduce,Negative,Anaerobic,4.94
STR_119,Lactobacillus,until,Negative,Microaerophilic,1.07
STR_159,Streptococcus,move,Positive,Microaerophilic,7.76
STR_183,Staphylococcus,entire,Positive,Facultative Anaerobe,3.58
STR_616,Clostridium,remember,Negative,Anaerobic,3.92
STR_498,Staphylococcus,around,Negative,Anaerobic,8.37
STR_123,Clostridium,yard,Positive,Anaerobic,3.98
STR_654,Bacillus,challenge,Positive,Anaerobic,7.35
STR_333,Bacillus,require,Positive,Facultative Anaerobe,5.78
STR_745,Lactobacillus,necessary,Negative,Anaerobic,6.39
STR_379,Bacillus,show,Positive,Microaerophilic,3.7
STR_198,Staphylococcus,everybody,Positive,Anaerobic,5.11
STR_119,Clostridium,him,Positive,Microaerophilic,2.11
STR_722,Streptococcus,investment,Negative,Aerobic,9.4
STR_962,Lactobacillus,reality,Positive,Aerobic,9.71
STR_837,Staphylococcus,result,Positive,Aerobic,8.33
STR_284,Lactobacillus,write,Positive,Aerobic,1.67
STR_128,Clostridium,imagine,Positive,Anaerobic,8.58
STR_951,Staphylococcus,kitchen,Positive,Anaerobic,7.42
STR_903,Streptococcus,early,Negative,Facultative Anaerobe,0.93
STR_664,Bacillus,from,Positive,Anaerobic,4.81
STR_219,Pseudomonas,can,Positive,Aerobic,1.45
STR_906,Clostridium,while,Positive,Anaerobic,8.3
STR_988,Streptococcus,make,Positive,Microaerophilic,7.94
STR_518,Staphylococcus,consider,Negative,Facultative Anaerobe,7.07
STR_451,Streptococcus,TV,Negative,Facultative Anaerobe,5.28
STR_558,Pseudomonas,significant,Negative,Anaerobic,3.29
STR_320,Pseudomonas,probably,Positive,Facultative Anaerobe,1.22
STR_263,Pseudomonas,would,Negative,Microaerophilic,2.09
STR_859,Clostridium,upon,Positive,Microaerophilic,5.73
STR_775,Streptococcus,machine,Negative,Facultative Anaerobe,4.82
STR_790,Streptococcus,community,Negative,Facultative Anaerobe,2.47
STR_920,Pseudomonas,second,Positive,Microaerophilic,2.63
STR_796,Staphylococcus,guess,Positive,Anaerobic,2.06
STR_104,Streptococcus,image,Positive,Facultative Anaerobe,3.56
STR_907,Bacillus,sign,Positive,Microaerophilic,8.14
STR_371,Lactobacillus,government,Positive,Microaerophilic,5.91
STR_494,Streptococcus,soon,Negative,Microaerophilic,8.23
STR_695,Pseudomonas,six,Negative,Microaerophilic,2.96
STR_379,Streptococcus,professor,Positive,Microaerophilic,7.61
STR_506,Lactobacillus,vote,Negative,Facultative Anaerobe,8.48
STR_867,Staphylococcus,clear,Negative,Aerobic,4.98
STR_392,Streptococcus,civil,Positive,Aerobic,7.03
STR_777,Bacillus,international,Negative,Anaerobic,5.09
STR_875,Lactobacillus,they,Negative,Microaerophilic,1.53
STR_890,Bacillus,main,Negative,Facultative Anaerobe,9.19
STR_205,Streptococcus,participant,Negative,Microaerophilic,5.01
STR_420,Clostridium,air,Negative,Anaerobic,7.23
STR_560,Bacillus,instead,Positive,Facultative Anaerobe,1.75
STR_312,Clostridium,hold,Positive,Facultative Anaerobe,8.29
STR_618,Lactobacillus,debate,Positive,Aerobic,3.35
STR_705,Clostridium,air,Negative,Anaerobic,8.9
STR_770,Pseudomonas,into,Negative,Anaerobic,7.33
STR_132,Staphylococcus,oil,Negative,Facultative Anaerobe,9.57
STR_796,Clostridium,million,Negative,Aerobic,5.23
STR_510,Staphylococcus,house,Positive,Microaerophilic,1.88
STR_855,Staphylococcus,family,Positive,Microaerophilic,3.77
STR_154,Clostridium,perform,Negative,Anaerobic,6.75
STR_436,Streptococcus,finally,Positive,Aerobic,1.43
STR_972,Pseudomonas,produce,Negative,Microaerophilic,2.67
STR_287,Staphylococcus,appear,Negative,Facultative Anaerobe,9.76
STR_498,Staphylococcus,give,Positive,Facultative Anaerobe,9.08
STR_867,Pseudomonas,us,Positive,Anaerobic,9.52
STR_576,Lactobacillus,alone,Negative,Anaerobic,1.25
STR_616,Streptococcus,where,Positive,Aerobic,9.12
STR_776,Streptococcus,former,Negative,Anaerobic,4.22
STR_632,Staphylococcus,between,Positive,Microaerophilic,6.34
STR_942,Streptococcus,available,Positive,Aerobic,1.27
STR_813,Bacillus,data,Positive,Microaerophilic,2.45
STR_104,Streptococcus,wear,Positive,Microaerophilic,7.09
STR_396,Clostridium,cup,Positive,Aerobic,5.98
