strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_889,Clostridium,way,Negative,Anaerobic,9.14
STR_331,Streptococcus,huge,Positive,Anaerobic,5.91
STR_301,Bacillus,possible,Positive,Microaerophilic,9.12
STR_493,Lactobacillus,through,Positive,Aerobic,2.53
STR_639,Lactobacillus,animal,Positive,Microaerophilic,8.13
STR_991,Pseudomonas,sure,Negative,Anaerobic,9.4
STR_101,Staphylococcus,sport,Negative,Microaerophilic,8.59
STR_653,Bacillus,girl,Negative,Anaerobic,4.95
STR_467,Lactobacillus,marriage,Negative,Anaerobic,9.44
STR_267,Streptococcus,special,Positive,Aerobic,6.18
STR_265,Bacillus,picture,Negative,Microaerophilic,5.59
STR_605,Streptococcus,strong,Positive,Aerobic,6.09
STR_668,Staphylococcus,themselves,Positive,Anaerobic,3.86
STR_690,Bacillus,modern,Negative,Aerobic,2.46
STR_803,Streptococcus,foot,Positive,Facultative Anaerobe,6.02
STR_664,Bacillus,program,Positive,Aerobic,7.29
STR_704,Bacillus,significant,Positive,Anaerobic,0.65
STR_190,Streptococcus,describe,Negative,Anaerobic,7.61
STR_879,Streptococcus,expect,Positive,Aerobic,1.89
STR_846,Clostridium,strategy,Positive,Microaerophilic,5.16
STR_738,Streptococcus,movement,Positive,Facultative Anaerobe,2.68
STR_695,Clostridium,history,Positive,Aerobic,2.24
STR_369,Clostridium,upon,Negative,Microaerophilic,9.77
STR_913,Streptococcus,tax,Positive,Aerobic,8.75
STR_559,Bacillus,attack,Negative,Microaerophilic,6.86
STR_687,Lactobacillus,several,Negative,Facultative Anaerobe,7.53
STR_408,Staphylococcus,affect,Negative,Microaerophilic,3.19
STR_673,Pseudomonas,reveal,Positive,Aerobic,2.78
STR_555,Lactobacillus,theory,Positive,Microaerophilic,9.47
STR_804,Lactobacillus,amount,Negative,Anaerobic,2.52
STR_361,Streptococcus,decade,Positive,Aerobic,8.44
STR_885,Clostridium,sing,Negative,Facultative Anaerobe,3.24
STR_311,Streptococcus,travel,Positive,Facultative Anaerobe,1.2
STR_930,Streptococcus,according,Negative,Anaerobic,5.0
STR_308,Pseudomonas,outside,Negative,Microaerophilic,0.91
STR_304,Clostridium,anything,Positive,Facultative Anaerobe,3.33
STR_569,Bacillus,role,Negative,Microaerophilic,2.21
STR_733,Staphylococcus,article,Negative,Anaerobic,8.49
STR_868,Streptococcus,sort,Positive,Aerobic,1.02
STR_787,Lactobacillus,note,Positive,Anaerobic,3.5
STR_931,Clostridium,analysis,Negative,Anaerobic,4.94
STR_474,Streptococcus,day,Negative,Microaerophilic,6.0
STR_440,Pseudomonas,southern,Negative,Facultative Anaerobe,5.34
STR_900,Clostridium,may,Negative,Anaerobic,2.45
STR_607,Staphylococcus,cost,Positive,Microaerophilic,3.58
STR_608,Staphylococcus,easy,Positive,Facultative Anaerobe,6.31
STR_121,Clostridium,seem,Negative,Facultative Anaerobe,3.74
STR_205,Lactobacillus,million,Positive,Aerobic,3.78
STR_160,Staphylococcus,consumer,Negative,Aerobic,9.56
STR_486,Bacillus,part,Negative,Microaerophilic,5.66
STR_293,Clostridium,air,Positive,Facultative Anaerobe,7.35
STR_354,Bacillus,laugh,Positive,Aerobic,6.91
STR_898,Lactobacillus,study,Positive,Facultative Anaerobe,8.28
STR_595,Clostridium,assume,Negative,Microaerophilic,3.6
STR_468,Streptococcus,hard,Negative,Microaerophilic,2.79
STR_725,Lactobacillus,bit,Negative,Anaerobic,4.4
STR_398,Streptococcus,friend,Negative,Facultative Anaerobe,3.34
STR_405,Streptococcus,put,Positive,Facultative Anaerobe,2.44
STR_957,Staphylococcus,capital,Positive,Anaerobic,3.89
STR_106,Staphylococcus,happy,Positive,Microaerophilic,1.83
STR_938,Staphylococcus,different,Positive,Microaerophilic,5.67
STR_216,Streptococcus,difference,Positive,Anaerobic,7.65
STR_651,Bacillus,determine,Positive,Anaerobic,6.93
STR_257,Lactobacillus,project,Negative,Microaerophilic,9.82
STR_389,Pseudomonas,performance,Negative,Anaerobic,6.11
STR_899,Staphylococcus,memory,Positive,Microaerophilic,0.65
STR_295,Streptococcus,network,Negative,Anaerobic,4.86
STR_324,Pseudomonas,nation,Positive,Aerobic,2.82
STR_608,Staphylococcus,save,Positive,Anaerobic,9.16
STR_311,Pseudomonas,hair,Positive,Aerobic,6.46
STR_706,Lactobacillus,who,Negative,Aerobic,2.39
STR_356,Lactobacillus,table,Positive,Aerobic,3.58
STR_394,Bacillus,candidate,Positive,Microaerophilic,1.31
STR_874,Bacillus,treat,Negative,Anaerobic,8.17
STR_361,Pseudomonas,theory,Positive,Facultative Anaerobe,2.01
STR_682,Clostridium,morning,Positive,Microaerophilic,8.71
STR_826,Pseudomonas,hard,Positive,Aerobic,5.41
STR_302,Pseudomonas,deal,Negative,Anaerobic,7.87
STR_710,Pseudomonas,various,Positive,Aerobic,8.69
STR_620,Lactobacillus,north,Positive,Microaerophilic,2.89
STR_196,Streptococcus,the,Negative,Aerobic,7.48
