strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_209,Staphylococcus,final,Positive,Facultative Anaerobe,7.78
STR_417,Lactobacillus,what,Positive,Facultative Anaerobe,2.35
STR_788,Clostridium,important,Negative,Aerobic,2.8
STR_625,Clostridium,yard,Negative,Anaerobic,7.92
STR_203,Bacillus,region,Negative,Facultative Anaerobe,6.34
STR_143,Bacillus,international,Negative,Aerobic,3.58
STR_902,Staphylococcus,sing,Positive,Anaerobic,2.05
STR_533,Streptococcus,bank,Negative,Microaerophilic,1.07
STR_331,Pseudomonas,responsibility,Positive,Aerobic,8.29
STR_876,Lactobacillus,among,Negative,Facultative Anaerobe,3.36
STR_810,Pseudomonas,until,Negative,Aerobic,5.7
STR_994,Bacillus,fly,Negative,Anaerobic,8.43
STR_508,Bacillus,two,Negative,Microaerophilic,3.73
STR_459,Streptococcus,black,Positive,Aerobic,3.39
STR_686,Pseudomonas,agreement,Negative,Aerobic,2.1
STR_947,Bacillus,win,Positive,Aerobic,6.67
STR_243,Clostridium,where,Positive,Anaerobic,5.31
STR_793,Lactobacillus,turn,Negative,Microaerophilic,7.85
STR_910,Staphylococcus,article,Negative,Facultative Anaerobe,6.27
STR_789,Staphylococcus,kind,Negative,Facultative Anaerobe,9.85
STR_532,Lactobacillus,difference,Positive,Anaerobic,3.0
STR_456,Streptococcus,important,Positive,Microaerophilic,6.59
STR_739,Bacillus,base,Negative,Facultative Anaerobe,6.51
STR_813,Staphylococcus,contain,Positive,Facultative Anaerobe,7.96
STR_219,Bacillus,truth,Negative,Microaerophilic,1.59
STR_676,Staphylococcus,country,Negative,Anaerobic,8.95
STR_447,Pseudomonas,for,Negative,Microaerophilic,9.13
STR_176,Staphylococcus,ok,Positive,Microaerophilic,0.97
STR_569,Lactobacillus,number,Positive,Anaerobic,5.54
STR_912,Lactobacillus,lay,Positive,Aerobic,3.01
STR_413,Staphylococcus,third,Positive,Microaerophilic,7.76
STR_447,Lactobacillus,heart,Positive,Microaerophilic,3.17
STR_779,Bacillus,bill,Positive,Aerobic,2.96
STR_555,Clostridium,likely,Positive,Anaerobic,9.76
STR_133,Streptococcus,stuff,Negative,Facultative Anaerobe,10.0
STR_175,Lactobacillus,parent,Negative,Facultative Anaerobe,5.95
STR_143,Staphylococcus,business,Negative,Microaerophilic,6.78
STR_875,Bacillus,purpose,Negative,Aerobic,1.76
STR_918,Clostridium,industry,Negative,Aerobic,3.49
STR_506,Streptococcus,rise,Positive,Facultative Anaerobe,1.82
STR_821,Clostridium,nation,Positive,Facultative Anaerobe,9.35
STR_609,Clostridium,gas,Positive,Facultative Anaerobe,8.29
STR_471,Streptococcus,despite,Negative,Aerobic,5.72
STR_901,Streptococcus,challenge,Negative,Facultative Anaerobe,7.78
STR_192,Pseudomonas,mind,Positive,Aerobic,5.1
STR_741,Clostridium,morning,Negative,Microaerophilic,8.83
STR_706,Bacillus,data,Positive,Aerobic,0.68
STR_505,Streptococcus,cultural,Negative,Facultative Anaerobe,5.38
STR_524,Clostridium,within,Negative,Aerobic,4.39
STR_698,Streptococcus,since,Negative,Microaerophilic,6.06
STR_390,Streptococcus,fact,Positive,Microaerophilic,1.75
STR_998,Staphylococcus,of,Positive,Aerobic,0.74
STR_955,Bacillus,bank,Negative,Facultative Anaerobe,9.55
STR_256,Lactobacillus,there,Positive,Aerobic,8.33
STR_356,Streptococcus,thousand,Negative,Aerobic,1.84
STR_673,Lactobacillus,those,Positive,Aerobic,4.9
STR_912,Staphylococcus,ball,Negative,Aerobic,0.52
STR_392,Staphylococcus,here,Negative,Aerobic,5.11
STR_457,Staphylococcus,woman,Negative,Anaerobic,4.54
STR_994,Bacillus,collection,Positive,Facultative Anaerobe,9.79
STR_558,Clostridium,heavy,Negative,Anaerobic,5.77
STR_470,Streptococcus,back,Negative,Microaerophilic,9.17
STR_952,Bacillus,pattern,Negative,Aerobic,9.94
STR_344,Streptococcus,myself,Negative,Anaerobic,9.37
STR_484,Clostridium,film,Positive,Microaerophilic,4.2
STR_837,Bacillus,put,Negative,Anaerobic,2.12
STR_602,Clostridium,stop,Positive,Anaerobic,9.42
STR_249,Streptococcus,early,Negative,Anaerobic,9.95
STR_620,Lactobacillus,key,Negative,Microaerophilic,9.84
STR_140,Pseudomonas,already,Positive,Facultative Anaerobe,1.9
STR_824,Staphylococcus,federal,Positive,Aerobic,1.29
STR_203,Pseudomonas,full,Negative,Microaerophilic,4.17
STR_304,Staphylococcus,suddenly,Positive,Anaerobic,5.89
STR_922,Streptococcus,PM,Negative,Microaerophilic,5.05
STR_842,Pseudomonas,least,Negative,Microaerophilic,9.68
STR_281,Streptococcus,beat,Positive,Microaerophilic,6.62
STR_449,Staphylococcus,law,Positive,Microaerophilic,2.21
STR_384,Clostridium,run,Positive,Aerobic,5.69
STR_853,Clostridium,source,Negative,Aerobic,2.35
STR_638,Lactobacillus,however,Negative,Facultative Anaerobe,5.41
STR_259,Clostridium,responsibility,Positive,Anaerobic,8.77
STR_224,Clostridium,they,Negative,Aerobic,4.82
STR_675,Lactobacillus,skin,Negative,Microaerophilic,7.93
STR_739,Bacillus,past,Positive,Anaerobic,3.6
STR_923,Clostridium,house,Negative,Anaerobic,8.69
STR_864,Bacillus,matter,Positive,Facultative Anaerobe,7.43
STR_752,Clostridium,debate,Positive,Anaerobic,2.3
STR_628,Staphylococcus,name,Positive,Microaerophilic,5.66
STR_373,Clostridium,speak,Negative,Microaerophilic,7.31
STR_358,Streptococcus,happen,Negative,Facultative Anaerobe,2.22
STR_792,Lactobacillus,again,Positive,Facultative Anaerobe,0.77
STR_521,Staphylococcus,rich,Negative,Microaerophilic,2.75
STR_915,Staphylococcus,scientist,Positive,Microaerophilic,1.17
STR_184,Clostridium,note,Positive,Microaerophilic,0.52
STR_375,Pseudomonas,popular,Negative,Anaerobic,7.29
STR_153,Bacillus,within,Negative,Anaerobic,8.81
STR_423,Pseudomonas,way,Negative,Microaerophilic,2.79
STR_122,Pseudomonas,realize,Positive,Microaerophilic,8.01
STR_778,Bacillus,heavy,Positive,Facultative Anaerobe,6.56
STR_340,Clostridium,think,Positive,Anaerobic,3.77
STR_717,Lactobacillus,American,Positive,Facultative Anaerobe,8.87
STR_747,Clostridium,finally,Negative,Anaerobic,5.34
STR_493,Clostridium,environmental,Negative,Anaerobic,1.71
STR_757,Bacillus,debate,Positive,Facultative Anaerobe,5.86
STR_856,Staphylococcus,my,Negative,Anaerobic,6.75
STR_923,Pseudomonas,born,Positive,Aerobic,7.5
STR_156,Bacillus,man,Positive,Aerobic,4.55
STR_553,Bacillus,seem,Negative,Facultative Anaerobe,5.21
STR_844,Streptococcus,set,Negative,Anaerobic,4.19
STR_420,Lactobacillus,describe,Negative,Anaerobic,1.89
STR_495,Staphylococcus,girl,Negative,Aerobic,2.14
