strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_481,Staphylococcus,some,Negative,Anaerobic,1.75
STR_784,Pseudomonas,other,Positive,Anaerobic,5.3
STR_675,Clostridium,thousand,Negative,Aerobic,9.82
STR_337,Clostridium,try,Negative,Microaerophilic,1.45
STR_214,Clostridium,former,Negative,Aerobic,6.1
STR_729,Staphylococcus,word,Positive,Aerobic,2.3
STR_493,Clostridium,deal,Negative,Aerobic,9.33
STR_989,Clostridium,development,Negative,Anaerobic,6.76
STR_760,Clostridium,management,Positive,Microaerophilic,3.35
STR_952,Bacillus,throw,Positive,Anaerobic,2.82
STR_830,Streptococcus,road,Positive,Facultative Anaerobe,6.92
STR_727,Lactobacillus,change,Negative,Anaerobic,7.88
STR_122,Streptococcus,area,Negative,Facultative Anaerobe,9.49
STR_648,Lactobacillus,outside,Positive,Microaerophilic,4.45
STR_248,Lactobacillus,water,Positive,Anaerobic,6.09
STR_280,Lactobacillus,interesting,Positive,Facultative Anaerobe,9.31
STR_960,Staphylococcus,former,Negative,Facultative Anaerobe,5.15
STR_125,Pseudomonas,recognize,Negative,Microaerophilic,2.14
STR_724,Bacillus,middle,Negative,Microaerophilic,5.57
STR_714,Bacillus,Democrat,Positive,Aerobic,9.51
STR_701,Clostridium,trial,Positive,Anaerobic,5.51
STR_554,Staphylococcus,way,Positive,Microaerophilic,1.14
STR_602,Lactobacillus,their,Positive,Anaerobic,8.42
STR_377,Pseudomonas,white,Negative,Anaerobic,2.14
STR_795,Streptococcus,board,Negative,Microaerophilic,9.3
STR_574,Lactobacillus,hope,Positive,Anaerobic,3.38
STR_498,Streptococcus,lot,Negative,Microaerophilic,6.86
STR_667,Lactobacillus,this,Negative,Anaerobic,5.81
STR_433,Clostridium,cultural,Positive,Microaerophilic,5.29
STR_703,Lactobacillus,network,Negative,Aerobic,0.56
STR_773,Streptococcus,treatment,Positive,Microaerophilic,9.91
STR_907,Bacillus,team,Negative,Facultative Anaerobe,6.22
STR_101,Pseudomonas,because,Negative,Anaerobic,6.65
STR_356,Streptococcus,successful,Positive,Facultative Anaerobe,1.49
STR_698,Pseudomonas,war,Negative,Facultative Anaerobe,5.71
STR_676,Lactobacillus,off,Positive,Facultative Anaerobe,3.43
STR_158,Streptococcus,most,Negative,Aerobic,7.94
STR_461,Streptococcus,born,Positive,Facultative Anaerobe,3.6
STR_609,Lactobacillus,others,Negative,Anaerobic,9.62
STR_512,Streptococcus,amount,Negative,Microaerophilic,2.91
STR_431,Streptococcus,firm,Negative,Microaerophilic,8.65
STR_784,Clostridium,among,Positive,Microaerophilic,9.38
STR_103,Staphylococcus,Republican,Positive,Microaerophilic,9.16
STR_826,Staphylococcus,painting,Positive,Microaerophilic,2.36
STR_227,Staphylococcus,government,Negative,Microaerophilic,9.6
STR_725,Clostridium,between,Negative,Aerobic,6.64
STR_605,Pseudomonas,star,Negative,Microaerophilic,7.3
STR_907,Streptococcus,indeed,Negative,Anaerobic,6.07
STR_821,Clostridium,cut,Negative,Anaerobic,8.79
STR_726,Staphylococcus,guess,Negative,Anaerobic,2.38
STR_984,Pseudomonas,phone,Positive,Anaerobic,8.42
STR_603,Streptococcus,keep,Negative,Aerobic,5.8
STR_816,Clostridium,short,Positive,Facultative Anaerobe,7.93
STR_323,Lactobacillus,price,Positive,Anaerobic,6.14
STR_269,Lactobacillus,important,Positive,Facultative Anaerobe,6.66
STR_740,Streptococcus,image,Negative,Anaerobic,5.75
STR_550,Streptococcus,create,Positive,Aerobic,1.15
STR_485,Staphylococcus,resource,Positive,Aerobic,7.92
STR_876,Staphylococcus,fire,Positive,Facultative Anaerobe,9.87
STR_942,Lactobacillus,poor,Positive,Aerobic,4.35
STR_566,Pseudomonas,piece,Negative,Microaerophilic,9.41
STR_415,Streptococcus,ground,Positive,Anaerobic,1.44
STR_475,Staphylococcus,son,Positive,Anaerobic,9.86
STR_367,Bacillus,simply,Negative,Facultative Anaerobe,7.07
STR_506,Staphylococcus,social,Positive,Facultative Anaerobe,5.31
STR_774,Pseudomonas,season,Negative,Facultative Anaerobe,7.14
STR_973,Bacillus,loss,Negative,Aerobic,7.95
STR_292,Streptococcus,anything,Negative,Anaerobic,3.47
STR_287,Staphylococcus,can,Positive,Microaerophilic,4.23
STR_486,Staphylococcus,owner,Positive,Aerobic,2.29
STR_462,Lactobacillus,toward,Positive,Facultative Anaerobe,6.8
STR_994,Staphylococcus,woman,Negative,Aerobic,3.18
STR_892,Staphylococcus,American,Positive,Facultative Anaerobe,5.1
STR_296,Staphylococcus,effect,Negative,Aerobic,3.65
STR_358,Lactobacillus,these,Positive,Anaerobic,0.76
STR_563,Clostridium,federal,Negative,Aerobic,7.32
STR_481,Lactobacillus,interest,Negative,Microaerophilic,8.6
STR_301,Streptococcus,foot,Positive,Microaerophilic,2.64
STR_539,Bacillus,today,Negative,Microaerophilic,9.85
STR_528,Pseudomonas,price,Positive,Microaerophilic,1.56
STR_903,Lactobacillus,use,Negative,Anaerobic,7.93
