strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_309,Bacillus,similar,Negative,Microaerophilic,5.05
STR_339,Pseudomonas,necessary,Positive,Microaerophilic,7.41
STR_557,Staphylococcus,market,Positive,Facultative Anaerobe,5.4
STR_802,Lactobacillus,prevent,Negative,Aerobic,2.19
STR_225,Pseudomonas,fund,Negative,Anaerobic,2.52
STR_901,Pseudomonas,since,Positive,Microaerophilic,0.71
STR_610,Lactobacillus,bad,Negative,Anaerobic,4.32
STR_850,Lactobacillus,phone,Positive,Facultative Anaerobe,6.24
STR_907,Staphylococcus,both,Negative,Microaerophilic,8.52
STR_509,Lactobacillus,source,Positive,Microaerophilic,5.34
STR_194,Streptococcus,against,Positive,Aerobic,1.57
STR_449,Streptococcus,hour,Negative,Facultative Anaerobe,7.91
STR_840,Clostridium,popular,Negative,Microaerophilic,9.45
STR_177,Streptococcus,prove,Negative,Microaerophilic,3.47
STR_283,Staphylococcus,age,Negative,Microaerophilic,7.66
STR_460,Streptococcus,network,Positive,Aerobic,1.83
STR_450,Bacillus,throughout,Negative,Facultative Anaerobe,3.5
STR_632,Bacillus,news,Positive,Anaerobic,6.59
STR_702,Streptococcus,tonight,Negative,Facultative Anaerobe,8.0
STR_556,Pseudomonas,back,Negative,Anaerobic,2.14
STR_417,Staphylococcus,according,Negative,Aerobic,1.86
STR_888,Pseudomonas,education,Negative,Anaerobic,6.17
STR_156,Bacillus,whether,Negative,Microaerophilic,2.14
STR_918,Lactobacillus,appear,Negative,Microaerophilic,6.92
STR_669,Clostridium,once,Negative,Facultative Anaerobe,9.31
STR_658,Lactobacillus,base,Positive,Aerobic,5.95
STR_140,Pseudomonas,film,Negative,Facultative Anaerobe,4.17
STR_437,Bacillus,number,Negative,Aerobic,4.05
STR_742,Clostridium,kid,Negative,Anaerobic,4.82
STR_712,Clostridium,everyone,Positive,Anaerobic,8.91
STR_422,Clostridium,single,Positive,Aerobic,5.92
STR_832,Streptococcus,again,Negative,Microaerophilic,6.68
STR_166,Lactobacillus,career,Negative,Facultative Anaerobe,6.97
STR_708,Bacillus,really,Positive,Anaerobic,5.77
STR_491,Pseudomonas,best,Positive,Aerobic,1.58
STR_949,Lactobacillus,claim,Negative,Aerobic,2.61
STR_801,Staphylococcus,rather,Positive,Microaerophilic,6.08
STR_122,Bacillus,white,Negative,Microaerophilic,6.99
STR_370,Staphylococcus,forward,Positive,Microaerophilic,2.0
STR_838,Streptococcus,speech,Positive,Microaerophilic,9.35
STR_798,Lactobacillus,girl,Negative,Aerobic,8.6
STR_245,Staphylococcus,some,Positive,Facultative Anaerobe,4.88
STR_116,Bacillus,realize,Positive,Aerobic,6.63
STR_269,Bacillus,it,Negative,Aerobic,3.16
STR_314,Staphylococcus,wide,Negative,Microaerophilic,0.98
STR_408,Streptococcus,painting,Positive,Microaerophilic,4.24
STR_110,Bacillus,buy,Negative,Anaerobic,2.9
STR_972,Staphylococcus,fight,Positive,Facultative Anaerobe,9.13
STR_555,Streptococcus,skin,Negative,Facultative Anaerobe,9.38
STR_300,Streptococcus,might,Negative,Anaerobic,1.63
STR_183,Pseudomonas,gun,Positive,Microaerophilic,4.57
STR_720,Clostridium,notice,Negative,Facultative Anaerobe,2.81
STR_985,Lactobacillus,article,Positive,Microaerophilic,0.51
STR_285,Streptococcus,explain,Positive,Anaerobic,1.34
STR_677,Staphylococcus,though,Positive,Microaerophilic,5.26
STR_613,Streptococcus,apply,Negative,Facultative Anaerobe,9.57
STR_376,Streptococcus,close,Negative,Facultative Anaerobe,5.78
STR_783,Lactobacillus,much,Negative,Facultative Anaerobe,8.69
STR_446,Streptococcus,field,Positive,Aerobic,4.35
STR_269,Pseudomonas,course,Negative,Facultative Anaerobe,8.04
STR_262,Lactobacillus,government,Positive,Aerobic,0.77
STR_395,Clostridium,more,Positive,Aerobic,8.69
STR_666,Bacillus,trial,Positive,Aerobic,0.59
STR_900,Bacillus,north,Positive,Microaerophilic,1.31
STR_253,Streptococcus,build,Negative,Anaerobic,2.43
STR_160,Streptococcus,mind,Negative,Facultative Anaerobe,4.21
STR_997,Bacillus,realize,Negative,Anaerobic,4.16
STR_791,Lactobacillus,group,Positive,Aerobic,1.31
STR_572,Clostridium,most,Positive,Facultative Anaerobe,3.37
STR_106,Lactobacillus,participant,Negative,Facultative Anaerobe,7.87
STR_426,Lactobacillus,trade,Negative,Anaerobic,9.23
STR_930,Streptococcus,board,Positive,Facultative Anaerobe,4.58
STR_499,Staphylococcus,race,Negative,Aerobic,8.92
STR_753,Streptococcus,federal,Negative,Anaerobic,5.59
STR_771,Staphylococcus,fill,Positive,Facultative Anaerobe,5.32
STR_633,Pseudomonas,argue,Positive,Anaerobic,5.66
STR_623,Bacillus,think,Negative,Facultative Anaerobe,3.55
STR_960,Lactobacillus,student,Negative,Microaerophilic,6.43
STR_475,Bacillus,assume,Positive,Microaerophilic,7.43
STR_751,Clostridium,determine,Positive,Aerobic,6.68
STR_521,Pseudomonas,and,Positive,Facultative Anaerobe,3.41
STR_309,Staphylococcus,challenge,Negative,Aerobic,1.0
STR_181,Lactobacillus,assume,Positive,Facultative Anaerobe,9.13
STR_295,Staphylococcus,year,Positive,Anaerobic,8.82
STR_144,Staphylococcus,air,Negative,Anaerobic,9.37
STR_786,Clostridium,hospital,Negative,Anaerobic,2.43
STR_115,Staphylococcus,must,Positive,Anaerobic,2.74
STR_927,Clostridium,use,Negative,Aerobic,8.09
STR_126,Lactobacillus,summer,Positive,Microaerophilic,1.34
STR_228,Clostridium,next,Positive,Microaerophilic,4.55
STR_524,Staphylococcus,against,Positive,Anaerobic,2.52
STR_713,Streptococcus,health,Negative,Microaerophilic,8.3
STR_381,Lactobacillus,push,Positive,Microaerophilic,8.2
STR_571,Staphylococcus,keep,Positive,Microaerophilic,7.61
STR_748,Bacillus,security,Negative,Microaerophilic,6.61
STR_914,Clostridium,must,Positive,Aerobic,1.13
STR_216,Clostridium,prepare,Negative,Aerobic,9.8
STR_329,Pseudomonas,meeting,Negative,Aerobic,7.29
