strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_816,Streptococcus,friend,Positive,Aerobic,8.78
STR_953,Staphylococcus,quickly,Negative,Anaerobic,6.08
STR_548,Staphylococcus,five,Positive,Anaerobic,4.4
STR_161,Lactobacillus,perhaps,Negative,Anaerobic,8.61
STR_937,Lactobacillus,set,Negative,Anaerobic,4.26
STR_977,Bacillus,reflect,Positive,Facultative Anaerobe,8.4
STR_654,Streptococcus,whether,Negative,Anaerobic,1.26
STR_118,Lactobacillus,system,Positive,Facultative Anaerobe,4.36
STR_970,Staphylococcus,board,Negative,Anaerobic,9.31
STR_266,Streptococcus,ten,Positive,Anaerobic,1.46
STR_885,Streptococcus,parent,Negative,Anaerobic,0.91
STR_166,Staphylococcus,mouth,Positive,Aerobic,9.11
STR_693,Bacillus,prevent,Positive,Facultative Anaerobe,7.66
STR_841,Staphylococcus,surface,Positive,Microaerophilic,5.59
STR_471,Clostridium,party,Positive,Aerobic,1.43
STR_197,Staphylococcus,none,Positive,Microaerophilic,7.97
STR_421,Lactobacillus,cost,Negative,Facultative Anaerobe,5.47
STR_875,Clostridium,camera,Positive,Aerobic,7.16
STR_766,Streptococcus,break,Negative,Aerobic,4.33
STR_934,Staphylococcus,energy,Negative,Aerobic,6.64
STR_214,Clostridium,every,Negative,Aerobic,2.7
STR_983,Bacillus,summer,Positive,Microaerophilic,6.12
STR_212,Staphylococcus,unit,Positive,Anaerobic,4.01
STR_360,Lactobacillus,knowledge,Positive,Aerobic,9.95
STR_654,Bacillus,seat,Negative,Aerobic,7.03
STR_308,Bacillus,we,Positive,Aerobic,3.89
STR_340,Lactobacillus,and,Positive,Facultative Anaerobe,7.6
STR_866,Staphylococcus,score,Negative,Microaerophilic,2.68
STR_741,Streptococcus,media,Negative,Facultative Anaerobe,5.8
STR_865,Pseudomonas,budget,Positive,Anaerobic,6.13
STR_535,Clostridium,drive,Negative,Facultative Anaerobe,2.93
STR_315,Lactobacillus,green,Positive,Aerobic,6.21
STR_563,Bacillus,little,Negative,Aerobic,3.98
STR_842,Bacillus,south,Positive,Anaerobic,8.2
STR_834,Clostridium,task,Positive,Aerobic,8.05
STR_822,Bacillus,carry,Positive,Facultative Anaerobe,5.83
STR_944,Bacillus,eye,Negative,Microaerophilic,6.4
STR_820,Staphylococcus,by,Positive,Microaerophilic,9.07
STR_156,Staphylococcus,PM,Positive,Microaerophilic,5.52
STR_255,Pseudomonas,executive,Positive,Facultative Anaerobe,8.4
STR_807,Pseudomonas,trial,Positive,Microaerophilic,0.98
STR_252,Pseudomonas,us,Positive,Anaerobic,2.1
STR_528,Clostridium,end,Positive,Aerobic,2.05
STR_487,Bacillus,teacher,Negative,Aerobic,5.85
STR_430,Streptococcus,from,Negative,Facultative Anaerobe,3.92
STR_829,Lactobacillus,war,Positive,Aerobic,9.48
STR_442,Pseudomonas,president,Positive,Anaerobic,0.66
STR_184,Lactobacillus,card,Positive,Microaerophilic,1.27
STR_269,Bacillus,high,Positive,Anaerobic,7.22
STR_717,Streptococcus,cup,Negative,Microaerophilic,7.57
STR_404,Staphylococcus,ahead,Positive,Facultative Anaerobe,1.41
STR_114,Staphylococcus,only,Negative,Anaerobic,5.39
STR_592,Clostridium,indicate,Positive,Facultative Anaerobe,5.4
STR_141,Streptococcus,cover,Negative,Microaerophilic,8.67
STR_179,Bacillus,must,Positive,Aerobic,6.57
STR_491,Clostridium,no,Positive,Aerobic,7.36
STR_498,Lactobacillus,recent,Positive,Anaerobic,5.85
STR_623,Staphylococcus,top,Negative,Aerobic,1.63
STR_580,Streptococcus,true,Negative,Anaerobic,4.48
STR_948,Staphylococcus,drug,Positive,Anaerobic,5.99
