strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_462,Lactobacillus,animal,Negative,Microaerophilic,4.52
STR_775,Streptococcus,specific,Negative,Microaerophilic,2.29
STR_833,Staphylococcus,reality,Positive,Anaerobic,4.72
STR_716,Staphylococcus,role,Positive,Aerobic,9.49
STR_287,Lactobacillus,star,Positive,Microaerophilic,5.46
STR_301,Clostridium,talk,Negative,Facultative Anaerobe,1.91
STR_247,Bacillus,market,Negative,Facultative Anaerobe,2.28
STR_120,Bacillus,offer,Positive,Anaerobic,6.32
STR_105,Streptococcus,certain,Negative,Anaerobic,1.16
STR_593,Bacillus,which,Negative,Aerobic,3.02
STR_295,Clostridium,drop,Positive,Microaerophilic,7.84
STR_802,Clostridium,campaign,Positive,Facultative Anaerobe,8.66
STR_696,Bacillus,low,Negative,Anaerobic,5.99
STR_738,Streptococcus,no,Positive,Microaerophilic,2.52
STR_868,Clostridium,him,Negative,Aerobic,9.14
STR_966,Lactobacillus,paper,Positive,Anaerobic,6.25
STR_729,Clostridium,themselves,Negative,Facultative Anaerobe,6.5
STR_392,Pseudomonas,catch,Positive,Aerobic,1.72
STR_130,Pseudomonas,western,Negative,Facultative Anaerobe,6.96
STR_464,Staphylococcus,daughter,Positive,Microaerophilic,3.56
STR_347,Bacillus,yard,Negative,Aerobic,4.49
STR_588,Pseudomonas,fear,Negative,Facultative Anaerobe,7.0
STR_334,Bacillus,such,Negative,Anaerobic,7.84
STR_976,Clostridium,identify,Negative,Microaerophilic,6.64
STR_880,Lactobacillus,east,Negative,Aerobic,7.85
STR_533,Lactobacillus,follow,Negative,Microaerophilic,5.42
STR_414,Staphylococcus,at,Positive,Microaerophilic,8.27
STR_756,Lactobacillus,authority,Negative,Anaerobic,7.15
STR_301,Pseudomonas,available,Positive,Aerobic,1.75
STR_709,Lactobacillus,write,Negative,Aerobic,6.86
STR_823,Bacillus,onto,Negative,Microaerophilic,8.53
STR_319,Lactobacillus,space,Positive,Microaerophilic,8.53
STR_863,Staphylococcus,natural,Negative,Anaerobic,8.86
STR_643,Bacillus,model,Negative,Microaerophilic,4.7
STR_901,Clostridium,skin,Negative,Aerobic,8.91
STR_498,Clostridium,result,Positive,Facultative Anaerobe,8.46
STR_664,Lactobacillus,camera,Positive,Anaerobic,1.03
STR_576,Staphylococcus,cost,Negative,Anaerobic,0.86
STR_958,Streptococcus,oil,Positive,Anaerobic,1.99
STR_388,Bacillus,still,Positive,Anaerobic,1.13
STR_455,Lactobacillus,white,Positive,Facultative Anaerobe,5.72
STR_261,Bacillus,marriage,Negative,Aerobic,4.03
STR_185,Streptococcus,data,Negative,Microaerophilic,6.75
STR_104,Streptococcus,health,Negative,Anaerobic,6.01
STR_834,Pseudomonas,require,Positive,Facultative Anaerobe,3.57
STR_543,Pseudomonas,nice,Positive,Aerobic,9.6
STR_608,Pseudomonas,woman,Negative,Microaerophilic,6.68
STR_230,Streptococcus,color,Positive,Microaerophilic,1.05
STR_496,Pseudomonas,sing,Negative,Aerobic,8.31
STR_925,Staphylococcus,design,Positive,Aerobic,0.8
STR_372,Streptococcus,action,Positive,Aerobic,1.26
STR_358,Streptococcus,detail,Negative,Facultative Anaerobe,9.31
STR_846,Streptococcus,benefit,Positive,Aerobic,9.3
STR_926,Clostridium,anything,Positive,Anaerobic,4.62
STR_975,Pseudomonas,maybe,Negative,Microaerophilic,1.9
STR_366,Clostridium,travel,Negative,Facultative Anaerobe,6.52
STR_358,Bacillus,until,Positive,Microaerophilic,1.97
STR_142,Bacillus,offer,Negative,Anaerobic,3.26
STR_599,Pseudomonas,trial,Negative,Microaerophilic,8.75
STR_563,Pseudomonas,fear,Positive,Aerobic,8.72
STR_304,Bacillus,consider,Positive,Anaerobic,3.86
STR_675,Pseudomonas,any,Negative,Facultative Anaerobe,7.79
STR_253,Pseudomonas,deep,Positive,Facultative Anaerobe,8.47
STR_865,Bacillus,lawyer,Positive,Aerobic,8.46
STR_949,Lactobacillus,teacher,Positive,Aerobic,0.55
STR_186,Lactobacillus,possible,Positive,Aerobic,1.12
STR_688,Clostridium,attack,Positive,Microaerophilic,1.26
STR_896,Pseudomonas,a,Positive,Anaerobic,6.43
STR_744,Pseudomonas,region,Negative,Microaerophilic,9.59
STR_489,Pseudomonas,assume,Negative,Microaerophilic,4.49
STR_216,Lactobacillus,guess,Negative,Aerobic,9.06
