strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_278,Streptococcus,site,Positive,Microaerophilic,6.35
STR_798,Streptococcus,reach,Positive,Aerobic,2.54
STR_650,Streptococcus,arm,Negative,Aerobic,7.85
STR_825,Bacillus,structure,Positive,Microaerophilic,3.99
STR_767,Pseudomonas,glass,Positive,Facultative Anaerobe,0.61
STR_849,Streptococcus,sea,Negative,Aerobic,2.8
STR_241,Bacillus,though,Negative,Facultative Anaerobe,7.25
STR_334,Lactobacillus,into,Positive,Aerobic,5.02
STR_937,Streptococcus,price,Positive,Microaerophilic,3.88
STR_408,Lactobacillus,paper,Positive,Anaerobic,3.83
STR_549,Bacillus,upon,Positive,Microaerophilic,4.91
STR_244,Streptococcus,every,Negative,Facultative Anaerobe,7.66
STR_951,Clostridium,mention,Negative,Anaerobic,7.94
STR_587,Clostridium,morning,Negative,Aerobic,0.65
STR_684,Clostridium,decade,Negative,Aerobic,4.68
STR_776,Bacillus,whether,Negative,Aerobic,1.42
STR_263,Staphylococcus,per,Negative,Aerobic,1.85
STR_169,Streptococcus,whether,Negative,Anaerobic,3.63
STR_893,Pseudomonas,likely,Negative,Anaerobic,2.41
STR_315,Staphylococcus,else,Negative,Aerobic,7.48
STR_401,Pseudomonas,instead,Negative,Facultative Anaerobe,7.14
STR_438,Bacillus,develop,Negative,Anaerobic,7.74
STR_629,Bacillus,choose,Positive,Facultative Anaerobe,4.6
STR_736,Streptococcus,machine,Positive,Aerobic,2.1
STR_556,Staphylococcus,character,Negative,Facultative Anaerobe,6.8
STR_566,Pseudomonas,development,Positive,Aerobic,6.43
STR_931,Bacillus,democratic,Negative,Facultative Anaerobe,8.15
STR_580,Staphylococcus,news,Positive,Anaerobic,4.23
STR_710,Clostridium,senior,Positive,Facultative Anaerobe,6.44
STR_403,Pseudomonas,goal,Negative,Microaerophilic,9.28
STR_631,Clostridium,picture,Positive,Facultative Anaerobe,3.77
STR_222,Streptococcus,probably,Negative,Microaerophilic,1.55
STR_225,Bacillus,officer,Positive,Aerobic,7.35
STR_497,Lactobacillus,attorney,Negative,Facultative Anaerobe,8.12
STR_579,Bacillus,worker,Positive,Facultative Anaerobe,2.55
STR_281,Clostridium,long,Positive,Aerobic,9.86
STR_816,Staphylococcus,mother,Positive,Microaerophilic,2.9
STR_725,Streptococcus,south,Positive,Facultative Anaerobe,4.65
STR_987,Pseudomonas,trip,Negative,Aerobic,4.91
STR_508,Lactobacillus,red,Positive,Anaerobic,6.88
STR_741,Pseudomonas,item,Positive,Facultative Anaerobe,7.11
STR_264,Lactobacillus,return,Negative,Anaerobic,4.87
STR_211,Clostridium,although,Positive,Facultative Anaerobe,3.23
STR_760,Pseudomonas,prevent,Positive,Aerobic,5.57
STR_395,Bacillus,window,Negative,Microaerophilic,0.64
STR_306,Pseudomonas,read,Positive,Anaerobic,3.36
STR_900,Pseudomonas,hundred,Negative,Anaerobic,7.94
STR_313,Bacillus,perform,Negative,Aerobic,7.06
STR_940,Lactobacillus,job,Positive,Anaerobic,3.35
STR_511,Pseudomonas,city,Negative,Aerobic,4.58
STR_618,Pseudomonas,stage,Positive,Facultative Anaerobe,6.56
STR_243,Clostridium,seven,Positive,Anaerobic,6.14
STR_717,Lactobacillus,must,Positive,Aerobic,3.51
STR_164,Clostridium,culture,Negative,Aerobic,5.87
STR_296,Staphylococcus,image,Positive,Microaerophilic,0.95
STR_757,Streptococcus,sense,Negative,Microaerophilic,9.11
STR_303,Streptococcus,especially,Negative,Aerobic,2.7
STR_805,Lactobacillus,term,Positive,Anaerobic,4.09
STR_540,Pseudomonas,arm,Positive,Anaerobic,8.38
STR_542,Streptococcus,much,Negative,Facultative Anaerobe,8.91
STR_198,Staphylococcus,people,Negative,Facultative Anaerobe,4.69
STR_513,Clostridium,million,Negative,Facultative Anaerobe,5.15
STR_970,Staphylococcus,others,Negative,Facultative Anaerobe,6.41
STR_335,Bacillus,wrong,Negative,Anaerobic,6.68
STR_906,Lactobacillus,character,Positive,Aerobic,5.69
STR_955,Staphylococcus,success,Negative,Microaerophilic,9.92
STR_603,Streptococcus,weight,Positive,Facultative Anaerobe,3.9
STR_633,Staphylococcus,her,Negative,Microaerophilic,5.46
STR_249,Staphylococcus,prepare,Negative,Anaerobic,9.24
STR_586,Lactobacillus,money,Negative,Aerobic,4.16
STR_526,Lactobacillus,low,Positive,Microaerophilic,5.29
STR_921,Clostridium,senior,Positive,Facultative Anaerobe,2.79
STR_896,Clostridium,bit,Negative,Microaerophilic,8.03
STR_497,Pseudomonas,amount,Negative,Aerobic,1.76
STR_310,Clostridium,dream,Negative,Microaerophilic,3.68
STR_665,Bacillus,away,Positive,Facultative Anaerobe,9.84
STR_124,Bacillus,claim,Negative,Facultative Anaerobe,8.6
STR_200,Staphylococcus,travel,Negative,Aerobic,5.62
STR_905,Streptococcus,very,Positive,Anaerobic,4.32
STR_227,Bacillus,six,Negative,Microaerophilic,8.07
STR_418,Streptococcus,on,Negative,Microaerophilic,1.64
STR_372,Bacillus,month,Negative,Facultative Anaerobe,1.48
STR_225,Staphylococcus,investment,Positive,Microaerophilic,3.42
STR_575,Pseudomonas,themselves,Positive,Microaerophilic,1.17
STR_392,Staphylococcus,beautiful,Negative,Anaerobic,3.49
STR_644,Streptococcus,allow,Positive,Anaerobic,9.97
STR_965,Lactobacillus,to,Positive,Aerobic,8.41
STR_409,Streptococcus,should,Negative,Anaerobic,2.1
STR_366,Pseudomonas,forward,Negative,Aerobic,1.53
STR_627,Pseudomonas,country,Negative,Aerobic,8.67
STR_449,Clostridium,walk,Positive,Microaerophilic,3.47
STR_294,Lactobacillus,million,Negative,Microaerophilic,0.84
STR_232,Staphylococcus,piece,Positive,Anaerobic,2.65
STR_291,Streptococcus,today,Positive,Aerobic,2.78
STR_109,Pseudomonas,better,Negative,Facultative Anaerobe,8.57
STR_166,Clostridium,expect,Negative,Aerobic,5.9
STR_425,Clostridium,tree,Positive,Anaerobic,6.52
STR_359,Pseudomonas,office,Negative,Aerobic,4.19
STR_857,Bacillus,myself,Negative,Anaerobic,7.83
STR_227,Staphylococcus,use,Positive,Microaerophilic,0.74
STR_632,Pseudomonas,back,Positive,Microaerophilic,8.73
STR_970,Lactobacillus,girl,Negative,Facultative Anaerobe,7.55
STR_200,Staphylococcus,she,Positive,Microaerophilic,1.34
STR_308,Lactobacillus,part,Negative,Facultative Anaerobe,8.26
STR_383,Streptococcus,indicate,Positive,Anaerobic,9.22
STR_563,Lactobacillus,east,Positive,Aerobic,8.07
STR_454,Pseudomonas,soldier,Positive,Microaerophilic,9.39
STR_366,Streptococcus,low,Positive,Anaerobic,5.9
STR_693,Clostridium,laugh,Positive,Anaerobic,8.97
STR_794,Staphylococcus,home,Negative,Microaerophilic,2.55
STR_360,Clostridium,best,Positive,Anaerobic,9.75
STR_929,Streptococcus,leader,Positive,Anaerobic,7.83
STR_992,Bacillus,gun,Positive,Microaerophilic,9.49
STR_921,Bacillus,positive,Negative,Microaerophilic,9.4
STR_726,Bacillus,more,Negative,Microaerophilic,8.21
STR_565,Streptococcus,lose,Positive,Anaerobic,4.08
STR_136,Clostridium,against,Negative,Facultative Anaerobe,8.16
STR_457,Streptococcus,heavy,Negative,Facultative Anaerobe,6.97
STR_443,Staphylococcus,increase,Negative,Facultative Anaerobe,1.58
STR_348,Pseudomonas,build,Negative,Microaerophilic,0.74
STR_336,Bacillus,summer,Positive,Aerobic,5.18
STR_700,Pseudomonas,yes,Positive,Microaerophilic,4.33
STR_183,Pseudomonas,pass,Negative,Aerobic,1.89
STR_567,Staphylococcus,behavior,Negative,Microaerophilic,5.33
STR_919,Clostridium,too,Negative,Facultative Anaerobe,3.09
STR_129,Lactobacillus,bar,Negative,Facultative Anaerobe,1.67
STR_465,Streptococcus,third,Negative,Facultative Anaerobe,9.43
STR_609,Staphylococcus,ago,Negative,Microaerophilic,5.1
STR_635,Clostridium,worker,Positive,Aerobic,4.54
STR_152,Lactobacillus,camera,Positive,Facultative Anaerobe,3.02
STR_965,Pseudomonas,little,Negative,Anaerobic,3.95
STR_526,Bacillus,produce,Positive,Aerobic,9.95
STR_502,Clostridium,young,Positive,Microaerophilic,5.35
STR_775,Pseudomonas,administration,Negative,Aerobic,2.55
STR_627,Staphylococcus,nearly,Positive,Microaerophilic,3.45
STR_324,Lactobacillus,same,Negative,Aerobic,2.44
STR_841,Streptococcus,adult,Negative,Aerobic,3.24
STR_312,Staphylococcus,chance,Positive,Microaerophilic,4.4
STR_172,Pseudomonas,production,Positive,Microaerophilic,1.14
STR_800,Streptococcus,full,Negative,Facultative Anaerobe,7.82
STR_478,Lactobacillus,left,Negative,Aerobic,4.48
STR_996,Bacillus,low,Negative,Aerobic,5.35
STR_448,Lactobacillus,purpose,Negative,Aerobic,3.03
STR_594,Clostridium,really,Negative,Anaerobic,1.6
STR_885,Pseudomonas,pass,Negative,Microaerophilic,9.31
STR_466,Staphylococcus,cause,Positive,Anaerobic,6.7
STR_337,Lactobacillus,big,Negative,Microaerophilic,4.0
STR_313,Clostridium,scene,Positive,Anaerobic,8.63
STR_664,Pseudomonas,hard,Negative,Anaerobic,0.56
STR_507,Clostridium,black,Positive,Aerobic,1.04
STR_109,Bacillus,sure,Positive,Aerobic,5.95
STR_854,Streptococcus,mean,Positive,Aerobic,9.09
STR_995,Bacillus,customer,Negative,Aerobic,5.74
STR_841,Streptococcus,truth,Negative,Anaerobic,4.38
STR_658,Pseudomonas,more,Negative,Anaerobic,9.42
STR_131,Pseudomonas,prevent,Positive,Microaerophilic,1.11
STR_358,Staphylococcus,choice,Negative,Aerobic,4.28
STR_778,Staphylococcus,trade,Positive,Aerobic,7.55
STR_382,Bacillus,mouth,Positive,Aerobic,8.62
STR_520,Staphylococcus,enjoy,Negative,Anaerobic,1.66
STR_670,Clostridium,customer,Positive,Aerobic,3.29
STR_356,Clostridium,decide,Negative,Microaerophilic,3.19
STR_333,Staphylococcus,art,Negative,Facultative Anaerobe,3.91
STR_986,Pseudomonas,decision,Negative,Anaerobic,4.3
STR_609,Pseudomonas,however,Positive,Anaerobic,3.65
STR_999,Lactobacillus,education,Negative,Aerobic,5.52
STR_619,Staphylococcus,during,Negative,Microaerophilic,5.58
STR_379,Pseudomonas,born,Positive,Aerobic,5.33
STR_819,Streptococcus,mission,Positive,Anaerobic,8.81
STR_362,Pseudomonas,entire,Negative,Anaerobic,9.14
STR_457,Streptococcus,bit,Positive,Anaerobic,8.9
STR_812,Clostridium,particularly,Positive,Microaerophilic,5.52
STR_384,Streptococcus,never,Positive,Facultative Anaerobe,7.15
STR_347,Bacillus,simple,Positive,Microaerophilic,0.81
STR_108,Streptococcus,question,Positive,Aerobic,3.06
STR_485,Bacillus,support,Negative,Microaerophilic,9.03
STR_704,Clostridium,simple,Negative,Aerobic,5.91
STR_124,Lactobacillus,hundred,Positive,Microaerophilic,6.71
STR_308,Pseudomonas,rest,Positive,Aerobic,1.9
STR_790,Clostridium,sometimes,Negative,Microaerophilic,1.5
STR_720,Lactobacillus,own,Negative,Aerobic,7.52
STR_734,Pseudomonas,probably,Negative,Facultative Anaerobe,5.96
STR_706,Pseudomonas,store,Positive,Facultative Anaerobe,8.76
STR_174,Clostridium,fish,Negative,Anaerobic,8.48
STR_844,Bacillus,whole,Negative,Microaerophilic,5.03
STR_379,Clostridium,TV,Negative,Facultative Anaerobe,2.73
STR_938,Staphylococcus,democratic,Positive,Anaerobic,5.26
STR_498,Bacillus,future,Positive,Microaerophilic,2.22
STR_646,Bacillus,former,Positive,Aerobic,8.4
STR_742,Staphylococcus,place,Negative,Facultative Anaerobe,7.87
STR_178,Pseudomonas,operation,Negative,Microaerophilic,9.83
STR_335,Streptococcus,statement,Positive,Aerobic,7.22
STR_143,Pseudomonas,her,Positive,Microaerophilic,5.33
STR_616,Streptococcus,arm,Negative,Facultative Anaerobe,6.51
STR_915,Clostridium,market,Negative,Anaerobic,2.68
STR_923,Streptococcus,cup,Negative,Anaerobic,9.79
STR_574,Pseudomonas,peace,Positive,Aerobic,3.42
STR_252,Pseudomonas,economy,Positive,Microaerophilic,8.52
STR_226,Staphylococcus,for,Positive,Microaerophilic,7.89
STR_628,Bacillus,relate,Positive,Microaerophilic,6.02
STR_344,Staphylococcus,today,Positive,Aerobic,2.44
STR_612,Clostridium,ready,Positive,Facultative Anaerobe,7.43
STR_307,Streptococcus,during,Positive,Anaerobic,2.85
STR_396,Clostridium,box,Positive,Microaerophilic,7.55
STR_685,Clostridium,learn,Negative,Aerobic,8.87
STR_322,Pseudomonas,soldier,Negative,Anaerobic,1.6
STR_163,Staphylococcus,term,Positive,Microaerophilic,9.58
STR_610,Streptococcus,race,Negative,Facultative Anaerobe,8.54
STR_384,Bacillus,us,Negative,Facultative Anaerobe,6.95
STR_957,Bacillus,just,Positive,Facultative Anaerobe,2.77
STR_629,Pseudomonas,girl,Positive,Microaerophilic,1.72
STR_313,Clostridium,drug,Negative,Aerobic,9.28
STR_836,Lactobacillus,economic,Negative,Anaerobic,9.79
STR_281,Staphylococcus,culture,Negative,Facultative Anaerobe,3.17
STR_420,Clostridium,science,Positive,Aerobic,3.52
STR_694,Clostridium,natural,Negative,Aerobic,0.52
STR_802,Lactobacillus,but,Negative,Anaerobic,5.82
STR_773,Lactobacillus,test,Positive,Aerobic,8.5
STR_461,Staphylococcus,ability,Negative,Aerobic,1.71
STR_785,Bacillus,adult,Negative,Aerobic,1.51
STR_306,Bacillus,radio,Positive,Anaerobic,7.51
STR_136,Staphylococcus,his,Positive,Facultative Anaerobe,7.97
STR_897,Clostridium,fear,Positive,Aerobic,5.53
STR_942,Lactobacillus,style,Positive,Facultative Anaerobe,5.41
STR_338,Lactobacillus,pass,Positive,Aerobic,5.26
STR_631,Streptococcus,sing,Negative,Facultative Anaerobe,4.23
STR_385,Lactobacillus,free,Negative,Microaerophilic,5.18
STR_784,Lactobacillus,budget,Positive,Microaerophilic,7.01
STR_443,Pseudomonas,paper,Positive,Facultative Anaerobe,7.97
STR_908,Lactobacillus,western,Negative,Aerobic,9.3
STR_354,Bacillus,candidate,Positive,Facultative Anaerobe,1.41
STR_873,Lactobacillus,radio,Negative,Aerobic,0.78
STR_339,Streptococcus,into,Negative,Microaerophilic,4.33
STR_443,Bacillus,with,Negative,Anaerobic,1.06
STR_178,Staphylococcus,result,Positive,Anaerobic,3.89
STR_286,Streptococcus,choose,Negative,Anaerobic,3.06
STR_593,Bacillus,possible,Negative,Aerobic,4.37
STR_261,Lactobacillus,control,Positive,Aerobic,8.91
STR_946,Staphylococcus,wall,Positive,Aerobic,5.02
STR_459,Clostridium,spring,Negative,Anaerobic,4.06
STR_408,Bacillus,cut,Positive,Facultative Anaerobe,5.35
STR_407,Streptococcus,benefit,Negative,Facultative Anaerobe,4.82
STR_636,Lactobacillus,yet,Negative,Microaerophilic,0.51
STR_533,Clostridium,value,Negative,Microaerophilic,3.38
STR_229,Streptococcus,who,Positive,Aerobic,3.23
STR_473,Staphylococcus,morning,Positive,Anaerobic,9.54
STR_808,Staphylococcus,trouble,Negative,Microaerophilic,2.89
STR_153,Clostridium,article,Negative,Facultative Anaerobe,4.66
STR_123,Lactobacillus,heavy,Negative,Microaerophilic,4.33
