strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_715,Streptococcus,order,Positive,Microaerophilic,3.88
STR_670,Lactobacillus,city,Positive,Anaerobic,0.73
STR_219,Staphylococcus,rock,Negative,Aerobic,7.51
STR_893,Bacillus,world,Negative,Facultative Anaerobe,1.37
STR_694,Streptococcus,pick,Negative,Facultative Anaerobe,5.29
STR_616,Bacillus,public,Positive,Microaerophilic,6.08
STR_949,Pseudomonas,indicate,Negative,Anaerobic,3.25
STR_319,Pseudomonas,read,Positive,Aerobic,8.34
STR_596,Staphylococcus,buy,Positive,Aerobic,8.96
STR_921,Staphylococcus,goal,Positive,Aerobic,5.63
STR_197,Staphylococcus,talk,Positive,Microaerophilic,3.06
STR_407,Clostridium,sister,Positive,Microaerophilic,6.96
STR_312,Streptococcus,bit,Negative,Microaerophilic,7.77
STR_812,Clostridium,his,Positive,Facultative Anaerobe,9.59
STR_615,Lactobacillus,us,Negative,Facultative Anaerobe,7.8
STR_427,Pseudomonas,ahead,Negative,Aerobic,3.21
STR_479,Clostridium,down,Positive,Microaerophilic,4.45
STR_647,Clostridium,factor,Negative,Anaerobic,0.99
STR_693,Streptococcus,picture,Negative,Microaerophilic,0.55
STR_306,Clostridium,tax,Negative,Anaerobic,8.72
STR_305,Staphylococcus,service,Negative,Facultative Anaerobe,9.5
STR_692,Bacillus,research,Positive,Facultative Anaerobe,2.55
STR_839,Pseudomonas,old,Positive,Anaerobic,9.86
STR_746,Staphylococcus,physical,Positive,Facultative Anaerobe,1.21
STR_821,Pseudomonas,political,Positive,Anaerobic,6.25
STR_627,Lactobacillus,black,Negative,Anaerobic,4.5
STR_469,Clostridium,whom,Negative,Aerobic,6.52
STR_901,Lactobacillus,for,Positive,Microaerophilic,9.76
STR_249,Staphylococcus,house,Positive,Aerobic,0.64
STR_736,Staphylococcus,listen,Positive,Facultative Anaerobe,5.82
STR_227,Staphylococcus,door,Positive,Aerobic,2.63
STR_262,Pseudomonas,voice,Negative,Anaerobic,5.39
STR_549,Lactobacillus,environmental,Positive,Aerobic,8.06
STR_972,Staphylococcus,sometimes,Negative,Anaerobic,5.65
STR_441,Staphylococcus,end,Positive,Anaerobic,9.94
STR_753,Clostridium,difference,Negative,Aerobic,0.5
STR_233,Lactobacillus,experience,Positive,Anaerobic,4.21
STR_853,Clostridium,executive,Positive,Aerobic,2.76
STR_753,Bacillus,ok,Negative,Anaerobic,4.14
STR_956,Streptococcus,expect,Positive,Microaerophilic,9.88
STR_644,Staphylococcus,just,Negative,Anaerobic,7.05
STR_454,Clostridium,cup,Negative,Anaerobic,4.01
STR_417,Lactobacillus,fill,Negative,Microaerophilic,8.07
STR_566,Staphylococcus,check,Negative,Anaerobic,7.05
STR_969,Clostridium,water,Negative,Facultative Anaerobe,5.28
STR_749,Clostridium,travel,Positive,Anaerobic,0.62
STR_292,Lactobacillus,similar,Negative,Aerobic,8.93
STR_442,Staphylococcus,base,Negative,Microaerophilic,6.5
STR_770,Clostridium,sometimes,Negative,Anaerobic,9.94
STR_867,Lactobacillus,usually,Positive,Facultative Anaerobe,1.4
STR_987,Lactobacillus,result,Positive,Facultative Anaerobe,0.71
