strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_616,Lactobacillus,it,Positive,Aerobic,2.81
STR_298,Bacillus,shoulder,Positive,Anaerobic,2.23
STR_805,Staphylococcus,produce,Positive,Anaerobic,0.63
STR_985,Clostridium,full,Positive,Aerobic,7.84
STR_152,Lactobacillus,letter,Positive,Anaerobic,1.1
STR_821,Pseudomonas,we,Negative,Anaerobic,5.36
STR_497,Bacillus,either,Positive,Aerobic,5.64
STR_912,Pseudomonas,bit,Positive,Anaerobic,3.61
STR_419,Lactobacillus,and,Positive,Facultative Anaerobe,2.77
STR_703,Lactobacillus,speak,Negative,Anaerobic,9.21
STR_367,Pseudomonas,plant,Negative,Facultative Anaerobe,6.07
STR_564,Bacillus,loss,Negative,Anaerobic,3.29
STR_515,Streptococcus,front,Positive,Anaerobic,3.49
STR_943,Pseudomonas,close,Positive,Facultative Anaerobe,1.81
STR_198,Streptococcus,realize,Negative,Microaerophilic,9.42
STR_207,Pseudomonas,show,Negative,Anaerobic,6.72
STR_371,Staphylococcus,serious,Positive,Anaerobic,5.23
STR_955,Clostridium,especially,Negative,Microaerophilic,2.68
STR_745,Staphylococcus,guy,Negative,Aerobic,8.93
STR_969,Lactobacillus,red,Negative,Aerobic,2.45
STR_256,Lactobacillus,try,Negative,Facultative Anaerobe,5.15
STR_582,Staphylococcus,look,Positive,Aerobic,5.37
STR_245,Bacillus,clearly,Negative,Microaerophilic,8.13
STR_671,Clostridium,table,Negative,Facultative Anaerobe,4.12
STR_359,Staphylococcus,behavior,Positive,Aerobic,8.75
STR_952,Lactobacillus,decision,Negative,Facultative Anaerobe,2.44
STR_885,Lactobacillus,mention,Negative,Facultative Anaerobe,7.73
STR_760,Lactobacillus,too,Positive,Aerobic,0.83
STR_119,Staphylococcus,individual,Negative,Aerobic,4.85
STR_535,Clostridium,eat,Negative,Facultative Anaerobe,5.28
STR_306,Lactobacillus,treat,Positive,Microaerophilic,0.9
STR_140,Streptococcus,myself,Negative,Facultative Anaerobe,1.65
STR_388,Staphylococcus,son,Negative,Microaerophilic,4.28
STR_165,Bacillus,school,Positive,Facultative Anaerobe,7.85
STR_973,Streptococcus,until,Positive,Anaerobic,2.6
STR_544,Lactobacillus,between,Positive,Anaerobic,2.95
STR_506,Streptococcus,increase,Negative,Anaerobic,7.64
STR_955,Staphylococcus,me,Positive,Microaerophilic,5.03
STR_723,Clostridium,interview,Negative,Facultative Anaerobe,7.44
