strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_218,Streptococcus,black,Positive,Facultative Anaerobe,4.45
STR_720,Clostridium,information,Positive,Facultative Anaerobe,3.95
STR_602,Clostridium,me,Positive,Facultative Anaerobe,1.95
STR_177,Pseudomonas,environmental,Positive,Anaerobic,5.06
STR_526,Lactobacillus,difficult,Positive,Facultative Anaerobe,2.98
STR_963,Streptococcus,green,Positive,Anaerobic,4.26
STR_382,Bacillus,week,Positive,Anaerobic,9.49
STR_506,Streptococcus,sign,Negative,Aerobic,6.61
STR_218,Pseudomonas,strong,Positive,Anaerobic,4.22
STR_708,Bacillus,between,Positive,Microaerophilic,8.79
STR_917,Streptococcus,high,Negative,Microaerophilic,3.75
STR_749,Pseudomonas,notice,Positive,Facultative Anaerobe,4.75
STR_279,Pseudomonas,camera,Positive,Microaerophilic,3.32
STR_924,Lactobacillus,most,Negative,Anaerobic,1.66
STR_695,Pseudomonas,eye,Positive,Aerobic,4.39
STR_814,Pseudomonas,college,Positive,Aerobic,8.67
STR_953,Clostridium,well,Negative,Aerobic,2.37
STR_429,Pseudomonas,step,Positive,Anaerobic,8.84
STR_507,Bacillus,read,Negative,Aerobic,4.93
STR_248,Streptococcus,think,Positive,Anaerobic,4.41
STR_974,Pseudomonas,structure,Negative,Anaerobic,6.13
STR_723,Clostridium,down,Positive,Facultative Anaerobe,8.1
STR_423,Staphylococcus,physical,Positive,Microaerophilic,5.9
STR_639,Bacillus,raise,Positive,Aerobic,6.82
STR_624,Streptococcus,star,Positive,Anaerobic,5.73
STR_878,Bacillus,summer,Negative,Anaerobic,4.31
STR_249,Staphylococcus,gas,Positive,Aerobic,9.17
STR_190,Lactobacillus,performance,Negative,Facultative Anaerobe,1.16
STR_346,Clostridium,bed,Positive,Aerobic,1.23
STR_622,Lactobacillus,nor,Negative,Facultative Anaerobe,0.99
STR_207,Streptococcus,box,Positive,Microaerophilic,6.75
STR_607,Bacillus,paper,Positive,Anaerobic,4.02
STR_563,Clostridium,behavior,Negative,Anaerobic,2.0
STR_413,Bacillus,during,Positive,Aerobic,0.8
STR_234,Pseudomonas,sing,Positive,Facultative Anaerobe,3.66
STR_179,Clostridium,expert,Positive,Aerobic,2.9
STR_511,Bacillus,already,Negative,Aerobic,6.39
STR_895,Lactobacillus,know,Positive,Facultative Anaerobe,8.82
STR_587,Streptococcus,couple,Negative,Aerobic,5.54
STR_203,Lactobacillus,feel,Negative,Facultative Anaerobe,6.42
STR_286,Staphylococcus,season,Negative,Aerobic,5.61
STR_650,Staphylococcus,author,Negative,Facultative Anaerobe,7.05
STR_414,Clostridium,state,Negative,Microaerophilic,0.6
STR_697,Bacillus,oil,Negative,Microaerophilic,4.5
STR_255,Clostridium,doctor,Negative,Microaerophilic,5.96
STR_395,Pseudomonas,everything,Positive,Aerobic,0.89
STR_247,Clostridium,my,Positive,Anaerobic,5.51
STR_984,Bacillus,herself,Positive,Anaerobic,6.2
STR_492,Streptococcus,you,Positive,Microaerophilic,2.81
STR_560,Bacillus,good,Positive,Aerobic,6.58
STR_853,Staphylococcus,player,Negative,Anaerobic,9.94
STR_612,Lactobacillus,customer,Positive,Microaerophilic,6.1
STR_526,Pseudomonas,always,Positive,Aerobic,0.93
STR_655,Bacillus,beautiful,Positive,Aerobic,4.84
STR_967,Staphylococcus,myself,Positive,Microaerophilic,4.94
STR_315,Streptococcus,instead,Negative,Aerobic,4.45
STR_139,Staphylococcus,kind,Positive,Microaerophilic,5.29
STR_463,Staphylococcus,account,Negative,Anaerobic,5.66
STR_453,Staphylococcus,stand,Negative,Anaerobic,5.28
STR_683,Lactobacillus,sort,Positive,Aerobic,4.91
STR_264,Clostridium,learn,Negative,Facultative Anaerobe,3.13
STR_592,Lactobacillus,successful,Positive,Microaerophilic,2.3
STR_753,Pseudomonas,appear,Positive,Facultative Anaerobe,6.64
STR_174,Lactobacillus,him,Positive,Microaerophilic,0.64
STR_223,Pseudomonas,southern,Negative,Facultative Anaerobe,7.2
STR_410,Pseudomonas,all,Negative,Microaerophilic,7.7
STR_659,Streptococcus,none,Positive,Anaerobic,4.81
STR_932,Staphylococcus,at,Positive,Anaerobic,5.92
STR_544,Clostridium,game,Negative,Microaerophilic,1.49
STR_503,Streptococcus,role,Negative,Facultative Anaerobe,5.35
STR_935,Lactobacillus,north,Positive,Microaerophilic,4.64
STR_169,Staphylococcus,political,Negative,Aerobic,4.1
STR_310,Staphylococcus,choose,Negative,Microaerophilic,6.87
