strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_775,Lactobacillus,indeed,Negative,Aerobic,5.44
STR_827,Clostridium,author,Negative,Facultative Anaerobe,9.98
STR_663,Streptococcus,meeting,Negative,Facultative Anaerobe,7.17
STR_230,Streptococcus,stand,Negative,Microaerophilic,1.15
STR_574,Bacillus,tend,Positive,Anaerobic,2.34
STR_880,Bacillus,agreement,Positive,Facultative Anaerobe,4.43
STR_368,Lactobacillus,great,Negative,Microaerophilic,3.9
STR_306,Lactobacillus,offer,Negative,Microaerophilic,6.91
STR_302,Bacillus,fly,Positive,Facultative Anaerobe,2.05
STR_178,Lactobacillus,other,Negative,Aerobic,0.58
STR_637,Lactobacillus,carry,Negative,Aerobic,6.75
STR_697,Pseudomonas,mission,Negative,Microaerophilic,3.51
STR_136,Pseudomonas,group,Positive,Microaerophilic,3.35
STR_169,Bacillus,price,Positive,Microaerophilic,6.81
STR_478,Clostridium,fly,Positive,Aerobic,8.89
STR_824,Staphylococcus,toward,Negative,Aerobic,7.57
STR_680,Staphylococcus,cup,Negative,Facultative Anaerobe,5.58
STR_823,Pseudomonas,ok,Positive,Microaerophilic,7.4
STR_805,Lactobacillus,science,Negative,Microaerophilic,0.79
STR_133,Lactobacillus,people,Positive,Anaerobic,3.96
STR_236,Streptococcus,read,Positive,Microaerophilic,9.45
STR_714,Clostridium,remain,Positive,Anaerobic,8.87
STR_415,Bacillus,then,Positive,Microaerophilic,2.31
STR_468,Bacillus,law,Negative,Aerobic,1.43
STR_828,Lactobacillus,each,Positive,Anaerobic,7.3
STR_339,Bacillus,hot,Negative,Anaerobic,3.82
STR_121,Streptococcus,hear,Negative,Anaerobic,9.25
STR_947,Streptococcus,store,Negative,Anaerobic,9.41
STR_609,Streptococcus,well,Positive,Microaerophilic,0.93
STR_792,Lactobacillus,set,Negative,Anaerobic,7.15
STR_389,Clostridium,which,Positive,Microaerophilic,0.67
STR_187,Bacillus,glass,Positive,Anaerobic,9.27
STR_425,Pseudomonas,young,Negative,Facultative Anaerobe,1.43
STR_346,Pseudomonas,herself,Negative,Anaerobic,3.86
STR_770,Staphylococcus,sister,Positive,Anaerobic,3.16
STR_705,Clostridium,beyond,Negative,Anaerobic,3.6
STR_955,Bacillus,financial,Positive,Microaerophilic,2.55
STR_846,Staphylococcus,any,Negative,Aerobic,3.53
STR_735,Lactobacillus,director,Positive,Microaerophilic,8.83
STR_134,Lactobacillus,clearly,Positive,Aerobic,8.24
STR_275,Clostridium,figure,Positive,Anaerobic,4.76
STR_943,Pseudomonas,billion,Positive,Facultative Anaerobe,6.57
STR_200,Staphylococcus,relationship,Negative,Microaerophilic,3.46
STR_608,Streptococcus,offer,Negative,Microaerophilic,2.02
STR_385,Lactobacillus,with,Negative,Microaerophilic,1.66
STR_809,Streptococcus,minute,Positive,Aerobic,7.09
STR_203,Streptococcus,away,Positive,Facultative Anaerobe,7.79
STR_953,Staphylococcus,want,Negative,Facultative Anaerobe,9.66
STR_425,Lactobacillus,stop,Negative,Anaerobic,6.87
STR_603,Bacillus,stay,Positive,Microaerophilic,4.49
STR_435,Pseudomonas,up,Negative,Aerobic,7.23
STR_950,Pseudomonas,sense,Positive,Aerobic,0.57
STR_576,Lactobacillus,apply,Negative,Facultative Anaerobe,3.36
STR_271,Lactobacillus,available,Positive,Aerobic,7.17
STR_823,Clostridium,your,Positive,Facultative Anaerobe,2.09
STR_157,Bacillus,page,Positive,Aerobic,2.27
STR_181,Pseudomonas,challenge,Negative,Facultative Anaerobe,5.06
STR_413,Pseudomonas,commercial,Negative,Aerobic,6.34
STR_762,Pseudomonas,daughter,Positive,Facultative Anaerobe,8.91
STR_802,Staphylococcus,sound,Positive,Microaerophilic,6.66
STR_915,Pseudomonas,product,Negative,Aerobic,7.9
STR_374,Clostridium,until,Negative,Microaerophilic,4.7
STR_752,Bacillus,industry,Positive,Microaerophilic,9.36
STR_623,Pseudomonas,think,Positive,Aerobic,1.79
STR_689,Staphylococcus,rest,Positive,Facultative Anaerobe,9.72
STR_875,Staphylococcus,attorney,Negative,Facultative Anaerobe,8.4
STR_499,Staphylococcus,like,Positive,Aerobic,1.39
STR_956,Staphylococcus,much,Negative,Microaerophilic,6.05
STR_746,Lactobacillus,accept,Positive,Microaerophilic,3.84
STR_625,Bacillus,wife,Negative,Anaerobic,8.37
STR_374,Pseudomonas,hundred,Negative,Microaerophilic,3.95
STR_143,Lactobacillus,left,Positive,Microaerophilic,9.17
STR_528,Staphylococcus,together,Negative,Anaerobic,7.23
STR_248,Pseudomonas,first,Negative,Microaerophilic,3.11
STR_717,Pseudomonas,call,Negative,Anaerobic,8.52
STR_876,Pseudomonas,image,Positive,Facultative Anaerobe,0.93
STR_375,Clostridium,consumer,Negative,Anaerobic,7.55
STR_980,Staphylococcus,explain,Negative,Anaerobic,3.05
STR_445,Staphylococcus,more,Negative,Microaerophilic,8.89
STR_666,Bacillus,bad,Negative,Aerobic,5.56
