strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_482,Lactobacillus,list,Negative,Anaerobic,9.67
STR_327,Clostridium,person,Positive,Facultative Anaerobe,3.98
STR_733,Lactobacillus,until,Positive,Microaerophilic,3.79
STR_946,Streptococcus,moment,Negative,Facultative Anaerobe,1.59
STR_218,Staphylococcus,number,Positive,Facultative Anaerobe,2.26
STR_556,Lactobacillus,produce,Positive,Facultative Anaerobe,3.52
STR_272,Bacillus,space,Positive,Microaerophilic,2.69
STR_200,Lactobacillus,involve,Negative,Facultative Anaerobe,2.02
STR_497,Pseudomonas,huge,Negative,Anaerobic,3.05
STR_859,Lactobacillus,quickly,Negative,Microaerophilic,1.97
STR_457,Lactobacillus,nothing,Positive,Anaerobic,1.27
STR_280,Streptococcus,fly,Positive,Aerobic,3.3
STR_864,Streptococcus,position,Positive,Aerobic,2.02
STR_652,Staphylococcus,guess,Negative,Facultative Anaerobe,0.63
STR_774,Clostridium,increase,Positive,Aerobic,2.93
STR_250,Streptococcus,picture,Negative,Microaerophilic,4.78
STR_926,Pseudomonas,course,Positive,Aerobic,3.4
STR_855,Bacillus,behavior,Negative,Facultative Anaerobe,2.2
STR_145,Lactobacillus,house,Negative,Aerobic,1.77
STR_541,Clostridium,performance,Negative,Anaerobic,3.61
STR_367,Streptococcus,keep,Negative,Aerobic,7.2
STR_121,Clostridium,trip,Negative,Facultative Anaerobe,5.46
STR_238,Staphylococcus,speech,Positive,Anaerobic,5.89
STR_510,Pseudomonas,air,Positive,Microaerophilic,1.13
STR_943,Bacillus,political,Positive,Anaerobic,9.29
STR_183,Pseudomonas,agree,Negative,Anaerobic,6.43
STR_541,Staphylococcus,edge,Positive,Aerobic,1.33
STR_171,Clostridium,I,Positive,Facultative Anaerobe,4.13
STR_567,Pseudomonas,wear,Positive,Microaerophilic,1.68
STR_746,Bacillus,will,Negative,Microaerophilic,5.93
STR_214,Streptococcus,house,Positive,Facultative Anaerobe,5.47
STR_427,Pseudomonas,world,Negative,Facultative Anaerobe,2.72
STR_431,Bacillus,performance,Positive,Microaerophilic,6.19
STR_289,Bacillus,country,Positive,Anaerobic,5.75
STR_221,Streptococcus,professional,Negative,Microaerophilic,6.41
STR_544,Pseudomonas,least,Negative,Aerobic,3.36
STR_845,Pseudomonas,speak,Positive,Microaerophilic,0.98
STR_367,Streptococcus,news,Positive,Aerobic,5.65
STR_257,Streptococcus,similar,Negative,Facultative Anaerobe,9.05
STR_509,Lactobacillus,especially,Negative,Anaerobic,9.94
STR_270,Clostridium,end,Negative,Aerobic,2.33
STR_165,Streptococcus,test,Positive,Anaerobic,7.59
STR_359,Lactobacillus,its,Negative,Aerobic,7.18
STR_593,Lactobacillus,leg,Negative,Anaerobic,1.49
STR_486,Pseudomonas,value,Negative,Facultative Anaerobe,1.98
STR_130,Staphylococcus,exist,Negative,Anaerobic,8.18
STR_566,Pseudomonas,anything,Negative,Microaerophilic,9.71
STR_619,Pseudomonas,give,Negative,Facultative Anaerobe,6.49
STR_656,Staphylococcus,city,Positive,Aerobic,4.52
STR_214,Pseudomonas,our,Negative,Aerobic,6.98
STR_799,Lactobacillus,itself,Positive,Anaerobic,2.53
STR_590,Bacillus,design,Negative,Microaerophilic,2.32
STR_655,Staphylococcus,guess,Positive,Facultative Anaerobe,1.79
STR_275,Pseudomonas,reflect,Positive,Anaerobic,1.63
STR_897,Staphylococcus,least,Negative,Anaerobic,6.73
STR_408,Streptococcus,several,Negative,Anaerobic,6.3
STR_831,Pseudomonas,somebody,Negative,Aerobic,6.01
STR_968,Staphylococcus,tend,Positive,Aerobic,2.18
STR_337,Clostridium,generation,Negative,Facultative Anaerobe,3.25
STR_473,Pseudomonas,similar,Negative,Facultative Anaerobe,3.21
STR_431,Clostridium,see,Positive,Microaerophilic,2.68
STR_165,Lactobacillus,color,Positive,Facultative Anaerobe,2.87
STR_408,Pseudomonas,under,Negative,Facultative Anaerobe,8.83
STR_547,Streptococcus,laugh,Negative,Facultative Anaerobe,0.94
STR_697,Bacillus,professional,Negative,Facultative Anaerobe,1.27
STR_572,Clostridium,anything,Negative,Microaerophilic,6.53
STR_447,Clostridium,assume,Positive,Facultative Anaerobe,1.04
STR_406,Bacillus,computer,Negative,Facultative Anaerobe,4.06
STR_439,Clostridium,seat,Positive,Aerobic,8.81
STR_955,Staphylococcus,beat,Negative,Facultative Anaerobe,1.88
STR_463,Pseudomonas,moment,Positive,Facultative Anaerobe,8.3
STR_477,Staphylococcus,each,Negative,Aerobic,5.64
STR_236,Clostridium,home,Negative,Anaerobic,4.3
STR_937,Bacillus,challenge,Positive,Microaerophilic,3.38
STR_574,Staphylococcus,alone,Negative,Microaerophilic,9.79
STR_503,Clostridium,movie,Negative,Facultative Anaerobe,2.65
STR_942,Bacillus,director,Positive,Facultative Anaerobe,8.94
STR_655,Staphylococcus,while,Positive,Facultative Anaerobe,4.26
STR_287,Clostridium,sure,Negative,Facultative Anaerobe,9.42
STR_620,Staphylococcus,fear,Negative,Facultative Anaerobe,4.88
STR_477,Clostridium,face,Negative,Microaerophilic,3.67
STR_961,Bacillus,population,Negative,Aerobic,4.77
STR_706,Pseudomonas,responsibility,Positive,Facultative Anaerobe,1.55
STR_926,Clostridium,too,Positive,Facultative Anaerobe,8.67
STR_532,Pseudomonas,keep,Positive,Facultative Anaerobe,3.75
STR_290,Clostridium,candidate,Positive,Facultative Anaerobe,7.07
STR_501,Staphylococcus,general,Positive,Anaerobic,6.55
STR_997,Staphylococcus,class,Positive,Anaerobic,3.4
STR_953,Staphylococcus,picture,Positive,Microaerophilic,0.89
STR_388,Streptococcus,step,Negative,Aerobic,2.26
STR_894,Pseudomonas,range,Negative,Facultative Anaerobe,5.34
STR_646,Clostridium,interest,Positive,Aerobic,4.51
STR_338,Staphylococcus,rich,Positive,Aerobic,3.01
STR_943,Lactobacillus,economic,Negative,Microaerophilic,3.99
STR_732,Streptococcus,stand,Positive,Microaerophilic,0.63
STR_947,Pseudomonas,street,Negative,Anaerobic,7.71
STR_570,Pseudomonas,after,Positive,Aerobic,8.63
STR_663,Bacillus,least,Positive,Microaerophilic,8.36
STR_603,Streptococcus,something,Negative,Aerobic,3.14
STR_239,Pseudomonas,wife,Negative,Facultative Anaerobe,2.57
STR_146,Pseudomonas,operation,Negative,Facultative Anaerobe,1.84
STR_470,Streptococcus,physical,Negative,Anaerobic,3.61
STR_654,Staphylococcus,simple,Negative,Facultative Anaerobe,8.55
STR_591,Streptococcus,once,Positive,Aerobic,2.29
STR_285,Streptococcus,system,Negative,Anaerobic,2.68
STR_996,Lactobacillus,establish,Positive,Anaerobic,5.69
STR_372,Bacillus,range,Positive,Microaerophilic,7.25
