strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_861,Lactobacillus,model,Positive,Aerobic,4.53
STR_914,Lactobacillus,dream,Negative,Aerobic,5.27
STR_533,Bacillus,right,Positive,Anaerobic,8.68
STR_130,Bacillus,still,Positive,Microaerophilic,5.47
STR_514,Pseudomonas,join,Negative,Facultative Anaerobe,4.74
STR_149,Bacillus,right,Negative,Microaerophilic,3.36
STR_387,Clostridium,opportunity,Positive,Aerobic,2.0
STR_979,Lactobacillus,person,Positive,Microaerophilic,3.83
STR_212,Pseudomonas,who,Negative,Microaerophilic,7.54
STR_611,Lactobacillus,others,Positive,Aerobic,6.1
STR_730,Streptococcus,word,Negative,Microaerophilic,6.88
STR_445,Staphylococcus,computer,Negative,Aerobic,4.72
STR_192,Pseudomonas,red,Negative,Aerobic,7.67
STR_982,Lactobacillus,notice,Negative,Facultative Anaerobe,0.94
STR_267,Clostridium,teach,Negative,Facultative Anaerobe,4.62
STR_523,Clostridium,its,Negative,Aerobic,7.56
STR_687,Streptococcus,hope,Negative,Facultative Anaerobe,0.88
STR_824,Streptococcus,concern,Positive,Facultative Anaerobe,6.53
STR_895,Streptococcus,fight,Positive,Microaerophilic,9.61
STR_200,Streptococcus,study,Negative,Aerobic,2.54
STR_955,Pseudomonas,million,Positive,Microaerophilic,4.61
STR_926,Staphylococcus,already,Positive,Anaerobic,9.41
STR_983,Staphylococcus,teacher,Positive,Aerobic,6.53
STR_781,Staphylococcus,next,Positive,Anaerobic,7.89
STR_677,Clostridium,speak,Positive,Facultative Anaerobe,8.5
STR_866,Bacillus,computer,Negative,Anaerobic,5.78
STR_602,Pseudomonas,difficult,Positive,Facultative Anaerobe,3.08
STR_806,Bacillus,politics,Negative,Microaerophilic,4.41
STR_608,Lactobacillus,industry,Positive,Facultative Anaerobe,5.15
STR_823,Bacillus,artist,Positive,Anaerobic,9.2
STR_907,Pseudomonas,Mrs,Positive,Aerobic,4.71
STR_700,Bacillus,possible,Positive,Aerobic,1.32
STR_554,Pseudomonas,role,Positive,Anaerobic,4.57
STR_552,Lactobacillus,environment,Positive,Facultative Anaerobe,2.45
STR_427,Streptococcus,any,Negative,Aerobic,8.26
STR_721,Lactobacillus,already,Negative,Aerobic,7.85
STR_568,Pseudomonas,important,Positive,Aerobic,7.49
STR_275,Bacillus,such,Positive,Aerobic,6.97
