strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_223,Clostridium,name,Negative,Facultative Anaerobe,0.57
STR_533,Clostridium,much,Negative,Anaerobic,8.01
STR_702,Streptococcus,couple,Positive,Aerobic,8.08
STR_735,Pseudomonas,rest,Negative,Anaerobic,6.51
STR_906,Streptococcus,place,Positive,Aerobic,3.52
STR_460,Staphylococcus,debate,Positive,Microaerophilic,4.98
STR_507,Streptococcus,the,Positive,Anaerobic,9.68
STR_724,Pseudomonas,sign,Positive,Anaerobic,8.91
STR_770,Pseudomonas,upon,Negative,Facultative Anaerobe,8.82
STR_284,Pseudomonas,fear,Negative,Facultative Anaerobe,7.56
STR_844,Streptococcus,cause,Positive,Facultative Anaerobe,4.41
STR_511,Clostridium,conference,Negative,Anaerobic,4.38
STR_718,Clostridium,nation,Negative,Microaerophilic,2.36
STR_409,Clostridium,without,Negative,Anaerobic,2.6
STR_292,Clostridium,hard,Negative,Aerobic,9.38
STR_166,Bacillus,concern,Positive,Facultative Anaerobe,1.08
STR_441,Streptococcus,despite,Positive,Microaerophilic,8.74
STR_212,Pseudomonas,system,Negative,Aerobic,7.37
STR_183,Pseudomonas,lot,Positive,Facultative Anaerobe,9.06
STR_265,Pseudomonas,financial,Positive,Anaerobic,1.0
STR_498,Pseudomonas,offer,Negative,Facultative Anaerobe,9.61
STR_986,Staphylococcus,customer,Negative,Facultative Anaerobe,4.7
STR_790,Clostridium,business,Negative,Microaerophilic,7.44
STR_896,Clostridium,reality,Negative,Microaerophilic,1.02
STR_134,Staphylococcus,candidate,Positive,Aerobic,2.93
STR_628,Lactobacillus,majority,Negative,Facultative Anaerobe,9.7
STR_648,Streptococcus,consider,Positive,Microaerophilic,8.07
STR_222,Staphylococcus,region,Negative,Aerobic,0.91
STR_330,Staphylococcus,because,Negative,Aerobic,7.69
STR_184,Pseudomonas,sound,Positive,Aerobic,8.41
STR_999,Clostridium,story,Positive,Aerobic,8.27
STR_250,Lactobacillus,provide,Negative,Facultative Anaerobe,7.16
STR_497,Staphylococcus,region,Negative,Facultative Anaerobe,9.18
STR_119,Lactobacillus,over,Negative,Aerobic,6.68
STR_804,Clostridium,society,Positive,Anaerobic,7.77
STR_978,Lactobacillus,prove,Positive,Microaerophilic,8.04
