strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_424,Bacillus,executive,Positive,Facultative Anaerobe,5.26
STR_861,Lactobacillus,phone,Negative,Microaerophilic,8.13
STR_178,Clostridium,worry,Negative,Facultative Anaerobe,9.19
STR_696,Staphylococcus,official,Negative,Microaerophilic,2.07
STR_594,Bacillus,each,Negative,Anaerobic,5.43
STR_541,Streptococcus,save,Positive,Aerobic,1.14
STR_203,Bacillus,news,Positive,Microaerophilic,4.85
STR_661,Clostridium,maybe,Positive,Anaerobic,1.24
STR_745,Lactobacillus,south,Positive,Anaerobic,9.32
STR_408,Clostridium,already,Positive,Anaerobic,1.32
STR_827,Lactobacillus,author,Negative,Aerobic,0.86
STR_113,Staphylococcus,property,Positive,Microaerophilic,7.51
STR_423,Clostridium,worker,Negative,Facultative Anaerobe,2.91
STR_691,Bacillus,dark,Positive,Facultative Anaerobe,1.59
STR_413,Streptococcus,eat,Negative,Microaerophilic,4.47
STR_529,Streptococcus,whom,Positive,Microaerophilic,3.13
STR_853,Lactobacillus,run,Negative,Facultative Anaerobe,5.42
STR_633,Clostridium,provide,Positive,Aerobic,9.9
STR_999,Clostridium,test,Positive,Microaerophilic,0.84
STR_551,Bacillus,father,Positive,Anaerobic,7.87
STR_767,Streptococcus,perhaps,Positive,Aerobic,7.47
STR_627,Clostridium,song,Positive,Aerobic,7.84
STR_759,Bacillus,house,Positive,Aerobic,1.5
STR_993,Streptococcus,full,Positive,Aerobic,7.14
STR_351,Clostridium,eat,Negative,Anaerobic,7.09
STR_730,Bacillus,management,Negative,Aerobic,7.2
STR_637,Staphylococcus,yourself,Negative,Anaerobic,2.64
STR_552,Bacillus,with,Negative,Microaerophilic,1.78
STR_689,Clostridium,common,Positive,Anaerobic,3.07
STR_652,Bacillus,economic,Negative,Anaerobic,5.56
STR_611,Bacillus,few,Positive,Aerobic,0.67
STR_872,Clostridium,town,Negative,Microaerophilic,3.45
STR_545,Bacillus,affect,Positive,Anaerobic,2.73
STR_915,Bacillus,result,Negative,Facultative Anaerobe,8.42
STR_846,Streptococcus,marriage,Positive,Anaerobic,3.87
STR_820,Clostridium,question,Positive,Facultative Anaerobe,7.76
STR_359,Staphylococcus,that,Positive,Aerobic,7.45
STR_750,Lactobacillus,begin,Positive,Anaerobic,3.33
STR_340,Streptococcus,defense,Positive,Aerobic,7.34
STR_256,Lactobacillus,save,Positive,Anaerobic,1.66
STR_156,Pseudomonas,eight,Positive,Facultative Anaerobe,5.62
STR_345,Streptococcus,none,Positive,Facultative Anaerobe,6.29
STR_805,Pseudomonas,nation,Positive,Microaerophilic,2.06
STR_797,Staphylococcus,speech,Positive,Anaerobic,5.7
STR_900,Clostridium,now,Positive,Microaerophilic,3.54
STR_392,Bacillus,improve,Negative,Microaerophilic,5.65
STR_776,Staphylococcus,suggest,Positive,Aerobic,5.72
STR_151,Staphylococcus,try,Negative,Microaerophilic,3.73
STR_432,Clostridium,process,Positive,Anaerobic,9.09
STR_946,Lactobacillus,fast,Negative,Facultative Anaerobe,0.68
STR_467,Bacillus,third,Positive,Anaerobic,8.45
STR_888,Streptococcus,show,Negative,Anaerobic,3.21
STR_992,Clostridium,condition,Positive,Anaerobic,3.15
STR_445,Pseudomonas,go,Negative,Anaerobic,9.69
STR_993,Lactobacillus,although,Positive,Aerobic,8.2
STR_614,Bacillus,continue,Negative,Aerobic,5.89
STR_155,Clostridium,despite,Negative,Facultative Anaerobe,9.34
STR_940,Staphylococcus,mouth,Negative,Anaerobic,3.5
STR_144,Streptococcus,cut,Positive,Anaerobic,9.95
STR_322,Lactobacillus,degree,Positive,Facultative Anaerobe,6.0
STR_390,Pseudomonas,relationship,Positive,Aerobic,0.55
STR_501,Bacillus,art,Negative,Facultative Anaerobe,2.17
STR_186,Streptococcus,low,Negative,Facultative Anaerobe,9.98
STR_711,Streptococcus,eat,Positive,Microaerophilic,2.85
STR_606,Streptococcus,message,Positive,Aerobic,7.97
STR_943,Bacillus,break,Positive,Facultative Anaerobe,6.79
STR_444,Staphylococcus,describe,Positive,Anaerobic,4.91
STR_770,Clostridium,same,Negative,Aerobic,2.82
STR_782,Bacillus,data,Positive,Anaerobic,0.98
STR_541,Clostridium,who,Negative,Microaerophilic,4.8
STR_986,Bacillus,writer,Positive,Anaerobic,4.87
STR_377,Pseudomonas,road,Negative,Facultative Anaerobe,3.04
STR_784,Clostridium,put,Positive,Microaerophilic,0.77
STR_690,Streptococcus,few,Negative,Microaerophilic,8.94
STR_368,Staphylococcus,something,Positive,Facultative Anaerobe,8.1
STR_566,Clostridium,game,Positive,Microaerophilic,7.97
STR_546,Lactobacillus,get,Positive,Facultative Anaerobe,8.88
STR_158,Pseudomonas,build,Positive,Anaerobic,8.85
STR_463,Lactobacillus,attention,Positive,Facultative Anaerobe,2.79
STR_448,Streptococcus,student,Positive,Anaerobic,4.5
STR_693,Bacillus,name,Positive,Anaerobic,0.59
STR_635,Bacillus,because,Negative,Aerobic,1.05
STR_161,Staphylococcus,language,Positive,Aerobic,2.1
STR_982,Streptococcus,table,Positive,Anaerobic,2.5
STR_244,Staphylococcus,rich,Positive,Facultative Anaerobe,8.85
STR_274,Staphylococcus,kitchen,Negative,Facultative Anaerobe,8.15
STR_164,Staphylococcus,author,Positive,Aerobic,3.5
STR_565,Bacillus,cover,Positive,Aerobic,1.79
STR_897,Lactobacillus,upon,Positive,Anaerobic,9.27
STR_960,Pseudomonas,institution,Negative,Aerobic,6.43
STR_207,Bacillus,soon,Negative,Anaerobic,9.08
STR_264,Pseudomonas,turn,Negative,Anaerobic,8.05
STR_478,Lactobacillus,right,Positive,Facultative Anaerobe,7.85
STR_285,Bacillus,area,Positive,Microaerophilic,7.63
STR_857,Bacillus,begin,Positive,Anaerobic,0.83
STR_912,Lactobacillus,next,Negative,Aerobic,4.3
STR_303,Bacillus,action,Negative,Microaerophilic,1.01
STR_200,Bacillus,source,Positive,Facultative Anaerobe,1.6
STR_638,Bacillus,training,Negative,Facultative Anaerobe,5.02
STR_270,Streptococcus,red,Positive,Aerobic,3.35
STR_597,Staphylococcus,song,Negative,Facultative Anaerobe,1.45
STR_524,Staphylococcus,or,Positive,Facultative Anaerobe,2.41
STR_542,Pseudomonas,even,Negative,Aerobic,1.88
STR_526,Lactobacillus,behind,Positive,Facultative Anaerobe,1.56
STR_171,Pseudomonas,house,Positive,Anaerobic,9.25
STR_313,Staphylococcus,move,Negative,Microaerophilic,9.45
STR_823,Bacillus,education,Negative,Anaerobic,2.63
STR_997,Bacillus,run,Negative,Aerobic,5.51
STR_719,Pseudomonas,level,Positive,Facultative Anaerobe,1.51
STR_870,Pseudomonas,through,Negative,Facultative Anaerobe,2.32
STR_691,Streptococcus,computer,Negative,Facultative Anaerobe,6.54
STR_170,Pseudomonas,product,Positive,Microaerophilic,5.99
STR_830,Pseudomonas,wish,Positive,Anaerobic,9.93
STR_627,Lactobacillus,civil,Negative,Facultative Anaerobe,3.98
STR_799,Staphylococcus,improve,Positive,Facultative Anaerobe,9.53
STR_958,Bacillus,long,Positive,Anaerobic,4.13
STR_695,Lactobacillus,reflect,Positive,Facultative Anaerobe,8.64
STR_938,Pseudomonas,suffer,Positive,Aerobic,2.45
STR_727,Lactobacillus,big,Negative,Facultative Anaerobe,9.37
STR_940,Lactobacillus,bill,Negative,Anaerobic,5.1
STR_622,Streptococcus,give,Negative,Anaerobic,5.41
STR_705,Staphylococcus,member,Negative,Microaerophilic,8.4
STR_399,Pseudomonas,guy,Negative,Microaerophilic,1.62
STR_910,Bacillus,hour,Negative,Anaerobic,1.26
STR_591,Clostridium,probably,Negative,Microaerophilic,9.48
STR_496,Pseudomonas,give,Negative,Microaerophilic,7.08
STR_314,Clostridium,direction,Negative,Anaerobic,5.55
STR_412,Pseudomonas,know,Negative,Microaerophilic,2.87
STR_680,Clostridium,enough,Positive,Facultative Anaerobe,8.2
STR_125,Staphylococcus,oil,Positive,Anaerobic,9.67
STR_456,Clostridium,moment,Positive,Microaerophilic,1.6
STR_581,Clostridium,require,Positive,Facultative Anaerobe,2.18
STR_103,Streptococcus,pay,Positive,Facultative Anaerobe,9.36
STR_371,Clostridium,heavy,Positive,Microaerophilic,2.2
STR_870,Streptococcus,catch,Positive,Aerobic,2.27
STR_663,Streptococcus,point,Positive,Aerobic,9.96
STR_179,Clostridium,good,Negative,Facultative Anaerobe,7.06
STR_209,Clostridium,director,Negative,Aerobic,9.33
STR_218,Lactobacillus,tell,Positive,Anaerobic,8.91
STR_445,Clostridium,theory,Negative,Microaerophilic,9.43
STR_795,Pseudomonas,bar,Positive,Aerobic,4.07
STR_944,Clostridium,boy,Negative,Facultative Anaerobe,9.27
STR_491,Lactobacillus,move,Positive,Facultative Anaerobe,0.93
STR_399,Lactobacillus,talk,Negative,Anaerobic,7.8
STR_620,Staphylococcus,bar,Positive,Anaerobic,5.5
STR_706,Bacillus,paper,Positive,Anaerobic,7.68
STR_538,Streptococcus,history,Positive,Anaerobic,7.99
STR_395,Bacillus,garden,Positive,Microaerophilic,2.51
STR_137,Staphylococcus,job,Positive,Aerobic,8.37
STR_187,Staphylococcus,around,Positive,Facultative Anaerobe,3.05
STR_776,Bacillus,hot,Negative,Microaerophilic,0.64
STR_868,Clostridium,sound,Positive,Microaerophilic,0.54
STR_895,Lactobacillus,case,Positive,Anaerobic,7.37
STR_373,Bacillus,subject,Positive,Facultative Anaerobe,7.69
STR_372,Lactobacillus,party,Positive,Aerobic,8.34
STR_891,Clostridium,issue,Negative,Microaerophilic,7.3
STR_132,Staphylococcus,wait,Negative,Microaerophilic,2.07
STR_861,Pseudomonas,on,Negative,Microaerophilic,2.68
STR_985,Staphylococcus,skin,Negative,Microaerophilic,4.56
STR_121,Staphylococcus,book,Negative,Anaerobic,5.21
STR_275,Clostridium,page,Negative,Microaerophilic,3.32
STR_468,Lactobacillus,add,Positive,Facultative Anaerobe,3.82
STR_174,Lactobacillus,science,Positive,Facultative Anaerobe,7.0
STR_496,Clostridium,north,Negative,Anaerobic,5.76
STR_731,Bacillus,avoid,Positive,Microaerophilic,4.05
STR_582,Clostridium,near,Positive,Microaerophilic,8.61
STR_947,Pseudomonas,building,Negative,Aerobic,1.24
STR_683,Bacillus,picture,Positive,Anaerobic,6.39
STR_707,Streptococcus,true,Positive,Anaerobic,3.9
STR_856,Pseudomonas,fly,Negative,Anaerobic,2.37
STR_928,Pseudomonas,shake,Negative,Facultative Anaerobe,4.22
STR_393,Streptococcus,responsibility,Positive,Anaerobic,4.34
STR_233,Clostridium,couple,Positive,Aerobic,3.96
STR_233,Lactobacillus,matter,Positive,Facultative Anaerobe,7.07
STR_132,Streptococcus,ok,Positive,Anaerobic,0.79
STR_567,Staphylococcus,fight,Negative,Aerobic,8.7
STR_374,Bacillus,security,Positive,Aerobic,6.4
