strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_244,Staphylococcus,smile,Negative,Microaerophilic,0.94
STR_342,Bacillus,garden,Negative,Microaerophilic,1.17
STR_973,Bacillus,magazine,Positive,Anaerobic,8.98
STR_507,Bacillus,across,Positive,Facultative Anaerobe,3.78
STR_449,Pseudomonas,ok,Negative,Microaerophilic,9.51
STR_687,Bacillus,worker,Positive,Aerobic,5.24
STR_263,Clostridium,news,Negative,Microaerophilic,3.12
STR_765,Lactobacillus,owner,Negative,Aerobic,9.26
STR_123,Streptococcus,break,Positive,Anaerobic,6.05
STR_299,Lactobacillus,attorney,Negative,Aerobic,2.92
STR_676,Clostridium,feel,Negative,Microaerophilic,8.93
STR_309,Streptococcus,these,Negative,Aerobic,5.05
STR_396,Staphylococcus,return,Positive,Facultative Anaerobe,1.05
STR_445,Lactobacillus,under,Positive,Aerobic,5.33
STR_173,Lactobacillus,detail,Negative,Aerobic,4.85
STR_508,Pseudomonas,young,Negative,Microaerophilic,2.7
STR_756,Bacillus,buy,Negative,Microaerophilic,3.62
STR_800,Pseudomonas,hotel,Positive,Facultative Anaerobe,0.8
STR_394,Streptococcus,western,Positive,Microaerophilic,3.21
STR_573,Bacillus,expect,Positive,Aerobic,5.56
STR_519,Streptococcus,between,Positive,Anaerobic,2.97
STR_531,Clostridium,sea,Negative,Microaerophilic,9.53
STR_862,Pseudomonas,various,Positive,Anaerobic,2.24
STR_568,Pseudomonas,beat,Negative,Aerobic,8.14
STR_291,Bacillus,action,Negative,Microaerophilic,7.47
STR_500,Clostridium,Republican,Negative,Aerobic,3.38
STR_178,Streptococcus,stage,Negative,Microaerophilic,5.06
STR_720,Pseudomonas,child,Negative,Facultative Anaerobe,2.81
STR_674,Staphylococcus,increase,Positive,Microaerophilic,1.66
STR_259,Pseudomonas,full,Negative,Aerobic,9.73
STR_771,Lactobacillus,more,Positive,Microaerophilic,8.51
STR_525,Bacillus,ground,Negative,Facultative Anaerobe,6.31
STR_338,Bacillus,sit,Negative,Aerobic,7.79
STR_276,Clostridium,two,Negative,Microaerophilic,2.94
STR_970,Lactobacillus,loss,Positive,Aerobic,9.26
STR_714,Streptococcus,way,Negative,Microaerophilic,9.81
STR_397,Streptococcus,public,Negative,Anaerobic,3.17
STR_298,Lactobacillus,live,Positive,Aerobic,6.98
STR_674,Staphylococcus,table,Negative,Aerobic,0.88
STR_722,Streptococcus,reason,Positive,Aerobic,7.15
STR_860,Streptococcus,even,Positive,Facultative Anaerobe,7.41
STR_355,Pseudomonas,game,Positive,Microaerophilic,4.52
STR_599,Lactobacillus,enjoy,Negative,Microaerophilic,3.05
STR_397,Bacillus,second,Negative,Microaerophilic,0.9
STR_770,Pseudomonas,personal,Positive,Microaerophilic,3.19
STR_938,Pseudomonas,part,Positive,Microaerophilic,9.05
STR_465,Streptococcus,old,Negative,Aerobic,3.99
STR_868,Bacillus,understand,Positive,Facultative Anaerobe,5.5
STR_741,Staphylococcus,build,Positive,Aerobic,2.52
STR_580,Staphylococcus,young,Positive,Anaerobic,0.68
STR_479,Bacillus,smile,Positive,Anaerobic,8.05
STR_772,Lactobacillus,newspaper,Positive,Aerobic,3.61
STR_823,Clostridium,little,Negative,Facultative Anaerobe,6.21
STR_532,Staphylococcus,beat,Negative,Microaerophilic,1.84
STR_580,Pseudomonas,leave,Negative,Facultative Anaerobe,8.94
STR_278,Streptococcus,give,Negative,Microaerophilic,6.52
STR_856,Lactobacillus,customer,Positive,Facultative Anaerobe,8.27
STR_722,Bacillus,apply,Positive,Aerobic,9.67
STR_201,Clostridium,open,Negative,Facultative Anaerobe,3.83
STR_126,Bacillus,whose,Positive,Microaerophilic,6.06
STR_381,Staphylococcus,collection,Negative,Facultative Anaerobe,3.28
STR_613,Staphylococcus,new,Positive,Microaerophilic,1.11
