strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_837,Bacillus,democratic,Positive,Microaerophilic,4.67
STR_802,Bacillus,machine,Positive,Aerobic,0.77
STR_170,Bacillus,true,Positive,Facultative Anaerobe,9.79
STR_643,Clostridium,although,Positive,Anaerobic,3.61
STR_111,Bacillus,marriage,Positive,Microaerophilic,1.68
STR_419,Pseudomonas,player,Positive,Aerobic,9.75
STR_379,Staphylococcus,present,Positive,Anaerobic,5.1
STR_723,Clostridium,bring,Negative,Microaerophilic,8.54
STR_400,Staphylococcus,trial,Positive,Aerobic,5.97
STR_691,Lactobacillus,help,Negative,Aerobic,2.51
STR_692,Staphylococcus,tonight,Positive,Microaerophilic,1.48
STR_948,Streptococcus,defense,Positive,Facultative Anaerobe,8.24
STR_474,Pseudomonas,drop,Negative,Facultative Anaerobe,9.1
STR_358,Streptococcus,sit,Negative,Aerobic,1.19
STR_526,Staphylococcus,rather,Positive,Anaerobic,8.06
STR_595,Bacillus,stock,Positive,Facultative Anaerobe,3.99
STR_713,Streptococcus,during,Negative,Microaerophilic,6.82
STR_199,Clostridium,sing,Positive,Aerobic,6.65
STR_676,Pseudomonas,stage,Positive,Anaerobic,1.26
STR_371,Streptococcus,four,Negative,Aerobic,1.32
STR_757,Staphylococcus,old,Positive,Anaerobic,1.31
STR_958,Staphylococcus,own,Negative,Facultative Anaerobe,8.86
STR_175,Lactobacillus,level,Positive,Aerobic,3.24
STR_483,Clostridium,environment,Positive,Facultative Anaerobe,8.07
STR_142,Lactobacillus,economy,Negative,Microaerophilic,2.98
STR_795,Streptococcus,baby,Negative,Facultative Anaerobe,7.95
STR_817,Lactobacillus,drop,Negative,Microaerophilic,5.98
STR_571,Streptococcus,by,Negative,Microaerophilic,8.43
STR_427,Clostridium,win,Positive,Facultative Anaerobe,8.07
STR_219,Lactobacillus,lot,Negative,Anaerobic,0.97
STR_239,Bacillus,boy,Negative,Anaerobic,1.67
STR_687,Lactobacillus,often,Negative,Anaerobic,5.8
STR_291,Bacillus,suffer,Positive,Aerobic,9.99
STR_928,Bacillus,region,Positive,Anaerobic,9.9
STR_176,Streptococcus,represent,Positive,Facultative Anaerobe,7.96
STR_202,Lactobacillus,really,Positive,Facultative Anaerobe,0.88
STR_352,Pseudomonas,impact,Positive,Facultative Anaerobe,9.41
STR_552,Lactobacillus,state,Negative,Microaerophilic,1.93
STR_185,Staphylococcus,situation,Positive,Anaerobic,8.79
STR_798,Staphylococcus,technology,Positive,Microaerophilic,9.44
STR_797,Streptococcus,reach,Negative,Aerobic,5.03
STR_343,Lactobacillus,even,Positive,Aerobic,6.68
STR_653,Pseudomonas,only,Negative,Anaerobic,9.82
STR_209,Clostridium,writer,Positive,Aerobic,4.63
STR_361,Staphylococcus,heavy,Negative,Microaerophilic,7.94
STR_936,Lactobacillus,hour,Positive,Microaerophilic,6.31
STR_186,Pseudomonas,push,Negative,Microaerophilic,2.48
STR_657,Clostridium,fact,Positive,Anaerobic,4.97
STR_760,Staphylococcus,with,Negative,Microaerophilic,7.26
STR_677,Bacillus,yourself,Negative,Anaerobic,9.32
STR_209,Pseudomonas,member,Negative,Facultative Anaerobe,7.36
STR_280,Streptococcus,American,Positive,Facultative Anaerobe,8.69
STR_820,Streptococcus,keep,Positive,Microaerophilic,3.94
STR_592,Lactobacillus,situation,Positive,Microaerophilic,6.88
STR_488,Bacillus,discover,Negative,Microaerophilic,1.54
STR_295,Staphylococcus,hotel,Positive,Facultative Anaerobe,6.63
STR_750,Clostridium,machine,Positive,Aerobic,0.89
STR_209,Staphylococcus,own,Negative,Facultative Anaerobe,3.93
STR_209,Clostridium,who,Negative,Microaerophilic,7.51
STR_801,Lactobacillus,everybody,Negative,Facultative Anaerobe,1.82
STR_134,Pseudomonas,decade,Negative,Anaerobic,3.6
STR_327,Clostridium,organization,Negative,Microaerophilic,7.93
STR_535,Streptococcus,sometimes,Negative,Aerobic,1.02
STR_338,Lactobacillus,floor,Negative,Facultative Anaerobe,3.7
STR_350,Staphylococcus,family,Positive,Facultative Anaerobe,9.25
STR_871,Streptococcus,turn,Negative,Facultative Anaerobe,8.55
STR_669,Bacillus,me,Negative,Anaerobic,1.24
STR_782,Streptococcus,its,Positive,Facultative Anaerobe,3.05
STR_302,Clostridium,speech,Negative,Facultative Anaerobe,3.37
STR_745,Bacillus,determine,Negative,Aerobic,1.16
STR_225,Clostridium,knowledge,Negative,Facultative Anaerobe,8.77
STR_579,Bacillus,different,Negative,Aerobic,9.38
STR_786,Staphylococcus,part,Negative,Anaerobic,9.77
STR_475,Streptococcus,better,Positive,Facultative Anaerobe,5.18
STR_727,Clostridium,skill,Positive,Anaerobic,5.2
STR_365,Clostridium,everybody,Negative,Anaerobic,6.85
STR_794,Lactobacillus,nation,Positive,Aerobic,4.99
STR_396,Streptococcus,seat,Negative,Aerobic,2.95
STR_736,Streptococcus,piece,Positive,Anaerobic,8.93
STR_905,Streptococcus,risk,Negative,Facultative Anaerobe,8.47
STR_637,Pseudomonas,thing,Negative,Microaerophilic,6.83
STR_329,Bacillus,project,Negative,Anaerobic,7.19
STR_576,Staphylococcus,product,Negative,Microaerophilic,1.72
STR_135,Staphylococcus,performance,Positive,Anaerobic,6.1
STR_349,Streptococcus,benefit,Positive,Facultative Anaerobe,8.71
STR_965,Pseudomonas,party,Negative,Microaerophilic,2.92
STR_688,Streptococcus,how,Negative,Anaerobic,9.44
STR_545,Staphylococcus,they,Negative,Microaerophilic,9.33
STR_491,Pseudomonas,poor,Negative,Aerobic,4.7
STR_941,Bacillus,civil,Positive,Microaerophilic,7.27
STR_257,Staphylococcus,agreement,Negative,Aerobic,1.11
STR_325,Clostridium,hair,Negative,Aerobic,7.89
STR_392,Streptococcus,respond,Positive,Aerobic,8.68
STR_434,Streptococcus,other,Positive,Facultative Anaerobe,9.8
STR_267,Pseudomonas,indicate,Negative,Facultative Anaerobe,6.14
STR_585,Staphylococcus,case,Negative,Anaerobic,4.18
STR_168,Streptococcus,could,Negative,Microaerophilic,4.75
STR_600,Lactobacillus,owner,Positive,Anaerobic,7.07
STR_703,Pseudomonas,break,Negative,Microaerophilic,6.65
STR_929,Streptococcus,represent,Positive,Aerobic,2.9
STR_230,Lactobacillus,talk,Positive,Microaerophilic,0.78
STR_849,Clostridium,wall,Positive,Facultative Anaerobe,3.25
STR_900,Bacillus,my,Positive,Anaerobic,5.88
STR_673,Bacillus,family,Positive,Microaerophilic,3.7
STR_684,Lactobacillus,answer,Negative,Microaerophilic,5.91
STR_124,Pseudomonas,rest,Negative,Facultative Anaerobe,4.43
