strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_631,Staphylococcus,board,Positive,Aerobic,4.94
STR_572,Lactobacillus,market,Positive,Microaerophilic,4.22
STR_370,Streptococcus,letter,Negative,Aerobic,3.07
STR_872,Clostridium,feeling,Positive,Facultative Anaerobe,6.73
STR_880,Pseudomonas,between,Negative,Anaerobic,9.43
STR_950,Clostridium,glass,Positive,Microaerophilic,6.85
STR_244,Clostridium,me,Negative,Microaerophilic,1.92
STR_150,Clostridium,understand,Negative,Facultative Anaerobe,9.71
STR_547,Lactobacillus,population,Positive,Microaerophilic,9.67
STR_861,Pseudomonas,probably,Positive,Aerobic,5.52
STR_870,Streptococcus,responsibility,Negative,Anaerobic,8.68
STR_531,Pseudomonas,market,Positive,Facultative Anaerobe,2.95
STR_942,Pseudomonas,area,Positive,Aerobic,9.38
STR_270,Lactobacillus,suddenly,Positive,Aerobic,4.17
STR_684,Lactobacillus,daughter,Positive,Microaerophilic,0.6
STR_925,Bacillus,wide,Positive,Microaerophilic,6.28
STR_826,Pseudomonas,give,Positive,Aerobic,3.92
STR_634,Bacillus,rather,Negative,Facultative Anaerobe,4.22
STR_487,Staphylococcus,TV,Negative,Aerobic,0.86
STR_556,Streptococcus,get,Negative,Facultative Anaerobe,7.59
STR_395,Clostridium,hard,Negative,Anaerobic,5.92
STR_316,Lactobacillus,bill,Negative,Anaerobic,4.53
STR_944,Pseudomonas,speak,Positive,Aerobic,4.41
STR_487,Pseudomonas,include,Positive,Facultative Anaerobe,1.27
STR_778,Clostridium,not,Positive,Facultative Anaerobe,8.53
STR_582,Staphylococcus,what,Positive,Aerobic,6.49
STR_817,Lactobacillus,indicate,Negative,Microaerophilic,0.72
STR_909,Clostridium,again,Positive,Facultative Anaerobe,9.62
STR_648,Clostridium,lot,Negative,Aerobic,4.0
STR_100,Clostridium,thus,Negative,Anaerobic,1.23
STR_515,Lactobacillus,performance,Negative,Facultative Anaerobe,8.08
STR_409,Lactobacillus,clear,Positive,Aerobic,9.6
STR_680,Streptococcus,reason,Positive,Facultative Anaerobe,8.73
STR_245,Lactobacillus,product,Negative,Aerobic,6.83
STR_160,Staphylococcus,economy,Positive,Microaerophilic,9.7
STR_626,Lactobacillus,Mrs,Negative,Aerobic,1.71
STR_124,Lactobacillus,reason,Positive,Facultative Anaerobe,1.4
STR_105,Streptococcus,environmental,Negative,Anaerobic,3.37
STR_899,Streptococcus,our,Negative,Anaerobic,8.37
STR_192,Clostridium,late,Positive,Microaerophilic,1.39
STR_385,Bacillus,laugh,Positive,Aerobic,1.8
STR_990,Staphylococcus,rich,Positive,Microaerophilic,8.43
STR_196,Bacillus,century,Positive,Microaerophilic,4.29
STR_514,Staphylococcus,environmental,Positive,Microaerophilic,2.14
STR_914,Pseudomonas,whether,Positive,Aerobic,7.44
STR_115,Streptococcus,such,Positive,Facultative Anaerobe,9.18
STR_979,Clostridium,member,Positive,Aerobic,0.67
STR_893,Staphylococcus,poor,Negative,Microaerophilic,5.95
STR_769,Clostridium,wind,Positive,Facultative Anaerobe,5.87
STR_655,Lactobacillus,president,Positive,Aerobic,3.44
STR_631,Bacillus,fight,Positive,Anaerobic,9.09
STR_767,Clostridium,argue,Negative,Facultative Anaerobe,1.82
STR_475,Clostridium,memory,Positive,Aerobic,1.49
STR_891,Staphylococcus,manager,Negative,Aerobic,6.62
STR_634,Bacillus,second,Positive,Aerobic,1.52
STR_755,Lactobacillus,deal,Positive,Microaerophilic,2.97
STR_527,Bacillus,enjoy,Negative,Aerobic,2.72
STR_682,Staphylococcus,well,Positive,Anaerobic,1.11
STR_141,Staphylococcus,together,Positive,Aerobic,4.48
STR_813,Bacillus,husband,Negative,Microaerophilic,9.6
STR_302,Clostridium,nothing,Negative,Facultative Anaerobe,4.68
STR_779,Streptococcus,difference,Negative,Microaerophilic,4.4
STR_324,Staphylococcus,she,Negative,Facultative Anaerobe,3.07
STR_773,Bacillus,skill,Negative,Anaerobic,3.91
STR_141,Lactobacillus,music,Positive,Facultative Anaerobe,4.28
STR_799,Lactobacillus,finish,Positive,Anaerobic,8.65
STR_276,Streptococcus,beyond,Positive,Aerobic,2.38
STR_208,Bacillus,Mr,Negative,Anaerobic,5.74
STR_918,Bacillus,believe,Positive,Anaerobic,0.79
STR_140,Lactobacillus,bag,Positive,Anaerobic,1.75
STR_809,Lactobacillus,age,Positive,Facultative Anaerobe,3.92
STR_173,Streptococcus,impact,Positive,Aerobic,4.48
STR_636,Lactobacillus,clearly,Negative,Microaerophilic,3.49
STR_223,Clostridium,strategy,Negative,Microaerophilic,10.0
STR_582,Bacillus,keep,Positive,Microaerophilic,8.52
STR_378,Lactobacillus,fact,Negative,Anaerobic,9.56
STR_557,Staphylococcus,law,Positive,Microaerophilic,5.47
STR_381,Clostridium,network,Positive,Microaerophilic,9.16
STR_891,Pseudomonas,mother,Positive,Anaerobic,9.71
STR_247,Clostridium,but,Negative,Microaerophilic,0.64
STR_195,Lactobacillus,media,Positive,Aerobic,7.76
STR_582,Lactobacillus,positive,Positive,Facultative Anaerobe,2.69
STR_235,Bacillus,democratic,Positive,Anaerobic,6.05
STR_330,Clostridium,concern,Positive,Microaerophilic,9.78
STR_791,Staphylococcus,nor,Negative,Facultative Anaerobe,9.11
STR_210,Lactobacillus,really,Negative,Facultative Anaerobe,7.75
STR_968,Streptococcus,card,Negative,Aerobic,7.38
STR_584,Staphylococcus,television,Negative,Facultative Anaerobe,7.76
STR_900,Bacillus,story,Positive,Microaerophilic,8.64
STR_623,Staphylococcus,change,Positive,Anaerobic,3.44
STR_366,Staphylococcus,foot,Negative,Facultative Anaerobe,6.64
STR_997,Streptococcus,wait,Positive,Facultative Anaerobe,3.8
STR_898,Lactobacillus,cold,Positive,Microaerophilic,3.58
STR_114,Clostridium,authority,Positive,Anaerobic,2.57
STR_484,Lactobacillus,look,Positive,Facultative Anaerobe,9.74
STR_239,Lactobacillus,hospital,Negative,Microaerophilic,8.03
STR_577,Staphylococcus,up,Positive,Facultative Anaerobe,1.61
STR_955,Pseudomonas,stage,Negative,Anaerobic,9.69
STR_833,Staphylococcus,green,Negative,Aerobic,9.1
STR_310,Pseudomonas,at,Positive,Aerobic,6.31
STR_255,Clostridium,country,Positive,Aerobic,3.76
STR_304,Lactobacillus,in,Negative,Facultative Anaerobe,6.13
STR_835,Pseudomonas,number,Positive,Microaerophilic,1.52
STR_902,Lactobacillus,outside,Negative,Facultative Anaerobe,5.59
STR_174,Lactobacillus,military,Positive,Facultative Anaerobe,6.68
STR_111,Pseudomonas,box,Positive,Facultative Anaerobe,6.42
STR_180,Clostridium,Mr,Positive,Aerobic,6.56
STR_799,Lactobacillus,heavy,Negative,Microaerophilic,2.76
STR_801,Staphylococcus,decision,Positive,Aerobic,2.23
STR_771,Clostridium,action,Positive,Facultative Anaerobe,1.57
STR_618,Lactobacillus,hair,Negative,Facultative Anaerobe,5.8
STR_171,Streptococcus,strong,Positive,Anaerobic,8.79
STR_845,Lactobacillus,miss,Negative,Facultative Anaerobe,3.91
STR_502,Pseudomonas,second,Negative,Aerobic,6.06
STR_896,Streptococcus,deal,Negative,Microaerophilic,1.59
STR_835,Lactobacillus,happen,Positive,Microaerophilic,9.72
STR_873,Streptococcus,issue,Negative,Anaerobic,4.23
STR_183,Streptococcus,investment,Positive,Microaerophilic,8.59
STR_623,Bacillus,develop,Negative,Anaerobic,6.47
STR_433,Bacillus,accept,Negative,Facultative Anaerobe,3.24
STR_170,Streptococcus,see,Positive,Facultative Anaerobe,1.44
STR_785,Pseudomonas,social,Positive,Aerobic,8.75
STR_116,Staphylococcus,old,Positive,Microaerophilic,1.81
STR_849,Pseudomonas,school,Negative,Aerobic,3.15
STR_519,Staphylococcus,TV,Positive,Microaerophilic,3.19
STR_763,Streptococcus,probably,Negative,Microaerophilic,9.25
STR_679,Streptococcus,including,Positive,Facultative Anaerobe,5.61
STR_689,Pseudomonas,throughout,Positive,Anaerobic,0.57
STR_550,Streptococcus,one,Positive,Facultative Anaerobe,1.96
STR_829,Clostridium,local,Negative,Facultative Anaerobe,6.0
STR_955,Clostridium,someone,Negative,Anaerobic,8.59
STR_428,Bacillus,clearly,Negative,Aerobic,7.27
STR_646,Clostridium,under,Positive,Anaerobic,8.73
STR_873,Staphylococcus,order,Positive,Anaerobic,8.92
STR_759,Pseudomonas,maybe,Negative,Facultative Anaerobe,8.46
STR_542,Pseudomonas,much,Positive,Facultative Anaerobe,4.6
STR_419,Bacillus,power,Positive,Aerobic,6.03
STR_661,Pseudomonas,goal,Negative,Facultative Anaerobe,1.89
STR_706,Lactobacillus,service,Negative,Anaerobic,7.2
STR_268,Staphylococcus,century,Negative,Microaerophilic,5.14
