strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_397,Streptococcus,use,Positive,Aerobic,5.92
STR_950,Bacillus,education,Negative,Aerobic,7.55
STR_553,Streptococcus,threat,Positive,Aerobic,9.33
STR_490,Clostridium,develop,Positive,Aerobic,0.91
STR_462,Staphylococcus,foot,Negative,Facultative Anaerobe,4.88
STR_470,Bacillus,strong,Positive,Facultative Anaerobe,5.24
STR_841,Staphylococcus,movie,Negative,Aerobic,6.43
STR_621,Staphylococcus,become,Negative,Anaerobic,7.97
STR_649,Staphylococcus,common,Positive,Anaerobic,8.2
STR_265,Bacillus,real,Positive,Facultative Anaerobe,4.78
STR_735,Lactobacillus,fear,Negative,Facultative Anaerobe,6.19
STR_607,Lactobacillus,point,Negative,Aerobic,7.12
STR_822,Streptococcus,nice,Positive,Microaerophilic,7.69
STR_524,Pseudomonas,author,Positive,Aerobic,6.58
STR_275,Bacillus,coach,Negative,Facultative Anaerobe,8.08
STR_768,Lactobacillus,someone,Positive,Microaerophilic,8.38
STR_943,Bacillus,series,Negative,Facultative Anaerobe,2.09
STR_616,Lactobacillus,these,Positive,Aerobic,2.51
STR_957,Pseudomonas,require,Positive,Microaerophilic,9.11
STR_937,Streptococcus,form,Negative,Facultative Anaerobe,1.49
STR_345,Pseudomonas,study,Negative,Facultative Anaerobe,1.29
STR_703,Bacillus,my,Positive,Facultative Anaerobe,1.95
STR_470,Pseudomonas,join,Negative,Facultative Anaerobe,2.15
STR_923,Staphylococcus,article,Positive,Anaerobic,8.24
STR_299,Staphylococcus,choice,Negative,Facultative Anaerobe,8.59
STR_720,Pseudomonas,movement,Negative,Facultative Anaerobe,6.58
STR_691,Staphylococcus,machine,Negative,Anaerobic,0.93
STR_969,Streptococcus,whatever,Negative,Microaerophilic,6.59
STR_237,Pseudomonas,then,Negative,Microaerophilic,1.12
STR_784,Streptococcus,she,Positive,Aerobic,9.07
STR_538,Pseudomonas,receive,Negative,Anaerobic,6.06
STR_222,Lactobacillus,charge,Positive,Microaerophilic,1.63
STR_584,Pseudomonas,meet,Negative,Anaerobic,3.75
STR_508,Clostridium,garden,Negative,Anaerobic,3.52
STR_775,Bacillus,concern,Negative,Aerobic,3.83
STR_216,Lactobacillus,small,Positive,Anaerobic,1.93
STR_353,Clostridium,need,Negative,Anaerobic,8.29
STR_306,Lactobacillus,break,Negative,Facultative Anaerobe,4.9
STR_169,Pseudomonas,long,Negative,Anaerobic,9.36
STR_868,Lactobacillus,suffer,Negative,Aerobic,7.74
STR_617,Clostridium,art,Positive,Facultative Anaerobe,1.7
STR_100,Pseudomonas,question,Positive,Aerobic,0.57
STR_588,Streptococcus,ground,Negative,Facultative Anaerobe,3.18
STR_632,Bacillus,run,Positive,Anaerobic,4.51
STR_329,Staphylococcus,suddenly,Negative,Microaerophilic,9.92
STR_496,Staphylococcus,professional,Positive,Microaerophilic,9.56
STR_195,Lactobacillus,American,Negative,Microaerophilic,4.7
STR_666,Streptococcus,would,Positive,Anaerobic,5.71
STR_821,Pseudomonas,family,Positive,Microaerophilic,3.58
STR_793,Pseudomonas,interesting,Negative,Facultative Anaerobe,5.09
STR_165,Lactobacillus,agency,Positive,Microaerophilic,4.26
STR_549,Clostridium,blood,Positive,Facultative Anaerobe,2.43
STR_123,Staphylococcus,rest,Positive,Anaerobic,8.2
STR_107,Lactobacillus,close,Negative,Facultative Anaerobe,8.48
STR_758,Streptococcus,special,Negative,Microaerophilic,3.18
STR_175,Streptococcus,police,Negative,Anaerobic,3.86
STR_805,Pseudomonas,southern,Negative,Anaerobic,9.16
STR_348,Staphylococcus,Mr,Positive,Aerobic,6.77
STR_779,Lactobacillus,other,Positive,Aerobic,7.15
STR_181,Pseudomonas,organization,Negative,Microaerophilic,4.55
STR_319,Staphylococcus,law,Negative,Facultative Anaerobe,4.6
STR_239,Pseudomonas,matter,Positive,Anaerobic,2.95
STR_982,Staphylococcus,yourself,Negative,Anaerobic,7.52
STR_524,Pseudomonas,throw,Negative,Aerobic,5.19
STR_962,Pseudomonas,go,Negative,Facultative Anaerobe,5.52
STR_765,Bacillus,project,Negative,Aerobic,0.74
STR_420,Streptococcus,no,Positive,Aerobic,6.7
STR_844,Staphylococcus,be,Negative,Anaerobic,5.52
STR_354,Lactobacillus,mouth,Positive,Aerobic,5.78
STR_862,Clostridium,real,Positive,Microaerophilic,3.65
STR_968,Clostridium,whose,Positive,Aerobic,5.09
STR_946,Pseudomonas,investment,Negative,Facultative Anaerobe,9.37
STR_909,Pseudomonas,notice,Positive,Microaerophilic,5.66
STR_355,Lactobacillus,student,Negative,Aerobic,4.47
STR_447,Pseudomonas,region,Positive,Anaerobic,4.48
STR_467,Pseudomonas,trouble,Positive,Microaerophilic,5.42
STR_358,Clostridium,soldier,Positive,Facultative Anaerobe,6.46
STR_824,Staphylococcus,cultural,Positive,Microaerophilic,2.77
STR_274,Staphylococcus,and,Negative,Aerobic,7.65
STR_225,Streptococcus,hope,Negative,Facultative Anaerobe,0.99
STR_199,Clostridium,condition,Positive,Aerobic,3.06
STR_435,Streptococcus,many,Negative,Microaerophilic,3.38
STR_910,Streptococcus,color,Negative,Microaerophilic,8.98
STR_516,Streptococcus,news,Positive,Aerobic,8.81
STR_820,Bacillus,rock,Negative,Microaerophilic,7.52
STR_905,Lactobacillus,whom,Negative,Aerobic,3.8
STR_238,Streptococcus,standard,Negative,Microaerophilic,7.93
STR_147,Streptococcus,nor,Negative,Microaerophilic,1.19
STR_203,Lactobacillus,start,Positive,Facultative Anaerobe,1.12
STR_813,Staphylococcus,generation,Negative,Microaerophilic,6.61
STR_966,Lactobacillus,him,Negative,Aerobic,1.1
STR_609,Pseudomonas,its,Negative,Microaerophilic,1.4
STR_408,Lactobacillus,parent,Negative,Aerobic,3.77
STR_978,Clostridium,music,Positive,Microaerophilic,6.42
STR_510,Staphylococcus,role,Positive,Microaerophilic,4.71
STR_643,Streptococcus,type,Negative,Aerobic,3.82
STR_996,Streptococcus,lot,Negative,Facultative Anaerobe,4.37
STR_189,Streptococcus,evidence,Negative,Aerobic,1.2
STR_211,Pseudomonas,its,Negative,Anaerobic,9.74
STR_516,Streptococcus,vote,Negative,Facultative Anaerobe,6.15
STR_444,Bacillus,try,Positive,Anaerobic,4.27
STR_999,Staphylococcus,personal,Positive,Microaerophilic,8.02
STR_748,Lactobacillus,that,Positive,Aerobic,1.99
STR_351,Pseudomonas,three,Positive,Anaerobic,7.06
STR_691,Clostridium,effect,Positive,Facultative Anaerobe,9.91
STR_389,Lactobacillus,four,Negative,Anaerobic,9.26
STR_811,Bacillus,sit,Negative,Aerobic,2.01
STR_424,Streptococcus,stuff,Positive,Facultative Anaerobe,4.43
STR_900,Bacillus,system,Positive,Aerobic,6.84
STR_856,Clostridium,still,Negative,Aerobic,2.67
STR_142,Bacillus,most,Negative,Aerobic,3.41
STR_811,Pseudomonas,usually,Negative,Microaerophilic,4.42
STR_473,Lactobacillus,her,Positive,Aerobic,4.15
STR_135,Bacillus,rise,Positive,Anaerobic,9.1
STR_781,Bacillus,even,Negative,Facultative Anaerobe,7.57
STR_929,Streptococcus,condition,Positive,Microaerophilic,1.01
STR_253,Clostridium,structure,Negative,Facultative Anaerobe,3.79
STR_672,Bacillus,course,Negative,Anaerobic,9.92
STR_849,Streptococcus,poor,Positive,Aerobic,6.02
STR_588,Lactobacillus,kid,Negative,Aerobic,8.49
STR_786,Lactobacillus,husband,Negative,Anaerobic,1.52
STR_864,Bacillus,several,Positive,Aerobic,2.94
STR_893,Pseudomonas,interview,Positive,Facultative Anaerobe,5.85
STR_111,Streptococcus,order,Negative,Anaerobic,1.53
STR_668,Clostridium,detail,Positive,Aerobic,4.71
STR_124,Pseudomonas,shoulder,Positive,Facultative Anaerobe,5.84
STR_502,Pseudomonas,speech,Positive,Facultative Anaerobe,7.31
STR_170,Streptococcus,career,Positive,Facultative Anaerobe,3.61
STR_952,Clostridium,church,Negative,Anaerobic,2.97
STR_682,Bacillus,from,Positive,Anaerobic,9.81
STR_637,Pseudomonas,physical,Negative,Microaerophilic,8.91
STR_135,Bacillus,I,Negative,Aerobic,5.64
STR_954,Lactobacillus,including,Negative,Aerobic,2.99
STR_142,Clostridium,until,Negative,Microaerophilic,9.22
STR_492,Clostridium,issue,Negative,Facultative Anaerobe,7.46
STR_152,Clostridium,black,Positive,Microaerophilic,2.49
STR_929,Bacillus,important,Negative,Facultative Anaerobe,7.95
STR_745,Clostridium,control,Positive,Anaerobic,5.43
STR_760,Bacillus,away,Positive,Microaerophilic,7.46
STR_611,Bacillus,crime,Positive,Facultative Anaerobe,4.06
STR_325,Clostridium,help,Positive,Anaerobic,3.01
STR_166,Streptococcus,responsibility,Negative,Microaerophilic,5.25
STR_518,Staphylococcus,throw,Positive,Aerobic,9.23
STR_907,Pseudomonas,describe,Negative,Facultative Anaerobe,7.64
STR_383,Bacillus,full,Negative,Anaerobic,4.09
STR_609,Streptococcus,reality,Positive,Facultative Anaerobe,0.74
STR_414,Lactobacillus,decision,Positive,Facultative Anaerobe,7.95
STR_935,Pseudomonas,last,Positive,Microaerophilic,0.74
STR_553,Pseudomonas,mention,Positive,Anaerobic,7.97
STR_525,Staphylococcus,natural,Negative,Microaerophilic,8.9
STR_798,Pseudomonas,sing,Positive,Anaerobic,2.63
STR_248,Bacillus,behavior,Negative,Microaerophilic,6.85
STR_975,Lactobacillus,ever,Negative,Aerobic,3.98
STR_758,Staphylococcus,method,Negative,Microaerophilic,5.55
STR_910,Pseudomonas,act,Negative,Microaerophilic,6.32
STR_530,Pseudomonas,public,Negative,Facultative Anaerobe,7.21
STR_444,Bacillus,seek,Negative,Microaerophilic,8.32
STR_847,Bacillus,sport,Positive,Microaerophilic,5.7
STR_401,Clostridium,stand,Negative,Aerobic,5.15
STR_257,Streptococcus,stop,Positive,Aerobic,8.58
STR_414,Pseudomonas,civil,Negative,Anaerobic,4.68
STR_418,Lactobacillus,yeah,Negative,Facultative Anaerobe,5.78
STR_850,Lactobacillus,safe,Positive,Facultative Anaerobe,8.13
STR_254,Streptococcus,training,Negative,Microaerophilic,1.7
STR_681,Lactobacillus,television,Positive,Facultative Anaerobe,7.16
STR_260,Bacillus,green,Positive,Aerobic,6.94
STR_873,Lactobacillus,over,Negative,Facultative Anaerobe,6.29
STR_921,Bacillus,suddenly,Positive,Microaerophilic,5.94
STR_120,Bacillus,opportunity,Positive,Microaerophilic,8.86
STR_192,Streptococcus,left,Positive,Microaerophilic,1.76
STR_863,Staphylococcus,set,Negative,Facultative Anaerobe,5.92
STR_622,Streptococcus,fast,Positive,Facultative Anaerobe,9.51
STR_371,Lactobacillus,blue,Positive,Microaerophilic,2.19
STR_620,Streptococcus,situation,Positive,Aerobic,2.18
STR_526,Pseudomonas,myself,Positive,Anaerobic,2.25
STR_206,Lactobacillus,best,Negative,Microaerophilic,6.37
STR_127,Clostridium,work,Positive,Aerobic,5.51
STR_746,Staphylococcus,actually,Negative,Microaerophilic,1.72
STR_986,Bacillus,level,Positive,Aerobic,6.63
STR_916,Pseudomonas,management,Positive,Aerobic,9.51
STR_138,Streptococcus,ago,Negative,Microaerophilic,1.19
STR_849,Clostridium,while,Positive,Aerobic,9.69
STR_194,Bacillus,behavior,Positive,Microaerophilic,6.61
STR_509,Streptococcus,certain,Negative,Anaerobic,2.45
