strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_952,Clostridium,throughout,Negative,Anaerobic,9.24
STR_485,Pseudomonas,road,Positive,Microaerophilic,8.6
STR_746,Streptococcus,military,Positive,Aerobic,1.96
STR_158,Lactobacillus,although,Positive,Microaerophilic,9.23
STR_929,Clostridium,within,Positive,Aerobic,1.67
STR_464,Bacillus,short,Negative,Microaerophilic,6.36
STR_896,Lactobacillus,tax,Positive,Aerobic,6.88
STR_862,Clostridium,place,Positive,Anaerobic,6.67
STR_434,Bacillus,guy,Positive,Aerobic,5.43
STR_531,Staphylococcus,peace,Negative,Facultative Anaerobe,0.52
STR_365,Clostridium,enough,Negative,Aerobic,9.46
STR_823,Streptococcus,such,Positive,Facultative Anaerobe,2.72
STR_140,Lactobacillus,group,Negative,Anaerobic,2.94
STR_650,Lactobacillus,money,Positive,Facultative Anaerobe,0.67
STR_730,Staphylococcus,range,Negative,Anaerobic,3.29
STR_926,Clostridium,back,Negative,Anaerobic,1.95
STR_370,Clostridium,source,Negative,Microaerophilic,9.33
STR_680,Lactobacillus,involve,Negative,Aerobic,8.88
STR_976,Bacillus,everybody,Positive,Microaerophilic,6.35
STR_547,Lactobacillus,memory,Negative,Aerobic,7.31
STR_340,Clostridium,something,Negative,Anaerobic,5.46
STR_704,Streptococcus,organization,Negative,Microaerophilic,1.32
STR_143,Staphylococcus,red,Negative,Facultative Anaerobe,8.73
STR_189,Bacillus,maintain,Negative,Facultative Anaerobe,4.31
STR_576,Pseudomonas,sell,Positive,Aerobic,5.6
STR_980,Streptococcus,television,Positive,Facultative Anaerobe,7.15
STR_609,Pseudomonas,case,Positive,Microaerophilic,8.37
STR_624,Bacillus,woman,Positive,Aerobic,7.61
STR_684,Staphylococcus,school,Negative,Aerobic,3.95
STR_962,Streptococcus,per,Negative,Aerobic,4.6
STR_689,Clostridium,third,Positive,Anaerobic,4.13
STR_744,Pseudomonas,marriage,Negative,Aerobic,3.27
STR_665,Streptococcus,film,Positive,Aerobic,9.63
