strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_691,Clostridium,along,Negative,Anaerobic,5.12
STR_244,Pseudomonas,religious,Negative,Anaerobic,4.44
STR_180,Bacillus,movie,Negative,Aerobic,1.6
STR_528,Bacillus,first,Negative,Microaerophilic,7.22
STR_739,Bacillus,wish,Positive,Microaerophilic,7.72
STR_317,Bacillus,just,Positive,Aerobic,4.67
STR_377,Staphylococcus,crime,Positive,Facultative Anaerobe,1.82
STR_909,Pseudomonas,trip,Positive,Aerobic,6.93
STR_479,Streptococcus,body,Positive,Microaerophilic,2.69
STR_616,Pseudomonas,result,Positive,Facultative Anaerobe,2.86
STR_274,Bacillus,term,Positive,Anaerobic,7.13
STR_434,Pseudomonas,account,Negative,Aerobic,2.24
STR_204,Clostridium,hundred,Negative,Anaerobic,0.97
STR_322,Clostridium,power,Positive,Microaerophilic,2.63
STR_836,Staphylococcus,issue,Positive,Microaerophilic,9.96
STR_962,Bacillus,half,Positive,Aerobic,8.25
STR_725,Staphylococcus,model,Negative,Anaerobic,2.71
STR_987,Lactobacillus,husband,Positive,Microaerophilic,8.36
STR_332,Bacillus,quality,Negative,Anaerobic,2.46
STR_164,Pseudomonas,seven,Negative,Aerobic,7.38
STR_829,Bacillus,be,Positive,Anaerobic,2.4
STR_154,Pseudomonas,note,Positive,Facultative Anaerobe,4.86
STR_290,Bacillus,themselves,Negative,Anaerobic,2.88
STR_668,Staphylococcus,public,Negative,Anaerobic,5.15
STR_532,Clostridium,report,Negative,Anaerobic,7.02
STR_712,Bacillus,responsibility,Negative,Anaerobic,4.43
STR_917,Streptococcus,miss,Positive,Anaerobic,4.09
STR_286,Staphylococcus,adult,Negative,Anaerobic,2.13
STR_535,Pseudomonas,effect,Negative,Microaerophilic,6.58
STR_937,Lactobacillus,receive,Negative,Anaerobic,1.46
STR_698,Staphylococcus,while,Negative,Aerobic,2.58
STR_128,Lactobacillus,gas,Negative,Microaerophilic,4.51
STR_652,Lactobacillus,develop,Positive,Microaerophilic,1.92
