strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_656,Pseudomonas,report,Negative,Facultative Anaerobe,7.86
STR_377,Streptococcus,tend,Positive,Microaerophilic,7.98
STR_901,Pseudomonas,study,Positive,Microaerophilic,7.82
STR_514,Staphylococcus,win,Negative,Anaerobic,9.76
STR_261,Lactobacillus,better,Positive,Anaerobic,5.5
STR_105,Bacillus,sure,Negative,Facultative Anaerobe,1.56
STR_346,Staphylococcus,matter,Positive,Microaerophilic,2.51
STR_910,Staphylococcus,month,Negative,Facultative Anaerobe,4.71
STR_132,Staphylococcus,serious,Positive,Anaerobic,5.14
STR_275,Streptococcus,scene,Positive,Microaerophilic,4.44
STR_550,Staphylococcus,painting,Negative,Anaerobic,4.99
STR_760,Bacillus,than,Negative,Aerobic,9.31
STR_656,Streptococcus,forward,Negative,Aerobic,8.07
STR_232,Lactobacillus,certain,Positive,Aerobic,5.29
STR_461,Staphylococcus,care,Negative,Facultative Anaerobe,2.95
STR_909,Staphylococcus,throw,Negative,Aerobic,0.85
STR_300,Clostridium,former,Negative,Microaerophilic,0.92
STR_638,Streptococcus,environmental,Negative,Anaerobic,4.67
STR_835,Streptococcus,style,Positive,Microaerophilic,2.71
STR_424,Clostridium,foot,Positive,Anaerobic,3.58
STR_665,Streptococcus,election,Positive,Facultative Anaerobe,4.9
STR_362,Bacillus,benefit,Positive,Microaerophilic,5.15
STR_572,Streptococcus,eat,Positive,Anaerobic,8.75
STR_231,Clostridium,present,Positive,Microaerophilic,2.48
STR_433,Pseudomonas,art,Positive,Microaerophilic,5.39
STR_141,Staphylococcus,what,Negative,Aerobic,8.23
STR_404,Staphylococcus,parent,Positive,Facultative Anaerobe,1.35
STR_984,Bacillus,share,Positive,Anaerobic,6.4
STR_106,Staphylococcus,agency,Positive,Aerobic,1.39
STR_296,Pseudomonas,nearly,Negative,Aerobic,3.94
STR_752,Lactobacillus,beautiful,Positive,Facultative Anaerobe,5.0
STR_156,Pseudomonas,explain,Negative,Microaerophilic,8.68
STR_574,Lactobacillus,step,Negative,Aerobic,2.61
STR_331,Clostridium,apply,Positive,Anaerobic,9.45
STR_473,Bacillus,contain,Negative,Aerobic,8.78
STR_661,Staphylococcus,generation,Positive,Aerobic,3.1
STR_118,Pseudomonas,worker,Negative,Anaerobic,6.86
STR_908,Clostridium,line,Positive,Microaerophilic,3.52
STR_668,Staphylococcus,among,Negative,Aerobic,2.19
STR_546,Bacillus,do,Positive,Aerobic,3.4
STR_521,Staphylococcus,out,Positive,Facultative Anaerobe,2.01
STR_632,Streptococcus,career,Positive,Facultative Anaerobe,3.42
STR_898,Pseudomonas,go,Positive,Anaerobic,5.6
STR_517,Lactobacillus,reason,Negative,Facultative Anaerobe,9.56
STR_719,Clostridium,develop,Negative,Microaerophilic,6.56
STR_594,Lactobacillus,call,Negative,Microaerophilic,5.57
STR_895,Clostridium,stuff,Positive,Facultative Anaerobe,9.93
STR_102,Pseudomonas,exist,Negative,Anaerobic,3.42
STR_535,Bacillus,sometimes,Positive,Anaerobic,1.22
STR_663,Bacillus,shake,Positive,Facultative Anaerobe,2.88
STR_292,Streptococcus,Mrs,Positive,Microaerophilic,0.81
STR_389,Clostridium,program,Negative,Microaerophilic,7.48
STR_817,Lactobacillus,bed,Negative,Microaerophilic,3.71
STR_899,Bacillus,fill,Negative,Facultative Anaerobe,2.69
STR_727,Streptococcus,agree,Positive,Facultative Anaerobe,4.63
STR_774,Clostridium,artist,Negative,Aerobic,1.6
STR_736,Staphylococcus,relationship,Negative,Aerobic,5.09
STR_960,Streptococcus,finish,Negative,Facultative Anaerobe,2.04
STR_929,Pseudomonas,yard,Negative,Facultative Anaerobe,6.73
