strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_807,Staphylococcus,suddenly,Positive,Microaerophilic,0.85
STR_223,Pseudomonas,they,Positive,Facultative Anaerobe,8.13
STR_461,Staphylococcus,play,Negative,Microaerophilic,3.06
STR_438,Clostridium,degree,Negative,Anaerobic,1.24
STR_161,Clostridium,few,Negative,Anaerobic,2.75
STR_756,Clostridium,serious,Negative,Microaerophilic,6.63
STR_914,Streptococcus,whom,Positive,Anaerobic,2.2
STR_482,Pseudomonas,subject,Positive,Aerobic,4.23
STR_967,Clostridium,up,Positive,Anaerobic,7.96
STR_229,Bacillus,seek,Negative,Anaerobic,3.82
STR_194,Clostridium,author,Positive,Facultative Anaerobe,1.13
STR_296,Clostridium,century,Negative,Facultative Anaerobe,1.75
STR_980,Pseudomonas,training,Positive,Anaerobic,8.96
STR_689,Staphylococcus,people,Positive,Anaerobic,9.76
STR_633,Clostridium,grow,Negative,Anaerobic,9.83
STR_745,Pseudomonas,adult,Negative,Facultative Anaerobe,1.51
STR_482,Lactobacillus,indicate,Negative,Anaerobic,9.33
STR_857,Lactobacillus,investment,Positive,Anaerobic,6.26
STR_917,Staphylococcus,doctor,Positive,Microaerophilic,6.96
STR_705,Bacillus,office,Positive,Microaerophilic,2.9
STR_645,Bacillus,discussion,Positive,Microaerophilic,5.01
STR_513,Lactobacillus,difference,Negative,Microaerophilic,1.51
STR_880,Bacillus,picture,Negative,Anaerobic,1.53
STR_894,Streptococcus,social,Negative,Aerobic,1.8
STR_293,Pseudomonas,cost,Negative,Microaerophilic,2.7
STR_580,Bacillus,impact,Negative,Facultative Anaerobe,3.43
STR_591,Staphylococcus,beautiful,Negative,Microaerophilic,4.5
STR_375,Staphylococcus,close,Positive,Aerobic,6.95
STR_984,Bacillus,listen,Negative,Microaerophilic,5.65
STR_479,Clostridium,nation,Negative,Aerobic,7.8
STR_686,Staphylococcus,across,Negative,Microaerophilic,8.45
STR_862,Streptococcus,significant,Positive,Aerobic,1.85
STR_651,Bacillus,action,Positive,Aerobic,7.38
STR_889,Pseudomonas,difference,Negative,Anaerobic,8.83
STR_717,Bacillus,help,Negative,Facultative Anaerobe,7.14
STR_724,Streptococcus,who,Negative,Aerobic,9.96
STR_943,Lactobacillus,water,Positive,Anaerobic,6.5
STR_447,Lactobacillus,where,Positive,Anaerobic,8.26
STR_681,Lactobacillus,Republican,Negative,Aerobic,5.79
STR_125,Staphylococcus,happy,Negative,Facultative Anaerobe,1.0
STR_962,Lactobacillus,continue,Positive,Facultative Anaerobe,6.43
STR_527,Streptococcus,ten,Positive,Anaerobic,3.83
STR_558,Pseudomonas,any,Negative,Microaerophilic,7.51
STR_769,Lactobacillus,training,Positive,Microaerophilic,2.38
STR_933,Clostridium,human,Positive,Microaerophilic,8.4
STR_925,Bacillus,light,Positive,Facultative Anaerobe,9.92
STR_150,Streptococcus,must,Negative,Microaerophilic,7.56
STR_668,Pseudomonas,prevent,Negative,Facultative Anaerobe,2.32
STR_648,Bacillus,structure,Negative,Microaerophilic,3.55
STR_467,Staphylococcus,however,Negative,Anaerobic,1.07
STR_591,Clostridium,agency,Negative,Aerobic,1.5
STR_102,Staphylococcus,project,Positive,Facultative Anaerobe,6.73
STR_733,Clostridium,gun,Positive,Aerobic,1.82
STR_440,Bacillus,personal,Positive,Microaerophilic,4.85
STR_974,Lactobacillus,I,Positive,Microaerophilic,9.11
STR_456,Bacillus,its,Negative,Aerobic,8.9
STR_854,Clostridium,research,Positive,Anaerobic,6.63
STR_908,Streptococcus,care,Positive,Microaerophilic,8.46
STR_430,Clostridium,final,Negative,Anaerobic,6.53
STR_972,Bacillus,painting,Positive,Microaerophilic,9.85
STR_225,Clostridium,rise,Positive,Anaerobic,6.83
STR_355,Pseudomonas,price,Negative,Microaerophilic,7.22
STR_757,Staphylococcus,might,Negative,Facultative Anaerobe,5.17
STR_711,Staphylococcus,point,Negative,Microaerophilic,4.39
STR_365,Pseudomonas,magazine,Negative,Anaerobic,2.16
STR_124,Streptococcus,keep,Negative,Aerobic,5.31
STR_837,Staphylococcus,television,Negative,Anaerobic,7.31
STR_370,Streptococcus,believe,Negative,Aerobic,2.22
STR_109,Clostridium,animal,Negative,Microaerophilic,1.26
STR_170,Clostridium,do,Negative,Microaerophilic,6.73
STR_759,Clostridium,need,Negative,Anaerobic,9.06
STR_636,Staphylococcus,action,Negative,Aerobic,0.72
STR_513,Lactobacillus,marriage,Positive,Microaerophilic,2.92
STR_643,Bacillus,arrive,Positive,Facultative Anaerobe,9.81
STR_439,Bacillus,hair,Negative,Facultative Anaerobe,1.22
STR_585,Clostridium,direction,Positive,Aerobic,7.81
STR_770,Clostridium,thousand,Positive,Anaerobic,3.83
STR_512,Staphylococcus,manager,Positive,Anaerobic,8.97
STR_491,Staphylococcus,measure,Positive,Microaerophilic,3.46
STR_750,Bacillus,ground,Negative,Aerobic,8.07
STR_667,Bacillus,time,Negative,Microaerophilic,2.9
STR_783,Lactobacillus,themselves,Negative,Anaerobic,4.73
STR_366,Staphylococcus,start,Positive,Aerobic,1.55
STR_433,Streptococcus,character,Negative,Anaerobic,0.58
STR_954,Bacillus,knowledge,Negative,Microaerophilic,5.1
STR_480,Clostridium,during,Positive,Facultative Anaerobe,1.68
STR_164,Clostridium,conference,Positive,Microaerophilic,3.13
STR_127,Staphylococcus,tree,Positive,Microaerophilic,2.2
STR_617,Streptococcus,take,Positive,Facultative Anaerobe,6.05
STR_564,Streptococcus,central,Positive,Aerobic,0.64
STR_939,Lactobacillus,government,Negative,Facultative Anaerobe,3.03
STR_767,Clostridium,four,Negative,Anaerobic,2.73
STR_722,Lactobacillus,democratic,Negative,Anaerobic,0.53
STR_317,Streptococcus,important,Negative,Microaerophilic,5.33
STR_141,Bacillus,like,Negative,Facultative Anaerobe,2.27
STR_642,Clostridium,white,Negative,Aerobic,5.33
STR_942,Clostridium,boy,Negative,Facultative Anaerobe,10.0
STR_131,Bacillus,today,Positive,Microaerophilic,7.23
STR_806,Lactobacillus,people,Negative,Aerobic,9.63
STR_853,Staphylococcus,get,Positive,Anaerobic,1.11
STR_321,Lactobacillus,a,Positive,Facultative Anaerobe,2.69
STR_602,Bacillus,friend,Negative,Microaerophilic,8.25
STR_380,Pseudomonas,scene,Positive,Facultative Anaerobe,5.94
STR_330,Staphylococcus,heavy,Negative,Facultative Anaerobe,9.53
STR_967,Bacillus,response,Positive,Microaerophilic,3.42
STR_194,Pseudomonas,business,Negative,Microaerophilic,7.92
STR_133,Staphylococcus,stay,Positive,Facultative Anaerobe,4.39
STR_819,Staphylococcus,science,Positive,Anaerobic,1.26
STR_367,Staphylococcus,stock,Positive,Anaerobic,3.87
STR_847,Pseudomonas,technology,Negative,Aerobic,3.18
STR_371,Staphylococcus,look,Positive,Aerobic,8.26
STR_862,Bacillus,each,Positive,Anaerobic,4.26
STR_569,Lactobacillus,cold,Positive,Anaerobic,8.61
STR_493,Pseudomonas,cell,Positive,Aerobic,6.54
STR_905,Lactobacillus,project,Negative,Anaerobic,9.0
STR_117,Bacillus,necessary,Negative,Aerobic,0.87
STR_590,Streptococcus,stuff,Positive,Aerobic,8.14
STR_648,Pseudomonas,art,Positive,Microaerophilic,5.27
STR_175,Bacillus,night,Negative,Aerobic,3.78
STR_190,Staphylococcus,occur,Negative,Facultative Anaerobe,5.9
STR_429,Pseudomonas,computer,Positive,Anaerobic,5.69
STR_116,Streptococcus,could,Negative,Facultative Anaerobe,4.18
STR_391,Pseudomonas,its,Negative,Anaerobic,6.75
STR_167,Clostridium,learn,Positive,Aerobic,9.4
STR_627,Pseudomonas,bring,Positive,Microaerophilic,4.84
STR_269,Lactobacillus,hair,Positive,Aerobic,3.21
STR_907,Staphylococcus,generation,Negative,Microaerophilic,3.96
STR_446,Streptococcus,include,Positive,Aerobic,3.04
STR_698,Pseudomonas,protect,Negative,Microaerophilic,1.46
STR_967,Lactobacillus,us,Negative,Aerobic,8.31
STR_404,Bacillus,think,Negative,Aerobic,2.39
STR_403,Streptococcus,suddenly,Negative,Facultative Anaerobe,5.27
STR_894,Staphylococcus,indeed,Positive,Facultative Anaerobe,9.11
STR_414,Bacillus,daughter,Positive,Anaerobic,3.92
STR_263,Staphylococcus,room,Positive,Aerobic,6.15
STR_499,Bacillus,computer,Negative,Aerobic,7.26
STR_617,Bacillus,space,Positive,Anaerobic,7.65
STR_233,Staphylococcus,look,Positive,Facultative Anaerobe,0.55
STR_768,Bacillus,pass,Negative,Facultative Anaerobe,8.86
STR_663,Lactobacillus,main,Positive,Aerobic,3.05
STR_885,Bacillus,hit,Positive,Microaerophilic,1.33
STR_277,Pseudomonas,put,Positive,Facultative Anaerobe,2.48
