strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_260,Staphylococcus,myself,Positive,Anaerobic,1.44
STR_162,Streptococcus,win,Positive,Anaerobic,5.27
STR_637,Lactobacillus,white,Positive,Aerobic,0.98
STR_241,Lactobacillus,so,Positive,Anaerobic,8.03
STR_706,Pseudomonas,smile,Positive,Facultative Anaerobe,6.03
STR_217,Pseudomonas,ready,Positive,Microaerophilic,5.23
STR_248,Clostridium,himself,Positive,Microaerophilic,9.89
STR_492,Clostridium,whatever,Negative,Facultative Anaerobe,9.46
STR_374,Clostridium,subject,Negative,Anaerobic,4.84
STR_320,Staphylococcus,kitchen,Positive,Facultative Anaerobe,9.3
STR_512,Clostridium,scientist,Positive,Aerobic,2.81
STR_871,Streptococcus,heart,Positive,Anaerobic,4.53
STR_330,Clostridium,shoulder,Negative,Facultative Anaerobe,5.79
STR_732,Streptococcus,community,Negative,Microaerophilic,7.09
STR_218,Streptococcus,choice,Negative,Microaerophilic,5.14
STR_902,Lactobacillus,specific,Negative,Microaerophilic,8.17
STR_738,Clostridium,defense,Positive,Anaerobic,1.99
STR_333,Bacillus,put,Positive,Anaerobic,7.93
STR_895,Streptococcus,central,Negative,Anaerobic,8.83
STR_175,Streptococcus,interview,Negative,Microaerophilic,5.65
STR_488,Lactobacillus,radio,Positive,Facultative Anaerobe,7.7
STR_369,Clostridium,possible,Negative,Aerobic,7.62
STR_217,Clostridium,bring,Negative,Facultative Anaerobe,6.69
STR_367,Staphylococcus,add,Positive,Aerobic,6.11
STR_109,Lactobacillus,care,Positive,Microaerophilic,4.59
STR_940,Clostridium,painting,Positive,Microaerophilic,2.6
STR_448,Bacillus,amount,Positive,Microaerophilic,7.06
STR_607,Streptococcus,policy,Negative,Microaerophilic,6.31
STR_650,Bacillus,we,Negative,Microaerophilic,1.69
STR_451,Clostridium,cut,Negative,Microaerophilic,3.21
STR_745,Bacillus,any,Negative,Microaerophilic,1.4
STR_242,Staphylococcus,art,Positive,Microaerophilic,9.64
STR_181,Lactobacillus,executive,Negative,Aerobic,5.9
STR_426,Streptococcus,clear,Negative,Anaerobic,4.77
STR_767,Pseudomonas,minute,Negative,Microaerophilic,9.22
STR_412,Staphylococcus,include,Negative,Facultative Anaerobe,3.41
STR_164,Bacillus,sit,Positive,Aerobic,2.96
STR_645,Pseudomonas,gas,Positive,Anaerobic,3.64
STR_528,Bacillus,weight,Positive,Aerobic,1.28
STR_617,Clostridium,no,Positive,Aerobic,9.94
STR_538,Staphylococcus,choice,Negative,Anaerobic,6.53
STR_218,Pseudomonas,real,Positive,Anaerobic,3.71
STR_689,Lactobacillus,approach,Negative,Anaerobic,5.88
STR_535,Lactobacillus,national,Positive,Microaerophilic,7.18
STR_831,Bacillus,understand,Negative,Anaerobic,8.86
STR_100,Clostridium,dinner,Positive,Microaerophilic,4.37
STR_932,Pseudomonas,report,Positive,Microaerophilic,4.89
STR_280,Lactobacillus,even,Positive,Microaerophilic,6.22
STR_990,Pseudomonas,job,Positive,Anaerobic,3.31
STR_341,Staphylococcus,miss,Negative,Microaerophilic,5.91
STR_759,Staphylococcus,say,Negative,Aerobic,2.26
STR_852,Staphylococcus,politics,Negative,Aerobic,7.55
STR_755,Streptococcus,traditional,Negative,Anaerobic,5.98
STR_660,Bacillus,look,Negative,Aerobic,3.62
STR_957,Lactobacillus,society,Negative,Facultative Anaerobe,3.59
STR_709,Streptococcus,billion,Positive,Facultative Anaerobe,6.84
STR_362,Streptococcus,network,Positive,Aerobic,4.77
STR_542,Clostridium,season,Positive,Facultative Anaerobe,5.95
STR_879,Staphylococcus,policy,Positive,Microaerophilic,8.91
