strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_456,Staphylococcus,hit,Negative,Facultative Anaerobe,8.01
STR_184,Clostridium,next,Negative,Facultative Anaerobe,5.82
STR_486,Pseudomonas,data,Negative,Microaerophilic,1.0
STR_644,Bacillus,town,Negative,Anaerobic,2.73
STR_694,Lactobacillus,whole,Positive,Anaerobic,2.5
STR_815,Clostridium,some,Negative,Aerobic,6.04
STR_255,Pseudomonas,provide,Positive,Facultative Anaerobe,9.61
STR_847,Pseudomonas,usually,Positive,Microaerophilic,4.79
STR_228,Bacillus,miss,Negative,Aerobic,8.14
STR_800,Clostridium,easy,Positive,Facultative Anaerobe,5.01
STR_429,Bacillus,direction,Negative,Aerobic,2.58
STR_491,Lactobacillus,break,Negative,Aerobic,4.43
STR_670,Clostridium,yes,Negative,Microaerophilic,1.7
STR_826,Clostridium,detail,Positive,Anaerobic,3.39
STR_857,Staphylococcus,mind,Negative,Facultative Anaerobe,8.84
STR_559,Staphylococcus,usually,Negative,Microaerophilic,6.55
STR_757,Lactobacillus,including,Negative,Facultative Anaerobe,9.06
STR_490,Staphylococcus,the,Negative,Aerobic,4.39
STR_450,Bacillus,site,Positive,Facultative Anaerobe,3.62
STR_293,Pseudomonas,little,Negative,Microaerophilic,7.53
STR_597,Bacillus,though,Positive,Microaerophilic,3.38
STR_268,Clostridium,since,Negative,Microaerophilic,9.94
STR_262,Clostridium,wide,Negative,Microaerophilic,3.58
STR_254,Staphylococcus,full,Negative,Facultative Anaerobe,1.0
STR_431,Streptococcus,paper,Positive,Aerobic,2.23
STR_992,Staphylococcus,I,Negative,Anaerobic,3.69
STR_884,Pseudomonas,board,Negative,Anaerobic,3.21
STR_495,Bacillus,thousand,Negative,Anaerobic,4.57
STR_230,Staphylococcus,husband,Positive,Aerobic,3.29
STR_904,Staphylococcus,office,Negative,Anaerobic,3.43
STR_992,Staphylococcus,message,Negative,Anaerobic,8.08
STR_135,Streptococcus,piece,Negative,Aerobic,1.02
STR_844,Clostridium,toward,Positive,Aerobic,6.27
STR_337,Staphylococcus,include,Negative,Aerobic,4.62
STR_822,Lactobacillus,remain,Negative,Microaerophilic,9.44
STR_180,Pseudomonas,beautiful,Negative,Facultative Anaerobe,1.58
STR_151,Bacillus,carry,Positive,Facultative Anaerobe,2.73
