strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_408,Pseudomonas,local,Negative,Anaerobic,7.32
STR_383,Pseudomonas,sound,Positive,Anaerobic,7.41
STR_521,Pseudomonas,particularly,Negative,Aerobic,0.6
STR_106,Streptococcus,task,Positive,Aerobic,1.26
STR_554,Pseudomonas,sometimes,Negative,Microaerophilic,7.34
STR_749,Streptococcus,concern,Positive,Facultative Anaerobe,5.46
STR_574,Streptococcus,thousand,Negative,Facultative Anaerobe,8.82
STR_819,Bacillus,require,Negative,Facultative Anaerobe,2.84
STR_604,Bacillus,senior,Negative,Facultative Anaerobe,9.08
STR_258,Streptococcus,really,Negative,Aerobic,8.48
STR_604,Lactobacillus,next,Positive,Aerobic,8.74
STR_982,Clostridium,who,Positive,Microaerophilic,7.07
STR_447,Lactobacillus,capital,Negative,Anaerobic,4.82
STR_120,Bacillus,democratic,Negative,Facultative Anaerobe,9.77
STR_856,Lactobacillus,land,Negative,Anaerobic,8.63
STR_514,Pseudomonas,thing,Negative,Microaerophilic,4.18
STR_683,Staphylococcus,ability,Positive,Aerobic,4.01
STR_412,Streptococcus,six,Negative,Aerobic,2.25
STR_269,Lactobacillus,news,Positive,Facultative Anaerobe,6.71
STR_525,Streptococcus,experience,Negative,Aerobic,9.02
STR_748,Pseudomonas,book,Positive,Aerobic,2.28
STR_427,Clostridium,represent,Negative,Anaerobic,6.98
STR_593,Staphylococcus,believe,Positive,Anaerobic,9.87
STR_100,Bacillus,up,Positive,Microaerophilic,1.08
STR_652,Clostridium,own,Positive,Aerobic,9.66
STR_695,Bacillus,cost,Positive,Aerobic,8.84
STR_651,Streptococcus,project,Positive,Aerobic,9.88
STR_893,Bacillus,so,Positive,Aerobic,6.9
STR_231,Pseudomonas,meeting,Negative,Anaerobic,5.55
STR_781,Clostridium,factor,Negative,Aerobic,8.59
STR_514,Staphylococcus,billion,Negative,Microaerophilic,4.01
STR_262,Lactobacillus,guy,Positive,Microaerophilic,1.0
STR_855,Lactobacillus,talk,Positive,Facultative Anaerobe,1.06
STR_900,Bacillus,billion,Positive,Anaerobic,2.31
STR_806,Lactobacillus,part,Negative,Anaerobic,9.4
STR_423,Streptococcus,air,Negative,Aerobic,5.21
STR_698,Streptococcus,city,Negative,Facultative Anaerobe,9.31
STR_458,Streptococcus,former,Negative,Aerobic,6.71
STR_206,Lactobacillus,particular,Positive,Aerobic,6.85
STR_973,Clostridium,analysis,Negative,Anaerobic,9.67
STR_408,Pseudomonas,wall,Negative,Anaerobic,4.91
STR_200,Pseudomonas,foreign,Negative,Aerobic,1.43
STR_527,Staphylococcus,response,Positive,Microaerophilic,2.23
STR_142,Pseudomonas,chance,Negative,Aerobic,6.01
STR_949,Bacillus,side,Positive,Microaerophilic,8.5
STR_662,Bacillus,prepare,Positive,Anaerobic,5.56
STR_814,Pseudomonas,necessary,Negative,Aerobic,7.97
STR_630,Clostridium,exist,Negative,Anaerobic,9.29
STR_767,Clostridium,garden,Negative,Microaerophilic,3.74
STR_469,Clostridium,view,Negative,Anaerobic,7.24
STR_767,Lactobacillus,grow,Positive,Aerobic,2.81
STR_906,Clostridium,great,Positive,Microaerophilic,4.81
STR_891,Staphylococcus,tonight,Positive,Aerobic,0.82
STR_917,Streptococcus,meet,Negative,Aerobic,9.2
STR_689,Streptococcus,assume,Positive,Facultative Anaerobe,3.53
STR_794,Clostridium,act,Positive,Facultative Anaerobe,2.31
STR_771,Streptococcus,available,Negative,Anaerobic,4.98
STR_835,Staphylococcus,also,Positive,Anaerobic,9.14
STR_971,Pseudomonas,take,Positive,Anaerobic,1.95
STR_411,Streptococcus,mouth,Positive,Facultative Anaerobe,3.24
