strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_753,Pseudomonas,company,Positive,Facultative Anaerobe,5.33
STR_683,Pseudomonas,manage,Positive,Facultative Anaerobe,9.28
STR_262,Staphylococcus,Republican,Positive,Anaerobic,5.61
STR_647,Lactobacillus,surface,Positive,Microaerophilic,9.68
STR_539,Pseudomonas,candidate,Positive,Microaerophilic,5.27
STR_832,Pseudomonas,phone,Negative,Microaerophilic,8.85
STR_951,Staphylococcus,purpose,Positive,Anaerobic,4.77
STR_626,Lactobacillus,care,Negative,Anaerobic,8.11
STR_859,Streptococcus,southern,Positive,Microaerophilic,0.72
STR_368,Clostridium,for,Positive,Aerobic,0.71
STR_876,Staphylococcus,education,Positive,Aerobic,3.43
STR_665,Bacillus,prove,Negative,Microaerophilic,2.6
STR_339,Clostridium,plan,Negative,Anaerobic,4.03
STR_660,Staphylococcus,move,Negative,Anaerobic,8.45
STR_970,Clostridium,gas,Negative,Facultative Anaerobe,8.24
STR_422,Clostridium,according,Negative,Aerobic,2.2
STR_522,Lactobacillus,church,Positive,Anaerobic,5.14
STR_564,Staphylococcus,bit,Negative,Anaerobic,0.55
STR_761,Pseudomonas,total,Negative,Aerobic,1.25
STR_946,Lactobacillus,let,Negative,Aerobic,3.29
STR_693,Pseudomonas,color,Negative,Aerobic,8.71
STR_590,Lactobacillus,quite,Negative,Facultative Anaerobe,7.58
STR_908,Staphylococcus,development,Negative,Facultative Anaerobe,4.55
STR_444,Lactobacillus,wish,Positive,Microaerophilic,5.18
STR_741,Pseudomonas,raise,Positive,Facultative Anaerobe,5.77
STR_563,Clostridium,crime,Negative,Facultative Anaerobe,8.77
STR_931,Lactobacillus,rich,Positive,Microaerophilic,8.46
STR_731,Staphylococcus,week,Negative,Aerobic,8.83
STR_998,Clostridium,friend,Positive,Facultative Anaerobe,9.23
STR_144,Staphylococcus,magazine,Negative,Microaerophilic,7.76
STR_859,Pseudomonas,hotel,Negative,Facultative Anaerobe,2.96
STR_927,Staphylococcus,reduce,Positive,Anaerobic,0.56
STR_580,Bacillus,six,Negative,Microaerophilic,7.49
STR_715,Streptococcus,character,Negative,Microaerophilic,8.67
STR_581,Bacillus,of,Negative,Microaerophilic,1.57
STR_609,Staphylococcus,land,Positive,Facultative Anaerobe,8.04
STR_668,Bacillus,would,Positive,Aerobic,5.01
STR_976,Bacillus,worry,Negative,Aerobic,5.07
STR_616,Lactobacillus,process,Positive,Anaerobic,3.58
STR_815,Lactobacillus,base,Positive,Facultative Anaerobe,2.82
STR_834,Lactobacillus,gas,Positive,Microaerophilic,7.09
STR_646,Lactobacillus,myself,Positive,Microaerophilic,9.6
STR_392,Pseudomonas,stand,Positive,Anaerobic,2.68
STR_764,Staphylococcus,mother,Negative,Microaerophilic,9.31
STR_706,Lactobacillus,late,Positive,Microaerophilic,4.89
STR_675,Streptococcus,style,Negative,Aerobic,3.84
STR_918,Clostridium,home,Positive,Anaerobic,2.24
STR_546,Staphylococcus,turn,Negative,Aerobic,9.6
STR_826,Clostridium,cold,Positive,Facultative Anaerobe,7.66
STR_849,Bacillus,word,Positive,Anaerobic,6.12
STR_524,Bacillus,other,Positive,Aerobic,8.86
STR_148,Staphylococcus,simply,Positive,Facultative Anaerobe,3.98
STR_685,Pseudomonas,no,Negative,Microaerophilic,7.94
STR_685,Streptococcus,technology,Negative,Facultative Anaerobe,5.97
STR_689,Pseudomonas,like,Negative,Aerobic,3.94
STR_187,Clostridium,recognize,Negative,Facultative Anaerobe,6.45
STR_108,Lactobacillus,especially,Positive,Anaerobic,1.19
