strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_328,Bacillus,watch,Negative,Anaerobic,2.42
STR_225,Clostridium,argue,Positive,Aerobic,6.07
STR_892,Streptococcus,experience,Negative,Aerobic,1.86
STR_515,Pseudomonas,hundred,Positive,Facultative Anaerobe,5.12
STR_339,Streptococcus,why,Negative,Facultative Anaerobe,1.53
STR_978,Lactobacillus,couple,Negative,Microaerophilic,2.46
STR_341,Bacillus,dream,Positive,Facultative Anaerobe,5.44
STR_495,Staphylococcus,down,Positive,Facultative Anaerobe,2.97
STR_267,Clostridium,either,Positive,Aerobic,7.59
STR_671,Lactobacillus,political,Positive,Facultative Anaerobe,8.84
STR_809,Bacillus,life,Negative,Anaerobic,3.38
STR_544,Staphylococcus,dark,Negative,Anaerobic,7.22
STR_128,Lactobacillus,certain,Positive,Aerobic,2.3
STR_782,Clostridium,can,Positive,Anaerobic,4.43
STR_215,Bacillus,party,Positive,Facultative Anaerobe,4.07
STR_886,Bacillus,customer,Negative,Aerobic,4.09
STR_136,Streptococcus,evidence,Negative,Microaerophilic,4.0
STR_625,Pseudomonas,debate,Negative,Aerobic,8.48
STR_480,Streptococcus,former,Negative,Aerobic,4.02
STR_416,Clostridium,door,Positive,Facultative Anaerobe,7.32
STR_283,Staphylococcus,beyond,Negative,Microaerophilic,9.77
STR_184,Clostridium,entire,Positive,Microaerophilic,4.14
STR_338,Lactobacillus,perform,Positive,Anaerobic,3.93
STR_955,Pseudomonas,concern,Negative,Anaerobic,4.43
STR_768,Streptococcus,enjoy,Negative,Microaerophilic,5.82
STR_327,Streptococcus,president,Positive,Anaerobic,0.74
STR_766,Clostridium,his,Negative,Anaerobic,8.93
STR_632,Bacillus,while,Positive,Microaerophilic,7.34
STR_745,Bacillus,southern,Positive,Microaerophilic,6.76
STR_848,Streptococcus,issue,Positive,Anaerobic,9.79
STR_350,Staphylococcus,wife,Negative,Anaerobic,3.05
STR_297,Streptococcus,man,Positive,Anaerobic,6.6
STR_378,Clostridium,college,Positive,Microaerophilic,3.42
STR_502,Streptococcus,cultural,Positive,Microaerophilic,2.44
STR_689,Streptococcus,four,Positive,Facultative Anaerobe,5.78
STR_130,Streptococcus,marriage,Negative,Facultative Anaerobe,5.0
STR_580,Clostridium,behavior,Positive,Aerobic,1.13
STR_233,Staphylococcus,watch,Negative,Microaerophilic,7.81
STR_546,Staphylococcus,a,Negative,Anaerobic,0.81
STR_999,Staphylococcus,relationship,Negative,Aerobic,8.8
STR_292,Bacillus,mouth,Positive,Facultative Anaerobe,7.45
STR_396,Bacillus,administration,Negative,Anaerobic,9.07
STR_561,Bacillus,believe,Positive,Aerobic,7.01
STR_391,Clostridium,water,Positive,Anaerobic,2.63
STR_562,Streptococcus,past,Positive,Aerobic,6.29
STR_599,Pseudomonas,successful,Negative,Aerobic,0.9
STR_467,Staphylococcus,reality,Negative,Microaerophilic,8.93
STR_370,Staphylococcus,far,Positive,Microaerophilic,8.43
STR_779,Bacillus,still,Negative,Facultative Anaerobe,7.25
STR_136,Lactobacillus,street,Positive,Facultative Anaerobe,6.37
STR_286,Bacillus,page,Negative,Anaerobic,2.9
STR_335,Pseudomonas,hundred,Positive,Microaerophilic,9.23
STR_439,Pseudomonas,debate,Positive,Microaerophilic,9.57
STR_200,Streptococcus,white,Positive,Microaerophilic,5.06
STR_797,Clostridium,piece,Positive,Aerobic,8.69
STR_245,Streptococcus,other,Negative,Microaerophilic,5.63
STR_686,Bacillus,cut,Positive,Microaerophilic,5.04
STR_131,Clostridium,partner,Positive,Microaerophilic,3.13
STR_260,Pseudomonas,share,Negative,Facultative Anaerobe,4.51
STR_613,Pseudomonas,box,Negative,Anaerobic,7.01
STR_680,Clostridium,story,Positive,Aerobic,2.04
STR_725,Streptococcus,beyond,Negative,Aerobic,6.67
STR_898,Streptococcus,however,Positive,Aerobic,7.29
STR_757,Staphylococcus,spend,Negative,Facultative Anaerobe,1.34
STR_900,Lactobacillus,development,Negative,Aerobic,3.15
STR_923,Bacillus,participant,Positive,Anaerobic,5.59
STR_645,Streptococcus,let,Positive,Facultative Anaerobe,2.93
STR_227,Lactobacillus,ground,Negative,Microaerophilic,8.95
STR_223,Clostridium,western,Negative,Microaerophilic,4.21
STR_758,Streptococcus,degree,Positive,Anaerobic,5.82
STR_937,Clostridium,president,Positive,Facultative Anaerobe,6.06
STR_991,Clostridium,everyone,Positive,Anaerobic,2.58
STR_541,Clostridium,unit,Positive,Anaerobic,3.63
STR_723,Pseudomonas,billion,Negative,Aerobic,8.02
STR_189,Clostridium,remember,Negative,Aerobic,3.87
STR_137,Streptococcus,my,Negative,Microaerophilic,6.02
STR_383,Streptococcus,race,Positive,Facultative Anaerobe,7.83
STR_735,Clostridium,operation,Negative,Anaerobic,4.57
STR_214,Streptococcus,establish,Positive,Microaerophilic,9.45
STR_901,Lactobacillus,wonder,Negative,Aerobic,3.03
STR_440,Lactobacillus,perhaps,Negative,Microaerophilic,6.67
