strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_578,Lactobacillus,they,Negative,Anaerobic,1.24
STR_388,Streptococcus,buy,Negative,Anaerobic,9.59
STR_816,Bacillus,beyond,Positive,Anaerobic,9.39
STR_733,Staphylococcus,her,Positive,Facultative Anaerobe,6.56
STR_732,Bacillus,own,Negative,Facultative Anaerobe,9.95
STR_680,Streptococcus,season,Negative,Microaerophilic,8.06
STR_542,Staphylococcus,including,Positive,Facultative Anaerobe,7.61
STR_506,Lactobacillus,born,Negative,Aerobic,8.61
STR_244,Lactobacillus,third,Negative,Facultative Anaerobe,1.85
STR_903,Pseudomonas,culture,Positive,Microaerophilic,6.01
STR_208,Lactobacillus,effect,Negative,Anaerobic,7.29
STR_263,Pseudomonas,security,Positive,Facultative Anaerobe,8.08
STR_300,Pseudomonas,campaign,Negative,Aerobic,9.87
STR_356,Lactobacillus,fact,Negative,Facultative Anaerobe,1.72
STR_124,Pseudomonas,his,Positive,Anaerobic,4.31
STR_627,Clostridium,fine,Negative,Aerobic,3.86
STR_465,Pseudomonas,several,Negative,Aerobic,1.26
STR_173,Staphylococcus,main,Positive,Aerobic,8.31
STR_256,Staphylococcus,spring,Negative,Microaerophilic,2.86
STR_949,Pseudomonas,wonder,Negative,Facultative Anaerobe,2.79
STR_154,Clostridium,pay,Negative,Anaerobic,3.9
STR_736,Pseudomonas,like,Negative,Aerobic,4.61
STR_629,Bacillus,apply,Negative,Aerobic,7.01
STR_990,Clostridium,evidence,Positive,Aerobic,7.84
STR_115,Lactobacillus,drive,Negative,Microaerophilic,0.96
STR_109,Streptococcus,sing,Positive,Aerobic,9.56
STR_599,Staphylococcus,capital,Positive,Microaerophilic,8.3
STR_757,Staphylococcus,about,Positive,Facultative Anaerobe,9.65
STR_183,Bacillus,course,Positive,Facultative Anaerobe,0.63
STR_953,Lactobacillus,interview,Positive,Anaerobic,9.47
STR_121,Bacillus,blood,Positive,Aerobic,9.05
STR_939,Bacillus,apply,Negative,Facultative Anaerobe,8.54
