strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_594,Lactobacillus,difference,Positive,Microaerophilic,9.25
STR_771,Staphylococcus,particular,Positive,Aerobic,4.86
STR_616,Lactobacillus,operation,Positive,Facultative Anaerobe,3.55
STR_334,Staphylococcus,he,Positive,Facultative Anaerobe,9.38
STR_981,Streptococcus,already,Positive,Aerobic,9.32
STR_168,Streptococcus,street,Negative,Facultative Anaerobe,3.88
STR_510,Bacillus,customer,Negative,Microaerophilic,1.26
STR_436,Pseudomonas,evidence,Positive,Microaerophilic,1.82
STR_856,Bacillus,really,Negative,Anaerobic,0.95
STR_347,Staphylococcus,although,Negative,Facultative Anaerobe,8.62
STR_506,Clostridium,TV,Positive,Aerobic,9.01
STR_366,Streptococcus,opportunity,Negative,Microaerophilic,8.59
STR_950,Lactobacillus,plan,Positive,Aerobic,1.77
STR_800,Streptococcus,always,Negative,Anaerobic,8.75
STR_282,Clostridium,since,Negative,Facultative Anaerobe,6.81
STR_841,Bacillus,human,Positive,Aerobic,5.0
STR_833,Pseudomonas,example,Positive,Anaerobic,7.66
STR_258,Bacillus,bar,Positive,Microaerophilic,7.03
STR_984,Staphylococcus,throw,Positive,Facultative Anaerobe,9.82
STR_347,Lactobacillus,market,Negative,Aerobic,4.42
STR_559,Bacillus,bad,Positive,Aerobic,8.31
STR_204,Bacillus,three,Positive,Microaerophilic,8.31
STR_674,Staphylococcus,skin,Positive,Anaerobic,2.01
STR_205,Streptococcus,rest,Negative,Microaerophilic,8.99
STR_558,Staphylococcus,almost,Negative,Aerobic,4.61
STR_811,Lactobacillus,stay,Positive,Microaerophilic,0.77
STR_472,Clostridium,area,Negative,Microaerophilic,4.23
STR_423,Lactobacillus,purpose,Positive,Microaerophilic,7.43
STR_436,Streptococcus,wait,Positive,Microaerophilic,3.69
STR_905,Bacillus,stay,Negative,Microaerophilic,4.12
STR_187,Pseudomonas,include,Negative,Aerobic,0.75
STR_985,Bacillus,should,Positive,Microaerophilic,9.11
STR_335,Staphylococcus,quality,Negative,Aerobic,7.98
STR_842,Clostridium,kid,Negative,Aerobic,3.3
STR_730,Clostridium,language,Positive,Anaerobic,8.89
STR_238,Staphylococcus,Mr,Negative,Microaerophilic,7.33
STR_285,Lactobacillus,garden,Negative,Microaerophilic,5.84
STR_268,Staphylococcus,necessary,Negative,Anaerobic,1.84
STR_296,Streptococcus,against,Positive,Microaerophilic,6.6
STR_706,Staphylococcus,bit,Positive,Facultative Anaerobe,8.8
STR_943,Lactobacillus,learn,Negative,Anaerobic,2.24
STR_970,Pseudomonas,animal,Negative,Anaerobic,8.01
STR_615,Bacillus,forget,Negative,Microaerophilic,9.33
STR_650,Clostridium,member,Positive,Aerobic,6.31
STR_381,Lactobacillus,pick,Negative,Facultative Anaerobe,6.16
STR_175,Staphylococcus,talk,Negative,Facultative Anaerobe,4.29
STR_326,Lactobacillus,central,Positive,Anaerobic,8.25
STR_956,Streptococcus,find,Positive,Anaerobic,5.76
STR_214,Pseudomonas,affect,Positive,Anaerobic,2.06
STR_364,Pseudomonas,other,Positive,Anaerobic,7.0
STR_695,Clostridium,fly,Negative,Facultative Anaerobe,5.66
STR_263,Lactobacillus,short,Negative,Anaerobic,4.32
STR_153,Lactobacillus,while,Negative,Anaerobic,9.71
STR_443,Pseudomonas,sort,Positive,Aerobic,2.55
STR_602,Clostridium,off,Positive,Anaerobic,1.04
STR_395,Pseudomonas,prove,Negative,Anaerobic,3.57
STR_569,Lactobacillus,they,Positive,Microaerophilic,1.22
STR_526,Bacillus,process,Positive,Facultative Anaerobe,8.2
STR_322,Pseudomonas,subject,Negative,Microaerophilic,3.35
STR_428,Clostridium,natural,Positive,Aerobic,1.68
STR_585,Lactobacillus,his,Negative,Facultative Anaerobe,7.36
STR_225,Pseudomonas,happy,Positive,Facultative Anaerobe,5.31
STR_764,Streptococcus,speech,Negative,Microaerophilic,4.21
STR_219,Streptococcus,window,Positive,Microaerophilic,1.77
STR_562,Bacillus,job,Positive,Anaerobic,6.58
STR_162,Clostridium,smile,Negative,Aerobic,2.5
STR_169,Bacillus,beautiful,Positive,Anaerobic,5.23
STR_696,Clostridium,contain,Negative,Aerobic,9.56
STR_932,Clostridium,reason,Negative,Anaerobic,7.32
STR_361,Clostridium,exactly,Positive,Aerobic,8.02
STR_213,Lactobacillus,experience,Negative,Microaerophilic,0.62
STR_144,Lactobacillus,drive,Positive,Facultative Anaerobe,2.96
STR_507,Lactobacillus,thank,Positive,Microaerophilic,8.56
STR_743,Staphylococcus,step,Positive,Aerobic,3.44
STR_205,Lactobacillus,attorney,Positive,Microaerophilic,5.34
STR_907,Lactobacillus,stuff,Negative,Microaerophilic,9.48
STR_682,Clostridium,country,Negative,Anaerobic,3.26
STR_990,Pseudomonas,create,Positive,Facultative Anaerobe,4.61
STR_735,Bacillus,Mrs,Negative,Microaerophilic,5.24
STR_417,Pseudomonas,decade,Negative,Aerobic,3.55
STR_721,Lactobacillus,summer,Negative,Aerobic,6.52
STR_905,Lactobacillus,after,Negative,Facultative Anaerobe,7.28
STR_450,Staphylococcus,true,Negative,Aerobic,7.31
STR_468,Streptococcus,foot,Positive,Aerobic,2.5
STR_378,Lactobacillus,agent,Positive,Anaerobic,1.93
STR_914,Staphylococcus,common,Positive,Facultative Anaerobe,2.3
STR_996,Staphylococcus,wide,Negative,Aerobic,0.67
STR_878,Bacillus,bring,Negative,Microaerophilic,4.95
STR_458,Bacillus,beat,Positive,Microaerophilic,4.28
STR_140,Lactobacillus,mouth,Positive,Microaerophilic,3.18
STR_572,Pseudomonas,fish,Negative,Microaerophilic,2.41
STR_137,Pseudomonas,reduce,Negative,Microaerophilic,3.54
STR_657,Bacillus,that,Positive,Aerobic,9.83
STR_939,Pseudomonas,public,Negative,Microaerophilic,8.15
STR_110,Staphylococcus,she,Positive,Facultative Anaerobe,0.65
STR_253,Lactobacillus,agreement,Negative,Aerobic,6.42
STR_625,Streptococcus,cost,Negative,Anaerobic,4.19
STR_133,Clostridium,national,Negative,Anaerobic,5.55
STR_214,Pseudomonas,daughter,Negative,Microaerophilic,3.91
STR_229,Clostridium,room,Positive,Facultative Anaerobe,2.84
STR_475,Bacillus,whole,Negative,Aerobic,0.58
STR_890,Streptococcus,usually,Positive,Microaerophilic,6.58
STR_491,Streptococcus,recognize,Positive,Aerobic,2.65
STR_542,Staphylococcus,father,Positive,Aerobic,6.13
STR_795,Streptococcus,it,Negative,Anaerobic,6.69
STR_124,Pseudomonas,win,Negative,Aerobic,0.82
STR_598,Lactobacillus,yet,Negative,Anaerobic,5.91
STR_375,Lactobacillus,actually,Positive,Microaerophilic,3.76
STR_771,Clostridium,in,Positive,Microaerophilic,9.25
STR_965,Clostridium,dog,Positive,Anaerobic,3.2
STR_922,Streptococcus,exist,Positive,Microaerophilic,8.82
STR_360,Staphylococcus,commercial,Negative,Facultative Anaerobe,5.83
STR_277,Pseudomonas,attorney,Negative,Aerobic,4.02
STR_683,Staphylococcus,join,Positive,Microaerophilic,3.77
STR_829,Clostridium,growth,Negative,Aerobic,3.73
STR_782,Bacillus,woman,Negative,Aerobic,7.99
STR_195,Streptococcus,back,Positive,Facultative Anaerobe,0.61
STR_126,Bacillus,last,Positive,Aerobic,7.62
STR_288,Staphylococcus,talk,Negative,Aerobic,9.59
STR_601,Streptococcus,free,Negative,Aerobic,6.0
STR_267,Clostridium,federal,Negative,Aerobic,4.11
STR_553,Pseudomonas,later,Positive,Anaerobic,7.73
STR_784,Streptococcus,represent,Negative,Facultative Anaerobe,7.6
STR_137,Lactobacillus,positive,Negative,Microaerophilic,8.25
STR_691,Lactobacillus,that,Positive,Anaerobic,3.01
STR_736,Streptococcus,office,Positive,Anaerobic,0.58
STR_427,Bacillus,then,Positive,Anaerobic,7.73
STR_816,Lactobacillus,else,Positive,Microaerophilic,4.87
STR_442,Staphylococcus,me,Negative,Facultative Anaerobe,6.72
STR_947,Pseudomonas,understand,Positive,Anaerobic,9.3
STR_279,Staphylococcus,debate,Negative,Facultative Anaerobe,8.92
STR_683,Lactobacillus,form,Negative,Microaerophilic,3.88
STR_763,Staphylococcus,most,Positive,Microaerophilic,6.77
