strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_373,Clostridium,buy,Negative,Microaerophilic,2.96
STR_913,Pseudomonas,well,Negative,Aerobic,8.74
STR_823,Streptococcus,sit,Positive,Anaerobic,4.95
STR_520,Streptococcus,safe,Negative,Facultative Anaerobe,9.23
STR_926,Pseudomonas,necessary,Positive,Microaerophilic,7.22
STR_419,Clostridium,quality,Positive,Facultative Anaerobe,4.53
STR_536,Pseudomonas,middle,Negative,Anaerobic,3.36
STR_328,Clostridium,last,Positive,Microaerophilic,8.4
STR_609,Lactobacillus,care,Positive,Microaerophilic,9.8
STR_975,Streptococcus,safe,Positive,Facultative Anaerobe,0.96
STR_107,Clostridium,green,Positive,Microaerophilic,6.59
STR_755,Clostridium,lose,Negative,Aerobic,1.98
STR_826,Streptococcus,his,Positive,Aerobic,6.97
STR_805,Lactobacillus,together,Negative,Anaerobic,9.21
STR_383,Pseudomonas,reason,Positive,Anaerobic,6.97
STR_715,Pseudomonas,fire,Negative,Anaerobic,7.78
STR_152,Clostridium,kid,Negative,Aerobic,2.35
STR_694,Clostridium,now,Negative,Anaerobic,7.41
STR_917,Bacillus,hour,Positive,Anaerobic,8.0
STR_226,Pseudomonas,step,Positive,Anaerobic,5.12
STR_287,Clostridium,both,Positive,Aerobic,5.38
STR_434,Lactobacillus,owner,Negative,Facultative Anaerobe,2.78
STR_598,Clostridium,radio,Negative,Microaerophilic,9.93
STR_851,Staphylococcus,forget,Positive,Microaerophilic,4.29
STR_508,Clostridium,moment,Positive,Aerobic,3.82
STR_137,Staphylococcus,paper,Positive,Facultative Anaerobe,3.9
STR_475,Streptococcus,seven,Negative,Microaerophilic,0.72
STR_588,Streptococcus,sense,Positive,Aerobic,4.73
STR_185,Staphylococcus,rate,Positive,Anaerobic,6.51
STR_859,Bacillus,structure,Negative,Aerobic,2.95
STR_180,Bacillus,third,Positive,Microaerophilic,4.56
STR_317,Bacillus,military,Positive,Anaerobic,1.3
STR_299,Clostridium,feel,Positive,Anaerobic,4.82
STR_643,Bacillus,style,Negative,Facultative Anaerobe,3.14
STR_763,Clostridium,that,Positive,Anaerobic,6.43
STR_665,Clostridium,agree,Negative,Microaerophilic,2.08
STR_881,Lactobacillus,help,Negative,Anaerobic,2.39
STR_735,Bacillus,the,Negative,Anaerobic,3.03
STR_417,Bacillus,east,Positive,Anaerobic,5.24
STR_535,Bacillus,prepare,Negative,Microaerophilic,5.32
STR_690,Lactobacillus,suddenly,Positive,Aerobic,6.03
STR_428,Bacillus,manager,Negative,Aerobic,2.82
STR_958,Lactobacillus,space,Positive,Microaerophilic,7.96
STR_351,Streptococcus,report,Negative,Microaerophilic,0.98
STR_980,Lactobacillus,owner,Positive,Facultative Anaerobe,4.43
STR_592,Bacillus,expert,Positive,Anaerobic,1.65
STR_500,Lactobacillus,add,Negative,Aerobic,1.73
STR_191,Clostridium,agreement,Negative,Aerobic,2.7
STR_419,Clostridium,country,Negative,Aerobic,9.87
STR_321,Clostridium,drug,Negative,Aerobic,3.67
STR_820,Streptococcus,floor,Negative,Anaerobic,9.75
STR_226,Bacillus,agent,Positive,Microaerophilic,4.48
STR_367,Clostridium,business,Negative,Microaerophilic,7.7
STR_155,Staphylococcus,teacher,Positive,Microaerophilic,6.56
STR_336,Lactobacillus,information,Positive,Aerobic,9.0
STR_204,Pseudomonas,important,Negative,Anaerobic,2.94
STR_246,Bacillus,their,Positive,Microaerophilic,1.9
STR_716,Streptococcus,prepare,Positive,Facultative Anaerobe,5.72
STR_632,Lactobacillus,usually,Positive,Facultative Anaerobe,1.21
STR_744,Lactobacillus,generation,Positive,Facultative Anaerobe,1.51
STR_715,Staphylococcus,heavy,Negative,Anaerobic,9.17
STR_387,Lactobacillus,position,Negative,Facultative Anaerobe,0.99
STR_224,Streptococcus,relationship,Negative,Microaerophilic,5.6
STR_925,Staphylococcus,hundred,Negative,Anaerobic,6.67
STR_815,Lactobacillus,question,Positive,Anaerobic,5.43
STR_212,Pseudomonas,must,Positive,Facultative Anaerobe,8.58
STR_579,Clostridium,miss,Positive,Anaerobic,6.24
STR_268,Clostridium,live,Negative,Anaerobic,3.16
STR_814,Staphylococcus,center,Positive,Microaerophilic,9.46
STR_102,Staphylococcus,hear,Positive,Aerobic,7.16
STR_300,Staphylococcus,develop,Negative,Anaerobic,9.0
STR_359,Staphylococcus,with,Positive,Anaerobic,3.6
STR_731,Pseudomonas,speak,Negative,Facultative Anaerobe,5.52
STR_108,Streptococcus,would,Negative,Facultative Anaerobe,2.69
STR_498,Lactobacillus,bag,Positive,Aerobic,8.71
STR_750,Lactobacillus,buy,Negative,Aerobic,4.55
STR_134,Bacillus,really,Negative,Anaerobic,4.77
STR_941,Pseudomonas,collection,Negative,Microaerophilic,3.91
STR_904,Bacillus,professor,Positive,Anaerobic,9.67
STR_576,Bacillus,firm,Negative,Aerobic,3.72
STR_889,Clostridium,live,Negative,Facultative Anaerobe,2.64
STR_135,Streptococcus,provide,Negative,Anaerobic,2.26
STR_538,Lactobacillus,commercial,Negative,Microaerophilic,6.12
STR_990,Staphylococcus,quickly,Positive,Microaerophilic,2.52
STR_567,Staphylococcus,capital,Negative,Anaerobic,2.02
STR_645,Lactobacillus,travel,Positive,Facultative Anaerobe,4.04
STR_984,Bacillus,goal,Positive,Aerobic,4.41
STR_965,Pseudomonas,quality,Positive,Microaerophilic,7.47
STR_306,Streptococcus,pass,Positive,Aerobic,9.07
STR_860,Bacillus,scientist,Negative,Microaerophilic,7.07
STR_724,Pseudomonas,big,Positive,Anaerobic,5.14
STR_499,Staphylococcus,story,Negative,Facultative Anaerobe,6.17
STR_818,Streptococcus,really,Negative,Facultative Anaerobe,1.31
STR_319,Streptococcus,maintain,Positive,Aerobic,8.09
STR_285,Clostridium,TV,Negative,Facultative Anaerobe,0.57
STR_148,Pseudomonas,movement,Positive,Anaerobic,4.25
STR_669,Staphylococcus,he,Negative,Microaerophilic,3.21
STR_783,Pseudomonas,democratic,Positive,Microaerophilic,5.76
STR_290,Lactobacillus,job,Negative,Microaerophilic,0.78
STR_862,Bacillus,hotel,Positive,Microaerophilic,4.44
STR_202,Clostridium,front,Negative,Facultative Anaerobe,4.77
STR_656,Lactobacillus,measure,Positive,Anaerobic,9.46
STR_240,Pseudomonas,could,Negative,Microaerophilic,3.28
STR_337,Lactobacillus,defense,Positive,Anaerobic,9.04
STR_396,Lactobacillus,yes,Positive,Microaerophilic,2.41
STR_948,Lactobacillus,door,Negative,Microaerophilic,0.91
STR_203,Bacillus,performance,Positive,Aerobic,8.73
STR_458,Staphylococcus,firm,Negative,Anaerobic,5.71
STR_357,Bacillus,right,Positive,Microaerophilic,6.49
STR_840,Lactobacillus,either,Negative,Facultative Anaerobe,3.83
STR_931,Lactobacillus,table,Negative,Anaerobic,8.36
STR_702,Bacillus,worker,Positive,Aerobic,8.27
STR_326,Clostridium,surface,Negative,Anaerobic,7.57
STR_243,Streptococcus,fish,Positive,Aerobic,4.94
STR_396,Staphylococcus,boy,Positive,Facultative Anaerobe,3.11
STR_751,Bacillus,tonight,Negative,Facultative Anaerobe,1.31
STR_801,Streptococcus,fine,Positive,Facultative Anaerobe,1.36
STR_178,Clostridium,minute,Positive,Anaerobic,6.94
STR_520,Clostridium,moment,Negative,Facultative Anaerobe,9.19
STR_532,Staphylococcus,decide,Positive,Anaerobic,8.58
STR_966,Lactobacillus,particularly,Negative,Facultative Anaerobe,4.16
STR_170,Lactobacillus,catch,Negative,Aerobic,9.8
STR_557,Streptococcus,might,Negative,Facultative Anaerobe,6.67
STR_654,Bacillus,agreement,Negative,Anaerobic,9.25
STR_473,Pseudomonas,type,Positive,Aerobic,7.29
STR_683,Streptococcus,full,Positive,Facultative Anaerobe,7.39
STR_639,Streptococcus,local,Positive,Facultative Anaerobe,3.48
STR_627,Clostridium,high,Negative,Microaerophilic,9.96
STR_239,Staphylococcus,into,Negative,Microaerophilic,3.74
STR_769,Lactobacillus,successful,Negative,Facultative Anaerobe,6.88
STR_827,Bacillus,billion,Negative,Facultative Anaerobe,1.09
STR_200,Pseudomonas,summer,Positive,Anaerobic,7.67
STR_999,Streptococcus,miss,Positive,Microaerophilic,9.22
STR_554,Staphylococcus,side,Negative,Aerobic,6.37
STR_267,Lactobacillus,skin,Negative,Facultative Anaerobe,3.0
STR_582,Lactobacillus,action,Positive,Facultative Anaerobe,4.16
STR_891,Bacillus,property,Positive,Anaerobic,8.46
STR_789,Clostridium,answer,Positive,Aerobic,7.24
STR_602,Bacillus,beyond,Positive,Microaerophilic,9.83
STR_854,Pseudomonas,in,Positive,Anaerobic,8.5
STR_465,Lactobacillus,sense,Positive,Microaerophilic,3.11
STR_754,Bacillus,treatment,Negative,Anaerobic,2.73
STR_826,Bacillus,purpose,Positive,Anaerobic,9.0
STR_485,Staphylococcus,modern,Negative,Facultative Anaerobe,4.56
STR_159,Bacillus,school,Negative,Anaerobic,4.59
STR_284,Bacillus,open,Positive,Microaerophilic,9.15
STR_225,Staphylococcus,gas,Negative,Microaerophilic,6.76
STR_879,Lactobacillus,source,Negative,Anaerobic,3.95
STR_902,Bacillus,page,Negative,Anaerobic,6.48
STR_234,Staphylococcus,fact,Positive,Aerobic,2.89
STR_133,Clostridium,hundred,Negative,Facultative Anaerobe,2.67
STR_131,Pseudomonas,expect,Negative,Aerobic,3.15
STR_831,Pseudomonas,candidate,Negative,Facultative Anaerobe,6.08
STR_873,Lactobacillus,address,Positive,Microaerophilic,7.09
STR_550,Lactobacillus,policy,Positive,Microaerophilic,5.51
STR_620,Staphylococcus,consider,Positive,Microaerophilic,1.57
STR_624,Streptococcus,child,Positive,Microaerophilic,8.35
STR_930,Clostridium,point,Negative,Aerobic,9.88
STR_420,Pseudomonas,involve,Negative,Facultative Anaerobe,5.68
STR_479,Lactobacillus,let,Negative,Microaerophilic,3.45
STR_512,Pseudomonas,few,Positive,Facultative Anaerobe,0.9
STR_617,Lactobacillus,address,Negative,Anaerobic,2.93
STR_346,Clostridium,on,Negative,Aerobic,2.73
STR_797,Streptococcus,art,Negative,Facultative Anaerobe,4.27
STR_880,Lactobacillus,rise,Negative,Microaerophilic,2.83
STR_961,Clostridium,rest,Negative,Facultative Anaerobe,9.34
STR_864,Pseudomonas,tax,Positive,Facultative Anaerobe,3.48
STR_310,Staphylococcus,sign,Positive,Aerobic,4.44
STR_455,Clostridium,note,Positive,Microaerophilic,2.83
