strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_469,Lactobacillus,toward,Negative,Aerobic,3.57
STR_153,Clostridium,form,Positive,Aerobic,7.22
STR_787,Lactobacillus,light,Negative,Facultative Anaerobe,6.39
STR_615,Lactobacillus,exist,Positive,Aerobic,6.59
STR_576,Lactobacillus,bag,Negative,Aerobic,9.77
STR_211,Streptococcus,tend,Negative,Microaerophilic,6.58
STR_392,Lactobacillus,political,Positive,Microaerophilic,6.2
STR_899,Pseudomonas,law,Positive,Facultative Anaerobe,8.75
STR_162,Staphylococcus,control,Positive,Aerobic,2.56
STR_513,Clostridium,customer,Negative,Aerobic,3.96
STR_294,Bacillus,indeed,Positive,Facultative Anaerobe,9.22
STR_586,Bacillus,live,Negative,Aerobic,2.19
STR_971,Lactobacillus,check,Positive,Aerobic,5.67
STR_401,Streptococcus,process,Negative,Facultative Anaerobe,2.58
STR_368,Lactobacillus,according,Negative,Facultative Anaerobe,6.8
STR_655,Pseudomonas,seat,Negative,Aerobic,7.83
STR_942,Clostridium,behind,Negative,Anaerobic,1.57
STR_600,Lactobacillus,by,Negative,Anaerobic,6.28
STR_951,Bacillus,leg,Positive,Aerobic,6.64
STR_726,Lactobacillus,administration,Negative,Aerobic,1.44
STR_993,Pseudomonas,speak,Positive,Aerobic,7.04
STR_215,Streptococcus,bar,Negative,Aerobic,1.99
STR_628,Streptococcus,success,Negative,Microaerophilic,3.28
STR_447,Bacillus,American,Negative,Microaerophilic,1.28
STR_824,Staphylococcus,nearly,Negative,Facultative Anaerobe,3.95
STR_295,Lactobacillus,through,Positive,Aerobic,7.99
STR_453,Streptococcus,impact,Positive,Facultative Anaerobe,8.77
STR_975,Pseudomonas,small,Positive,Facultative Anaerobe,1.82
STR_269,Lactobacillus,industry,Positive,Anaerobic,6.11
STR_648,Bacillus,suggest,Negative,Anaerobic,4.29
STR_780,Lactobacillus,trouble,Positive,Anaerobic,6.57
STR_958,Staphylococcus,heart,Positive,Aerobic,1.61
STR_159,Streptococcus,kind,Positive,Aerobic,5.9
STR_946,Clostridium,decide,Positive,Aerobic,5.74
STR_596,Clostridium,along,Positive,Facultative Anaerobe,6.57
STR_553,Streptococcus,apply,Negative,Microaerophilic,5.3
STR_259,Lactobacillus,town,Negative,Microaerophilic,7.96
STR_417,Bacillus,happy,Positive,Anaerobic,6.27
STR_201,Lactobacillus,environmental,Negative,Aerobic,5.03
STR_807,Bacillus,and,Negative,Facultative Anaerobe,8.35
STR_921,Pseudomonas,others,Negative,Aerobic,8.32
STR_526,Lactobacillus,produce,Negative,Aerobic,5.65
STR_283,Staphylococcus,real,Positive,Aerobic,2.36
STR_809,Bacillus,group,Negative,Anaerobic,3.94
STR_288,Staphylococcus,concern,Negative,Microaerophilic,1.6
STR_370,Staphylococcus,all,Positive,Anaerobic,8.33
STR_680,Streptococcus,why,Positive,Microaerophilic,7.18
STR_272,Lactobacillus,listen,Negative,Facultative Anaerobe,6.75
STR_966,Clostridium,notice,Negative,Aerobic,0.7
STR_105,Staphylococcus,international,Positive,Facultative Anaerobe,6.93
STR_314,Lactobacillus,child,Positive,Facultative Anaerobe,9.83
STR_505,Lactobacillus,one,Negative,Aerobic,4.1
STR_338,Bacillus,look,Negative,Microaerophilic,8.22
STR_538,Pseudomonas,should,Positive,Anaerobic,8.02
STR_399,Clostridium,main,Negative,Anaerobic,5.05
STR_795,Bacillus,close,Negative,Aerobic,0.83
STR_835,Streptococcus,guy,Positive,Anaerobic,6.68
STR_612,Lactobacillus,today,Positive,Anaerobic,6.76
STR_297,Clostridium,down,Negative,Microaerophilic,6.33
STR_467,Streptococcus,indicate,Negative,Facultative Anaerobe,6.24
STR_189,Pseudomonas,reality,Negative,Microaerophilic,5.96
STR_483,Lactobacillus,stock,Positive,Microaerophilic,8.92
STR_516,Streptococcus,writer,Negative,Microaerophilic,7.28
STR_514,Clostridium,white,Negative,Aerobic,8.73
STR_943,Staphylococcus,safe,Positive,Anaerobic,2.87
STR_541,Staphylococcus,hard,Negative,Facultative Anaerobe,4.63
STR_496,Streptococcus,school,Positive,Anaerobic,1.36
STR_248,Bacillus,let,Negative,Facultative Anaerobe,3.71
STR_929,Staphylococcus,throughout,Negative,Aerobic,1.26
STR_502,Pseudomonas,realize,Negative,Anaerobic,1.78
STR_383,Clostridium,take,Negative,Anaerobic,5.65
STR_454,Pseudomonas,Democrat,Positive,Facultative Anaerobe,9.42
STR_660,Streptococcus,may,Negative,Facultative Anaerobe,1.05
STR_755,Pseudomonas,story,Negative,Microaerophilic,4.24
STR_390,Pseudomonas,trouble,Negative,Facultative Anaerobe,1.81
STR_126,Bacillus,manage,Negative,Aerobic,6.22
STR_206,Pseudomonas,again,Negative,Microaerophilic,6.97
STR_763,Bacillus,every,Negative,Microaerophilic,2.74
STR_979,Clostridium,western,Negative,Aerobic,8.11
STR_583,Staphylococcus,check,Positive,Aerobic,6.72
STR_481,Bacillus,travel,Positive,Facultative Anaerobe,3.01
STR_194,Pseudomonas,right,Negative,Aerobic,3.25
STR_854,Lactobacillus,party,Positive,Aerobic,4.85
STR_444,Bacillus,race,Positive,Facultative Anaerobe,7.8
STR_283,Pseudomonas,condition,Negative,Facultative Anaerobe,1.6
STR_765,Bacillus,expert,Negative,Aerobic,1.68
STR_443,Streptococcus,none,Negative,Facultative Anaerobe,9.68
STR_544,Streptococcus,ten,Positive,Facultative Anaerobe,1.87
STR_201,Streptococcus,doctor,Negative,Anaerobic,6.48
STR_849,Pseudomonas,personal,Positive,Aerobic,3.6
STR_281,Pseudomonas,improve,Negative,Anaerobic,5.34
STR_936,Bacillus,threat,Negative,Anaerobic,7.5
STR_177,Pseudomonas,doctor,Negative,Anaerobic,8.05
STR_266,Streptococcus,huge,Negative,Microaerophilic,5.2
STR_126,Lactobacillus,institution,Positive,Microaerophilic,1.98
STR_284,Lactobacillus,page,Negative,Facultative Anaerobe,6.33
STR_831,Clostridium,move,Negative,Facultative Anaerobe,9.03
STR_829,Pseudomonas,again,Negative,Microaerophilic,8.05
STR_530,Pseudomonas,trouble,Positive,Anaerobic,5.86
STR_591,Lactobacillus,stock,Positive,Aerobic,7.72
STR_750,Pseudomonas,social,Negative,Anaerobic,2.56
STR_375,Bacillus,likely,Positive,Microaerophilic,4.83
STR_444,Pseudomonas,continue,Positive,Aerobic,0.62
STR_544,Pseudomonas,pattern,Negative,Anaerobic,1.83
STR_303,Staphylococcus,benefit,Negative,Facultative Anaerobe,9.03
STR_630,Lactobacillus,fire,Positive,Aerobic,1.79
STR_647,Streptococcus,land,Negative,Aerobic,4.4
STR_333,Lactobacillus,reason,Positive,Facultative Anaerobe,8.19
STR_365,Pseudomonas,nature,Negative,Microaerophilic,5.59
STR_225,Staphylococcus,should,Positive,Microaerophilic,8.95
STR_337,Staphylococcus,age,Negative,Aerobic,3.69
STR_228,Staphylococcus,red,Negative,Aerobic,3.3
STR_677,Streptococcus,money,Negative,Microaerophilic,8.4
STR_220,Pseudomonas,discover,Positive,Microaerophilic,3.39
STR_733,Streptococcus,somebody,Negative,Aerobic,3.19
STR_735,Clostridium,add,Negative,Aerobic,9.72
STR_506,Clostridium,politics,Negative,Microaerophilic,2.78
STR_309,Bacillus,order,Positive,Facultative Anaerobe,7.85
STR_194,Bacillus,leave,Positive,Aerobic,8.98
STR_407,Pseudomonas,ready,Negative,Aerobic,7.65
STR_291,Bacillus,class,Negative,Anaerobic,4.7
STR_219,Lactobacillus,return,Negative,Anaerobic,4.85
STR_848,Clostridium,season,Negative,Anaerobic,9.03
STR_451,Staphylococcus,accept,Positive,Microaerophilic,4.98
STR_154,Staphylococcus,opportunity,Positive,Anaerobic,9.54
STR_186,Streptococcus,air,Negative,Facultative Anaerobe,5.83
STR_893,Lactobacillus,past,Negative,Aerobic,4.64
STR_975,Staphylococcus,campaign,Positive,Facultative Anaerobe,8.67
STR_202,Lactobacillus,hotel,Negative,Facultative Anaerobe,4.79
STR_875,Bacillus,yeah,Negative,Microaerophilic,6.32
STR_566,Clostridium,let,Negative,Aerobic,1.5
STR_671,Pseudomonas,beautiful,Negative,Anaerobic,9.66
STR_229,Bacillus,especially,Positive,Microaerophilic,9.65
STR_731,Lactobacillus,particular,Positive,Facultative Anaerobe,7.17
STR_672,Streptococcus,eye,Negative,Microaerophilic,6.97
STR_341,Clostridium,special,Negative,Microaerophilic,7.27
STR_635,Staphylococcus,image,Positive,Aerobic,7.59
STR_625,Bacillus,score,Negative,Aerobic,7.31
STR_299,Pseudomonas,safe,Positive,Aerobic,4.11
STR_349,Streptococcus,each,Negative,Microaerophilic,9.28
STR_318,Bacillus,choice,Positive,Anaerobic,6.67
STR_738,Pseudomonas,ready,Negative,Microaerophilic,5.4
STR_785,Streptococcus,issue,Negative,Anaerobic,5.36
STR_476,Staphylococcus,fight,Positive,Microaerophilic,8.01
STR_471,Pseudomonas,however,Negative,Aerobic,0.61
STR_754,Pseudomonas,team,Positive,Facultative Anaerobe,1.6
STR_118,Bacillus,say,Positive,Anaerobic,0.53
STR_318,Pseudomonas,provide,Positive,Anaerobic,2.38
STR_325,Streptococcus,agree,Positive,Anaerobic,6.75
STR_803,Pseudomonas,party,Positive,Aerobic,2.23
STR_237,Bacillus,society,Positive,Anaerobic,6.41
STR_110,Staphylococcus,city,Positive,Microaerophilic,1.29
STR_930,Clostridium,herself,Positive,Aerobic,6.51
STR_137,Clostridium,move,Positive,Microaerophilic,1.32
STR_545,Staphylococcus,hard,Negative,Aerobic,2.27
STR_350,Staphylococcus,move,Negative,Anaerobic,6.29
STR_809,Bacillus,institution,Positive,Facultative Anaerobe,1.32
STR_979,Pseudomonas,people,Negative,Aerobic,7.21
STR_976,Clostridium,Mrs,Negative,Microaerophilic,0.58
STR_789,Streptococcus,alone,Negative,Facultative Anaerobe,3.07
STR_823,Streptococcus,take,Negative,Anaerobic,7.96
STR_419,Clostridium,ball,Positive,Microaerophilic,8.14
STR_909,Clostridium,certainly,Positive,Microaerophilic,9.07
STR_365,Bacillus,region,Positive,Facultative Anaerobe,8.26
STR_996,Lactobacillus,late,Positive,Microaerophilic,0.73
STR_395,Streptococcus,though,Negative,Facultative Anaerobe,8.57
STR_483,Lactobacillus,about,Positive,Aerobic,3.92
STR_352,Pseudomonas,never,Negative,Anaerobic,3.29
STR_334,Staphylococcus,commercial,Negative,Facultative Anaerobe,8.34
STR_980,Lactobacillus,serve,Positive,Anaerobic,3.19
STR_894,Bacillus,national,Negative,Microaerophilic,1.25
STR_713,Streptococcus,service,Positive,Anaerobic,6.5
STR_237,Bacillus,work,Positive,Facultative Anaerobe,4.44
STR_302,Streptococcus,modern,Negative,Microaerophilic,6.49
STR_281,Streptococcus,difficult,Negative,Microaerophilic,6.07
STR_126,Pseudomonas,west,Negative,Facultative Anaerobe,6.3
STR_324,Streptococcus,popular,Negative,Facultative Anaerobe,3.72
STR_515,Lactobacillus,south,Negative,Microaerophilic,2.88
STR_537,Lactobacillus,my,Positive,Facultative Anaerobe,3.62
STR_345,Clostridium,knowledge,Negative,Aerobic,6.69
STR_720,Bacillus,head,Negative,Facultative Anaerobe,2.69
STR_438,Pseudomonas,design,Negative,Anaerobic,4.75
STR_380,Staphylococcus,test,Positive,Microaerophilic,4.07
STR_919,Bacillus,interesting,Negative,Anaerobic,2.48
STR_185,Streptococcus,change,Negative,Microaerophilic,4.99
STR_351,Streptococcus,while,Positive,Facultative Anaerobe,2.6
STR_909,Pseudomonas,cost,Positive,Aerobic,3.98
STR_276,Lactobacillus,chance,Negative,Microaerophilic,3.73
STR_138,Bacillus,produce,Negative,Anaerobic,6.93
STR_249,Streptococcus,learn,Positive,Aerobic,3.37
STR_684,Bacillus,film,Positive,Microaerophilic,1.53
STR_608,Streptococcus,understand,Positive,Microaerophilic,9.2
STR_865,Clostridium,head,Negative,Aerobic,9.86
STR_679,Staphylococcus,while,Negative,Microaerophilic,7.4
STR_163,Lactobacillus,cover,Positive,Aerobic,5.49
STR_766,Staphylococcus,travel,Negative,Facultative Anaerobe,4.19
STR_429,Bacillus,task,Positive,Microaerophilic,2.98
STR_799,Bacillus,rule,Negative,Facultative Anaerobe,7.55
STR_350,Pseudomonas,form,Positive,Microaerophilic,3.13
STR_498,Staphylococcus,strong,Negative,Facultative Anaerobe,9.16
STR_742,Lactobacillus,find,Negative,Aerobic,5.38
STR_548,Bacillus,dream,Positive,Aerobic,6.65
STR_451,Bacillus,since,Positive,Aerobic,9.31
STR_450,Bacillus,blue,Negative,Microaerophilic,2.04
STR_467,Bacillus,week,Negative,Aerobic,2.79
STR_576,Bacillus,upon,Positive,Aerobic,3.2
STR_335,Staphylococcus,sing,Positive,Aerobic,4.13
STR_292,Clostridium,production,Positive,Aerobic,6.91
STR_207,Clostridium,evening,Positive,Facultative Anaerobe,9.27
