strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_784,Clostridium,course,Negative,Anaerobic,9.07
STR_516,Bacillus,how,Negative,Facultative Anaerobe,7.59
STR_130,Pseudomonas,oil,Positive,Aerobic,7.45
STR_711,Staphylococcus,can,Negative,Aerobic,3.45
STR_720,Bacillus,consider,Negative,Microaerophilic,0.93
STR_675,Streptococcus,support,Negative,Facultative Anaerobe,9.93
STR_243,Streptococcus,walk,Negative,Facultative Anaerobe,6.92
STR_429,Streptococcus,reflect,Positive,Facultative Anaerobe,7.24
STR_680,Streptococcus,tonight,Negative,Aerobic,2.32
STR_820,Bacillus,old,Positive,Aerobic,8.32
STR_647,Staphylococcus,fine,Positive,Aerobic,5.18
STR_789,Clostridium,eight,Negative,Facultative Anaerobe,7.78
STR_334,Staphylococcus,among,Positive,Microaerophilic,6.79
STR_704,Streptococcus,kitchen,Positive,Facultative Anaerobe,9.6
STR_504,Staphylococcus,wind,Positive,Anaerobic,9.64
STR_822,Bacillus,very,Negative,Anaerobic,9.22
STR_680,Staphylococcus,east,Negative,Anaerobic,9.99
STR_497,Streptococcus,success,Positive,Anaerobic,5.43
STR_445,Staphylococcus,itself,Positive,Anaerobic,8.39
STR_555,Bacillus,knowledge,Positive,Aerobic,9.18
STR_160,Streptococcus,pick,Negative,Aerobic,6.2
STR_184,Lactobacillus,hair,Negative,Anaerobic,6.34
STR_985,Streptococcus,own,Positive,Facultative Anaerobe,1.36
STR_117,Streptococcus,me,Negative,Facultative Anaerobe,1.67
STR_754,Staphylococcus,save,Negative,Microaerophilic,8.84
STR_214,Streptococcus,method,Negative,Facultative Anaerobe,9.29
STR_241,Clostridium,far,Positive,Aerobic,4.1
STR_332,Lactobacillus,investment,Positive,Aerobic,7.12
STR_206,Streptococcus,short,Negative,Microaerophilic,6.48
STR_632,Pseudomonas,machine,Positive,Facultative Anaerobe,9.93
STR_769,Clostridium,training,Positive,Aerobic,1.08
STR_724,Streptococcus,kid,Negative,Anaerobic,8.5
STR_483,Staphylococcus,go,Negative,Anaerobic,8.51
STR_235,Staphylococcus,group,Positive,Anaerobic,0.65
STR_664,Staphylococcus,yes,Negative,Facultative Anaerobe,7.33
STR_790,Streptococcus,into,Positive,Facultative Anaerobe,9.23
STR_435,Staphylococcus,system,Negative,Microaerophilic,8.34
STR_100,Clostridium,painting,Negative,Anaerobic,5.63
STR_315,Lactobacillus,employee,Negative,Anaerobic,9.77
STR_589,Lactobacillus,morning,Negative,Aerobic,7.61
STR_186,Staphylococcus,fine,Positive,Anaerobic,2.71
STR_357,Pseudomonas,side,Negative,Anaerobic,1.1
STR_757,Staphylococcus,drive,Negative,Aerobic,1.12
STR_977,Clostridium,soldier,Positive,Microaerophilic,6.01
STR_661,Bacillus,lead,Positive,Anaerobic,1.36
STR_638,Bacillus,last,Positive,Facultative Anaerobe,4.59
STR_711,Pseudomonas,what,Positive,Anaerobic,9.28
STR_582,Staphylococcus,east,Negative,Facultative Anaerobe,6.91
STR_830,Staphylococcus,long,Positive,Microaerophilic,7.22
STR_778,Pseudomonas,behind,Negative,Aerobic,8.67
STR_849,Pseudomonas,environment,Negative,Microaerophilic,8.88
STR_371,Streptococcus,health,Positive,Microaerophilic,4.02
STR_765,Pseudomonas,form,Positive,Facultative Anaerobe,4.72
STR_370,Staphylococcus,sing,Positive,Aerobic,6.91
STR_792,Streptococcus,across,Positive,Facultative Anaerobe,3.88
STR_965,Lactobacillus,feel,Positive,Aerobic,4.35
STR_502,Pseudomonas,international,Negative,Facultative Anaerobe,4.86
STR_265,Pseudomonas,task,Positive,Facultative Anaerobe,9.29
STR_245,Staphylococcus,war,Positive,Aerobic,1.28
STR_879,Clostridium,out,Positive,Facultative Anaerobe,4.15
STR_940,Pseudomonas,late,Positive,Aerobic,4.02
STR_104,Lactobacillus,mother,Positive,Facultative Anaerobe,9.62
STR_346,Staphylococcus,trouble,Negative,Facultative Anaerobe,2.93
STR_681,Clostridium,information,Positive,Facultative Anaerobe,9.64
STR_923,Bacillus,yes,Negative,Facultative Anaerobe,1.88
STR_365,Pseudomonas,organization,Negative,Facultative Anaerobe,0.98
STR_187,Pseudomonas,especially,Negative,Aerobic,3.16
STR_237,Clostridium,create,Negative,Anaerobic,4.15
STR_606,Pseudomonas,one,Negative,Microaerophilic,7.63
STR_740,Pseudomonas,other,Positive,Aerobic,2.68
STR_813,Clostridium,quite,Positive,Facultative Anaerobe,4.4
STR_585,Lactobacillus,task,Negative,Microaerophilic,6.62
STR_656,Lactobacillus,speech,Positive,Aerobic,1.87
STR_834,Streptococcus,however,Negative,Aerobic,7.95
STR_240,Clostridium,wife,Positive,Aerobic,0.66
STR_488,Streptococcus,song,Negative,Anaerobic,6.75
STR_805,Staphylococcus,where,Positive,Facultative Anaerobe,5.85
STR_722,Pseudomonas,campaign,Negative,Aerobic,8.74
STR_732,Clostridium,include,Negative,Microaerophilic,6.23
STR_399,Streptococcus,money,Positive,Anaerobic,2.63
STR_723,Streptococcus,card,Negative,Facultative Anaerobe,5.6
STR_226,Lactobacillus,interview,Negative,Facultative Anaerobe,4.35
STR_292,Staphylococcus,man,Positive,Facultative Anaerobe,5.28
STR_762,Bacillus,television,Negative,Anaerobic,8.3
STR_822,Bacillus,oil,Negative,Facultative Anaerobe,2.75
STR_798,Staphylococcus,I,Negative,Facultative Anaerobe,4.87
STR_427,Bacillus,act,Positive,Aerobic,4.57
STR_247,Streptococcus,thank,Positive,Anaerobic,9.82
STR_131,Lactobacillus,walk,Positive,Facultative Anaerobe,1.54
STR_681,Bacillus,rate,Negative,Facultative Anaerobe,3.63
STR_769,Streptococcus,million,Negative,Microaerophilic,3.37
STR_300,Bacillus,consumer,Positive,Facultative Anaerobe,4.52
STR_411,Streptococcus,first,Positive,Aerobic,7.48
STR_782,Pseudomonas,television,Positive,Aerobic,2.44
STR_401,Bacillus,image,Positive,Aerobic,3.13
STR_543,Staphylococcus,into,Positive,Aerobic,0.66
STR_482,Streptococcus,which,Negative,Anaerobic,2.94
STR_491,Bacillus,item,Positive,Facultative Anaerobe,3.39
STR_320,Lactobacillus,thus,Negative,Facultative Anaerobe,3.06
STR_363,Pseudomonas,order,Negative,Microaerophilic,4.81
STR_617,Bacillus,adult,Positive,Facultative Anaerobe,4.51
STR_715,Bacillus,project,Negative,Microaerophilic,8.66
STR_534,Streptococcus,sea,Negative,Anaerobic,4.19
STR_737,Bacillus,election,Negative,Aerobic,8.63
STR_387,Staphylococcus,decide,Positive,Anaerobic,5.02
STR_795,Staphylococcus,charge,Positive,Anaerobic,4.29
STR_273,Streptococcus,first,Negative,Microaerophilic,3.47
STR_275,Staphylococcus,address,Negative,Microaerophilic,5.87
STR_844,Staphylococcus,trade,Negative,Facultative Anaerobe,7.9
STR_968,Lactobacillus,past,Positive,Aerobic,6.68
STR_712,Pseudomonas,red,Negative,Microaerophilic,9.39
STR_695,Pseudomonas,call,Positive,Facultative Anaerobe,7.38
STR_922,Pseudomonas,quite,Negative,Facultative Anaerobe,2.11
STR_784,Staphylococcus,reality,Positive,Aerobic,1.2
STR_404,Staphylococcus,or,Positive,Microaerophilic,7.31
STR_645,Bacillus,page,Negative,Aerobic,2.73
STR_315,Clostridium,improve,Positive,Anaerobic,4.73
STR_959,Bacillus,until,Negative,Facultative Anaerobe,2.98
STR_643,Bacillus,dinner,Positive,Aerobic,1.85
STR_289,Lactobacillus,event,Positive,Microaerophilic,2.99
STR_437,Bacillus,determine,Negative,Aerobic,9.07
STR_289,Clostridium,cost,Negative,Anaerobic,3.2
STR_915,Bacillus,perform,Positive,Microaerophilic,4.46
STR_435,Clostridium,trade,Positive,Microaerophilic,1.72
STR_843,Staphylococcus,water,Negative,Anaerobic,7.88
STR_682,Bacillus,finally,Positive,Anaerobic,0.83
STR_749,Clostridium,morning,Negative,Microaerophilic,1.98
STR_848,Clostridium,market,Negative,Microaerophilic,7.91
STR_486,Lactobacillus,smile,Positive,Microaerophilic,3.67
STR_939,Staphylococcus,world,Negative,Anaerobic,6.61
STR_505,Streptococcus,beautiful,Positive,Microaerophilic,8.7
STR_173,Staphylococcus,teacher,Negative,Anaerobic,8.31
STR_133,Pseudomonas,thing,Negative,Microaerophilic,3.9
STR_645,Clostridium,service,Negative,Aerobic,5.68
STR_999,Streptococcus,wrong,Negative,Anaerobic,4.25
STR_789,Clostridium,matter,Negative,Microaerophilic,4.48
STR_147,Bacillus,reduce,Positive,Aerobic,5.2
STR_478,Streptococcus,full,Positive,Anaerobic,3.19
STR_379,Clostridium,generation,Negative,Facultative Anaerobe,3.8
STR_144,Staphylococcus,south,Positive,Aerobic,3.47
STR_844,Clostridium,go,Negative,Aerobic,5.17
STR_623,Streptococcus,plan,Positive,Aerobic,6.11
STR_382,Lactobacillus,old,Positive,Microaerophilic,0.65
STR_914,Streptococcus,choose,Negative,Anaerobic,4.98
STR_246,Bacillus,various,Positive,Facultative Anaerobe,5.02
STR_503,Bacillus,else,Positive,Anaerobic,5.59
STR_955,Lactobacillus,available,Negative,Facultative Anaerobe,6.97
STR_264,Staphylococcus,first,Positive,Aerobic,2.47
STR_354,Staphylococcus,himself,Positive,Facultative Anaerobe,6.45
STR_617,Clostridium,policy,Negative,Anaerobic,4.25
STR_473,Lactobacillus,style,Positive,Anaerobic,5.77
STR_413,Clostridium,need,Negative,Facultative Anaerobe,1.08
STR_531,Streptococcus,wrong,Negative,Facultative Anaerobe,4.58
STR_216,Lactobacillus,in,Positive,Facultative Anaerobe,0.58
STR_117,Staphylococcus,most,Positive,Aerobic,7.51
STR_476,Staphylococcus,operation,Positive,Microaerophilic,8.95
STR_474,Clostridium,factor,Negative,Aerobic,6.31
STR_262,Staphylococcus,attorney,Positive,Microaerophilic,2.19
STR_814,Pseudomonas,whether,Negative,Aerobic,2.49
STR_905,Pseudomonas,let,Negative,Aerobic,5.84
STR_195,Streptococcus,movement,Positive,Aerobic,5.1
STR_352,Streptococcus,institution,Positive,Facultative Anaerobe,0.71
STR_729,Pseudomonas,environment,Positive,Microaerophilic,2.43
STR_602,Staphylococcus,practice,Negative,Microaerophilic,9.43
STR_821,Pseudomonas,difficult,Positive,Facultative Anaerobe,8.24
STR_466,Streptococcus,rather,Negative,Aerobic,7.67
STR_181,Streptococcus,decide,Negative,Anaerobic,8.25
STR_254,Bacillus,perhaps,Positive,Microaerophilic,4.9
STR_403,Staphylococcus,population,Positive,Microaerophilic,4.64
STR_317,Clostridium,both,Positive,Facultative Anaerobe,2.38
STR_740,Lactobacillus,important,Negative,Microaerophilic,8.83
STR_424,Lactobacillus,black,Negative,Anaerobic,5.82
STR_783,Bacillus,size,Negative,Facultative Anaerobe,7.29
STR_251,Bacillus,million,Negative,Facultative Anaerobe,9.58
STR_921,Pseudomonas,be,Positive,Anaerobic,5.48
STR_777,Lactobacillus,church,Negative,Anaerobic,0.87
STR_520,Pseudomonas,state,Negative,Microaerophilic,6.07
STR_767,Streptococcus,day,Positive,Aerobic,6.56
STR_968,Pseudomonas,compare,Negative,Anaerobic,3.27
STR_529,Bacillus,successful,Negative,Anaerobic,2.41
STR_266,Bacillus,how,Negative,Aerobic,3.33
STR_632,Pseudomonas,third,Negative,Facultative Anaerobe,7.46
STR_712,Streptococcus,ago,Negative,Microaerophilic,9.71
STR_159,Staphylococcus,third,Negative,Facultative Anaerobe,3.64
STR_104,Pseudomonas,reality,Positive,Facultative Anaerobe,5.48
STR_548,Bacillus,teacher,Positive,Facultative Anaerobe,4.61
STR_318,Lactobacillus,surface,Positive,Microaerophilic,7.91
STR_586,Lactobacillus,happen,Positive,Microaerophilic,7.78
STR_865,Bacillus,point,Positive,Aerobic,5.05
STR_635,Clostridium,suffer,Positive,Aerobic,7.84
STR_503,Streptococcus,we,Positive,Aerobic,4.48
STR_635,Pseudomonas,successful,Positive,Microaerophilic,9.84
STR_168,Clostridium,push,Negative,Aerobic,8.18
STR_289,Pseudomonas,size,Negative,Facultative Anaerobe,4.76
STR_988,Bacillus,federal,Negative,Anaerobic,9.42
STR_562,Bacillus,research,Positive,Facultative Anaerobe,1.07
STR_151,Bacillus,relate,Positive,Facultative Anaerobe,7.8
STR_336,Pseudomonas,control,Negative,Facultative Anaerobe,8.56
STR_786,Streptococcus,career,Positive,Anaerobic,2.88
STR_670,Staphylococcus,government,Positive,Facultative Anaerobe,5.36
STR_763,Streptococcus,both,Negative,Anaerobic,1.47
STR_874,Bacillus,situation,Positive,Microaerophilic,2.34
STR_821,Streptococcus,key,Positive,Aerobic,0.96
STR_163,Bacillus,surface,Negative,Facultative Anaerobe,1.3
STR_448,Lactobacillus,edge,Positive,Anaerobic,2.12
STR_801,Bacillus,open,Positive,Microaerophilic,2.13
STR_773,Lactobacillus,light,Negative,Facultative Anaerobe,4.4
STR_438,Clostridium,central,Positive,Anaerobic,9.17
STR_110,Lactobacillus,section,Positive,Aerobic,8.6
STR_325,Streptococcus,center,Positive,Anaerobic,3.79
STR_471,Staphylococcus,notice,Positive,Anaerobic,5.44
STR_257,Clostridium,certain,Positive,Anaerobic,8.05
STR_545,Clostridium,but,Negative,Aerobic,5.86
STR_811,Lactobacillus,church,Negative,Aerobic,1.23
STR_513,Lactobacillus,two,Negative,Facultative Anaerobe,9.94
STR_605,Bacillus,enter,Negative,Facultative Anaerobe,9.56
STR_798,Pseudomonas,crime,Positive,Facultative Anaerobe,4.43
STR_670,Streptococcus,purpose,Positive,Anaerobic,4.21
STR_133,Staphylococcus,at,Positive,Anaerobic,3.12
STR_779,Lactobacillus,option,Positive,Anaerobic,2.41
STR_867,Staphylococcus,thus,Negative,Facultative Anaerobe,1.92
STR_615,Streptococcus,serious,Positive,Facultative Anaerobe,7.71
STR_539,Staphylococcus,firm,Negative,Microaerophilic,2.77
STR_252,Clostridium,financial,Negative,Facultative Anaerobe,6.65
STR_358,Lactobacillus,talk,Negative,Facultative Anaerobe,7.59
STR_673,Streptococcus,at,Positive,Anaerobic,6.49
STR_917,Clostridium,wall,Positive,Facultative Anaerobe,3.51
STR_171,Streptococcus,campaign,Positive,Facultative Anaerobe,8.49
STR_634,Bacillus,age,Negative,Aerobic,6.23
STR_593,Lactobacillus,personal,Negative,Facultative Anaerobe,7.15
STR_917,Streptococcus,white,Positive,Microaerophilic,6.48
STR_139,Streptococcus,economic,Positive,Microaerophilic,2.12
STR_356,Staphylococcus,arm,Positive,Microaerophilic,5.22
STR_187,Bacillus,trial,Positive,Microaerophilic,0.82
STR_892,Staphylococcus,health,Negative,Facultative Anaerobe,7.33
STR_292,Staphylococcus,ball,Negative,Facultative Anaerobe,3.52
STR_146,Clostridium,skill,Negative,Anaerobic,4.13
STR_781,Streptococcus,American,Negative,Facultative Anaerobe,9.97
STR_371,Pseudomonas,myself,Negative,Microaerophilic,4.91
STR_106,Clostridium,church,Negative,Facultative Anaerobe,9.75
STR_742,Bacillus,edge,Negative,Aerobic,9.86
STR_812,Bacillus,day,Positive,Microaerophilic,2.44
STR_619,Pseudomonas,whether,Positive,Microaerophilic,7.42
STR_948,Streptococcus,in,Positive,Facultative Anaerobe,1.77
STR_781,Pseudomonas,single,Negative,Anaerobic,3.85
STR_325,Clostridium,budget,Negative,Facultative Anaerobe,3.15
STR_471,Lactobacillus,increase,Negative,Anaerobic,6.19
STR_232,Bacillus,list,Positive,Anaerobic,6.44
STR_671,Streptococcus,member,Positive,Microaerophilic,6.91
STR_272,Clostridium,he,Positive,Anaerobic,4.66
STR_939,Staphylococcus,cause,Positive,Microaerophilic,4.22
STR_640,Pseudomonas,cold,Negative,Facultative Anaerobe,3.42
STR_882,Staphylococcus,possible,Positive,Aerobic,9.9
STR_332,Streptococcus,management,Positive,Facultative Anaerobe,4.32
STR_963,Streptococcus,voice,Negative,Aerobic,8.09
STR_682,Staphylococcus,ago,Positive,Anaerobic,9.73
STR_376,Staphylococcus,message,Negative,Anaerobic,1.94
STR_121,Clostridium,charge,Positive,Aerobic,3.81
STR_595,Bacillus,church,Positive,Aerobic,5.32
STR_813,Lactobacillus,ground,Negative,Aerobic,2.51
STR_478,Bacillus,sort,Negative,Anaerobic,1.89
STR_769,Pseudomonas,pattern,Positive,Microaerophilic,9.84
STR_180,Streptococcus,recognize,Positive,Microaerophilic,4.11
STR_831,Staphylococcus,professor,Negative,Facultative Anaerobe,5.61
STR_116,Staphylococcus,specific,Positive,Anaerobic,4.52
STR_250,Pseudomonas,individual,Positive,Microaerophilic,3.15
STR_347,Lactobacillus,form,Negative,Facultative Anaerobe,2.19
STR_343,Lactobacillus,social,Positive,Facultative Anaerobe,4.2
STR_714,Pseudomonas,quickly,Positive,Microaerophilic,2.37
STR_589,Pseudomonas,success,Positive,Facultative Anaerobe,5.32
STR_522,Bacillus,next,Positive,Microaerophilic,4.35
STR_334,Streptococcus,over,Negative,Anaerobic,1.61
STR_180,Staphylococcus,build,Negative,Microaerophilic,7.5
STR_188,Clostridium,thought,Negative,Facultative Anaerobe,6.36
STR_945,Lactobacillus,open,Positive,Microaerophilic,3.17
STR_393,Streptococcus,you,Negative,Anaerobic,2.2
STR_387,Pseudomonas,positive,Negative,Aerobic,8.49
STR_231,Lactobacillus,fact,Positive,Aerobic,4.67
STR_129,Streptococcus,fill,Negative,Anaerobic,9.08
STR_723,Lactobacillus,heavy,Positive,Anaerobic,4.09
STR_271,Streptococcus,every,Negative,Facultative Anaerobe,3.08
STR_754,Staphylococcus,shake,Negative,Aerobic,5.29
STR_620,Streptococcus,want,Positive,Microaerophilic,2.74
STR_376,Lactobacillus,professional,Positive,Anaerobic,4.02
STR_544,Staphylococcus,difficult,Negative,Microaerophilic,0.71
STR_834,Staphylococcus,few,Positive,Microaerophilic,9.75
STR_879,Streptococcus,long,Positive,Microaerophilic,3.94
STR_879,Bacillus,at,Positive,Microaerophilic,2.46
STR_233,Bacillus,relationship,Negative,Microaerophilic,3.13
STR_634,Pseudomonas,test,Positive,Anaerobic,9.56
STR_700,Clostridium,audience,Positive,Microaerophilic,6.76
STR_452,Streptococcus,leader,Positive,Facultative Anaerobe,2.89
STR_930,Staphylococcus,parent,Negative,Aerobic,0.61
STR_728,Lactobacillus,pattern,Negative,Facultative Anaerobe,7.75
STR_425,Lactobacillus,however,Negative,Facultative Anaerobe,2.64
STR_261,Clostridium,you,Negative,Aerobic,9.63
STR_457,Staphylococcus,itself,Positive,Anaerobic,6.41
STR_812,Streptococcus,process,Positive,Anaerobic,0.63
STR_636,Lactobacillus,indeed,Negative,Anaerobic,7.42
STR_874,Staphylococcus,activity,Positive,Anaerobic,9.77
STR_218,Lactobacillus,agent,Positive,Facultative Anaerobe,8.38
