strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_904,Bacillus,detail,Negative,Microaerophilic,4.87
STR_188,Bacillus,voice,Positive,Aerobic,5.89
STR_308,Streptococcus,actually,Positive,Anaerobic,7.54
STR_830,Staphylococcus,place,Negative,Anaerobic,9.15
STR_534,Bacillus,to,Positive,Microaerophilic,8.15
STR_681,Pseudomonas,do,Negative,Anaerobic,1.47
STR_261,Bacillus,history,Positive,Microaerophilic,9.69
STR_985,Clostridium,month,Positive,Facultative Anaerobe,1.52
STR_423,Lactobacillus,hour,Negative,Anaerobic,5.42
STR_835,Pseudomonas,site,Negative,Facultative Anaerobe,4.31
STR_422,Streptococcus,threat,Negative,Microaerophilic,4.23
STR_694,Clostridium,arm,Positive,Anaerobic,0.89
STR_275,Pseudomonas,because,Negative,Aerobic,2.73
STR_982,Streptococcus,write,Negative,Microaerophilic,2.83
STR_773,Bacillus,whose,Negative,Microaerophilic,3.44
STR_767,Pseudomonas,high,Negative,Facultative Anaerobe,4.03
STR_779,Pseudomonas,adult,Positive,Anaerobic,6.93
STR_146,Clostridium,data,Negative,Anaerobic,9.34
STR_294,Clostridium,fund,Positive,Aerobic,0.88
STR_885,Pseudomonas,significant,Positive,Aerobic,4.37
STR_275,Streptococcus,despite,Negative,Aerobic,4.91
STR_349,Clostridium,even,Positive,Facultative Anaerobe,1.71
STR_455,Pseudomonas,capital,Negative,Microaerophilic,4.6
STR_810,Lactobacillus,year,Negative,Facultative Anaerobe,8.3
STR_460,Lactobacillus,nice,Negative,Facultative Anaerobe,7.56
STR_366,Lactobacillus,right,Negative,Aerobic,9.96
STR_709,Clostridium,onto,Positive,Anaerobic,8.32
STR_212,Bacillus,high,Positive,Aerobic,2.41
STR_390,Pseudomonas,ago,Negative,Facultative Anaerobe,5.07
STR_292,Streptococcus,administration,Positive,Facultative Anaerobe,3.42
STR_346,Staphylococcus,wall,Positive,Aerobic,7.89
STR_564,Streptococcus,ago,Negative,Anaerobic,1.33
STR_952,Streptococcus,set,Positive,Aerobic,7.77
STR_929,Pseudomonas,require,Negative,Anaerobic,7.05
STR_870,Pseudomonas,style,Negative,Anaerobic,9.88
STR_274,Clostridium,ground,Positive,Anaerobic,2.83
STR_106,Bacillus,way,Positive,Anaerobic,1.4
STR_969,Streptococcus,thank,Negative,Anaerobic,1.26
STR_899,Staphylococcus,very,Positive,Microaerophilic,4.98
STR_488,Lactobacillus,rate,Negative,Microaerophilic,7.02
STR_165,Bacillus,sometimes,Negative,Facultative Anaerobe,4.31
STR_936,Lactobacillus,teacher,Negative,Microaerophilic,8.67
STR_790,Clostridium,newspaper,Positive,Aerobic,2.82
STR_584,Bacillus,foreign,Positive,Facultative Anaerobe,0.51
STR_307,Pseudomonas,skill,Negative,Facultative Anaerobe,8.8
STR_173,Lactobacillus,building,Positive,Facultative Anaerobe,3.86
STR_961,Streptococcus,account,Positive,Microaerophilic,3.15
STR_853,Pseudomonas,matter,Negative,Microaerophilic,3.62
STR_788,Bacillus,success,Negative,Facultative Anaerobe,9.43
STR_969,Bacillus,western,Negative,Anaerobic,4.26
STR_609,Lactobacillus,fear,Positive,Microaerophilic,1.36
STR_203,Bacillus,language,Negative,Anaerobic,1.67
STR_980,Pseudomonas,every,Negative,Aerobic,4.38
STR_644,Bacillus,cost,Positive,Aerobic,9.9
STR_836,Streptococcus,now,Negative,Aerobic,6.61
STR_507,Clostridium,mouth,Positive,Microaerophilic,4.29
STR_706,Pseudomonas,finally,Negative,Anaerobic,9.88
STR_843,Clostridium,main,Negative,Facultative Anaerobe,6.62
STR_156,Bacillus,expect,Positive,Microaerophilic,1.12
STR_367,Bacillus,her,Positive,Facultative Anaerobe,5.52
STR_616,Staphylococcus,order,Positive,Microaerophilic,7.61
STR_856,Clostridium,training,Positive,Facultative Anaerobe,0.97
STR_315,Staphylococcus,base,Positive,Anaerobic,4.63
STR_862,Lactobacillus,happy,Negative,Anaerobic,2.08
STR_821,Pseudomonas,commercial,Positive,Aerobic,3.16
STR_755,Pseudomonas,before,Negative,Aerobic,6.45
