strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_149,Streptococcus,level,Positive,Microaerophilic,1.29
STR_479,Streptococcus,now,Positive,Microaerophilic,6.83
STR_936,Bacillus,tonight,Positive,Facultative Anaerobe,1.2
STR_883,Lactobacillus,use,Positive,Facultative Anaerobe,5.96
STR_115,Clostridium,agent,Negative,Facultative Anaerobe,9.35
STR_973,Pseudomonas,public,Positive,Anaerobic,2.79
STR_269,Clostridium,real,Negative,Anaerobic,1.05
STR_305,Clostridium,surface,Positive,Facultative Anaerobe,7.55
STR_958,Bacillus,back,Positive,Aerobic,2.79
STR_227,Bacillus,general,Positive,Aerobic,5.89
STR_855,Pseudomonas,move,Positive,Microaerophilic,1.99
STR_872,Staphylococcus,accept,Positive,Aerobic,9.59
STR_598,Streptococcus,author,Positive,Aerobic,4.84
STR_758,Bacillus,play,Positive,Anaerobic,8.87
STR_682,Staphylococcus,couple,Negative,Facultative Anaerobe,7.96
STR_225,Streptococcus,room,Negative,Microaerophilic,5.76
STR_227,Clostridium,with,Negative,Facultative Anaerobe,6.09
STR_585,Lactobacillus,keep,Positive,Aerobic,2.98
STR_228,Clostridium,although,Negative,Facultative Anaerobe,1.68
STR_641,Streptococcus,turn,Negative,Anaerobic,9.7
STR_740,Lactobacillus,step,Positive,Microaerophilic,4.43
STR_742,Lactobacillus,hold,Positive,Aerobic,5.9
STR_760,Staphylococcus,political,Negative,Anaerobic,5.48
STR_611,Streptococcus,owner,Negative,Microaerophilic,1.93
STR_320,Clostridium,company,Positive,Facultative Anaerobe,8.14
STR_494,Staphylococcus,send,Negative,Microaerophilic,9.8
STR_853,Bacillus,north,Negative,Anaerobic,5.0
STR_682,Pseudomonas,thank,Positive,Microaerophilic,9.09
STR_920,Pseudomonas,understand,Positive,Aerobic,9.46
STR_170,Pseudomonas,today,Positive,Facultative Anaerobe,7.25
STR_274,Streptococcus,imagine,Negative,Microaerophilic,1.91
STR_267,Staphylococcus,church,Positive,Facultative Anaerobe,4.42
STR_337,Staphylococcus,sure,Positive,Aerobic,1.61
STR_292,Lactobacillus,police,Positive,Anaerobic,4.56
STR_551,Bacillus,make,Positive,Aerobic,7.36
