strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_584,Streptococcus,bad,Positive,Aerobic,4.78
STR_111,Clostridium,benefit,Negative,Facultative Anaerobe,5.72
STR_708,Streptococcus,but,Positive,Facultative Anaerobe,6.72
STR_230,Bacillus,deal,Negative,Microaerophilic,8.26
STR_561,Clostridium,hope,Positive,Anaerobic,4.54
STR_356,Lactobacillus,pick,Positive,Microaerophilic,5.0
STR_713,Bacillus,wide,Positive,Facultative Anaerobe,1.59
STR_566,Streptococcus,affect,Positive,Anaerobic,3.93
STR_640,Bacillus,black,Negative,Facultative Anaerobe,5.58
STR_363,Lactobacillus,capital,Positive,Anaerobic,9.77
STR_208,Lactobacillus,prevent,Positive,Anaerobic,4.47
STR_568,Pseudomonas,argue,Negative,Facultative Anaerobe,8.53
STR_216,Lactobacillus,need,Negative,Microaerophilic,3.06
STR_902,Clostridium,cut,Positive,Anaerobic,9.83
STR_124,Staphylococcus,eight,Negative,Anaerobic,6.35
STR_396,Pseudomonas,stop,Positive,Microaerophilic,3.5
STR_311,Lactobacillus,affect,Negative,Anaerobic,2.09
STR_597,Streptococcus,feeling,Negative,Anaerobic,3.81
STR_830,Bacillus,show,Negative,Aerobic,8.8
STR_889,Streptococcus,trial,Positive,Aerobic,9.92
STR_639,Clostridium,wide,Negative,Microaerophilic,2.86
STR_932,Staphylococcus,amount,Positive,Facultative Anaerobe,4.86
STR_383,Bacillus,that,Positive,Microaerophilic,3.61
STR_120,Clostridium,air,Negative,Facultative Anaerobe,2.77
STR_734,Pseudomonas,research,Positive,Microaerophilic,9.29
STR_939,Clostridium,society,Negative,Microaerophilic,7.25
STR_824,Bacillus,share,Positive,Aerobic,9.82
STR_711,Streptococcus,move,Positive,Facultative Anaerobe,1.75
STR_850,Pseudomonas,no,Negative,Facultative Anaerobe,5.16
STR_425,Lactobacillus,stop,Negative,Anaerobic,3.6
STR_799,Pseudomonas,model,Negative,Facultative Anaerobe,3.5
STR_540,Streptococcus,everybody,Negative,Microaerophilic,2.89
STR_273,Pseudomonas,hit,Positive,Aerobic,1.93
STR_489,Streptococcus,energy,Positive,Aerobic,7.81
STR_193,Pseudomonas,government,Positive,Microaerophilic,7.99
STR_585,Lactobacillus,financial,Positive,Aerobic,2.65
STR_150,Streptococcus,past,Positive,Aerobic,4.2
STR_261,Streptococcus,break,Positive,Microaerophilic,6.91
STR_184,Clostridium,ability,Negative,Aerobic,3.41
STR_304,Staphylococcus,just,Negative,Anaerobic,1.57
STR_871,Clostridium,those,Positive,Microaerophilic,6.12
STR_321,Pseudomonas,few,Negative,Anaerobic,7.61
STR_721,Streptococcus,against,Positive,Microaerophilic,8.51
STR_909,Lactobacillus,establish,Negative,Facultative Anaerobe,5.64
STR_605,Lactobacillus,practice,Positive,Microaerophilic,3.99
STR_982,Streptococcus,friend,Positive,Microaerophilic,6.7
STR_920,Streptococcus,consider,Positive,Anaerobic,3.69
STR_492,Staphylococcus,black,Negative,Aerobic,3.99
STR_916,Lactobacillus,treat,Negative,Aerobic,3.68
STR_683,Clostridium,different,Positive,Facultative Anaerobe,5.88
STR_174,Streptococcus,run,Positive,Facultative Anaerobe,3.48
