strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_225,Clostridium,effect,Positive,Microaerophilic,7.05
STR_194,Pseudomonas,language,Negative,Anaerobic,6.13
STR_749,Bacillus,nice,Positive,Anaerobic,2.86
STR_982,Staphylococcus,magazine,Positive,Facultative Anaerobe,3.77
STR_181,Pseudomonas,religious,Negative,Microaerophilic,5.26
STR_147,Staphylococcus,west,Negative,Facultative Anaerobe,4.42
STR_850,Pseudomonas,situation,Negative,Aerobic,7.46
STR_198,Streptococcus,behind,Positive,Anaerobic,0.94
STR_648,Staphylococcus,picture,Negative,Aerobic,4.13
STR_440,Staphylococcus,activity,Negative,Anaerobic,5.37
STR_411,Staphylococcus,term,Positive,Aerobic,1.86
STR_601,Pseudomonas,call,Negative,Facultative Anaerobe,8.86
STR_637,Streptococcus,body,Negative,Microaerophilic,7.39
STR_392,Streptococcus,nearly,Positive,Aerobic,8.4
STR_136,Streptococcus,trouble,Negative,Facultative Anaerobe,5.36
STR_783,Clostridium,fall,Positive,Microaerophilic,6.79
STR_605,Pseudomonas,street,Positive,Aerobic,3.86
STR_396,Bacillus,nearly,Negative,Microaerophilic,3.36
STR_944,Clostridium,idea,Positive,Aerobic,1.2
STR_301,Lactobacillus,fight,Positive,Anaerobic,5.91
STR_809,Lactobacillus,ok,Negative,Microaerophilic,3.98
STR_898,Lactobacillus,wide,Negative,Anaerobic,5.75
STR_919,Bacillus,whole,Positive,Anaerobic,4.5
STR_810,Staphylococcus,single,Positive,Anaerobic,6.19
STR_772,Clostridium,why,Positive,Aerobic,4.44
STR_921,Streptococcus,forget,Positive,Anaerobic,8.0
STR_737,Staphylococcus,her,Negative,Anaerobic,0.57
STR_499,Staphylococcus,mother,Positive,Anaerobic,4.7
STR_988,Pseudomonas,religious,Negative,Aerobic,1.42
STR_946,Bacillus,hundred,Negative,Anaerobic,6.49
STR_571,Streptococcus,list,Positive,Microaerophilic,7.19
STR_722,Lactobacillus,step,Positive,Facultative Anaerobe,8.97
STR_941,Pseudomonas,live,Negative,Microaerophilic,7.98
STR_955,Pseudomonas,hot,Negative,Microaerophilic,7.19
STR_801,Lactobacillus,although,Negative,Microaerophilic,6.45
STR_748,Pseudomonas,job,Negative,Facultative Anaerobe,8.94
STR_914,Bacillus,kitchen,Positive,Facultative Anaerobe,7.48
STR_873,Bacillus,art,Positive,Anaerobic,0.69
STR_242,Lactobacillus,direction,Negative,Facultative Anaerobe,6.1
STR_645,Streptococcus,quickly,Positive,Anaerobic,8.87
STR_674,Streptococcus,second,Positive,Aerobic,1.26
STR_290,Lactobacillus,still,Positive,Aerobic,8.73
STR_885,Clostridium,technology,Positive,Microaerophilic,7.87
STR_524,Bacillus,former,Positive,Facultative Anaerobe,9.78
STR_863,Clostridium,himself,Negative,Microaerophilic,2.95
STR_599,Lactobacillus,student,Positive,Anaerobic,2.94
STR_137,Staphylococcus,compare,Negative,Aerobic,1.5
STR_760,Staphylococcus,account,Positive,Aerobic,6.48
STR_218,Pseudomonas,positive,Negative,Microaerophilic,9.77
STR_530,Clostridium,politics,Positive,Anaerobic,9.91
STR_502,Staphylococcus,case,Negative,Anaerobic,3.34
STR_281,Clostridium,answer,Positive,Microaerophilic,8.21
STR_482,Pseudomonas,kind,Negative,Aerobic,6.81
STR_141,Clostridium,modern,Negative,Facultative Anaerobe,5.55
STR_921,Clostridium,from,Positive,Facultative Anaerobe,7.7
STR_223,Clostridium,give,Negative,Microaerophilic,7.84
STR_988,Pseudomonas,debate,Negative,Facultative Anaerobe,0.88
STR_336,Pseudomonas,couple,Negative,Anaerobic,7.26
STR_129,Bacillus,just,Negative,Aerobic,5.55
STR_641,Bacillus,heavy,Positive,Facultative Anaerobe,8.24
STR_870,Staphylococcus,stand,Positive,Facultative Anaerobe,6.4
STR_479,Streptococcus,top,Positive,Anaerobic,8.89
STR_962,Pseudomonas,church,Positive,Microaerophilic,2.81
STR_707,Streptococcus,glass,Negative,Microaerophilic,7.51
STR_206,Clostridium,before,Positive,Microaerophilic,8.48
STR_343,Streptococcus,skin,Negative,Facultative Anaerobe,2.36
STR_571,Lactobacillus,particular,Negative,Anaerobic,7.0
STR_688,Pseudomonas,any,Negative,Facultative Anaerobe,9.33
STR_461,Staphylococcus,yes,Negative,Facultative Anaerobe,5.91
STR_727,Bacillus,white,Negative,Anaerobic,3.17
STR_707,Bacillus,box,Positive,Microaerophilic,0.98
STR_690,Streptococcus,deal,Negative,Aerobic,8.7
STR_785,Pseudomonas,wonder,Positive,Aerobic,7.71
STR_699,Streptococcus,unit,Positive,Microaerophilic,9.72
STR_653,Lactobacillus,material,Positive,Facultative Anaerobe,3.56
STR_493,Streptococcus,collection,Positive,Microaerophilic,7.91
STR_430,Streptococcus,visit,Negative,Facultative Anaerobe,4.88
STR_825,Staphylococcus,feeling,Negative,Microaerophilic,8.36
STR_288,Streptococcus,life,Positive,Anaerobic,2.38
STR_199,Pseudomonas,Mrs,Positive,Anaerobic,0.65
STR_758,Streptococcus,assume,Positive,Microaerophilic,3.6
STR_746,Pseudomonas,still,Negative,Anaerobic,3.21
STR_714,Lactobacillus,necessary,Negative,Microaerophilic,5.57
STR_690,Staphylococcus,staff,Positive,Microaerophilic,7.41
STR_138,Streptococcus,some,Negative,Anaerobic,7.9
STR_324,Bacillus,dinner,Positive,Facultative Anaerobe,8.58
STR_999,Clostridium,white,Negative,Microaerophilic,7.03
STR_994,Bacillus,during,Positive,Facultative Anaerobe,5.21
STR_739,Streptococcus,race,Negative,Microaerophilic,9.22
STR_302,Lactobacillus,sense,Positive,Facultative Anaerobe,4.3
STR_741,Streptococcus,tell,Positive,Aerobic,1.53
STR_402,Lactobacillus,federal,Positive,Anaerobic,1.09
STR_808,Bacillus,soon,Negative,Aerobic,9.58
STR_563,Streptococcus,tough,Negative,Anaerobic,3.7
STR_905,Lactobacillus,east,Negative,Aerobic,5.95
STR_328,Pseudomonas,stage,Negative,Anaerobic,9.49
STR_221,Streptococcus,describe,Negative,Facultative Anaerobe,1.8
STR_664,Staphylococcus,build,Negative,Microaerophilic,5.93
STR_564,Pseudomonas,force,Positive,Facultative Anaerobe,3.71
STR_444,Bacillus,these,Positive,Aerobic,4.67
STR_528,Streptococcus,rule,Positive,Facultative Anaerobe,1.63
STR_588,Staphylococcus,safe,Negative,Facultative Anaerobe,8.94
STR_801,Pseudomonas,explain,Negative,Aerobic,1.83
STR_685,Staphylococcus,candidate,Positive,Anaerobic,2.33
STR_169,Staphylococcus,despite,Negative,Aerobic,8.53
STR_881,Pseudomonas,morning,Negative,Anaerobic,3.6
STR_292,Pseudomonas,media,Negative,Microaerophilic,8.0
STR_792,Streptococcus,least,Negative,Facultative Anaerobe,3.07
STR_539,Bacillus,south,Positive,Aerobic,3.44
STR_267,Clostridium,affect,Positive,Anaerobic,6.83
STR_454,Clostridium,according,Positive,Facultative Anaerobe,1.83
STR_320,Lactobacillus,market,Positive,Facultative Anaerobe,4.57
STR_416,Streptococcus,statement,Negative,Anaerobic,2.27
STR_534,Pseudomonas,case,Positive,Microaerophilic,7.47
STR_946,Pseudomonas,one,Negative,Facultative Anaerobe,5.03
STR_441,Bacillus,stage,Negative,Anaerobic,4.84
STR_101,Pseudomonas,sing,Negative,Anaerobic,1.04
STR_644,Clostridium,their,Negative,Facultative Anaerobe,1.51
STR_620,Streptococcus,again,Positive,Aerobic,6.62
STR_342,Lactobacillus,mind,Negative,Anaerobic,4.48
