strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_720,Lactobacillus,imagine,Negative,Anaerobic,2.78
STR_218,Clostridium,address,Positive,Anaerobic,1.9
STR_809,Staphylococcus,mission,Positive,Anaerobic,7.73
STR_390,Bacillus,individual,Negative,Aerobic,8.56
STR_722,Pseudomonas,past,Positive,Anaerobic,1.65
STR_678,Lactobacillus,reason,Negative,Facultative Anaerobe,9.6
STR_260,Lactobacillus,air,Negative,Microaerophilic,2.11
STR_748,Staphylococcus,option,Positive,Anaerobic,6.25
STR_528,Clostridium,movement,Positive,Anaerobic,2.2
STR_781,Streptococcus,million,Positive,Aerobic,4.74
STR_888,Staphylococcus,main,Negative,Microaerophilic,1.17
STR_742,Streptococcus,fact,Positive,Aerobic,1.02
STR_247,Clostridium,heavy,Negative,Aerobic,6.05
STR_593,Streptococcus,same,Negative,Microaerophilic,1.1
STR_598,Staphylococcus,oil,Positive,Anaerobic,1.07
STR_467,Bacillus,oil,Negative,Facultative Anaerobe,2.91
STR_639,Bacillus,me,Positive,Facultative Anaerobe,6.23
STR_271,Clostridium,onto,Positive,Facultative Anaerobe,4.53
STR_246,Streptococcus,art,Negative,Facultative Anaerobe,9.26
STR_445,Clostridium,significant,Negative,Anaerobic,4.03
STR_881,Staphylococcus,time,Positive,Anaerobic,5.02
STR_194,Staphylococcus,particular,Positive,Anaerobic,5.95
STR_565,Lactobacillus,that,Positive,Microaerophilic,0.81
STR_480,Lactobacillus,major,Negative,Aerobic,5.18
STR_395,Streptococcus,American,Positive,Facultative Anaerobe,7.59
STR_744,Lactobacillus,establish,Negative,Anaerobic,6.06
STR_735,Clostridium,thought,Positive,Facultative Anaerobe,9.8
STR_797,Bacillus,director,Negative,Anaerobic,2.06
STR_507,Bacillus,time,Negative,Facultative Anaerobe,1.05
STR_749,Streptococcus,crime,Positive,Microaerophilic,6.08
STR_928,Streptococcus,say,Negative,Anaerobic,9.71
STR_715,Staphylococcus,impact,Positive,Facultative Anaerobe,3.57
STR_226,Clostridium,surface,Positive,Anaerobic,6.19
STR_371,Pseudomonas,officer,Positive,Aerobic,8.34
STR_989,Staphylococcus,early,Positive,Microaerophilic,4.66
STR_634,Pseudomonas,structure,Positive,Facultative Anaerobe,6.88
STR_485,Bacillus,everything,Positive,Facultative Anaerobe,7.57
STR_105,Staphylococcus,put,Positive,Microaerophilic,1.4
STR_118,Staphylococcus,serve,Negative,Microaerophilic,2.59
STR_701,Bacillus,pressure,Negative,Aerobic,8.55
STR_767,Staphylococcus,guy,Negative,Microaerophilic,7.04
STR_451,Bacillus,seven,Negative,Aerobic,4.37
STR_254,Streptococcus,behind,Positive,Aerobic,1.07
STR_766,Bacillus,suggest,Positive,Microaerophilic,4.41
STR_116,Staphylococcus,ago,Positive,Facultative Anaerobe,1.39
STR_537,Lactobacillus,newspaper,Positive,Anaerobic,3.37
STR_152,Streptococcus,bill,Negative,Facultative Anaerobe,0.51
STR_944,Staphylococcus,design,Negative,Aerobic,9.74
STR_919,Clostridium,task,Positive,Microaerophilic,0.9
STR_529,Lactobacillus,dinner,Positive,Microaerophilic,8.03
STR_481,Streptococcus,system,Positive,Aerobic,9.39
STR_738,Streptococcus,throughout,Positive,Microaerophilic,7.15
STR_670,Pseudomonas,just,Positive,Aerobic,4.57
STR_205,Lactobacillus,rule,Positive,Anaerobic,6.78
STR_464,Staphylococcus,local,Negative,Aerobic,8.22
STR_481,Pseudomonas,responsibility,Positive,Facultative Anaerobe,3.81
STR_482,Pseudomonas,wait,Negative,Aerobic,2.43
STR_464,Streptococcus,himself,Positive,Facultative Anaerobe,9.8
STR_597,Bacillus,religious,Negative,Facultative Anaerobe,6.59
STR_248,Clostridium,customer,Negative,Microaerophilic,5.94
STR_342,Pseudomonas,land,Positive,Facultative Anaerobe,6.08
STR_446,Pseudomonas,maybe,Negative,Facultative Anaerobe,3.34
STR_851,Streptococcus,subject,Negative,Microaerophilic,2.88
STR_391,Staphylococcus,decide,Positive,Microaerophilic,8.05
STR_796,Lactobacillus,style,Negative,Facultative Anaerobe,7.28
STR_304,Lactobacillus,law,Positive,Aerobic,6.93
STR_446,Streptococcus,year,Negative,Facultative Anaerobe,5.39
STR_869,Lactobacillus,value,Positive,Facultative Anaerobe,1.98
STR_138,Staphylococcus,arm,Positive,Microaerophilic,7.19
STR_193,Staphylococcus,oil,Negative,Microaerophilic,6.39
STR_382,Pseudomonas,fight,Negative,Facultative Anaerobe,8.74
STR_822,Staphylococcus,family,Positive,Microaerophilic,8.63
STR_664,Bacillus,loss,Positive,Microaerophilic,6.69
STR_798,Staphylococcus,wonder,Negative,Facultative Anaerobe,5.0
STR_487,Staphylococcus,form,Negative,Facultative Anaerobe,2.72
STR_876,Pseudomonas,more,Negative,Facultative Anaerobe,1.91
STR_647,Clostridium,hot,Negative,Facultative Anaerobe,8.32
STR_283,Pseudomonas,option,Positive,Aerobic,5.0
STR_545,Clostridium,guy,Negative,Facultative Anaerobe,3.61
STR_366,Staphylococcus,two,Negative,Microaerophilic,6.75
STR_219,Pseudomonas,listen,Negative,Aerobic,7.26
STR_268,Staphylococcus,himself,Negative,Facultative Anaerobe,6.41
STR_330,Pseudomonas,analysis,Positive,Microaerophilic,7.77
STR_252,Clostridium,strong,Positive,Microaerophilic,9.2
STR_679,Pseudomonas,show,Positive,Anaerobic,4.4
STR_335,Staphylococcus,music,Negative,Aerobic,0.82
STR_954,Staphylococcus,deal,Negative,Aerobic,8.95
STR_797,Streptococcus,ground,Positive,Aerobic,9.48
STR_969,Streptococcus,deep,Negative,Anaerobic,9.61
STR_310,Bacillus,south,Negative,Aerobic,4.81
STR_621,Clostridium,concern,Negative,Anaerobic,2.83
STR_515,Clostridium,kind,Positive,Microaerophilic,8.14
STR_334,Lactobacillus,hundred,Positive,Microaerophilic,1.37
STR_666,Bacillus,few,Positive,Facultative Anaerobe,6.09
STR_951,Bacillus,argue,Positive,Aerobic,4.29
STR_978,Clostridium,body,Negative,Anaerobic,3.96
STR_134,Pseudomonas,itself,Positive,Anaerobic,0.75
STR_858,Lactobacillus,outside,Negative,Anaerobic,3.43
STR_280,Staphylococcus,nor,Negative,Facultative Anaerobe,2.98
STR_383,Bacillus,people,Negative,Anaerobic,7.82
STR_739,Staphylococcus,person,Negative,Microaerophilic,9.77
STR_461,Lactobacillus,sign,Negative,Anaerobic,7.02
STR_250,Pseudomonas,family,Positive,Microaerophilic,6.91
STR_234,Bacillus,office,Negative,Anaerobic,8.69
STR_597,Pseudomonas,program,Positive,Aerobic,8.78
STR_638,Streptococcus,down,Negative,Aerobic,2.48
STR_393,Clostridium,may,Negative,Microaerophilic,9.43
STR_197,Streptococcus,need,Negative,Aerobic,6.5
STR_527,Pseudomonas,sport,Positive,Microaerophilic,6.75
STR_123,Lactobacillus,bed,Negative,Microaerophilic,1.49
STR_205,Staphylococcus,late,Positive,Facultative Anaerobe,4.0
