strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_753,Pseudomonas,third,Positive,Facultative Anaerobe,6.79
STR_273,Streptococcus,tonight,Negative,Anaerobic,3.17
STR_251,Clostridium,whether,Negative,Anaerobic,6.55
STR_962,Clostridium,already,Negative,Anaerobic,8.05
STR_723,Pseudomonas,spend,Negative,Anaerobic,9.04
STR_338,Pseudomonas,upon,Positive,Microaerophilic,6.47
STR_417,Lactobacillus,base,Positive,Facultative Anaerobe,4.91
STR_688,Bacillus,often,Positive,Aerobic,1.5
STR_533,Pseudomonas,former,Negative,Facultative Anaerobe,1.63
STR_260,Clostridium,bed,Positive,Microaerophilic,6.77
STR_217,Lactobacillus,economy,Positive,Facultative Anaerobe,5.63
STR_323,Lactobacillus,measure,Negative,Facultative Anaerobe,1.4
STR_821,Streptococcus,idea,Negative,Aerobic,2.03
STR_495,Lactobacillus,everybody,Positive,Anaerobic,1.58
STR_325,Bacillus,leg,Positive,Aerobic,4.39
STR_348,Lactobacillus,myself,Negative,Microaerophilic,1.57
STR_715,Pseudomonas,official,Positive,Facultative Anaerobe,8.3
STR_888,Lactobacillus,century,Positive,Microaerophilic,9.64
STR_988,Lactobacillus,future,Negative,Aerobic,8.46
STR_738,Pseudomonas,a,Positive,Aerobic,7.22
STR_158,Pseudomonas,cut,Positive,Aerobic,5.03
STR_931,Staphylococcus,behavior,Positive,Anaerobic,2.52
STR_858,Lactobacillus,industry,Positive,Aerobic,3.77
STR_999,Bacillus,reason,Positive,Microaerophilic,4.64
STR_802,Bacillus,cause,Negative,Facultative Anaerobe,7.44
STR_738,Pseudomonas,interesting,Positive,Anaerobic,4.34
STR_464,Streptococcus,feel,Negative,Anaerobic,0.93
STR_136,Streptococcus,candidate,Negative,Anaerobic,4.7
STR_369,Bacillus,might,Negative,Aerobic,6.75
STR_557,Lactobacillus,opportunity,Positive,Facultative Anaerobe,6.39
STR_193,Bacillus,let,Positive,Facultative Anaerobe,2.24
STR_667,Bacillus,either,Negative,Facultative Anaerobe,6.6
