strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_256,Bacillus,per,Negative,Microaerophilic,4.77
STR_753,Bacillus,as,Positive,Aerobic,9.92
STR_716,Streptococcus,phone,Positive,Microaerophilic,6.41
STR_431,Clostridium,final,Positive,Facultative Anaerobe,7.46
STR_618,Pseudomonas,professional,Negative,Microaerophilic,5.18
STR_857,Pseudomonas,environment,Negative,Aerobic,8.49
STR_105,Streptococcus,population,Negative,Facultative Anaerobe,4.78
STR_913,Clostridium,black,Positive,Microaerophilic,6.41
STR_471,Lactobacillus,remember,Negative,Microaerophilic,5.79
STR_630,Pseudomonas,type,Negative,Anaerobic,0.99
STR_514,Bacillus,rather,Negative,Facultative Anaerobe,9.56
STR_373,Staphylococcus,may,Negative,Anaerobic,7.85
STR_765,Staphylococcus,agreement,Negative,Aerobic,9.01
STR_967,Bacillus,black,Positive,Aerobic,1.56
STR_702,Bacillus,generation,Positive,Facultative Anaerobe,3.1
STR_791,Bacillus,natural,Positive,Facultative Anaerobe,3.31
STR_449,Lactobacillus,worry,Positive,Facultative Anaerobe,6.16
STR_552,Bacillus,true,Positive,Aerobic,6.71
STR_775,Clostridium,my,Negative,Anaerobic,5.09
STR_514,Pseudomonas,item,Negative,Aerobic,2.75
STR_218,Pseudomonas,design,Positive,Facultative Anaerobe,1.43
STR_213,Bacillus,long,Positive,Anaerobic,1.72
STR_427,Streptococcus,rest,Negative,Microaerophilic,9.0
STR_942,Staphylococcus,question,Positive,Anaerobic,7.24
STR_373,Lactobacillus,hard,Negative,Microaerophilic,4.26
STR_278,Staphylococcus,send,Negative,Facultative Anaerobe,9.88
STR_119,Bacillus,machine,Positive,Anaerobic,8.34
STR_128,Pseudomonas,human,Positive,Facultative Anaerobe,6.72
STR_504,Pseudomonas,hold,Negative,Facultative Anaerobe,2.82
STR_989,Bacillus,plant,Positive,Facultative Anaerobe,7.58
STR_206,Bacillus,house,Positive,Anaerobic,7.3
STR_307,Staphylococcus,hospital,Positive,Aerobic,3.6
