strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_809,Pseudomonas,our,Positive,Microaerophilic,5.3
STR_925,Streptococcus,attorney,Positive,Facultative Anaerobe,2.17
STR_222,Pseudomonas,energy,Positive,Microaerophilic,0.75
STR_337,Lactobacillus,occur,Positive,Anaerobic,4.59
STR_970,Pseudomonas,rather,Negative,Aerobic,7.48
STR_782,Clostridium,give,Negative,Facultative Anaerobe,0.77
STR_448,Streptococcus,quality,Positive,Facultative Anaerobe,7.53
STR_552,Staphylococcus,appear,Positive,Microaerophilic,0.65
STR_950,Clostridium,free,Positive,Facultative Anaerobe,7.65
STR_777,Bacillus,behavior,Positive,Microaerophilic,5.47
STR_634,Staphylococcus,rate,Positive,Aerobic,5.99
STR_418,Clostridium,knowledge,Positive,Aerobic,2.64
STR_655,Bacillus,north,Positive,Microaerophilic,2.79
STR_513,Pseudomonas,machine,Negative,Microaerophilic,6.69
STR_891,Clostridium,those,Positive,Facultative Anaerobe,6.72
STR_312,Lactobacillus,value,Positive,Facultative Anaerobe,6.39
STR_952,Bacillus,throw,Negative,Microaerophilic,4.92
STR_745,Staphylococcus,they,Negative,Facultative Anaerobe,4.39
STR_728,Lactobacillus,knowledge,Positive,Microaerophilic,4.3
STR_188,Clostridium,consider,Negative,Microaerophilic,4.82
STR_738,Lactobacillus,authority,Negative,Microaerophilic,6.68
STR_928,Pseudomonas,help,Negative,Anaerobic,2.72
STR_830,Bacillus,tell,Positive,Facultative Anaerobe,2.93
STR_125,Streptococcus,answer,Negative,Facultative Anaerobe,5.71
STR_674,Pseudomonas,beat,Positive,Microaerophilic,9.59
STR_314,Clostridium,office,Negative,Aerobic,8.03
STR_992,Staphylococcus,another,Negative,Facultative Anaerobe,6.96
STR_310,Clostridium,particular,Positive,Aerobic,7.14
STR_666,Bacillus,represent,Negative,Anaerobic,9.93
STR_847,Pseudomonas,street,Negative,Microaerophilic,7.47
STR_473,Bacillus,right,Negative,Anaerobic,6.66
STR_792,Bacillus,message,Negative,Facultative Anaerobe,6.9
