strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_355,Clostridium,force,Negative,Anaerobic,6.5
STR_341,Streptococcus,group,Positive,Anaerobic,2.11
STR_651,Streptococcus,question,Positive,Facultative Anaerobe,2.3
STR_371,Pseudomonas,fill,Negative,Aerobic,4.34
STR_642,Staphylococcus,nor,Negative,Anaerobic,8.44
STR_237,Pseudomonas,marriage,Negative,Microaerophilic,4.95
STR_862,Streptococcus,result,Positive,Facultative Anaerobe,9.58
STR_476,Clostridium,care,Positive,Anaerobic,9.59
STR_649,Bacillus,lay,Negative,Facultative Anaerobe,7.14
STR_966,Bacillus,ok,Positive,Aerobic,6.49
STR_546,Lactobacillus,heavy,Positive,Facultative Anaerobe,4.44
STR_786,Staphylococcus,remain,Positive,Microaerophilic,2.54
STR_187,Bacillus,other,Positive,Anaerobic,1.75
STR_389,Bacillus,risk,Positive,Aerobic,6.85
STR_430,Streptococcus,Congress,Negative,Aerobic,9.72
STR_358,Lactobacillus,about,Negative,Aerobic,6.33
STR_884,Clostridium,explain,Positive,Aerobic,9.73
STR_615,Lactobacillus,soon,Negative,Anaerobic,3.68
STR_654,Lactobacillus,exactly,Negative,Aerobic,9.58
STR_130,Staphylococcus,relationship,Negative,Anaerobic,9.99
STR_202,Bacillus,generation,Positive,Facultative Anaerobe,9.09
STR_811,Bacillus,window,Negative,Facultative Anaerobe,4.34
STR_137,Staphylococcus,tree,Negative,Facultative Anaerobe,3.54
STR_283,Bacillus,stop,Negative,Anaerobic,2.69
STR_360,Bacillus,early,Negative,Microaerophilic,3.78
STR_412,Clostridium,along,Positive,Aerobic,6.16
STR_823,Lactobacillus,but,Negative,Facultative Anaerobe,7.8
STR_531,Pseudomonas,letter,Negative,Facultative Anaerobe,7.99
STR_789,Clostridium,local,Positive,Facultative Anaerobe,2.33
STR_205,Bacillus,moment,Positive,Facultative Anaerobe,9.18
STR_317,Staphylococcus,long,Negative,Microaerophilic,6.3
STR_611,Staphylococcus,first,Positive,Anaerobic,2.83
STR_234,Clostridium,understand,Positive,Facultative Anaerobe,6.89
STR_378,Clostridium,nice,Positive,Aerobic,2.26
STR_236,Streptococcus,sign,Positive,Aerobic,0.93
STR_614,Clostridium,however,Negative,Anaerobic,6.44
STR_789,Staphylococcus,type,Negative,Anaerobic,7.83
STR_736,Pseudomonas,phone,Negative,Aerobic,8.21
STR_574,Lactobacillus,scientist,Negative,Anaerobic,0.62
STR_220,Lactobacillus,notice,Positive,Microaerophilic,0.7
STR_708,Pseudomonas,check,Positive,Aerobic,6.56
STR_364,Pseudomonas,property,Positive,Facultative Anaerobe,2.76
