strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_855,Staphylococcus,history,Negative,Anaerobic,2.04
STR_830,Bacillus,role,Negative,Aerobic,4.8
STR_451,Bacillus,many,Negative,Anaerobic,8.43
STR_367,Pseudomonas,may,Positive,Aerobic,7.98
STR_930,Streptococcus,item,Positive,Anaerobic,5.49
STR_962,Lactobacillus,read,Negative,Anaerobic,4.55
STR_760,Lactobacillus,off,Negative,Facultative Anaerobe,5.45
STR_874,Streptococcus,third,Positive,Anaerobic,9.01
STR_781,Clostridium,learn,Positive,Anaerobic,9.5
STR_883,Streptococcus,mother,Negative,Facultative Anaerobe,3.26
STR_164,Pseudomonas,field,Positive,Facultative Anaerobe,8.54
STR_764,Staphylococcus,father,Negative,Anaerobic,9.37
STR_926,Lactobacillus,road,Positive,Facultative Anaerobe,8.2
STR_638,Pseudomonas,major,Negative,Facultative Anaerobe,2.34
STR_635,Clostridium,school,Negative,Microaerophilic,7.27
STR_766,Clostridium,play,Positive,Facultative Anaerobe,4.56
STR_672,Streptococcus,environment,Positive,Anaerobic,8.05
STR_972,Streptococcus,simply,Positive,Facultative Anaerobe,5.36
STR_512,Bacillus,rest,Negative,Facultative Anaerobe,2.99
STR_396,Lactobacillus,explain,Negative,Anaerobic,8.74
STR_456,Streptococcus,staff,Negative,Aerobic,9.92
STR_268,Clostridium,television,Positive,Anaerobic,4.48
STR_759,Clostridium,forward,Positive,Anaerobic,6.22
STR_562,Lactobacillus,probably,Positive,Anaerobic,8.16
STR_270,Clostridium,with,Positive,Aerobic,6.03
STR_905,Bacillus,policy,Negative,Microaerophilic,7.26
STR_866,Pseudomonas,during,Negative,Facultative Anaerobe,6.28
STR_581,Lactobacillus,road,Negative,Microaerophilic,3.04
STR_168,Clostridium,class,Positive,Microaerophilic,8.22
STR_610,Staphylococcus,painting,Negative,Microaerophilic,5.67
STR_239,Streptococcus,alone,Negative,Anaerobic,4.31
STR_120,Streptococcus,very,Negative,Microaerophilic,7.62
STR_357,Streptococcus,together,Positive,Anaerobic,1.23
STR_529,Staphylococcus,safe,Positive,Aerobic,9.41
STR_430,Lactobacillus,point,Positive,Facultative Anaerobe,4.09
STR_660,Lactobacillus,best,Negative,Microaerophilic,6.44
STR_828,Lactobacillus,use,Positive,Facultative Anaerobe,1.47
STR_644,Lactobacillus,know,Negative,Microaerophilic,7.35
STR_950,Bacillus,senior,Positive,Anaerobic,8.62
STR_750,Clostridium,fill,Negative,Aerobic,2.71
STR_791,Pseudomonas,sometimes,Negative,Microaerophilic,6.86
STR_962,Staphylococcus,that,Negative,Anaerobic,3.61
STR_339,Streptococcus,establish,Positive,Facultative Anaerobe,7.92
STR_351,Pseudomonas,major,Positive,Facultative Anaerobe,3.66
STR_621,Lactobacillus,open,Negative,Aerobic,3.06
STR_409,Bacillus,necessary,Positive,Microaerophilic,1.77
STR_960,Lactobacillus,kind,Negative,Facultative Anaerobe,6.36
STR_362,Lactobacillus,those,Negative,Anaerobic,4.21
STR_953,Staphylococcus,power,Positive,Aerobic,1.14
STR_356,Streptococcus,quality,Negative,Anaerobic,4.2
STR_310,Staphylococcus,feel,Negative,Microaerophilic,6.52
STR_923,Bacillus,citizen,Positive,Microaerophilic,4.18
STR_863,Clostridium,example,Negative,Microaerophilic,0.51
STR_127,Pseudomonas,house,Positive,Anaerobic,8.48
STR_555,Staphylococcus,future,Positive,Anaerobic,3.86
STR_198,Streptococcus,onto,Positive,Microaerophilic,9.59
STR_352,Pseudomonas,body,Positive,Aerobic,6.82
STR_728,Pseudomonas,foreign,Positive,Anaerobic,9.48
STR_459,Clostridium,place,Negative,Anaerobic,4.48
STR_808,Pseudomonas,hold,Positive,Aerobic,6.22
STR_751,Bacillus,bill,Positive,Aerobic,9.42
STR_729,Staphylococcus,surface,Positive,Facultative Anaerobe,4.35
STR_592,Clostridium,whom,Negative,Facultative Anaerobe,6.42
STR_812,Streptococcus,similar,Negative,Aerobic,8.63
STR_293,Streptococcus,get,Positive,Anaerobic,1.64
STR_653,Clostridium,item,Negative,Aerobic,7.2
STR_368,Bacillus,poor,Negative,Aerobic,6.16
STR_331,Pseudomonas,person,Negative,Aerobic,0.57
STR_180,Lactobacillus,career,Positive,Aerobic,5.54
STR_358,Lactobacillus,collection,Negative,Aerobic,4.24
STR_768,Clostridium,value,Positive,Microaerophilic,1.79
STR_684,Lactobacillus,chair,Positive,Anaerobic,5.91
STR_652,Pseudomonas,woman,Positive,Anaerobic,4.52
STR_374,Clostridium,memory,Positive,Microaerophilic,8.47
STR_821,Lactobacillus,election,Negative,Anaerobic,5.44
STR_232,Streptococcus,even,Positive,Anaerobic,7.12
STR_630,Bacillus,style,Negative,Anaerobic,6.78
STR_193,Clostridium,arm,Negative,Aerobic,2.27
STR_256,Bacillus,admit,Negative,Aerobic,0.85
STR_146,Clostridium,deep,Positive,Microaerophilic,9.96
STR_140,Clostridium,wait,Negative,Facultative Anaerobe,1.78
STR_125,Clostridium,appear,Negative,Facultative Anaerobe,8.94
STR_329,Streptococcus,region,Negative,Facultative Anaerobe,6.47
STR_796,Pseudomonas,small,Positive,Aerobic,9.8
STR_232,Lactobacillus,because,Negative,Microaerophilic,3.68
STR_550,Streptococcus,moment,Positive,Anaerobic,0.87
STR_283,Lactobacillus,performance,Negative,Facultative Anaerobe,9.44
STR_911,Pseudomonas,employee,Positive,Aerobic,4.71
STR_561,Streptococcus,whether,Negative,Microaerophilic,8.42
STR_133,Streptococcus,day,Negative,Aerobic,7.07
STR_632,Clostridium,analysis,Positive,Aerobic,3.72
STR_595,Clostridium,board,Negative,Aerobic,8.75
STR_735,Bacillus,issue,Negative,Aerobic,7.88
STR_508,Bacillus,pressure,Negative,Anaerobic,8.46
STR_825,Staphylococcus,together,Positive,Aerobic,7.29
STR_498,Streptococcus,field,Positive,Microaerophilic,9.85
STR_138,Bacillus,show,Negative,Aerobic,3.33
STR_247,Staphylococcus,yes,Negative,Microaerophilic,3.98
STR_286,Staphylococcus,cold,Positive,Microaerophilic,7.42
STR_585,Pseudomonas,per,Positive,Microaerophilic,8.77
STR_284,Lactobacillus,low,Negative,Aerobic,2.9
STR_602,Lactobacillus,else,Positive,Aerobic,7.76
STR_645,Lactobacillus,out,Negative,Facultative Anaerobe,8.81
STR_805,Pseudomonas,situation,Positive,Microaerophilic,2.45
STR_944,Lactobacillus,compare,Negative,Microaerophilic,9.16
STR_767,Streptococcus,choose,Negative,Anaerobic,9.01
STR_609,Bacillus,herself,Positive,Aerobic,1.51
STR_951,Clostridium,particularly,Negative,Facultative Anaerobe,1.38
STR_832,Clostridium,market,Negative,Microaerophilic,5.33
STR_327,Pseudomonas,local,Negative,Microaerophilic,1.85
STR_678,Lactobacillus,always,Negative,Facultative Anaerobe,1.74
STR_227,Pseudomonas,trade,Negative,Aerobic,3.88
STR_179,Staphylococcus,energy,Positive,Anaerobic,9.98
STR_602,Pseudomonas,call,Negative,Aerobic,6.53
STR_526,Bacillus,follow,Negative,Microaerophilic,3.21
STR_973,Lactobacillus,charge,Negative,Facultative Anaerobe,8.76
STR_251,Pseudomonas,run,Positive,Aerobic,5.12
STR_471,Clostridium,number,Negative,Aerobic,4.4
STR_559,Clostridium,with,Negative,Anaerobic,6.97
STR_184,Streptococcus,American,Positive,Anaerobic,1.42
STR_508,Pseudomonas,yard,Negative,Aerobic,9.93
STR_503,Streptococcus,hand,Positive,Microaerophilic,2.49
STR_123,Clostridium,new,Negative,Aerobic,3.84
STR_738,Bacillus,create,Negative,Facultative Anaerobe,7.9
STR_329,Lactobacillus,prepare,Positive,Aerobic,0.84
STR_912,Lactobacillus,nor,Negative,Microaerophilic,8.74
STR_983,Clostridium,through,Positive,Aerobic,0.77
STR_958,Pseudomonas,reflect,Negative,Facultative Anaerobe,5.43
STR_802,Streptococcus,why,Negative,Anaerobic,1.98
STR_239,Staphylococcus,bed,Negative,Anaerobic,9.33
STR_193,Clostridium,few,Negative,Facultative Anaerobe,1.08
STR_257,Staphylococcus,ten,Negative,Microaerophilic,7.73
STR_316,Lactobacillus,before,Negative,Anaerobic,3.9
STR_838,Pseudomonas,type,Positive,Anaerobic,5.34
STR_187,Staphylococcus,particularly,Positive,Facultative Anaerobe,5.41
STR_676,Lactobacillus,ago,Negative,Aerobic,4.89
STR_519,Bacillus,occur,Negative,Aerobic,7.37
STR_189,Streptococcus,animal,Positive,Aerobic,5.77
STR_805,Clostridium,company,Negative,Aerobic,4.89
STR_377,Lactobacillus,impact,Negative,Anaerobic,4.36
STR_459,Lactobacillus,authority,Positive,Anaerobic,8.95
STR_930,Streptococcus,contain,Negative,Aerobic,9.9
STR_822,Lactobacillus,because,Positive,Facultative Anaerobe,2.05
STR_884,Streptococcus,want,Positive,Aerobic,9.3
STR_661,Clostridium,audience,Positive,Microaerophilic,9.06
STR_965,Pseudomonas,ten,Positive,Microaerophilic,5.53
STR_261,Streptococcus,whether,Negative,Aerobic,8.76
STR_211,Staphylococcus,media,Positive,Facultative Anaerobe,3.91
STR_653,Lactobacillus,past,Positive,Anaerobic,8.75
STR_756,Pseudomonas,drug,Negative,Facultative Anaerobe,5.24
STR_413,Lactobacillus,same,Negative,Microaerophilic,0.97
STR_902,Pseudomonas,support,Negative,Facultative Anaerobe,6.71
STR_312,Pseudomonas,spring,Positive,Facultative Anaerobe,2.25
STR_645,Clostridium,discuss,Positive,Facultative Anaerobe,1.29
STR_608,Lactobacillus,chance,Positive,Microaerophilic,3.17
STR_604,Pseudomonas,author,Negative,Anaerobic,9.77
STR_967,Staphylococcus,this,Negative,Anaerobic,0.96
STR_903,Pseudomonas,medical,Negative,Microaerophilic,5.92
STR_142,Staphylococcus,southern,Negative,Aerobic,5.4
STR_516,Streptococcus,seek,Positive,Facultative Anaerobe,1.66
STR_113,Clostridium,benefit,Positive,Facultative Anaerobe,2.78
STR_475,Staphylococcus,kind,Positive,Facultative Anaerobe,7.78
STR_311,Lactobacillus,writer,Negative,Microaerophilic,0.53
STR_254,Streptococcus,to,Negative,Aerobic,8.49
STR_502,Streptococcus,thousand,Negative,Anaerobic,9.8
STR_264,Streptococcus,new,Positive,Aerobic,7.77
STR_275,Lactobacillus,middle,Negative,Aerobic,5.95
STR_630,Bacillus,east,Negative,Microaerophilic,6.44
STR_832,Streptococcus,dinner,Negative,Facultative Anaerobe,5.51
STR_668,Clostridium,and,Positive,Anaerobic,7.23
STR_414,Clostridium,body,Positive,Microaerophilic,8.97
STR_878,Lactobacillus,sell,Positive,Facultative Anaerobe,7.21
STR_405,Pseudomonas,different,Positive,Anaerobic,6.63
STR_941,Staphylococcus,indicate,Positive,Facultative Anaerobe,1.24
STR_219,Lactobacillus,people,Negative,Aerobic,2.68
STR_425,Bacillus,series,Positive,Anaerobic,7.77
STR_254,Bacillus,quickly,Positive,Facultative Anaerobe,1.06
STR_386,Bacillus,team,Positive,Microaerophilic,9.2
STR_914,Lactobacillus,before,Negative,Anaerobic,1.52
STR_733,Bacillus,realize,Positive,Facultative Anaerobe,1.06
STR_748,Streptococcus,full,Positive,Facultative Anaerobe,9.73
