strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_123,Streptococcus,fight,Positive,Aerobic,7.92
STR_938,Bacillus,sense,Negative,Aerobic,9.66
STR_544,Bacillus,night,Negative,Anaerobic,7.63
STR_257,Clostridium,modern,Negative,Facultative Anaerobe,6.91
STR_675,Lactobacillus,change,Positive,Facultative Anaerobe,6.19
STR_522,Lactobacillus,hotel,Negative,Facultative Anaerobe,1.35
STR_689,Lactobacillus,score,Negative,Microaerophilic,5.33
STR_647,Clostridium,open,Positive,Anaerobic,7.19
STR_275,Lactobacillus,end,Negative,Anaerobic,5.55
STR_357,Lactobacillus,edge,Negative,Aerobic,4.22
STR_662,Pseudomonas,raise,Negative,Facultative Anaerobe,3.78
STR_593,Streptococcus,movement,Positive,Facultative Anaerobe,0.85
STR_988,Pseudomonas,already,Positive,Microaerophilic,8.08
STR_843,Lactobacillus,upon,Positive,Aerobic,4.82
STR_679,Streptococcus,might,Positive,Facultative Anaerobe,5.87
STR_649,Streptococcus,eye,Positive,Anaerobic,8.34
STR_368,Streptococcus,physical,Negative,Microaerophilic,0.74
STR_924,Bacillus,hit,Positive,Aerobic,9.88
STR_549,Bacillus,cell,Negative,Anaerobic,1.28
STR_624,Streptococcus,ready,Negative,Anaerobic,0.96
STR_616,Clostridium,wait,Negative,Anaerobic,1.73
STR_605,Staphylococcus,there,Negative,Aerobic,9.53
STR_504,Streptococcus,item,Negative,Anaerobic,7.25
STR_711,Clostridium,push,Positive,Facultative Anaerobe,8.39
STR_198,Bacillus,himself,Positive,Anaerobic,5.95
STR_285,Bacillus,agent,Positive,Anaerobic,3.41
STR_695,Lactobacillus,water,Negative,Aerobic,3.36
STR_159,Clostridium,maybe,Negative,Facultative Anaerobe,8.1
STR_342,Bacillus,huge,Negative,Microaerophilic,3.36
STR_594,Bacillus,company,Negative,Anaerobic,7.46
STR_313,Pseudomonas,week,Positive,Aerobic,9.38
STR_126,Lactobacillus,set,Negative,Anaerobic,6.44
STR_204,Streptococcus,player,Positive,Anaerobic,9.87
STR_224,Pseudomonas,husband,Negative,Aerobic,9.41
STR_639,Lactobacillus,position,Positive,Facultative Anaerobe,4.8
STR_924,Bacillus,kind,Negative,Aerobic,7.76
STR_201,Lactobacillus,treat,Positive,Aerobic,1.09
STR_249,Streptococcus,report,Positive,Anaerobic,7.81
STR_349,Pseudomonas,same,Negative,Microaerophilic,3.99
STR_849,Clostridium,police,Negative,Facultative Anaerobe,5.99
STR_240,Staphylococcus,that,Positive,Aerobic,9.37
STR_464,Lactobacillus,better,Positive,Anaerobic,7.11
STR_169,Streptococcus,media,Positive,Anaerobic,4.34
STR_141,Clostridium,personal,Positive,Anaerobic,2.77
STR_377,Streptococcus,marriage,Positive,Aerobic,5.06
STR_638,Lactobacillus,probably,Negative,Aerobic,3.95
STR_383,Lactobacillus,state,Positive,Anaerobic,7.9
STR_515,Pseudomonas,thank,Negative,Microaerophilic,1.55
STR_841,Lactobacillus,loss,Positive,Aerobic,4.7
STR_733,Bacillus,total,Negative,Anaerobic,2.74
STR_559,Staphylococcus,return,Negative,Microaerophilic,7.18
STR_406,Clostridium,medical,Negative,Aerobic,5.44
STR_891,Streptococcus,few,Positive,Anaerobic,9.13
STR_418,Clostridium,throw,Positive,Anaerobic,6.9
STR_177,Streptococcus,first,Positive,Facultative Anaerobe,5.85
STR_932,Lactobacillus,cover,Negative,Microaerophilic,1.12
STR_260,Bacillus,hour,Negative,Aerobic,0.6
STR_124,Bacillus,take,Negative,Microaerophilic,0.73
STR_480,Staphylococcus,suggest,Negative,Facultative Anaerobe,1.43
STR_777,Clostridium,live,Positive,Microaerophilic,4.59
STR_921,Bacillus,thank,Negative,Aerobic,3.21
STR_621,Streptococcus,every,Positive,Microaerophilic,1.38
STR_201,Clostridium,mean,Positive,Facultative Anaerobe,2.39
STR_410,Streptococcus,section,Negative,Aerobic,8.2
STR_292,Pseudomonas,part,Positive,Aerobic,9.1
STR_940,Lactobacillus,try,Negative,Microaerophilic,9.37
STR_813,Lactobacillus,network,Negative,Facultative Anaerobe,3.4
STR_717,Staphylococcus,former,Negative,Facultative Anaerobe,4.69
STR_562,Pseudomonas,adult,Positive,Aerobic,7.28
STR_661,Lactobacillus,mission,Positive,Facultative Anaerobe,5.14
STR_531,Lactobacillus,energy,Positive,Anaerobic,8.69
