strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_378,Lactobacillus,know,Positive,Microaerophilic,2.44
STR_548,Staphylococcus,laugh,Positive,Facultative Anaerobe,5.11
STR_991,Streptococcus,center,Negative,Facultative Anaerobe,9.66
STR_681,Lactobacillus,them,Positive,Aerobic,9.53
STR_564,Lactobacillus,common,Negative,Facultative Anaerobe,3.78
STR_240,Streptococcus,management,Positive,Aerobic,4.3
STR_823,Staphylococcus,challenge,Negative,Aerobic,8.34
STR_745,Staphylococcus,another,Negative,Anaerobic,5.17
STR_730,Bacillus,say,Positive,Microaerophilic,3.53
STR_299,Staphylococcus,huge,Negative,Anaerobic,9.55
STR_316,Pseudomonas,painting,Positive,Facultative Anaerobe,7.23
STR_621,Clostridium,group,Positive,Facultative Anaerobe,5.08
STR_863,Lactobacillus,year,Positive,Facultative Anaerobe,4.76
STR_634,Lactobacillus,number,Positive,Facultative Anaerobe,9.9
STR_688,Pseudomonas,speak,Negative,Aerobic,4.26
STR_958,Lactobacillus,soldier,Negative,Anaerobic,4.47
STR_266,Bacillus,whose,Negative,Facultative Anaerobe,3.84
STR_202,Bacillus,fine,Positive,Anaerobic,0.78
STR_379,Bacillus,just,Negative,Microaerophilic,5.78
STR_708,Streptococcus,audience,Positive,Aerobic,4.49
STR_141,Staphylococcus,car,Negative,Aerobic,2.36
STR_654,Streptococcus,nothing,Positive,Anaerobic,3.44
STR_165,Staphylococcus,cost,Positive,Facultative Anaerobe,9.32
STR_774,Bacillus,positive,Positive,Aerobic,1.05
STR_637,Clostridium,smile,Positive,Aerobic,0.97
STR_484,Clostridium,far,Positive,Microaerophilic,2.73
STR_263,Clostridium,whose,Positive,Microaerophilic,2.38
STR_496,Staphylococcus,dog,Positive,Facultative Anaerobe,4.67
STR_694,Lactobacillus,parent,Positive,Facultative Anaerobe,8.48
STR_893,Clostridium,old,Negative,Facultative Anaerobe,3.17
STR_621,Clostridium,too,Positive,Aerobic,3.32
STR_251,Lactobacillus,wonder,Negative,Microaerophilic,4.05
STR_255,Streptococcus,maintain,Negative,Anaerobic,3.83
STR_822,Pseudomonas,sure,Positive,Aerobic,5.57
STR_733,Staphylococcus,white,Negative,Aerobic,0.63
STR_374,Pseudomonas,start,Positive,Microaerophilic,4.53
STR_152,Pseudomonas,six,Negative,Facultative Anaerobe,5.8
STR_490,Clostridium,along,Positive,Facultative Anaerobe,6.5
STR_393,Lactobacillus,red,Negative,Facultative Anaerobe,0.89
STR_931,Streptococcus,success,Positive,Facultative Anaerobe,2.76
STR_861,Staphylococcus,development,Positive,Anaerobic,8.71
STR_441,Bacillus,traditional,Negative,Aerobic,7.51
STR_402,Staphylococcus,theory,Positive,Anaerobic,3.93
STR_802,Lactobacillus,throughout,Negative,Anaerobic,5.66
STR_652,Staphylococcus,keep,Positive,Aerobic,0.77
STR_406,Staphylococcus,picture,Negative,Facultative Anaerobe,2.08
STR_803,Staphylococcus,road,Positive,Aerobic,9.47
STR_518,Streptococcus,tell,Negative,Facultative Anaerobe,2.59
STR_605,Bacillus,allow,Negative,Aerobic,0.88
STR_858,Bacillus,media,Negative,Facultative Anaerobe,4.56
STR_247,Bacillus,gun,Positive,Anaerobic,5.1
STR_107,Pseudomonas,reflect,Positive,Anaerobic,7.27
STR_195,Clostridium,new,Negative,Aerobic,4.26
STR_716,Streptococcus,organization,Negative,Anaerobic,2.1
STR_805,Streptococcus,camera,Positive,Facultative Anaerobe,0.83
STR_731,Lactobacillus,grow,Positive,Facultative Anaerobe,7.58
STR_729,Bacillus,always,Negative,Anaerobic,5.73
STR_662,Streptococcus,discover,Negative,Facultative Anaerobe,2.24
STR_944,Pseudomonas,any,Positive,Microaerophilic,3.78
STR_205,Streptococcus,country,Negative,Anaerobic,6.35
STR_758,Bacillus,decide,Negative,Microaerophilic,2.56
STR_300,Staphylococcus,make,Negative,Aerobic,3.8
STR_526,Bacillus,cover,Negative,Anaerobic,7.26
STR_906,Clostridium,factor,Negative,Anaerobic,2.31
STR_317,Bacillus,indicate,Positive,Anaerobic,2.68
STR_758,Pseudomonas,establish,Positive,Aerobic,8.16
STR_290,Streptococcus,garden,Positive,Facultative Anaerobe,6.1
STR_853,Bacillus,event,Negative,Aerobic,1.76
STR_299,Streptococcus,again,Negative,Microaerophilic,7.09
