strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_788,Clostridium,now,Negative,Facultative Anaerobe,3.45
STR_719,Streptococcus,right,Positive,Aerobic,2.5
STR_163,Bacillus,only,Positive,Microaerophilic,5.35
STR_287,Clostridium,election,Negative,Microaerophilic,4.59
STR_344,Staphylococcus,bit,Positive,Microaerophilic,1.09
STR_252,Pseudomonas,cause,Negative,Microaerophilic,7.63
STR_206,Clostridium,oil,Negative,Aerobic,5.34
STR_334,Clostridium,process,Positive,Facultative Anaerobe,8.51
STR_543,Staphylococcus,cost,Positive,Aerobic,8.19
STR_564,Clostridium,happen,Negative,Facultative Anaerobe,4.61
STR_537,Staphylococcus,pressure,Positive,Facultative Anaerobe,1.84
STR_960,Clostridium,maintain,Negative,Facultative Anaerobe,9.89
STR_131,Bacillus,position,Negative,Anaerobic,6.82
STR_106,Lactobacillus,represent,Positive,Microaerophilic,3.52
STR_618,Bacillus,decision,Negative,Anaerobic,6.84
STR_289,Pseudomonas,leader,Positive,Facultative Anaerobe,6.38
STR_537,Clostridium,most,Negative,Facultative Anaerobe,5.3
STR_481,Bacillus,budget,Negative,Microaerophilic,8.01
STR_670,Streptococcus,require,Negative,Facultative Anaerobe,9.07
STR_948,Lactobacillus,study,Negative,Aerobic,5.91
STR_752,Pseudomonas,very,Positive,Aerobic,1.15
STR_656,Pseudomonas,new,Positive,Anaerobic,6.93
STR_406,Bacillus,box,Positive,Aerobic,6.42
STR_419,Lactobacillus,fund,Negative,Aerobic,7.98
STR_435,Clostridium,one,Positive,Facultative Anaerobe,0.62
STR_264,Lactobacillus,cause,Positive,Aerobic,1.08
STR_824,Bacillus,reach,Positive,Anaerobic,3.51
STR_444,Staphylococcus,his,Positive,Microaerophilic,4.91
STR_900,Bacillus,key,Negative,Aerobic,6.2
STR_791,Clostridium,approach,Negative,Anaerobic,7.64
STR_220,Pseudomonas,know,Negative,Aerobic,6.02
STR_710,Lactobacillus,almost,Negative,Aerobic,7.88
STR_944,Staphylococcus,discover,Positive,Facultative Anaerobe,1.29
STR_878,Pseudomonas,choose,Positive,Anaerobic,4.19
STR_389,Streptococcus,alone,Negative,Aerobic,1.01
STR_591,Lactobacillus,watch,Negative,Anaerobic,6.67
STR_725,Streptococcus,million,Negative,Microaerophilic,3.7
STR_597,Streptococcus,management,Negative,Microaerophilic,2.8
STR_343,Clostridium,candidate,Positive,Facultative Anaerobe,6.18
STR_688,Lactobacillus,should,Positive,Aerobic,3.91
STR_747,Clostridium,bad,Positive,Anaerobic,4.04
STR_384,Staphylococcus,third,Positive,Anaerobic,2.21
STR_700,Lactobacillus,science,Positive,Anaerobic,1.98
STR_834,Clostridium,history,Positive,Facultative Anaerobe,2.0
STR_825,Pseudomonas,option,Positive,Microaerophilic,8.59
STR_204,Lactobacillus,box,Negative,Aerobic,2.17
STR_611,Pseudomonas,ever,Positive,Facultative Anaerobe,5.48
STR_317,Pseudomonas,imagine,Positive,Aerobic,6.19
STR_232,Staphylococcus,worry,Positive,Anaerobic,8.04
STR_935,Lactobacillus,impact,Positive,Microaerophilic,4.29
STR_374,Streptococcus,order,Negative,Anaerobic,9.46
STR_222,Bacillus,southern,Positive,Aerobic,5.12
STR_565,Bacillus,one,Positive,Anaerobic,5.53
STR_373,Staphylococcus,campaign,Negative,Facultative Anaerobe,2.39
STR_187,Bacillus,likely,Negative,Facultative Anaerobe,4.93
STR_610,Pseudomonas,it,Positive,Facultative Anaerobe,5.66
STR_795,Lactobacillus,system,Positive,Anaerobic,8.33
STR_367,Streptococcus,ok,Negative,Aerobic,4.57
STR_292,Lactobacillus,have,Negative,Facultative Anaerobe,3.79
STR_475,Lactobacillus,operation,Negative,Facultative Anaerobe,0.74
STR_455,Bacillus,purpose,Positive,Facultative Anaerobe,6.92
STR_699,Lactobacillus,difference,Negative,Aerobic,6.24
STR_654,Lactobacillus,sport,Negative,Aerobic,3.59
STR_312,Bacillus,safe,Negative,Aerobic,8.88
STR_481,Lactobacillus,assume,Negative,Facultative Anaerobe,4.86
STR_995,Staphylococcus,stock,Negative,Anaerobic,2.25
STR_214,Streptococcus,difference,Negative,Aerobic,4.59
STR_558,Staphylococcus,customer,Negative,Anaerobic,2.85
STR_140,Bacillus,lay,Positive,Microaerophilic,7.65
STR_564,Lactobacillus,turn,Negative,Anaerobic,4.68
STR_243,Bacillus,point,Negative,Microaerophilic,1.04
STR_843,Bacillus,forward,Negative,Anaerobic,0.51
STR_721,Clostridium,black,Negative,Aerobic,4.69
STR_422,Pseudomonas,record,Negative,Facultative Anaerobe,1.64
STR_379,Clostridium,point,Positive,Anaerobic,5.28
STR_950,Lactobacillus,case,Positive,Anaerobic,9.03
STR_923,Streptococcus,leg,Positive,Anaerobic,2.61
STR_537,Pseudomonas,treatment,Positive,Microaerophilic,4.16
STR_476,Bacillus,until,Positive,Aerobic,5.23
STR_436,Lactobacillus,every,Positive,Facultative Anaerobe,3.76
STR_932,Staphylococcus,nature,Negative,Facultative Anaerobe,4.42
STR_714,Pseudomonas,only,Positive,Microaerophilic,6.6
STR_254,Streptococcus,true,Negative,Facultative Anaerobe,3.87
STR_116,Bacillus,deep,Negative,Anaerobic,2.66
STR_674,Staphylococcus,bank,Positive,Anaerobic,5.2
STR_107,Clostridium,administration,Positive,Facultative Anaerobe,6.55
STR_917,Staphylococcus,street,Positive,Anaerobic,3.78
STR_669,Bacillus,data,Negative,Aerobic,8.12
