strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_208,Bacillus,both,Positive,Aerobic,6.92
STR_335,Staphylococcus,where,Negative,Facultative Anaerobe,3.15
STR_550,Pseudomonas,direction,Positive,Aerobic,7.18
STR_186,Lactobacillus,see,Positive,Anaerobic,7.88
STR_734,Pseudomonas,as,Negative,Aerobic,1.64
STR_314,Pseudomonas,collection,Positive,Microaerophilic,5.12
STR_995,Staphylococcus,billion,Negative,Facultative Anaerobe,7.18
STR_436,Bacillus,story,Negative,Microaerophilic,3.85
STR_226,Streptococcus,inside,Positive,Anaerobic,2.64
STR_368,Lactobacillus,its,Positive,Facultative Anaerobe,3.68
STR_635,Clostridium,development,Negative,Microaerophilic,2.94
STR_366,Bacillus,plan,Positive,Aerobic,5.76
STR_982,Pseudomonas,friend,Negative,Anaerobic,6.55
STR_958,Staphylococcus,turn,Positive,Anaerobic,1.01
STR_934,Pseudomonas,mother,Negative,Facultative Anaerobe,4.0
STR_885,Lactobacillus,radio,Positive,Microaerophilic,6.91
STR_318,Lactobacillus,then,Positive,Microaerophilic,8.74
STR_876,Clostridium,task,Negative,Anaerobic,6.82
STR_584,Clostridium,page,Positive,Anaerobic,2.59
STR_937,Lactobacillus,property,Positive,Facultative Anaerobe,4.32
STR_214,Staphylococcus,interest,Negative,Facultative Anaerobe,8.13
STR_808,Clostridium,age,Negative,Aerobic,5.06
STR_744,Lactobacillus,source,Negative,Aerobic,7.02
STR_102,Clostridium,drive,Negative,Facultative Anaerobe,7.94
STR_561,Bacillus,impact,Negative,Aerobic,7.5
STR_831,Streptococcus,receive,Negative,Anaerobic,6.68
STR_434,Lactobacillus,care,Negative,Microaerophilic,8.04
STR_520,Pseudomonas,above,Negative,Anaerobic,6.3
STR_446,Bacillus,effort,Positive,Facultative Anaerobe,2.87
STR_413,Clostridium,late,Positive,Aerobic,4.7
STR_289,Pseudomonas,garden,Positive,Microaerophilic,3.72
STR_612,Bacillus,for,Negative,Facultative Anaerobe,4.27
STR_445,Pseudomonas,message,Positive,Aerobic,1.06
STR_517,Bacillus,Mrs,Negative,Anaerobic,8.23
STR_695,Lactobacillus,may,Negative,Microaerophilic,1.73
STR_470,Bacillus,arrive,Positive,Facultative Anaerobe,8.86
STR_597,Streptococcus,particular,Negative,Microaerophilic,5.7
STR_138,Staphylococcus,return,Negative,Microaerophilic,8.64
STR_505,Clostridium,police,Negative,Microaerophilic,8.05
STR_203,Bacillus,this,Positive,Facultative Anaerobe,8.48
