strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_338,Lactobacillus,real,Negative,Facultative Anaerobe,9.69
STR_450,Staphylococcus,general,Negative,Facultative Anaerobe,2.91
STR_479,Clostridium,least,Negative,Aerobic,9.52
STR_801,Lactobacillus,writer,Negative,Aerobic,5.51
STR_409,Pseudomonas,as,Positive,Anaerobic,6.15
STR_314,Clostridium,eight,Negative,Microaerophilic,7.93
STR_185,Bacillus,point,Positive,Microaerophilic,1.82
STR_397,Bacillus,size,Negative,Aerobic,9.91
STR_994,Streptococcus,a,Negative,Aerobic,6.84
STR_701,Bacillus,ball,Positive,Facultative Anaerobe,6.18
STR_223,Pseudomonas,call,Positive,Facultative Anaerobe,4.57
STR_559,Lactobacillus,first,Negative,Anaerobic,7.84
STR_534,Streptococcus,thus,Positive,Microaerophilic,9.93
STR_848,Clostridium,point,Negative,Facultative Anaerobe,1.22
STR_572,Staphylococcus,bar,Positive,Aerobic,3.35
STR_200,Streptococcus,drug,Positive,Microaerophilic,5.53
STR_272,Staphylococcus,she,Positive,Aerobic,3.81
STR_368,Pseudomonas,cost,Positive,Aerobic,9.29
STR_201,Streptococcus,along,Positive,Microaerophilic,8.05
STR_189,Lactobacillus,result,Negative,Aerobic,7.84
STR_551,Streptococcus,discuss,Positive,Facultative Anaerobe,0.55
STR_411,Clostridium,opportunity,Negative,Aerobic,4.7
STR_455,Bacillus,form,Positive,Facultative Anaerobe,2.75
STR_646,Staphylococcus,shoulder,Positive,Anaerobic,8.82
STR_614,Lactobacillus,message,Positive,Anaerobic,7.49
STR_571,Lactobacillus,play,Negative,Aerobic,7.82
STR_884,Clostridium,hotel,Positive,Microaerophilic,1.64
STR_138,Clostridium,born,Positive,Facultative Anaerobe,0.89
STR_228,Bacillus,PM,Positive,Anaerobic,4.29
STR_311,Pseudomonas,almost,Negative,Facultative Anaerobe,3.26
STR_910,Bacillus,however,Negative,Anaerobic,8.7
STR_479,Streptococcus,really,Positive,Microaerophilic,2.51
STR_142,Streptococcus,be,Negative,Aerobic,5.54
STR_639,Staphylococcus,eight,Negative,Microaerophilic,7.65
STR_476,Staphylococcus,board,Negative,Aerobic,5.68
STR_606,Streptococcus,information,Negative,Microaerophilic,7.7
STR_302,Clostridium,boy,Positive,Anaerobic,8.08
STR_498,Staphylococcus,blue,Positive,Aerobic,7.87
STR_538,Pseudomonas,purpose,Positive,Aerobic,2.03
STR_875,Lactobacillus,perhaps,Negative,Microaerophilic,5.34
STR_869,Clostridium,people,Positive,Facultative Anaerobe,7.64
STR_416,Lactobacillus,one,Negative,Anaerobic,1.64
STR_110,Bacillus,at,Positive,Anaerobic,6.39
STR_878,Pseudomonas,very,Positive,Facultative Anaerobe,2.77
STR_308,Staphylococcus,discuss,Positive,Anaerobic,4.87
STR_317,Clostridium,its,Negative,Facultative Anaerobe,8.58
STR_639,Staphylococcus,amount,Positive,Anaerobic,1.97
STR_966,Bacillus,here,Negative,Anaerobic,6.82
STR_348,Streptococcus,dream,Positive,Anaerobic,5.16
STR_433,Staphylococcus,night,Negative,Aerobic,2.89
STR_283,Pseudomonas,goal,Negative,Anaerobic,3.64
STR_632,Pseudomonas,total,Positive,Facultative Anaerobe,1.39
STR_911,Staphylococcus,business,Negative,Facultative Anaerobe,9.82
STR_240,Bacillus,letter,Positive,Aerobic,5.49
STR_240,Pseudomonas,authority,Positive,Microaerophilic,1.25
STR_803,Clostridium,determine,Positive,Anaerobic,4.16
STR_256,Clostridium,example,Positive,Facultative Anaerobe,8.84
STR_343,Pseudomonas,main,Negative,Facultative Anaerobe,7.75
STR_625,Staphylococcus,suddenly,Positive,Anaerobic,8.45
STR_585,Lactobacillus,such,Positive,Microaerophilic,5.59
STR_854,Streptococcus,choice,Negative,Microaerophilic,8.84
STR_580,Staphylococcus,consider,Positive,Aerobic,2.72
STR_735,Clostridium,short,Negative,Aerobic,8.96
STR_621,Bacillus,early,Negative,Anaerobic,4.3
STR_113,Clostridium,either,Positive,Aerobic,5.26
STR_995,Pseudomonas,seven,Negative,Aerobic,6.45
STR_578,Bacillus,perform,Negative,Aerobic,1.32
STR_801,Streptococcus,investment,Negative,Aerobic,5.96
STR_613,Streptococcus,above,Positive,Facultative Anaerobe,1.25
STR_364,Pseudomonas,president,Negative,Aerobic,2.3
STR_927,Pseudomonas,radio,Positive,Microaerophilic,0.92
STR_165,Staphylococcus,TV,Positive,Facultative Anaerobe,5.74
STR_456,Pseudomonas,space,Positive,Microaerophilic,8.38
STR_108,Staphylococcus,yet,Negative,Anaerobic,0.53
STR_832,Bacillus,it,Positive,Microaerophilic,6.22
STR_867,Staphylococcus,let,Negative,Aerobic,1.53
STR_994,Clostridium,short,Negative,Microaerophilic,0.76
STR_825,Staphylococcus,reality,Positive,Facultative Anaerobe,3.12
STR_260,Pseudomonas,high,Positive,Microaerophilic,5.4
STR_623,Clostridium,student,Positive,Microaerophilic,7.32
STR_989,Clostridium,create,Positive,Anaerobic,3.62
STR_689,Streptococcus,soldier,Positive,Aerobic,6.24
STR_892,Pseudomonas,information,Negative,Anaerobic,1.35
STR_579,Streptococcus,billion,Negative,Facultative Anaerobe,3.71
STR_128,Pseudomonas,left,Negative,Facultative Anaerobe,7.87
STR_703,Bacillus,few,Negative,Aerobic,0.52
STR_621,Clostridium,raise,Positive,Anaerobic,5.56
STR_697,Bacillus,statement,Positive,Aerobic,8.75
STR_797,Staphylococcus,you,Positive,Facultative Anaerobe,4.83
STR_675,Lactobacillus,television,Negative,Aerobic,7.15
STR_127,Pseudomonas,big,Positive,Aerobic,3.46
STR_131,Bacillus,security,Positive,Microaerophilic,8.02
STR_956,Clostridium,land,Negative,Aerobic,1.96
STR_508,Pseudomonas,long,Positive,Microaerophilic,7.36
STR_255,Bacillus,economy,Positive,Facultative Anaerobe,0.9
STR_520,Bacillus,beat,Negative,Microaerophilic,7.71
STR_591,Streptococcus,truth,Negative,Anaerobic,8.12
STR_528,Streptococcus,rather,Negative,Aerobic,6.03
STR_378,Pseudomonas,tree,Negative,Microaerophilic,1.53
STR_296,Pseudomonas,score,Negative,Facultative Anaerobe,1.07
STR_341,Bacillus,former,Positive,Anaerobic,4.46
STR_974,Streptococcus,once,Positive,Anaerobic,7.21
STR_890,Lactobacillus,admit,Negative,Microaerophilic,6.9
STR_669,Streptococcus,third,Negative,Microaerophilic,5.48
STR_298,Streptococcus,door,Positive,Microaerophilic,2.87
STR_618,Lactobacillus,soon,Negative,Aerobic,9.4
STR_863,Pseudomonas,movie,Positive,Anaerobic,2.35
STR_569,Lactobacillus,change,Positive,Anaerobic,1.67
STR_906,Streptococcus,audience,Positive,Anaerobic,7.16
STR_510,Clostridium,tonight,Positive,Anaerobic,5.52
STR_204,Clostridium,visit,Positive,Microaerophilic,3.81
STR_731,Pseudomonas,movement,Positive,Microaerophilic,9.57
STR_257,Staphylococcus,everybody,Positive,Facultative Anaerobe,7.24
STR_249,Streptococcus,large,Positive,Anaerobic,0.84
STR_851,Pseudomonas,technology,Negative,Facultative Anaerobe,2.73
STR_627,Clostridium,certain,Negative,Microaerophilic,3.09
STR_741,Staphylococcus,serve,Positive,Microaerophilic,3.02
STR_749,Clostridium,natural,Negative,Microaerophilic,5.7
STR_988,Staphylococcus,remember,Negative,Anaerobic,6.71
STR_153,Clostridium,law,Negative,Facultative Anaerobe,6.97
STR_876,Bacillus,age,Positive,Facultative Anaerobe,5.55
STR_218,Clostridium,customer,Negative,Anaerobic,6.7
STR_283,Streptococcus,eight,Negative,Anaerobic,7.0
STR_405,Lactobacillus,indicate,Positive,Anaerobic,6.64
STR_765,Pseudomonas,ten,Negative,Facultative Anaerobe,7.19
STR_620,Clostridium,step,Positive,Microaerophilic,9.04
STR_486,Pseudomonas,price,Negative,Facultative Anaerobe,3.88
STR_731,Streptococcus,fine,Positive,Facultative Anaerobe,9.23
STR_135,Bacillus,these,Negative,Facultative Anaerobe,7.35
STR_379,Streptococcus,certainly,Negative,Facultative Anaerobe,6.81
STR_822,Pseudomonas,almost,Positive,Aerobic,2.72
STR_904,Staphylococcus,out,Positive,Microaerophilic,9.24
STR_458,Bacillus,indeed,Positive,Anaerobic,3.43
STR_644,Bacillus,certainly,Negative,Anaerobic,1.49
STR_655,Lactobacillus,everyone,Positive,Facultative Anaerobe,5.23
STR_938,Streptococcus,money,Negative,Anaerobic,4.41
STR_845,Streptococcus,get,Positive,Aerobic,4.1
STR_347,Pseudomonas,include,Negative,Microaerophilic,4.66
STR_952,Staphylococcus,side,Positive,Facultative Anaerobe,9.97
STR_254,Lactobacillus,meeting,Positive,Facultative Anaerobe,1.91
STR_903,Bacillus,national,Positive,Microaerophilic,7.56
STR_639,Bacillus,course,Positive,Aerobic,9.61
STR_508,Pseudomonas,player,Negative,Anaerobic,1.38
STR_693,Lactobacillus,either,Positive,Microaerophilic,2.47
STR_309,Pseudomonas,best,Positive,Microaerophilic,3.39
STR_798,Bacillus,keep,Negative,Anaerobic,9.21
STR_278,Pseudomonas,into,Positive,Aerobic,8.49
STR_647,Clostridium,provide,Negative,Microaerophilic,4.02
STR_653,Pseudomonas,should,Negative,Anaerobic,5.15
STR_830,Pseudomonas,point,Negative,Microaerophilic,1.36
STR_466,Lactobacillus,PM,Negative,Microaerophilic,0.82
STR_768,Clostridium,deal,Negative,Aerobic,5.56
STR_247,Lactobacillus,argue,Positive,Microaerophilic,1.08
STR_318,Staphylococcus,customer,Positive,Aerobic,7.58
STR_897,Clostridium,condition,Negative,Facultative Anaerobe,0.55
STR_613,Bacillus,throw,Positive,Microaerophilic,9.47
STR_758,Bacillus,floor,Negative,Facultative Anaerobe,7.6
STR_226,Clostridium,concern,Negative,Anaerobic,8.48
STR_562,Clostridium,leader,Positive,Microaerophilic,1.98
STR_586,Bacillus,get,Positive,Aerobic,5.2
STR_662,Staphylococcus,word,Negative,Microaerophilic,3.71
STR_596,Clostridium,down,Positive,Facultative Anaerobe,8.22
STR_609,Clostridium,score,Negative,Anaerobic,0.58
STR_758,Clostridium,way,Negative,Facultative Anaerobe,8.29
STR_425,Clostridium,probably,Positive,Aerobic,9.25
STR_669,Staphylococcus,sense,Positive,Facultative Anaerobe,8.34
STR_817,Bacillus,industry,Negative,Aerobic,2.16
STR_228,Staphylococcus,seek,Positive,Aerobic,0.89
STR_876,Bacillus,image,Positive,Aerobic,4.42
STR_356,Bacillus,offer,Negative,Microaerophilic,9.63
STR_722,Staphylococcus,talk,Positive,Anaerobic,3.17
STR_194,Clostridium,whose,Negative,Microaerophilic,8.6
STR_387,Staphylococcus,assume,Positive,Facultative Anaerobe,4.07
STR_938,Pseudomonas,attorney,Negative,Aerobic,9.42
STR_676,Pseudomonas,least,Positive,Aerobic,6.14
STR_276,Clostridium,save,Negative,Facultative Anaerobe,5.64
STR_288,Staphylococcus,never,Negative,Aerobic,4.58
STR_326,Pseudomonas,ground,Positive,Aerobic,6.53
STR_139,Clostridium,individual,Positive,Anaerobic,8.96
STR_938,Staphylococcus,general,Negative,Aerobic,9.66
STR_374,Pseudomonas,almost,Negative,Anaerobic,1.46
STR_824,Streptococcus,simply,Positive,Microaerophilic,1.93
STR_832,Lactobacillus,my,Negative,Aerobic,2.82
STR_162,Streptococcus,raise,Positive,Aerobic,4.54
STR_587,Pseudomonas,than,Positive,Microaerophilic,7.11
STR_646,Staphylococcus,box,Positive,Aerobic,8.63
STR_208,Pseudomonas,there,Negative,Facultative Anaerobe,4.85
STR_167,Streptococcus,from,Negative,Microaerophilic,8.97
STR_642,Bacillus,already,Negative,Microaerophilic,5.16
STR_408,Staphylococcus,west,Negative,Microaerophilic,3.09
STR_427,Streptococcus,data,Positive,Aerobic,1.9
