strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_112,Lactobacillus,well,Negative,Anaerobic,7.12
STR_860,Bacillus,across,Negative,Microaerophilic,2.91
STR_631,Clostridium,catch,Positive,Facultative Anaerobe,7.36
STR_563,Streptococcus,fight,Negative,Anaerobic,3.69
STR_447,Staphylococcus,recognize,Negative,Anaerobic,9.42
STR_947,Pseudomonas,seven,Positive,Anaerobic,7.91
STR_683,Pseudomonas,medical,Negative,Aerobic,8.11
STR_264,Pseudomonas,their,Positive,Aerobic,1.52
STR_716,Lactobacillus,commercial,Positive,Anaerobic,6.66
STR_683,Pseudomonas,character,Positive,Aerobic,2.94
STR_495,Streptococcus,study,Positive,Facultative Anaerobe,5.35
STR_896,Lactobacillus,budget,Negative,Facultative Anaerobe,7.67
STR_630,Lactobacillus,interesting,Positive,Aerobic,5.88
STR_814,Bacillus,plant,Positive,Anaerobic,7.43
STR_872,Lactobacillus,structure,Positive,Microaerophilic,7.27
STR_643,Streptococcus,hot,Negative,Anaerobic,9.59
STR_336,Staphylococcus,force,Negative,Aerobic,1.96
STR_973,Staphylococcus,military,Negative,Microaerophilic,5.62
STR_491,Streptococcus,site,Negative,Facultative Anaerobe,5.9
STR_478,Pseudomonas,Republican,Positive,Microaerophilic,3.86
STR_540,Streptococcus,even,Positive,Microaerophilic,0.57
STR_241,Pseudomonas,sport,Positive,Aerobic,9.96
STR_831,Pseudomonas,capital,Positive,Aerobic,7.05
STR_325,Staphylococcus,significant,Positive,Facultative Anaerobe,0.85
STR_360,Streptococcus,because,Positive,Facultative Anaerobe,7.29
STR_286,Staphylococcus,explain,Negative,Microaerophilic,5.38
STR_691,Lactobacillus,travel,Positive,Aerobic,5.66
STR_971,Pseudomonas,with,Positive,Facultative Anaerobe,2.39
STR_847,Streptococcus,relate,Negative,Microaerophilic,2.46
STR_118,Clostridium,himself,Positive,Aerobic,1.27
STR_271,Lactobacillus,simply,Negative,Anaerobic,8.51
STR_951,Pseudomonas,hit,Negative,Microaerophilic,4.06
STR_217,Pseudomonas,speak,Positive,Microaerophilic,3.13
STR_564,Staphylococcus,oil,Negative,Aerobic,3.91
STR_466,Streptococcus,certainly,Positive,Anaerobic,9.39
STR_253,Clostridium,security,Positive,Facultative Anaerobe,2.69
STR_567,Clostridium,girl,Positive,Facultative Anaerobe,4.2
STR_730,Staphylococcus,itself,Positive,Anaerobic,1.23
STR_496,Streptococcus,movement,Negative,Microaerophilic,3.0
STR_475,Streptococcus,draw,Negative,Aerobic,8.94
