strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_206,Streptococcus,know,Negative,Anaerobic,2.51
STR_520,Staphylococcus,sister,Positive,Microaerophilic,5.37
STR_176,Pseudomonas,yourself,Negative,Microaerophilic,5.96
STR_540,Streptococcus,language,Negative,Facultative Anaerobe,4.98
STR_508,Bacillus,weight,Negative,Anaerobic,4.43
STR_347,Clostridium,go,Positive,Anaerobic,5.34
STR_917,Lactobacillus,hospital,Negative,Microaerophilic,4.8
STR_147,Streptococcus,reduce,Positive,Microaerophilic,8.65
STR_226,Lactobacillus,drive,Negative,Aerobic,8.62
STR_783,Pseudomonas,effect,Negative,Anaerobic,8.8
STR_603,Bacillus,evidence,Positive,Anaerobic,8.77
STR_990,Streptococcus,her,Negative,Anaerobic,1.62
STR_228,Staphylococcus,employee,Positive,Facultative Anaerobe,3.04
STR_225,Pseudomonas,team,Negative,Facultative Anaerobe,9.99
STR_496,Pseudomonas,according,Positive,Facultative Anaerobe,8.52
STR_901,Staphylococcus,mean,Negative,Facultative Anaerobe,0.53
STR_117,Lactobacillus,wear,Positive,Facultative Anaerobe,9.36
STR_906,Streptococcus,best,Negative,Anaerobic,7.49
STR_845,Streptococcus,close,Negative,Aerobic,4.26
STR_965,Lactobacillus,animal,Negative,Anaerobic,1.36
STR_797,Clostridium,half,Negative,Microaerophilic,7.83
STR_266,Lactobacillus,finally,Positive,Aerobic,8.87
STR_126,Staphylococcus,board,Positive,Facultative Anaerobe,5.85
STR_711,Clostridium,eat,Positive,Aerobic,7.55
STR_202,Streptococcus,staff,Positive,Aerobic,8.85
STR_695,Streptococcus,management,Negative,Microaerophilic,9.49
STR_544,Streptococcus,machine,Positive,Facultative Anaerobe,9.78
STR_226,Lactobacillus,voice,Positive,Anaerobic,6.65
STR_861,Bacillus,show,Negative,Facultative Anaerobe,1.27
STR_268,Bacillus,job,Negative,Facultative Anaerobe,2.1
STR_458,Pseudomonas,production,Positive,Aerobic,5.29
STR_333,Bacillus,lead,Positive,Aerobic,5.1
STR_887,Staphylococcus,resource,Negative,Facultative Anaerobe,4.91
STR_496,Clostridium,term,Negative,Facultative Anaerobe,9.02
STR_225,Pseudomonas,support,Positive,Anaerobic,8.53
STR_391,Clostridium,work,Negative,Anaerobic,7.09
STR_307,Clostridium,part,Negative,Anaerobic,6.45
STR_842,Lactobacillus,walk,Negative,Microaerophilic,8.43
STR_797,Streptococcus,hour,Negative,Microaerophilic,6.96
STR_392,Streptococcus,common,Positive,Microaerophilic,7.13
STR_417,Bacillus,standard,Negative,Aerobic,8.5
STR_303,Streptococcus,ask,Negative,Facultative Anaerobe,3.91
STR_542,Pseudomonas,fill,Positive,Facultative Anaerobe,1.0
STR_226,Bacillus,move,Positive,Facultative Anaerobe,8.5
STR_810,Lactobacillus,common,Negative,Microaerophilic,1.43
STR_623,Lactobacillus,wrong,Negative,Aerobic,9.06
STR_427,Pseudomonas,mind,Negative,Microaerophilic,4.84
STR_497,Clostridium,own,Positive,Anaerobic,0.75
STR_641,Pseudomonas,catch,Positive,Facultative Anaerobe,8.26
STR_391,Streptococcus,stuff,Positive,Aerobic,7.98
STR_656,Staphylococcus,effort,Positive,Facultative Anaerobe,8.13
STR_277,Lactobacillus,move,Negative,Anaerobic,3.88
STR_580,Pseudomonas,society,Negative,Anaerobic,6.13
STR_368,Pseudomonas,way,Negative,Microaerophilic,3.82
STR_254,Clostridium,order,Negative,Aerobic,3.82
STR_651,Bacillus,market,Positive,Aerobic,3.8
STR_766,Streptococcus,personal,Negative,Microaerophilic,8.6
STR_103,Staphylococcus,add,Negative,Facultative Anaerobe,7.06
STR_980,Pseudomonas,physical,Positive,Aerobic,3.45
STR_125,Bacillus,school,Negative,Facultative Anaerobe,6.8
STR_926,Streptococcus,admit,Negative,Facultative Anaerobe,4.97
STR_364,Clostridium,note,Negative,Facultative Anaerobe,9.36
STR_411,Pseudomonas,again,Positive,Aerobic,3.6
STR_272,Bacillus,near,Positive,Microaerophilic,0.61
STR_383,Bacillus,movie,Negative,Anaerobic,6.18
STR_621,Clostridium,world,Negative,Anaerobic,3.6
STR_836,Lactobacillus,quite,Negative,Microaerophilic,2.82
STR_443,Pseudomonas,class,Positive,Aerobic,7.41
STR_958,Pseudomonas,first,Negative,Aerobic,9.39
STR_529,Lactobacillus,section,Negative,Microaerophilic,6.5
STR_999,Bacillus,describe,Negative,Facultative Anaerobe,3.96
STR_440,Clostridium,look,Negative,Facultative Anaerobe,3.42
STR_186,Staphylococcus,however,Positive,Microaerophilic,0.75
STR_156,Lactobacillus,sister,Negative,Aerobic,8.2
STR_276,Bacillus,finish,Positive,Anaerobic,1.18
STR_236,Streptococcus,best,Positive,Anaerobic,4.21
STR_246,Bacillus,see,Negative,Microaerophilic,8.38
STR_835,Clostridium,arrive,Negative,Microaerophilic,1.32
STR_375,Clostridium,over,Negative,Microaerophilic,1.27
STR_883,Staphylococcus,another,Positive,Aerobic,3.97
STR_967,Clostridium,idea,Positive,Anaerobic,7.29
STR_885,Lactobacillus,citizen,Negative,Microaerophilic,8.13
STR_390,Lactobacillus,win,Negative,Aerobic,4.62
STR_958,Lactobacillus,war,Negative,Anaerobic,8.73
STR_726,Pseudomonas,role,Positive,Anaerobic,2.21
STR_167,Bacillus,generation,Positive,Facultative Anaerobe,3.11
STR_711,Lactobacillus,student,Positive,Microaerophilic,1.14
STR_151,Staphylococcus,physical,Negative,Aerobic,5.28
STR_158,Staphylococcus,follow,Positive,Microaerophilic,2.45
STR_269,Pseudomonas,toward,Negative,Facultative Anaerobe,5.27
STR_800,Streptococcus,pull,Negative,Aerobic,1.78
STR_654,Lactobacillus,his,Negative,Aerobic,9.54
STR_306,Pseudomonas,art,Positive,Anaerobic,7.9
STR_402,Bacillus,join,Negative,Facultative Anaerobe,3.72
STR_205,Lactobacillus,down,Positive,Microaerophilic,1.85
STR_872,Streptococcus,pattern,Positive,Facultative Anaerobe,5.25
STR_292,Bacillus,point,Positive,Facultative Anaerobe,9.56
STR_440,Pseudomonas,record,Positive,Anaerobic,7.08
STR_732,Streptococcus,room,Negative,Anaerobic,9.16
STR_568,Pseudomonas,research,Negative,Aerobic,7.12
STR_584,Lactobacillus,power,Negative,Microaerophilic,3.97
STR_418,Pseudomonas,always,Negative,Microaerophilic,7.72
STR_123,Pseudomonas,music,Positive,Aerobic,5.67
STR_308,Lactobacillus,view,Positive,Facultative Anaerobe,4.06
STR_351,Streptococcus,entire,Positive,Anaerobic,5.66
STR_195,Bacillus,Mrs,Negative,Facultative Anaerobe,4.96
STR_501,Clostridium,learn,Positive,Aerobic,9.64
STR_333,Pseudomonas,growth,Positive,Aerobic,9.15
STR_581,Bacillus,head,Positive,Facultative Anaerobe,3.4
STR_847,Bacillus,toward,Negative,Facultative Anaerobe,3.85
STR_332,Clostridium,happy,Positive,Anaerobic,1.84
STR_628,Clostridium,democratic,Positive,Aerobic,9.13
STR_290,Streptococcus,police,Negative,Anaerobic,7.21
STR_373,Staphylococcus,bar,Positive,Aerobic,5.87
STR_343,Lactobacillus,nearly,Positive,Microaerophilic,5.58
STR_653,Clostridium,home,Positive,Anaerobic,0.82
STR_220,Staphylococcus,lot,Negative,Microaerophilic,7.8
STR_719,Bacillus,those,Negative,Aerobic,7.65
STR_786,Streptococcus,with,Positive,Anaerobic,5.87
STR_198,Staphylococcus,address,Positive,Aerobic,3.04
STR_820,Bacillus,customer,Positive,Aerobic,5.08
STR_675,Bacillus,more,Negative,Microaerophilic,4.99
STR_417,Clostridium,truth,Negative,Anaerobic,1.53
STR_556,Bacillus,agency,Positive,Facultative Anaerobe,6.73
STR_427,Lactobacillus,news,Positive,Anaerobic,5.02
STR_536,Staphylococcus,outside,Positive,Facultative Anaerobe,1.55
STR_528,Streptococcus,particular,Positive,Facultative Anaerobe,1.67
STR_217,Bacillus,building,Positive,Facultative Anaerobe,0.71
STR_381,Lactobacillus,power,Negative,Microaerophilic,4.57
STR_697,Pseudomonas,dark,Positive,Anaerobic,9.72
STR_600,Lactobacillus,common,Positive,Aerobic,4.89
STR_656,Staphylococcus,best,Positive,Microaerophilic,3.85
STR_414,Bacillus,entire,Positive,Facultative Anaerobe,6.05
STR_367,Staphylococcus,mind,Negative,Anaerobic,9.23
STR_861,Streptococcus,strong,Positive,Anaerobic,8.53
STR_413,Staphylococcus,this,Positive,Anaerobic,7.4
STR_208,Clostridium,head,Negative,Facultative Anaerobe,1.31
STR_206,Pseudomonas,difference,Positive,Facultative Anaerobe,6.9
STR_788,Clostridium,issue,Positive,Microaerophilic,4.65
STR_736,Bacillus,network,Positive,Anaerobic,6.21
STR_662,Staphylococcus,beautiful,Positive,Microaerophilic,5.81
STR_266,Lactobacillus,quickly,Negative,Microaerophilic,3.5
STR_568,Staphylococcus,provide,Positive,Microaerophilic,2.67
STR_804,Pseudomonas,travel,Positive,Anaerobic,0.56
STR_457,Pseudomonas,major,Positive,Aerobic,8.89
STR_422,Staphylococcus,approach,Negative,Facultative Anaerobe,2.67
STR_402,Staphylococcus,contain,Negative,Aerobic,5.74
STR_109,Lactobacillus,current,Positive,Anaerobic,9.26
STR_327,Staphylococcus,use,Negative,Anaerobic,2.64
STR_625,Staphylococcus,west,Positive,Facultative Anaerobe,7.92
STR_768,Staphylococcus,field,Positive,Aerobic,9.61
STR_470,Streptococcus,company,Negative,Aerobic,6.31
STR_649,Staphylococcus,as,Negative,Anaerobic,9.47
STR_784,Clostridium,along,Negative,Facultative Anaerobe,9.14
STR_751,Staphylococcus,sister,Negative,Microaerophilic,9.67
STR_172,Streptococcus,current,Positive,Aerobic,3.21
STR_581,Pseudomonas,music,Negative,Aerobic,9.37
STR_317,Streptococcus,different,Positive,Anaerobic,9.26
STR_665,Bacillus,woman,Positive,Anaerobic,8.4
STR_180,Staphylococcus,up,Positive,Aerobic,6.59
STR_653,Streptococcus,most,Negative,Facultative Anaerobe,5.21
STR_165,Lactobacillus,woman,Negative,Facultative Anaerobe,2.31
STR_760,Clostridium,imagine,Negative,Microaerophilic,3.4
STR_879,Streptococcus,meet,Positive,Microaerophilic,2.66
STR_653,Pseudomonas,also,Negative,Anaerobic,8.86
STR_855,Pseudomonas,create,Negative,Microaerophilic,9.02
STR_386,Pseudomonas,pattern,Negative,Aerobic,2.89
STR_613,Pseudomonas,character,Negative,Aerobic,0.75
STR_488,Pseudomonas,defense,Positive,Facultative Anaerobe,3.32
STR_941,Lactobacillus,probably,Positive,Anaerobic,8.4
STR_485,Lactobacillus,serious,Negative,Aerobic,0.98
STR_430,Bacillus,office,Positive,Anaerobic,1.16
STR_589,Lactobacillus,father,Negative,Facultative Anaerobe,3.56
STR_412,Lactobacillus,discuss,Positive,Aerobic,1.49
STR_417,Clostridium,success,Negative,Aerobic,4.9
STR_809,Bacillus,nature,Positive,Facultative Anaerobe,1.4
STR_165,Lactobacillus,better,Positive,Aerobic,5.5
STR_927,Staphylococcus,give,Negative,Microaerophilic,8.18
STR_358,Pseudomonas,huge,Positive,Microaerophilic,9.96
STR_471,Clostridium,and,Positive,Aerobic,6.44
STR_484,Streptococcus,task,Negative,Microaerophilic,6.8
STR_787,Streptococcus,food,Positive,Microaerophilic,7.78
STR_359,Staphylococcus,choose,Positive,Aerobic,6.3
STR_216,Staphylococcus,present,Positive,Microaerophilic,9.48
STR_863,Pseudomonas,material,Positive,Facultative Anaerobe,2.24
STR_992,Lactobacillus,property,Positive,Facultative Anaerobe,4.0
STR_664,Bacillus,likely,Positive,Microaerophilic,3.34
STR_920,Streptococcus,plan,Positive,Aerobic,6.3
STR_881,Bacillus,their,Positive,Microaerophilic,6.01
STR_110,Staphylococcus,phone,Positive,Anaerobic,4.82
STR_412,Bacillus,next,Negative,Aerobic,1.22
STR_431,Bacillus,identify,Positive,Microaerophilic,8.26
STR_283,Streptococcus,every,Positive,Aerobic,7.15
STR_344,Clostridium,cultural,Positive,Anaerobic,6.91
STR_164,Bacillus,explain,Positive,Aerobic,4.44
STR_183,Streptococcus,hand,Positive,Anaerobic,7.32
STR_810,Staphylococcus,argue,Negative,Anaerobic,3.66
STR_917,Lactobacillus,represent,Positive,Anaerobic,3.06
STR_752,Staphylococcus,media,Negative,Anaerobic,7.47
STR_154,Bacillus,know,Positive,Microaerophilic,5.17
