strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_615,Staphylococcus,career,Negative,Microaerophilic,8.79
STR_922,Streptococcus,determine,Positive,Microaerophilic,1.43
STR_231,Staphylococcus,admit,Positive,Aerobic,3.77
STR_517,Staphylococcus,himself,Positive,Aerobic,9.6
STR_500,Bacillus,address,Negative,Aerobic,5.63
STR_610,Bacillus,production,Positive,Aerobic,9.16
STR_674,Staphylococcus,market,Negative,Anaerobic,7.6
STR_561,Pseudomonas,visit,Positive,Aerobic,9.25
STR_516,Streptococcus,detail,Positive,Aerobic,6.82
STR_989,Lactobacillus,region,Positive,Anaerobic,2.18
STR_447,Bacillus,practice,Negative,Anaerobic,9.61
STR_212,Bacillus,participant,Positive,Facultative Anaerobe,3.89
STR_882,Pseudomonas,audience,Negative,Aerobic,4.79
STR_310,Pseudomonas,include,Negative,Microaerophilic,3.72
STR_891,Staphylococcus,article,Positive,Microaerophilic,5.13
STR_613,Bacillus,Congress,Negative,Aerobic,3.69
STR_891,Lactobacillus,performance,Negative,Aerobic,7.93
STR_514,Pseudomonas,new,Negative,Facultative Anaerobe,9.77
STR_723,Streptococcus,threat,Negative,Microaerophilic,1.35
STR_604,Streptococcus,today,Positive,Facultative Anaerobe,7.51
STR_931,Streptococcus,however,Positive,Facultative Anaerobe,3.72
STR_807,Bacillus,amount,Negative,Microaerophilic,5.11
STR_468,Pseudomonas,set,Negative,Microaerophilic,1.63
STR_887,Lactobacillus,although,Positive,Facultative Anaerobe,2.97
STR_184,Streptococcus,his,Negative,Microaerophilic,5.21
STR_474,Streptococcus,society,Negative,Microaerophilic,7.59
STR_788,Bacillus,compare,Positive,Aerobic,2.51
STR_237,Staphylococcus,direction,Positive,Microaerophilic,4.98
STR_402,Clostridium,nearly,Negative,Aerobic,8.05
STR_639,Staphylococcus,establish,Positive,Aerobic,6.75
STR_128,Streptococcus,investment,Positive,Anaerobic,7.97
STR_914,Clostridium,find,Positive,Aerobic,6.44
STR_707,Streptococcus,marriage,Positive,Facultative Anaerobe,8.11
STR_575,Bacillus,kind,Negative,Aerobic,0.82
STR_589,Staphylococcus,board,Negative,Microaerophilic,8.25
STR_389,Clostridium,senior,Positive,Microaerophilic,9.36
STR_188,Staphylococcus,second,Positive,Anaerobic,4.81
STR_127,Bacillus,amount,Negative,Facultative Anaerobe,2.26
STR_739,Bacillus,health,Negative,Aerobic,0.64
STR_306,Staphylococcus,piece,Positive,Microaerophilic,6.05
STR_642,Staphylococcus,nor,Positive,Aerobic,6.51
STR_607,Bacillus,pressure,Negative,Microaerophilic,9.24
STR_420,Bacillus,win,Positive,Anaerobic,3.1
STR_972,Pseudomonas,institution,Positive,Microaerophilic,0.75
STR_966,Clostridium,rate,Negative,Facultative Anaerobe,3.7
STR_488,Staphylococcus,third,Positive,Microaerophilic,6.06
STR_358,Clostridium,position,Positive,Microaerophilic,6.95
STR_530,Lactobacillus,to,Positive,Anaerobic,7.88
STR_918,Pseudomonas,group,Negative,Anaerobic,5.43
STR_585,Lactobacillus,decade,Positive,Anaerobic,3.67
STR_791,Staphylococcus,court,Positive,Microaerophilic,6.43
STR_801,Pseudomonas,lead,Negative,Microaerophilic,5.46
STR_627,Bacillus,night,Negative,Aerobic,3.67
STR_750,Streptococcus,letter,Positive,Facultative Anaerobe,0.55
STR_451,Staphylococcus,well,Positive,Microaerophilic,7.14
STR_294,Bacillus,something,Positive,Facultative Anaerobe,6.53
STR_462,Pseudomonas,apply,Negative,Aerobic,3.07
STR_496,Staphylococcus,onto,Positive,Anaerobic,6.27
STR_588,Staphylococcus,single,Positive,Anaerobic,7.28
STR_596,Clostridium,city,Negative,Facultative Anaerobe,7.95
STR_502,Staphylococcus,practice,Positive,Aerobic,7.82
STR_215,Pseudomonas,this,Positive,Anaerobic,4.96
STR_728,Streptococcus,performance,Negative,Microaerophilic,6.83
STR_870,Staphylococcus,tonight,Negative,Facultative Anaerobe,6.89
STR_123,Pseudomonas,very,Positive,Microaerophilic,2.19
STR_340,Staphylococcus,school,Positive,Anaerobic,8.17
STR_899,Streptococcus,capital,Positive,Anaerobic,8.74
STR_182,Streptococcus,expect,Positive,Aerobic,6.43
STR_529,Streptococcus,feeling,Negative,Anaerobic,9.18
STR_454,Streptococcus,trip,Positive,Facultative Anaerobe,1.78
STR_659,Lactobacillus,green,Negative,Microaerophilic,1.86
STR_979,Clostridium,nearly,Positive,Facultative Anaerobe,9.48
STR_169,Bacillus,arm,Negative,Aerobic,4.12
STR_327,Bacillus,test,Negative,Anaerobic,2.36
STR_235,Staphylococcus,mention,Negative,Microaerophilic,8.59
STR_290,Lactobacillus,time,Positive,Aerobic,7.57
STR_599,Streptococcus,meet,Negative,Facultative Anaerobe,9.61
STR_437,Streptococcus,employee,Positive,Microaerophilic,2.51
STR_349,Pseudomonas,serve,Positive,Facultative Anaerobe,5.77
STR_471,Clostridium,stock,Positive,Aerobic,4.14
STR_936,Bacillus,when,Negative,Facultative Anaerobe,8.57
STR_890,Lactobacillus,national,Negative,Microaerophilic,8.2
STR_164,Staphylococcus,mouth,Positive,Anaerobic,7.11
STR_612,Bacillus,stand,Negative,Microaerophilic,4.27
STR_192,Streptococcus,do,Negative,Facultative Anaerobe,7.26
STR_394,Pseudomonas,so,Positive,Microaerophilic,4.8
STR_319,Bacillus,affect,Negative,Anaerobic,8.61
STR_449,Lactobacillus,begin,Positive,Microaerophilic,6.21
STR_517,Pseudomonas,later,Negative,Microaerophilic,3.77
STR_445,Bacillus,at,Negative,Aerobic,7.81
STR_277,Streptococcus,society,Positive,Microaerophilic,6.28
STR_431,Pseudomonas,doctor,Negative,Aerobic,2.52
STR_697,Pseudomonas,avoid,Positive,Facultative Anaerobe,8.64
STR_178,Lactobacillus,central,Positive,Facultative Anaerobe,5.88
STR_855,Streptococcus,then,Negative,Microaerophilic,7.16
STR_764,Lactobacillus,reduce,Positive,Microaerophilic,6.69
STR_404,Lactobacillus,dinner,Negative,Anaerobic,4.91
STR_605,Clostridium,science,Positive,Aerobic,6.56
STR_988,Staphylococcus,wish,Negative,Anaerobic,2.45
STR_827,Bacillus,song,Negative,Aerobic,0.82
STR_853,Bacillus,what,Positive,Microaerophilic,2.88
STR_184,Streptococcus,couple,Positive,Aerobic,7.96
STR_256,Staphylococcus,though,Negative,Microaerophilic,5.15
