strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_100,Streptococcus,blood,Positive,Facultative Anaerobe,8.43
STR_144,Lactobacillus,American,Negative,Facultative Anaerobe,7.47
STR_308,Clostridium,treatment,Positive,Microaerophilic,1.72
STR_293,Staphylococcus,age,Negative,Microaerophilic,4.41
STR_605,Lactobacillus,work,Negative,Microaerophilic,4.17
STR_458,Lactobacillus,worry,Negative,Facultative Anaerobe,9.71
STR_282,Bacillus,industry,Negative,Aerobic,9.77
STR_583,Streptococcus,Republican,Negative,Microaerophilic,9.12
STR_644,Staphylococcus,administration,Positive,Microaerophilic,2.55
STR_666,Pseudomonas,expert,Negative,Microaerophilic,5.96
STR_432,Bacillus,factor,Positive,Facultative Anaerobe,6.43
STR_252,Pseudomonas,team,Positive,Aerobic,4.82
STR_415,Staphylococcus,baby,Positive,Facultative Anaerobe,7.06
STR_844,Pseudomonas,remain,Positive,Microaerophilic,1.31
STR_107,Lactobacillus,recent,Negative,Microaerophilic,2.33
STR_158,Pseudomonas,open,Negative,Facultative Anaerobe,7.27
STR_664,Staphylococcus,then,Negative,Aerobic,1.3
STR_183,Clostridium,attack,Positive,Anaerobic,5.9
STR_295,Pseudomonas,mean,Positive,Anaerobic,2.59
STR_359,Bacillus,anything,Negative,Facultative Anaerobe,0.88
STR_745,Staphylococcus,edge,Positive,Aerobic,1.67
STR_775,Lactobacillus,serious,Positive,Anaerobic,8.24
STR_319,Lactobacillus,join,Negative,Microaerophilic,9.59
STR_172,Lactobacillus,onto,Positive,Anaerobic,4.26
STR_923,Streptococcus,parent,Negative,Facultative Anaerobe,0.82
STR_545,Staphylococcus,the,Negative,Aerobic,0.84
STR_821,Bacillus,visit,Negative,Microaerophilic,7.31
STR_845,Bacillus,whose,Positive,Aerobic,8.34
STR_473,Streptococcus,fill,Negative,Aerobic,5.95
STR_719,Pseudomonas,gun,Positive,Anaerobic,9.93
STR_242,Staphylococcus,write,Positive,Aerobic,9.35
STR_952,Streptococcus,report,Positive,Anaerobic,0.98
STR_562,Bacillus,as,Negative,Microaerophilic,7.54
STR_390,Bacillus,early,Negative,Anaerobic,9.47
STR_462,Clostridium,soon,Positive,Aerobic,7.37
STR_452,Lactobacillus,seat,Positive,Facultative Anaerobe,0.61
STR_564,Pseudomonas,because,Negative,Microaerophilic,6.15
STR_604,Bacillus,majority,Negative,Aerobic,4.35
STR_569,Pseudomonas,friend,Positive,Microaerophilic,2.42
STR_766,Streptococcus,important,Positive,Microaerophilic,1.55
STR_248,Streptococcus,administration,Positive,Anaerobic,5.74
STR_909,Clostridium,small,Negative,Microaerophilic,8.95
STR_838,Lactobacillus,never,Negative,Aerobic,5.02
STR_232,Streptococcus,any,Negative,Facultative Anaerobe,8.7
STR_401,Bacillus,management,Negative,Aerobic,1.48
STR_728,Pseudomonas,find,Positive,Anaerobic,8.27
STR_108,Staphylococcus,I,Negative,Aerobic,9.76
STR_435,Bacillus,approach,Positive,Aerobic,2.65
STR_858,Bacillus,compare,Negative,Facultative Anaerobe,8.14
STR_742,Bacillus,term,Negative,Facultative Anaerobe,5.88
STR_737,Lactobacillus,heart,Negative,Microaerophilic,4.24
STR_799,Clostridium,street,Positive,Anaerobic,2.57
STR_251,Clostridium,time,Negative,Microaerophilic,3.21
STR_646,Clostridium,human,Negative,Facultative Anaerobe,5.76
STR_659,Staphylococcus,to,Negative,Aerobic,3.76
STR_516,Lactobacillus,public,Positive,Microaerophilic,1.24
STR_190,Clostridium,difficult,Negative,Microaerophilic,6.27
STR_766,Lactobacillus,a,Positive,Aerobic,6.6
STR_235,Lactobacillus,sense,Positive,Aerobic,0.56
STR_394,Staphylococcus,site,Positive,Facultative Anaerobe,1.16
STR_638,Pseudomonas,detail,Positive,Anaerobic,9.42
STR_188,Clostridium,produce,Negative,Aerobic,3.02
STR_585,Streptococcus,or,Positive,Anaerobic,4.5
STR_315,Streptococcus,size,Positive,Microaerophilic,5.22
STR_104,Pseudomonas,level,Negative,Aerobic,1.18
STR_197,Streptococcus,recent,Negative,Microaerophilic,9.68
STR_669,Staphylococcus,play,Negative,Facultative Anaerobe,7.27
STR_364,Staphylococcus,continue,Positive,Facultative Anaerobe,2.05
STR_229,Lactobacillus,speech,Negative,Aerobic,5.73
STR_450,Staphylococcus,continue,Negative,Aerobic,9.4
STR_861,Clostridium,me,Negative,Facultative Anaerobe,7.59
STR_979,Pseudomonas,rest,Positive,Aerobic,6.85
STR_858,Bacillus,war,Negative,Aerobic,2.08
STR_572,Streptococcus,sport,Positive,Anaerobic,5.65
STR_314,Bacillus,heart,Negative,Anaerobic,7.29
STR_424,Pseudomonas,could,Negative,Microaerophilic,7.89
STR_641,Clostridium,so,Negative,Microaerophilic,0.62
STR_712,Clostridium,detail,Negative,Microaerophilic,5.47
STR_619,Clostridium,she,Negative,Microaerophilic,4.06
STR_104,Bacillus,speak,Positive,Facultative Anaerobe,8.84
STR_156,Clostridium,fish,Positive,Anaerobic,3.75
STR_109,Pseudomonas,worker,Positive,Aerobic,8.82
STR_766,Lactobacillus,list,Positive,Aerobic,2.01
STR_275,Staphylococcus,lay,Positive,Anaerobic,3.93
STR_117,Staphylococcus,business,Positive,Facultative Anaerobe,0.61
STR_954,Bacillus,article,Positive,Anaerobic,4.99
STR_819,Lactobacillus,seat,Positive,Facultative Anaerobe,7.12
STR_706,Bacillus,defense,Negative,Aerobic,6.05
STR_332,Streptococcus,market,Positive,Aerobic,6.58
STR_919,Pseudomonas,country,Positive,Aerobic,5.49
STR_961,Streptococcus,second,Positive,Anaerobic,9.75
STR_737,Pseudomonas,this,Positive,Aerobic,9.98
STR_491,Staphylococcus,possible,Negative,Anaerobic,0.9
STR_490,Clostridium,serious,Positive,Anaerobic,8.39
STR_365,Clostridium,visit,Positive,Aerobic,6.37
STR_698,Clostridium,drop,Positive,Microaerophilic,8.39
STR_761,Staphylococcus,cold,Negative,Aerobic,4.01
STR_387,Clostridium,speech,Negative,Microaerophilic,4.12
STR_747,Pseudomonas,pretty,Negative,Facultative Anaerobe,8.38
STR_219,Bacillus,step,Negative,Anaerobic,4.09
STR_805,Lactobacillus,suddenly,Negative,Microaerophilic,6.92
STR_389,Bacillus,consumer,Negative,Facultative Anaerobe,4.64
STR_351,Clostridium,show,Positive,Anaerobic,0.82
STR_965,Lactobacillus,body,Positive,Microaerophilic,0.72
STR_106,Bacillus,fact,Negative,Anaerobic,0.5
STR_780,Pseudomonas,morning,Negative,Aerobic,5.36
STR_714,Streptococcus,watch,Positive,Microaerophilic,7.09
STR_217,Pseudomonas,feeling,Negative,Anaerobic,4.91
STR_295,Staphylococcus,professional,Positive,Facultative Anaerobe,5.03
STR_938,Bacillus,message,Negative,Microaerophilic,5.26
STR_140,Staphylococcus,Mrs,Positive,Anaerobic,4.3
STR_438,Streptococcus,join,Positive,Aerobic,4.26
STR_807,Staphylococcus,force,Positive,Facultative Anaerobe,7.56
STR_523,Pseudomonas,actually,Negative,Aerobic,2.73
STR_705,Streptococcus,nature,Negative,Facultative Anaerobe,9.19
STR_465,Staphylococcus,break,Negative,Facultative Anaerobe,4.82
STR_365,Lactobacillus,land,Negative,Facultative Anaerobe,0.64
STR_781,Staphylococcus,garden,Positive,Anaerobic,6.5
STR_670,Bacillus,mouth,Negative,Anaerobic,2.02
STR_861,Streptococcus,particular,Negative,Anaerobic,7.23
STR_527,Lactobacillus,side,Positive,Aerobic,1.69
STR_612,Lactobacillus,smile,Negative,Anaerobic,8.52
STR_241,Pseudomonas,wall,Positive,Anaerobic,5.7
STR_888,Staphylococcus,detail,Negative,Aerobic,8.31
STR_829,Bacillus,visit,Negative,Microaerophilic,4.28
STR_630,Staphylococcus,usually,Positive,Facultative Anaerobe,3.01
STR_597,Bacillus,company,Positive,Anaerobic,5.79
STR_692,Streptococcus,just,Positive,Anaerobic,6.13
