strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_474,Streptococcus,group,Positive,Facultative Anaerobe,9.76
STR_937,Pseudomonas,enjoy,Positive,Anaerobic,5.5
STR_355,Bacillus,ground,Positive,Microaerophilic,7.25
STR_471,Pseudomonas,style,Positive,Microaerophilic,8.97
STR_255,Clostridium,usually,Positive,Microaerophilic,9.3
STR_283,Streptococcus,strategy,Negative,Anaerobic,2.78
STR_450,Streptococcus,foreign,Positive,Anaerobic,3.91
STR_169,Clostridium,about,Negative,Aerobic,1.96
STR_845,Bacillus,wonder,Positive,Facultative Anaerobe,7.99
STR_692,Bacillus,onto,Negative,Anaerobic,0.7
STR_504,Lactobacillus,civil,Positive,Anaerobic,4.28
STR_973,Pseudomonas,road,Positive,Microaerophilic,1.2
STR_777,Clostridium,her,Positive,Aerobic,1.14
STR_306,Clostridium,brother,Negative,Microaerophilic,7.87
STR_332,Lactobacillus,population,Positive,Aerobic,0.6
STR_282,Bacillus,more,Positive,Aerobic,4.26
STR_869,Bacillus,store,Positive,Microaerophilic,6.33
STR_809,Lactobacillus,religious,Negative,Aerobic,6.71
STR_443,Lactobacillus,attack,Negative,Aerobic,4.72
STR_265,Streptococcus,success,Positive,Anaerobic,4.54
STR_915,Bacillus,despite,Negative,Facultative Anaerobe,6.62
STR_310,Streptococcus,with,Negative,Anaerobic,7.74
STR_318,Streptococcus,fine,Positive,Anaerobic,8.98
STR_816,Pseudomonas,director,Negative,Facultative Anaerobe,6.17
STR_232,Clostridium,rule,Positive,Microaerophilic,9.33
STR_544,Staphylococcus,last,Negative,Facultative Anaerobe,2.1
STR_526,Pseudomonas,wait,Negative,Microaerophilic,9.92
STR_505,Clostridium,lose,Positive,Aerobic,6.15
STR_651,Clostridium,particularly,Positive,Microaerophilic,9.57
STR_848,Lactobacillus,debate,Positive,Anaerobic,3.44
STR_825,Streptococcus,should,Positive,Facultative Anaerobe,8.33
STR_286,Staphylococcus,discuss,Negative,Facultative Anaerobe,9.91
STR_786,Clostridium,find,Positive,Anaerobic,3.57
STR_166,Clostridium,certainly,Positive,Anaerobic,2.38
STR_434,Pseudomonas,reflect,Positive,Facultative Anaerobe,3.66
STR_687,Lactobacillus,economy,Negative,Aerobic,8.95
STR_591,Staphylococcus,life,Negative,Facultative Anaerobe,9.83
STR_191,Lactobacillus,quality,Negative,Microaerophilic,1.1
STR_118,Staphylococcus,hour,Negative,Microaerophilic,8.73
STR_282,Pseudomonas,financial,Negative,Anaerobic,7.64
STR_106,Clostridium,bad,Negative,Aerobic,7.3
STR_509,Staphylococcus,role,Negative,Facultative Anaerobe,9.04
STR_320,Streptococcus,affect,Positive,Anaerobic,3.84
STR_704,Pseudomonas,indeed,Positive,Microaerophilic,6.56
STR_164,Clostridium,protect,Positive,Facultative Anaerobe,7.66
STR_839,Staphylococcus,available,Positive,Microaerophilic,9.12
STR_424,Staphylococcus,theory,Negative,Facultative Anaerobe,6.31
STR_601,Streptococcus,specific,Positive,Facultative Anaerobe,9.53
STR_143,Staphylococcus,happy,Negative,Facultative Anaerobe,1.01
STR_504,Bacillus,interesting,Positive,Microaerophilic,4.71
STR_390,Bacillus,war,Negative,Anaerobic,3.86
STR_342,Pseudomonas,production,Negative,Anaerobic,2.95
STR_431,Clostridium,professor,Positive,Aerobic,7.95
STR_388,Streptococcus,book,Positive,Anaerobic,1.29
STR_435,Bacillus,item,Negative,Facultative Anaerobe,6.14
STR_595,Pseudomonas,single,Positive,Microaerophilic,5.2
STR_683,Clostridium,box,Positive,Microaerophilic,2.64
STR_385,Lactobacillus,under,Positive,Aerobic,3.88
STR_821,Clostridium,animal,Negative,Microaerophilic,7.65
STR_727,Lactobacillus,relate,Positive,Facultative Anaerobe,5.34
STR_845,Pseudomonas,visit,Negative,Microaerophilic,9.88
STR_939,Clostridium,somebody,Negative,Microaerophilic,0.56
STR_655,Lactobacillus,within,Positive,Anaerobic,7.79
STR_559,Lactobacillus,federal,Negative,Facultative Anaerobe,4.82
STR_406,Lactobacillus,development,Positive,Facultative Anaerobe,7.78
STR_900,Bacillus,car,Positive,Anaerobic,1.95
STR_357,Pseudomonas,huge,Positive,Aerobic,0.96
STR_687,Pseudomonas,walk,Positive,Microaerophilic,9.05
STR_554,Clostridium,reach,Positive,Aerobic,7.69
STR_144,Staphylococcus,game,Negative,Anaerobic,5.24
STR_677,Bacillus,water,Positive,Microaerophilic,8.69
STR_602,Streptococcus,anything,Positive,Facultative Anaerobe,7.64
STR_839,Staphylococcus,wrong,Positive,Anaerobic,6.26
STR_500,Clostridium,carry,Positive,Microaerophilic,7.95
STR_611,Staphylococcus,project,Positive,Aerobic,7.2
STR_656,Pseudomonas,another,Positive,Aerobic,7.97
STR_993,Clostridium,certainly,Positive,Facultative Anaerobe,0.72
STR_176,Clostridium,exist,Negative,Microaerophilic,2.11
STR_644,Bacillus,dog,Positive,Anaerobic,5.35
STR_991,Clostridium,bar,Negative,Aerobic,9.28
STR_410,Clostridium,age,Negative,Facultative Anaerobe,9.36
STR_342,Pseudomonas,man,Positive,Anaerobic,7.74
STR_973,Clostridium,view,Positive,Anaerobic,2.34
STR_627,Bacillus,evidence,Positive,Anaerobic,0.78
STR_190,Pseudomonas,item,Negative,Facultative Anaerobe,2.06
STR_658,Streptococcus,couple,Positive,Facultative Anaerobe,5.32
STR_429,Streptococcus,chance,Positive,Aerobic,7.05
STR_201,Bacillus,full,Positive,Anaerobic,9.66
STR_850,Lactobacillus,know,Negative,Aerobic,3.44
STR_659,Lactobacillus,seven,Positive,Aerobic,5.49
STR_802,Streptococcus,unit,Positive,Facultative Anaerobe,8.57
STR_726,Streptococcus,blue,Negative,Aerobic,7.31
STR_335,Clostridium,pick,Negative,Aerobic,9.45
STR_193,Clostridium,kind,Positive,Microaerophilic,8.08
STR_412,Bacillus,chair,Negative,Anaerobic,5.75
STR_327,Staphylococcus,figure,Negative,Aerobic,6.29
STR_798,Streptococcus,measure,Positive,Aerobic,2.45
STR_844,Pseudomonas,partner,Negative,Anaerobic,6.76
STR_402,Staphylococcus,door,Positive,Anaerobic,4.52
STR_478,Bacillus,purpose,Positive,Facultative Anaerobe,7.85
STR_623,Bacillus,follow,Negative,Microaerophilic,5.62
STR_926,Lactobacillus,then,Positive,Microaerophilic,9.23
STR_343,Clostridium,accept,Negative,Aerobic,1.22
STR_446,Clostridium,bed,Negative,Microaerophilic,6.86
STR_908,Clostridium,similar,Positive,Aerobic,8.59
STR_217,Staphylococcus,radio,Negative,Anaerobic,5.29
STR_392,Bacillus,majority,Negative,Facultative Anaerobe,1.56
STR_384,Streptococcus,list,Positive,Anaerobic,8.98
STR_236,Staphylococcus,spring,Negative,Anaerobic,9.77
STR_766,Lactobacillus,cold,Negative,Aerobic,6.62
STR_650,Clostridium,this,Positive,Anaerobic,4.17
STR_789,Streptococcus,similar,Negative,Facultative Anaerobe,1.82
STR_895,Clostridium,information,Positive,Aerobic,6.05
STR_179,Clostridium,clear,Negative,Facultative Anaerobe,1.81
STR_650,Staphylococcus,purpose,Positive,Facultative Anaerobe,3.93
STR_956,Lactobacillus,series,Negative,Microaerophilic,3.18
STR_897,Staphylococcus,city,Negative,Aerobic,5.57
STR_839,Staphylococcus,oil,Negative,Aerobic,7.3
STR_773,Streptococcus,bag,Positive,Aerobic,4.84
STR_449,Pseudomonas,share,Positive,Anaerobic,2.41
STR_253,Clostridium,special,Negative,Facultative Anaerobe,8.45
STR_983,Lactobacillus,attorney,Negative,Anaerobic,2.16
STR_836,Lactobacillus,particularly,Positive,Microaerophilic,6.98
