strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_355,Clostridium,country,Negative,Facultative Anaerobe,6.69
STR_690,Bacillus,notice,Positive,Microaerophilic,6.71
STR_532,Streptococcus,may,Negative,Microaerophilic,6.53
STR_436,Bacillus,about,Negative,Facultative Anaerobe,3.81
STR_923,Streptococcus,suggest,Negative,Anaerobic,7.89
STR_433,Pseudomonas,rock,Negative,Anaerobic,4.67
STR_859,Bacillus,road,Positive,Aerobic,1.77
STR_349,Streptococcus,ever,Positive,Aerobic,3.37
STR_679,Staphylococcus,court,Negative,Anaerobic,2.1
STR_840,Streptococcus,dark,Positive,Anaerobic,4.12
STR_438,Clostridium,recently,Positive,Microaerophilic,7.4
STR_367,Pseudomonas,person,Negative,Microaerophilic,6.0
STR_152,Staphylococcus,behind,Positive,Anaerobic,2.66
STR_402,Bacillus,thank,Positive,Microaerophilic,2.14
STR_215,Lactobacillus,recognize,Positive,Microaerophilic,2.25
STR_359,Staphylococcus,more,Negative,Anaerobic,3.01
STR_931,Streptococcus,road,Negative,Facultative Anaerobe,7.32
STR_908,Pseudomonas,spend,Negative,Facultative Anaerobe,2.3
STR_456,Pseudomonas,road,Positive,Anaerobic,1.8
STR_793,Streptococcus,center,Negative,Facultative Anaerobe,9.86
STR_834,Lactobacillus,college,Positive,Anaerobic,2.9
STR_201,Staphylococcus,street,Negative,Microaerophilic,8.37
STR_599,Pseudomonas,education,Negative,Microaerophilic,0.93
STR_940,Lactobacillus,individual,Negative,Microaerophilic,5.73
STR_806,Clostridium,color,Negative,Anaerobic,7.66
STR_780,Staphylococcus,important,Positive,Anaerobic,9.51
STR_507,Staphylococcus,trip,Negative,Microaerophilic,6.98
STR_246,Pseudomonas,study,Negative,Microaerophilic,5.55
STR_692,Pseudomonas,society,Positive,Aerobic,3.29
STR_583,Lactobacillus,seem,Positive,Facultative Anaerobe,2.01
STR_640,Clostridium,big,Positive,Anaerobic,5.87
STR_290,Pseudomonas,family,Positive,Microaerophilic,7.85
STR_943,Streptococcus,issue,Negative,Microaerophilic,6.31
STR_877,Pseudomonas,check,Negative,Facultative Anaerobe,9.23
STR_576,Clostridium,despite,Positive,Aerobic,9.12
STR_734,Bacillus,health,Negative,Aerobic,1.13
STR_906,Streptococcus,government,Positive,Microaerophilic,3.35
STR_492,Staphylococcus,heart,Positive,Microaerophilic,5.85
STR_668,Bacillus,anyone,Negative,Microaerophilic,4.16
STR_390,Pseudomonas,generation,Positive,Anaerobic,1.75
STR_950,Staphylococcus,shake,Negative,Facultative Anaerobe,1.15
STR_820,Staphylococcus,president,Negative,Aerobic,7.0
STR_551,Bacillus,everyone,Positive,Aerobic,2.12
STR_145,Streptococcus,door,Positive,Aerobic,7.65
STR_153,Clostridium,know,Negative,Facultative Anaerobe,3.4
STR_207,Clostridium,left,Negative,Anaerobic,2.39
STR_778,Lactobacillus,move,Negative,Facultative Anaerobe,4.29
STR_871,Clostridium,officer,Negative,Anaerobic,5.77
STR_195,Lactobacillus,early,Negative,Anaerobic,5.92
STR_732,Clostridium,town,Negative,Anaerobic,7.62
STR_322,Streptococcus,product,Negative,Anaerobic,2.5
STR_224,Lactobacillus,discussion,Negative,Microaerophilic,6.98
STR_364,Clostridium,ten,Negative,Facultative Anaerobe,6.09
STR_125,Lactobacillus,different,Negative,Aerobic,2.05
STR_442,Staphylococcus,yard,Positive,Facultative Anaerobe,0.93
STR_819,Lactobacillus,behavior,Positive,Facultative Anaerobe,3.68
STR_207,Staphylococcus,stay,Positive,Aerobic,9.12
STR_724,Lactobacillus,drug,Positive,Facultative Anaerobe,1.27
STR_967,Clostridium,lose,Positive,Aerobic,9.11
STR_606,Streptococcus,so,Negative,Anaerobic,5.19
STR_862,Clostridium,ok,Positive,Facultative Anaerobe,3.68
STR_110,Clostridium,available,Negative,Aerobic,2.81
STR_392,Staphylococcus,best,Negative,Anaerobic,4.05
STR_342,Streptococcus,fire,Negative,Anaerobic,7.63
STR_381,Pseudomonas,easy,Negative,Aerobic,6.79
STR_565,Staphylococcus,next,Positive,Anaerobic,8.66
STR_213,Streptococcus,drug,Positive,Microaerophilic,7.69
STR_793,Lactobacillus,south,Positive,Aerobic,1.26
STR_889,Clostridium,American,Positive,Microaerophilic,3.76
STR_756,Staphylococcus,player,Negative,Anaerobic,5.57
STR_841,Staphylococcus,leader,Negative,Microaerophilic,8.83
STR_192,Staphylococcus,amount,Negative,Aerobic,9.49
STR_733,Streptococcus,value,Negative,Anaerobic,7.65
STR_549,Bacillus,exist,Positive,Microaerophilic,6.42
STR_371,Streptococcus,best,Positive,Microaerophilic,1.84
STR_212,Bacillus,history,Negative,Aerobic,7.89
STR_223,Staphylococcus,spend,Positive,Microaerophilic,3.05
STR_693,Streptococcus,growth,Positive,Aerobic,8.74
STR_670,Lactobacillus,begin,Positive,Anaerobic,5.71
STR_344,Clostridium,film,Negative,Anaerobic,2.1
STR_238,Pseudomonas,leader,Positive,Anaerobic,3.61
STR_391,Staphylococcus,main,Negative,Microaerophilic,6.51
STR_139,Clostridium,three,Positive,Microaerophilic,4.58
STR_570,Streptococcus,move,Positive,Anaerobic,5.4
STR_871,Staphylococcus,particular,Negative,Aerobic,5.08
STR_507,Streptococcus,speech,Positive,Microaerophilic,8.51
STR_365,Clostridium,similar,Negative,Aerobic,0.85
STR_212,Streptococcus,here,Positive,Anaerobic,2.85
STR_728,Pseudomonas,save,Positive,Microaerophilic,1.0
STR_823,Bacillus,every,Positive,Facultative Anaerobe,3.82
STR_732,Lactobacillus,sort,Negative,Microaerophilic,7.75
STR_223,Clostridium,anyone,Negative,Facultative Anaerobe,4.05
STR_845,Staphylococcus,discover,Negative,Anaerobic,3.77
STR_839,Lactobacillus,against,Negative,Anaerobic,5.6
STR_578,Pseudomonas,must,Positive,Anaerobic,0.76
STR_283,Pseudomonas,indicate,Positive,Facultative Anaerobe,4.84
STR_785,Streptococcus,available,Positive,Aerobic,4.7
STR_702,Bacillus,as,Positive,Aerobic,3.5
STR_357,Clostridium,foot,Positive,Microaerophilic,3.18
STR_204,Streptococcus,race,Negative,Aerobic,9.4
STR_791,Clostridium,attack,Negative,Microaerophilic,1.51
STR_138,Staphylococcus,drug,Negative,Facultative Anaerobe,1.15
STR_686,Pseudomonas,trial,Positive,Microaerophilic,7.27
STR_636,Bacillus,watch,Positive,Facultative Anaerobe,8.64
STR_866,Clostridium,actually,Positive,Anaerobic,2.75
STR_563,Pseudomonas,say,Negative,Aerobic,2.7
STR_617,Lactobacillus,at,Positive,Facultative Anaerobe,2.93
STR_289,Bacillus,continue,Negative,Anaerobic,4.16
STR_861,Bacillus,impact,Positive,Facultative Anaerobe,2.71
STR_576,Streptococcus,affect,Negative,Aerobic,5.8
STR_594,Clostridium,customer,Negative,Aerobic,2.85
STR_792,Lactobacillus,home,Negative,Anaerobic,0.5
STR_718,Clostridium,remember,Negative,Facultative Anaerobe,2.98
STR_287,Streptococcus,teach,Negative,Anaerobic,7.1
STR_403,Lactobacillus,each,Negative,Aerobic,7.49
STR_104,Clostridium,back,Negative,Anaerobic,5.77
STR_508,Bacillus,issue,Negative,Aerobic,5.59
STR_708,Bacillus,off,Positive,Anaerobic,2.09
STR_687,Bacillus,role,Positive,Aerobic,2.5
STR_636,Clostridium,everyone,Negative,Facultative Anaerobe,4.16
STR_932,Streptococcus,again,Positive,Anaerobic,3.45
STR_404,Lactobacillus,thus,Positive,Anaerobic,7.19
STR_999,Streptococcus,party,Positive,Facultative Anaerobe,4.49
STR_939,Staphylococcus,determine,Negative,Anaerobic,9.28
STR_300,Staphylococcus,garden,Positive,Anaerobic,0.68
STR_322,Bacillus,receive,Positive,Anaerobic,5.8
STR_506,Bacillus,allow,Positive,Anaerobic,7.97
STR_612,Staphylococcus,field,Positive,Aerobic,5.97
STR_819,Pseudomonas,despite,Negative,Aerobic,7.37
STR_415,Staphylococcus,seat,Negative,Microaerophilic,4.25
STR_686,Pseudomonas,test,Positive,Anaerobic,3.44
STR_431,Lactobacillus,nothing,Positive,Microaerophilic,7.68
STR_569,Streptococcus,guess,Positive,Anaerobic,8.06
STR_728,Bacillus,perform,Positive,Facultative Anaerobe,7.61
STR_371,Staphylococcus,stand,Positive,Microaerophilic,3.39
STR_123,Pseudomonas,great,Positive,Anaerobic,9.65
STR_156,Lactobacillus,area,Positive,Anaerobic,8.18
STR_684,Streptococcus,worker,Negative,Facultative Anaerobe,4.95
