strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_616,Clostridium,learn,Positive,Anaerobic,7.77
STR_189,Streptococcus,art,Positive,Facultative Anaerobe,0.64
STR_519,Staphylococcus,avoid,Positive,Microaerophilic,7.12
STR_594,Staphylococcus,people,Negative,Anaerobic,8.44
STR_939,Staphylococcus,think,Positive,Microaerophilic,4.97
STR_288,Clostridium,we,Negative,Anaerobic,2.33
STR_414,Clostridium,particularly,Positive,Microaerophilic,5.57
STR_314,Pseudomonas,result,Negative,Microaerophilic,7.57
STR_505,Staphylococcus,movement,Positive,Microaerophilic,2.24
STR_263,Streptococcus,identify,Negative,Microaerophilic,9.74
STR_610,Streptococcus,positive,Positive,Microaerophilic,6.8
STR_925,Lactobacillus,wear,Negative,Anaerobic,3.9
STR_660,Lactobacillus,age,Positive,Microaerophilic,9.27
STR_229,Pseudomonas,name,Positive,Anaerobic,6.28
STR_968,Lactobacillus,back,Negative,Facultative Anaerobe,7.89
STR_157,Staphylococcus,American,Positive,Anaerobic,2.35
STR_884,Staphylococcus,American,Negative,Facultative Anaerobe,6.79
STR_930,Streptococcus,just,Positive,Facultative Anaerobe,6.98
STR_267,Staphylococcus,paper,Negative,Aerobic,8.72
STR_135,Staphylococcus,too,Negative,Facultative Anaerobe,6.59
STR_998,Streptococcus,hand,Positive,Anaerobic,4.8
STR_933,Streptococcus,subject,Positive,Anaerobic,6.48
STR_824,Staphylococcus,before,Negative,Anaerobic,8.17
STR_376,Clostridium,pay,Positive,Aerobic,8.53
STR_278,Pseudomonas,southern,Negative,Aerobic,1.97
STR_738,Streptococcus,consumer,Positive,Microaerophilic,8.73
STR_599,Pseudomonas,part,Negative,Facultative Anaerobe,7.92
STR_681,Streptococcus,against,Negative,Aerobic,6.47
STR_790,Bacillus,role,Negative,Aerobic,3.24
STR_321,Pseudomonas,movement,Positive,Aerobic,0.76
STR_660,Clostridium,main,Negative,Aerobic,1.6
STR_787,Clostridium,real,Negative,Facultative Anaerobe,1.74
STR_603,Pseudomonas,scene,Negative,Aerobic,4.6
STR_669,Clostridium,election,Positive,Microaerophilic,7.93
STR_263,Streptococcus,difference,Negative,Facultative Anaerobe,5.51
STR_910,Bacillus,health,Positive,Aerobic,6.28
STR_572,Streptococcus,people,Negative,Anaerobic,4.32
STR_168,Bacillus,candidate,Negative,Facultative Anaerobe,2.51
STR_584,Bacillus,understand,Positive,Facultative Anaerobe,4.5
STR_186,Bacillus,guy,Negative,Microaerophilic,5.03
STR_483,Streptococcus,choice,Negative,Anaerobic,3.25
STR_372,Staphylococcus,Democrat,Positive,Anaerobic,0.53
STR_590,Streptococcus,material,Positive,Anaerobic,9.93
STR_870,Streptococcus,have,Positive,Facultative Anaerobe,4.21
STR_822,Pseudomonas,public,Positive,Facultative Anaerobe,4.18
STR_780,Pseudomonas,image,Negative,Microaerophilic,5.29
STR_523,Lactobacillus,magazine,Positive,Facultative Anaerobe,0.8
STR_171,Bacillus,suggest,Positive,Facultative Anaerobe,5.22
STR_749,Staphylococcus,cold,Negative,Microaerophilic,8.35
STR_339,Pseudomonas,safe,Positive,Aerobic,7.98
STR_146,Clostridium,or,Negative,Anaerobic,3.0
STR_756,Bacillus,decision,Positive,Anaerobic,0.72
STR_911,Clostridium,try,Negative,Facultative Anaerobe,7.75
STR_646,Clostridium,method,Negative,Aerobic,9.45
STR_259,Pseudomonas,southern,Positive,Facultative Anaerobe,5.98
STR_847,Pseudomonas,those,Positive,Microaerophilic,6.3
STR_313,Pseudomonas,anything,Negative,Anaerobic,1.69
STR_506,Clostridium,during,Positive,Microaerophilic,1.39
STR_446,Lactobacillus,of,Negative,Microaerophilic,6.14
STR_509,Clostridium,politics,Negative,Microaerophilic,4.06
STR_238,Lactobacillus,course,Positive,Anaerobic,1.4
STR_773,Lactobacillus,case,Positive,Microaerophilic,6.89
STR_429,Lactobacillus,customer,Negative,Facultative Anaerobe,3.99
STR_566,Clostridium,agreement,Negative,Microaerophilic,1.84
STR_436,Bacillus,smile,Positive,Anaerobic,8.33
STR_509,Streptococcus,cause,Negative,Facultative Anaerobe,6.46
STR_951,Pseudomonas,environmental,Negative,Anaerobic,9.11
STR_782,Lactobacillus,wrong,Negative,Aerobic,3.91
STR_901,Streptococcus,head,Positive,Anaerobic,8.92
STR_431,Bacillus,activity,Negative,Aerobic,4.67
STR_745,Lactobacillus,subject,Negative,Microaerophilic,6.67
STR_981,Clostridium,appear,Negative,Anaerobic,1.75
STR_116,Bacillus,song,Positive,Anaerobic,2.8
STR_613,Clostridium,responsibility,Negative,Anaerobic,1.65
STR_992,Streptococcus,nice,Negative,Microaerophilic,3.22
STR_833,Lactobacillus,risk,Negative,Anaerobic,2.81
STR_803,Lactobacillus,goal,Positive,Aerobic,9.82
STR_757,Bacillus,owner,Positive,Microaerophilic,3.51
STR_998,Streptococcus,side,Positive,Anaerobic,7.3
STR_809,Pseudomonas,charge,Negative,Facultative Anaerobe,8.97
STR_694,Clostridium,base,Positive,Microaerophilic,5.99
STR_353,Clostridium,tend,Positive,Aerobic,8.77
STR_444,Staphylococcus,property,Negative,Aerobic,8.7
STR_976,Pseudomonas,table,Negative,Microaerophilic,8.58
STR_402,Streptococcus,house,Positive,Microaerophilic,7.32
STR_856,Streptococcus,among,Positive,Facultative Anaerobe,1.68
STR_479,Pseudomonas,eight,Positive,Anaerobic,1.54
STR_340,Bacillus,beat,Negative,Aerobic,1.69
STR_258,Streptococcus,know,Negative,Aerobic,7.1
STR_655,Bacillus,reveal,Negative,Aerobic,2.33
STR_717,Pseudomonas,each,Positive,Facultative Anaerobe,0.58
STR_841,Bacillus,rate,Positive,Facultative Anaerobe,9.34
STR_187,Lactobacillus,news,Positive,Facultative Anaerobe,3.52
STR_415,Pseudomonas,bag,Positive,Aerobic,8.11
STR_698,Bacillus,such,Negative,Anaerobic,4.79
STR_534,Pseudomonas,floor,Negative,Facultative Anaerobe,2.72
STR_585,Staphylococcus,along,Negative,Microaerophilic,8.43
STR_219,Pseudomonas,leg,Negative,Aerobic,3.23
STR_149,Clostridium,record,Negative,Facultative Anaerobe,6.29
STR_687,Pseudomonas,institution,Negative,Aerobic,8.46
STR_973,Staphylococcus,in,Negative,Anaerobic,8.88
STR_105,Streptococcus,hour,Negative,Microaerophilic,3.3
STR_520,Bacillus,after,Positive,Anaerobic,4.67
STR_409,Clostridium,religious,Negative,Facultative Anaerobe,2.3
STR_767,Staphylococcus,bit,Positive,Anaerobic,4.69
STR_208,Bacillus,century,Negative,Microaerophilic,1.71
STR_787,Pseudomonas,family,Negative,Microaerophilic,7.66
STR_815,Staphylococcus,letter,Negative,Facultative Anaerobe,2.46
STR_334,Bacillus,government,Negative,Aerobic,3.81
STR_586,Streptococcus,another,Negative,Anaerobic,5.21
STR_476,Bacillus,scene,Negative,Aerobic,3.3
STR_441,Bacillus,bank,Negative,Microaerophilic,0.86
STR_833,Bacillus,office,Positive,Facultative Anaerobe,1.33
STR_420,Streptococcus,pay,Positive,Anaerobic,8.33
STR_536,Bacillus,nation,Positive,Microaerophilic,4.53
STR_127,Pseudomonas,although,Negative,Facultative Anaerobe,5.37
STR_440,Bacillus,better,Positive,Aerobic,7.2
STR_358,Clostridium,leader,Positive,Aerobic,7.18
STR_152,Staphylococcus,why,Negative,Microaerophilic,7.02
STR_940,Pseudomonas,on,Negative,Microaerophilic,0.88
STR_327,Clostridium,before,Positive,Anaerobic,1.49
STR_816,Clostridium,financial,Positive,Microaerophilic,9.59
STR_505,Staphylococcus,agent,Negative,Anaerobic,9.49
STR_948,Bacillus,include,Positive,Aerobic,3.92
STR_115,Streptococcus,forget,Negative,Anaerobic,5.26
STR_286,Clostridium,recognize,Positive,Anaerobic,3.52
STR_628,Pseudomonas,late,Negative,Anaerobic,2.29
STR_168,Staphylococcus,check,Positive,Anaerobic,0.85
STR_671,Lactobacillus,feel,Positive,Microaerophilic,2.29
STR_853,Staphylococcus,friend,Negative,Microaerophilic,6.56
STR_511,Streptococcus,western,Positive,Microaerophilic,7.16
STR_166,Bacillus,management,Positive,Facultative Anaerobe,4.38
STR_600,Bacillus,popular,Positive,Facultative Anaerobe,0.5
STR_720,Lactobacillus,maintain,Negative,Anaerobic,2.32
STR_515,Lactobacillus,kid,Positive,Aerobic,2.48
STR_376,Staphylococcus,time,Negative,Facultative Anaerobe,9.03
STR_548,Clostridium,example,Positive,Microaerophilic,8.1
STR_299,Staphylococcus,quite,Positive,Facultative Anaerobe,5.2
STR_137,Streptococcus,condition,Negative,Facultative Anaerobe,3.52
STR_939,Pseudomonas,that,Negative,Facultative Anaerobe,8.94
STR_283,Pseudomonas,including,Positive,Facultative Anaerobe,6.38
STR_973,Clostridium,line,Negative,Anaerobic,1.38
STR_904,Staphylococcus,you,Positive,Facultative Anaerobe,6.57
STR_621,Clostridium,big,Positive,Microaerophilic,2.97
STR_148,Clostridium,truth,Positive,Microaerophilic,8.5
STR_619,Lactobacillus,high,Negative,Facultative Anaerobe,2.8
STR_229,Pseudomonas,evidence,Negative,Aerobic,7.71
STR_566,Pseudomonas,wall,Negative,Aerobic,4.68
STR_773,Pseudomonas,federal,Negative,Facultative Anaerobe,5.94
STR_822,Bacillus,color,Positive,Microaerophilic,3.56
STR_795,Lactobacillus,follow,Positive,Anaerobic,1.96
STR_493,Lactobacillus,practice,Negative,Anaerobic,3.72
STR_268,Staphylococcus,should,Negative,Anaerobic,8.74
STR_917,Streptococcus,where,Negative,Anaerobic,2.7
STR_259,Bacillus,center,Positive,Microaerophilic,7.91
STR_438,Clostridium,bar,Positive,Anaerobic,7.47
STR_546,Clostridium,firm,Positive,Anaerobic,9.12
STR_356,Pseudomonas,time,Negative,Microaerophilic,7.52
STR_984,Staphylococcus,method,Positive,Microaerophilic,5.31
STR_637,Staphylococcus,evidence,Negative,Facultative Anaerobe,7.39
STR_847,Clostridium,red,Positive,Facultative Anaerobe,4.52
STR_260,Lactobacillus,send,Negative,Microaerophilic,2.16
STR_951,Pseudomonas,movement,Positive,Microaerophilic,6.57
STR_838,Clostridium,environmental,Positive,Facultative Anaerobe,6.61
STR_701,Clostridium,federal,Negative,Microaerophilic,1.12
STR_436,Bacillus,explain,Negative,Aerobic,9.59
STR_354,Lactobacillus,audience,Negative,Microaerophilic,4.3
STR_842,Clostridium,build,Positive,Anaerobic,5.07
STR_718,Bacillus,fine,Negative,Microaerophilic,8.61
STR_792,Streptococcus,reduce,Positive,Microaerophilic,5.77
STR_480,Bacillus,view,Negative,Anaerobic,1.55
STR_683,Bacillus,radio,Negative,Anaerobic,0.73
STR_379,Staphylococcus,understand,Negative,Anaerobic,7.37
STR_513,Pseudomonas,size,Negative,Facultative Anaerobe,8.05
STR_337,Streptococcus,change,Positive,Facultative Anaerobe,8.12
STR_972,Streptococcus,leave,Negative,Facultative Anaerobe,7.04
STR_110,Lactobacillus,north,Positive,Anaerobic,8.44
STR_515,Pseudomonas,across,Positive,Microaerophilic,3.65
STR_793,Staphylococcus,local,Negative,Facultative Anaerobe,4.07
STR_446,Staphylococcus,enough,Negative,Anaerobic,0.91
STR_973,Pseudomonas,five,Negative,Anaerobic,3.25
STR_227,Pseudomonas,section,Negative,Aerobic,8.69
STR_267,Streptococcus,detail,Positive,Microaerophilic,9.04
STR_869,Clostridium,side,Positive,Aerobic,1.87
STR_546,Lactobacillus,professor,Negative,Aerobic,0.55
STR_743,Bacillus,tree,Negative,Anaerobic,1.97
STR_652,Lactobacillus,item,Positive,Microaerophilic,1.78
STR_372,Pseudomonas,every,Positive,Facultative Anaerobe,6.7
STR_354,Clostridium,today,Negative,Anaerobic,9.54
STR_609,Bacillus,once,Positive,Anaerobic,4.77
