strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_915,Streptococcus,base,Positive,Microaerophilic,8.66
STR_837,Bacillus,agency,Negative,Aerobic,7.88
STR_759,Lactobacillus,join,Positive,Facultative Anaerobe,6.63
STR_156,Pseudomonas,perhaps,Positive,Aerobic,9.3
STR_643,Lactobacillus,animal,Positive,Anaerobic,7.4
STR_558,Pseudomonas,economy,Positive,Aerobic,5.01
STR_641,Staphylococcus,including,Negative,Anaerobic,0.68
STR_903,Clostridium,reality,Negative,Anaerobic,0.63
STR_688,Staphylococcus,message,Positive,Facultative Anaerobe,5.28
STR_837,Lactobacillus,successful,Negative,Microaerophilic,1.29
STR_346,Clostridium,always,Positive,Anaerobic,9.49
STR_568,Pseudomonas,executive,Negative,Microaerophilic,1.25
STR_285,Clostridium,beyond,Positive,Anaerobic,9.41
STR_948,Clostridium,enter,Positive,Microaerophilic,3.39
STR_170,Staphylococcus,somebody,Positive,Microaerophilic,4.07
STR_491,Pseudomonas,once,Positive,Microaerophilic,7.74
STR_625,Bacillus,camera,Positive,Facultative Anaerobe,9.38
STR_119,Bacillus,example,Positive,Facultative Anaerobe,6.73
STR_371,Staphylococcus,smile,Positive,Facultative Anaerobe,6.31
STR_254,Staphylococcus,throughout,Negative,Microaerophilic,0.77
STR_135,Pseudomonas,run,Negative,Facultative Anaerobe,9.24
STR_546,Lactobacillus,weight,Negative,Anaerobic,5.08
STR_543,Bacillus,network,Negative,Microaerophilic,6.13
STR_413,Bacillus,over,Positive,Aerobic,8.33
STR_111,Lactobacillus,research,Negative,Aerobic,0.6
STR_643,Lactobacillus,behind,Negative,Aerobic,6.18
STR_697,Clostridium,tell,Positive,Anaerobic,5.68
STR_473,Pseudomonas,address,Positive,Anaerobic,1.6
STR_626,Streptococcus,by,Positive,Facultative Anaerobe,3.22
STR_938,Pseudomonas,rich,Positive,Microaerophilic,3.03
STR_533,Staphylococcus,manager,Positive,Microaerophilic,0.72
STR_624,Staphylococcus,drug,Positive,Aerobic,5.64
STR_690,Lactobacillus,pretty,Negative,Anaerobic,4.69
STR_931,Bacillus,each,Positive,Anaerobic,8.66
STR_355,Bacillus,mean,Positive,Microaerophilic,4.8
STR_777,Clostridium,stand,Negative,Anaerobic,8.38
STR_595,Bacillus,administration,Negative,Facultative Anaerobe,5.94
STR_122,Streptococcus,project,Negative,Microaerophilic,1.13
STR_807,Bacillus,religious,Positive,Anaerobic,3.47
STR_507,Streptococcus,author,Positive,Aerobic,5.32
STR_913,Clostridium,this,Positive,Microaerophilic,7.3
STR_832,Streptococcus,thousand,Positive,Anaerobic,3.24
STR_125,Clostridium,here,Positive,Anaerobic,5.11
STR_645,Lactobacillus,responsibility,Negative,Anaerobic,9.82
STR_432,Streptococcus,wife,Positive,Facultative Anaerobe,5.94
STR_426,Pseudomonas,leg,Positive,Microaerophilic,5.32
STR_514,Clostridium,wonder,Positive,Anaerobic,8.56
STR_301,Lactobacillus,environment,Positive,Aerobic,5.75
STR_113,Clostridium,old,Positive,Aerobic,3.93
STR_799,Streptococcus,than,Negative,Facultative Anaerobe,8.67
STR_572,Bacillus,product,Positive,Facultative Anaerobe,2.56
STR_320,Pseudomonas,political,Positive,Anaerobic,6.15
STR_875,Staphylococcus,exist,Positive,Microaerophilic,8.43
STR_204,Bacillus,high,Positive,Anaerobic,4.12
STR_255,Staphylococcus,suffer,Positive,Aerobic,5.79
STR_974,Staphylococcus,within,Positive,Aerobic,4.02
STR_336,Clostridium,indicate,Negative,Anaerobic,7.2
STR_679,Streptococcus,expect,Positive,Aerobic,2.73
STR_268,Streptococcus,program,Negative,Aerobic,4.3
STR_221,Pseudomonas,hand,Negative,Aerobic,2.07
STR_492,Pseudomonas,politics,Positive,Anaerobic,5.19
STR_796,Bacillus,tend,Negative,Microaerophilic,9.06
STR_110,Streptococcus,ever,Positive,Facultative Anaerobe,3.18
STR_200,Clostridium,tonight,Positive,Anaerobic,7.95
STR_287,Streptococcus,state,Positive,Aerobic,7.4
STR_824,Bacillus,challenge,Positive,Aerobic,4.5
STR_753,Clostridium,moment,Positive,Microaerophilic,1.33
STR_182,Clostridium,still,Negative,Anaerobic,8.25
STR_757,Pseudomonas,most,Positive,Facultative Anaerobe,7.53
STR_126,Bacillus,majority,Positive,Facultative Anaerobe,3.87
STR_973,Clostridium,spend,Positive,Aerobic,3.35
STR_641,Bacillus,relate,Negative,Microaerophilic,2.22
STR_970,Bacillus,skin,Positive,Facultative Anaerobe,3.85
STR_446,Pseudomonas,often,Positive,Microaerophilic,0.71
STR_931,Staphylococcus,west,Negative,Microaerophilic,1.63
STR_187,Clostridium,social,Negative,Facultative Anaerobe,2.54
STR_457,Pseudomonas,believe,Negative,Aerobic,2.02
STR_646,Streptococcus,old,Positive,Aerobic,9.16
STR_280,Lactobacillus,national,Positive,Facultative Anaerobe,2.09
STR_911,Staphylococcus,lead,Positive,Microaerophilic,3.2
STR_407,Streptococcus,piece,Negative,Microaerophilic,2.7
STR_243,Clostridium,certainly,Negative,Aerobic,9.21
STR_826,Streptococcus,many,Negative,Microaerophilic,4.32
STR_466,Bacillus,ask,Negative,Anaerobic,4.51
STR_353,Clostridium,seek,Positive,Microaerophilic,3.41
STR_427,Streptococcus,design,Negative,Aerobic,3.43
STR_217,Bacillus,type,Negative,Anaerobic,2.59
STR_767,Lactobacillus,Mrs,Negative,Anaerobic,5.06
STR_340,Staphylococcus,head,Positive,Microaerophilic,1.74
STR_908,Lactobacillus,Mrs,Negative,Anaerobic,9.4
STR_684,Streptococcus,agent,Positive,Anaerobic,8.15
STR_138,Bacillus,production,Positive,Anaerobic,8.17
STR_427,Clostridium,public,Negative,Microaerophilic,1.87
STR_527,Bacillus,with,Positive,Anaerobic,6.55
STR_636,Bacillus,form,Negative,Aerobic,4.69
STR_610,Lactobacillus,food,Positive,Aerobic,3.2
STR_684,Lactobacillus,data,Positive,Anaerobic,2.45
STR_502,Streptococcus,theory,Positive,Microaerophilic,6.82
STR_698,Lactobacillus,down,Positive,Anaerobic,3.58
STR_772,Staphylococcus,sing,Negative,Microaerophilic,1.29
STR_571,Streptococcus,perform,Positive,Facultative Anaerobe,3.43
STR_104,Streptococcus,agree,Positive,Aerobic,1.84
STR_159,Clostridium,vote,Negative,Microaerophilic,4.08
STR_413,Pseudomonas,half,Positive,Aerobic,9.91
STR_336,Lactobacillus,condition,Negative,Facultative Anaerobe,1.89
STR_656,Pseudomonas,leader,Negative,Microaerophilic,3.75
STR_443,Pseudomonas,customer,Negative,Aerobic,2.34
STR_484,Pseudomonas,including,Negative,Microaerophilic,0.94
STR_981,Pseudomonas,ask,Positive,Facultative Anaerobe,9.63
STR_770,Streptococcus,church,Positive,Facultative Anaerobe,8.78
STR_103,Pseudomonas,family,Negative,Microaerophilic,7.57
STR_363,Lactobacillus,occur,Positive,Aerobic,9.55
STR_740,Streptococcus,debate,Positive,Microaerophilic,5.21
STR_941,Pseudomonas,camera,Negative,Anaerobic,7.66
STR_700,Lactobacillus,if,Positive,Facultative Anaerobe,7.0
STR_146,Pseudomonas,need,Negative,Microaerophilic,7.46
STR_983,Staphylococcus,through,Negative,Microaerophilic,9.41
STR_182,Clostridium,drug,Negative,Facultative Anaerobe,0.73
STR_969,Pseudomonas,article,Positive,Microaerophilic,4.95
STR_934,Staphylococcus,season,Positive,Facultative Anaerobe,0.79
STR_374,Streptococcus,according,Positive,Microaerophilic,6.19
STR_113,Bacillus,nice,Positive,Anaerobic,1.65
STR_378,Lactobacillus,election,Positive,Facultative Anaerobe,3.67
STR_100,Staphylococcus,teacher,Negative,Aerobic,7.15
STR_682,Lactobacillus,first,Positive,Microaerophilic,0.79
STR_451,Streptococcus,yes,Negative,Anaerobic,2.28
STR_380,Lactobacillus,soon,Negative,Anaerobic,5.04
STR_451,Lactobacillus,who,Negative,Aerobic,9.54
STR_481,Lactobacillus,impact,Positive,Facultative Anaerobe,6.78
STR_998,Lactobacillus,wide,Negative,Microaerophilic,5.3
STR_578,Pseudomonas,public,Negative,Facultative Anaerobe,2.05
STR_162,Staphylococcus,argue,Negative,Microaerophilic,1.87
STR_555,Clostridium,drop,Negative,Anaerobic,6.56
STR_111,Streptococcus,same,Negative,Anaerobic,6.81
STR_618,Staphylococcus,outside,Negative,Aerobic,2.36
STR_187,Clostridium,energy,Negative,Anaerobic,3.62
STR_421,Pseudomonas,school,Negative,Microaerophilic,1.73
STR_155,Staphylococcus,significant,Negative,Microaerophilic,8.02
STR_652,Clostridium,coach,Negative,Microaerophilic,1.29
STR_429,Lactobacillus,level,Negative,Facultative Anaerobe,2.25
STR_319,Streptococcus,listen,Positive,Aerobic,4.59
STR_191,Bacillus,everything,Positive,Microaerophilic,4.89
STR_171,Lactobacillus,life,Positive,Microaerophilic,4.28
STR_630,Pseudomonas,agreement,Positive,Microaerophilic,4.67
STR_950,Pseudomonas,trade,Positive,Aerobic,5.13
STR_727,Staphylococcus,white,Negative,Facultative Anaerobe,8.95
STR_285,Bacillus,fund,Positive,Anaerobic,2.53
STR_962,Streptococcus,production,Negative,Anaerobic,4.7
STR_642,Pseudomonas,director,Negative,Facultative Anaerobe,7.2
STR_896,Bacillus,that,Negative,Aerobic,5.61
STR_798,Pseudomonas,table,Negative,Anaerobic,0.68
STR_970,Pseudomonas,pay,Positive,Anaerobic,3.68
STR_671,Pseudomonas,on,Positive,Anaerobic,5.55
STR_471,Bacillus,history,Negative,Anaerobic,8.56
STR_209,Clostridium,instead,Positive,Aerobic,0.94
STR_750,Streptococcus,example,Negative,Facultative Anaerobe,7.82
STR_839,Staphylococcus,area,Negative,Anaerobic,5.0
STR_188,Streptococcus,character,Negative,Microaerophilic,3.7
STR_815,Clostridium,concern,Negative,Facultative Anaerobe,3.59
STR_195,Bacillus,leader,Positive,Facultative Anaerobe,1.37
STR_180,Pseudomonas,first,Positive,Aerobic,7.77
STR_223,Staphylococcus,style,Negative,Facultative Anaerobe,3.59
STR_143,Streptococcus,she,Positive,Aerobic,5.73
STR_667,Bacillus,both,Positive,Aerobic,5.62
STR_387,Lactobacillus,firm,Positive,Facultative Anaerobe,2.67
STR_884,Bacillus,that,Negative,Anaerobic,8.21
STR_402,Streptococcus,yet,Positive,Aerobic,0.94
STR_149,Lactobacillus,kitchen,Negative,Anaerobic,9.48
STR_499,Lactobacillus,these,Negative,Microaerophilic,9.8
STR_903,Staphylococcus,film,Negative,Aerobic,5.89
STR_397,Pseudomonas,check,Positive,Anaerobic,5.57
STR_246,Clostridium,agree,Negative,Microaerophilic,1.8
STR_992,Pseudomonas,number,Negative,Aerobic,6.31
STR_615,Pseudomonas,western,Positive,Anaerobic,7.9
STR_170,Staphylococcus,from,Positive,Anaerobic,7.12
STR_970,Staphylococcus,television,Positive,Aerobic,1.25
STR_855,Bacillus,so,Positive,Aerobic,5.47
STR_132,Staphylococcus,mean,Positive,Facultative Anaerobe,2.21
STR_980,Streptococcus,stuff,Positive,Facultative Anaerobe,3.73
STR_106,Clostridium,card,Positive,Facultative Anaerobe,4.92
STR_707,Staphylococcus,her,Negative,Aerobic,6.12
STR_400,Lactobacillus,example,Positive,Aerobic,5.12
STR_753,Bacillus,nation,Negative,Aerobic,6.48
STR_331,Pseudomonas,response,Positive,Microaerophilic,9.68
STR_450,Pseudomonas,dog,Negative,Anaerobic,1.65
STR_429,Lactobacillus,control,Positive,Microaerophilic,0.84
STR_505,Pseudomonas,least,Positive,Facultative Anaerobe,9.91
STR_684,Streptococcus,knowledge,Positive,Microaerophilic,8.58
STR_802,Streptococcus,rise,Positive,Microaerophilic,9.12
STR_573,Clostridium,everyone,Positive,Facultative Anaerobe,2.61
