strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_544,Pseudomonas,drug,Positive,Anaerobic,6.07
STR_713,Clostridium,movie,Negative,Anaerobic,9.79
STR_148,Bacillus,away,Negative,Anaerobic,5.27
STR_165,Lactobacillus,test,Positive,Anaerobic,1.96
STR_841,Pseudomonas,we,Negative,Facultative Anaerobe,7.67
STR_217,Staphylococcus,while,Positive,Aerobic,3.33
STR_661,Bacillus,name,Positive,Aerobic,2.9
STR_716,Streptococcus,series,Positive,Facultative Anaerobe,7.29
STR_544,Streptococcus,natural,Negative,Anaerobic,4.97
STR_855,Clostridium,style,Positive,Aerobic,2.02
STR_920,Staphylococcus,amount,Negative,Facultative Anaerobe,4.33
STR_634,Pseudomonas,subject,Negative,Aerobic,1.72
STR_873,Streptococcus,expect,Positive,Aerobic,7.1
STR_518,Staphylococcus,decade,Negative,Facultative Anaerobe,5.79
STR_581,Staphylococcus,maybe,Positive,Aerobic,1.59
STR_141,Clostridium,individual,Negative,Aerobic,7.7
STR_436,Bacillus,ready,Negative,Microaerophilic,1.4
STR_564,Lactobacillus,usually,Negative,Aerobic,7.19
STR_783,Bacillus,young,Positive,Microaerophilic,5.46
STR_882,Streptococcus,policy,Positive,Aerobic,9.1
STR_660,Bacillus,view,Positive,Microaerophilic,5.43
STR_471,Clostridium,service,Negative,Microaerophilic,3.45
STR_110,Clostridium,program,Positive,Facultative Anaerobe,5.11
STR_756,Clostridium,reflect,Negative,Anaerobic,3.88
STR_188,Streptococcus,nature,Positive,Microaerophilic,1.22
STR_946,Pseudomonas,surface,Positive,Aerobic,3.19
STR_488,Clostridium,though,Positive,Anaerobic,4.71
STR_354,Clostridium,exactly,Positive,Anaerobic,6.93
STR_833,Staphylococcus,assume,Positive,Aerobic,6.78
STR_745,Staphylococcus,growth,Positive,Facultative Anaerobe,8.14
STR_466,Lactobacillus,sing,Negative,Aerobic,9.51
STR_554,Staphylococcus,either,Positive,Aerobic,7.89
STR_667,Clostridium,kind,Negative,Microaerophilic,3.14
STR_903,Pseudomonas,quickly,Negative,Aerobic,2.84
STR_978,Lactobacillus,bill,Negative,Microaerophilic,1.68
STR_664,Bacillus,see,Positive,Aerobic,1.72
STR_659,Lactobacillus,federal,Positive,Aerobic,7.77
STR_963,Clostridium,throughout,Positive,Microaerophilic,2.46
STR_684,Bacillus,behavior,Negative,Microaerophilic,7.64
STR_222,Streptococcus,risk,Positive,Anaerobic,2.15
STR_498,Staphylococcus,garden,Negative,Microaerophilic,7.77
STR_947,Bacillus,party,Negative,Facultative Anaerobe,7.21
STR_153,Bacillus,black,Negative,Microaerophilic,6.79
STR_655,Bacillus,establish,Negative,Aerobic,7.27
STR_905,Lactobacillus,already,Positive,Facultative Anaerobe,9.76
STR_583,Bacillus,recent,Positive,Facultative Anaerobe,6.33
STR_469,Pseudomonas,hair,Positive,Microaerophilic,3.71
STR_607,Pseudomonas,team,Positive,Facultative Anaerobe,9.72
STR_656,Bacillus,manage,Negative,Anaerobic,9.25
STR_572,Staphylococcus,trouble,Positive,Microaerophilic,7.88
STR_208,Staphylococcus,movement,Negative,Microaerophilic,1.9
STR_397,Pseudomonas,just,Negative,Aerobic,3.3
STR_932,Staphylococcus,less,Negative,Aerobic,3.14
STR_164,Pseudomonas,rule,Negative,Facultative Anaerobe,1.16
STR_839,Pseudomonas,wide,Negative,Aerobic,3.24
STR_277,Pseudomonas,blue,Positive,Microaerophilic,4.65
STR_352,Bacillus,type,Negative,Facultative Anaerobe,9.25
STR_502,Clostridium,figure,Positive,Aerobic,4.03
STR_191,Bacillus,low,Positive,Facultative Anaerobe,4.5
STR_404,Lactobacillus,easy,Positive,Microaerophilic,0.94
STR_181,Pseudomonas,recently,Negative,Microaerophilic,1.61
STR_205,Bacillus,institution,Negative,Aerobic,9.2
STR_843,Pseudomonas,figure,Negative,Facultative Anaerobe,8.74
STR_707,Bacillus,production,Positive,Facultative Anaerobe,6.22
STR_328,Clostridium,itself,Negative,Microaerophilic,9.24
STR_319,Lactobacillus,exist,Positive,Anaerobic,8.39
STR_528,Streptococcus,drop,Negative,Microaerophilic,7.86
STR_459,Clostridium,eat,Positive,Aerobic,7.0
STR_800,Clostridium,building,Positive,Facultative Anaerobe,1.85
STR_279,Streptococcus,yourself,Positive,Aerobic,6.16
STR_923,Streptococcus,effort,Negative,Facultative Anaerobe,3.52
STR_206,Pseudomonas,than,Negative,Microaerophilic,3.93
STR_384,Bacillus,hot,Negative,Microaerophilic,8.44
STR_189,Streptococcus,action,Negative,Anaerobic,8.72
STR_683,Lactobacillus,here,Positive,Anaerobic,9.8
STR_536,Lactobacillus,floor,Positive,Anaerobic,5.13
STR_461,Lactobacillus,want,Negative,Microaerophilic,3.27
STR_552,Streptococcus,pay,Negative,Facultative Anaerobe,2.28
STR_253,Lactobacillus,understand,Positive,Anaerobic,3.43
STR_944,Pseudomonas,fire,Negative,Aerobic,9.32
STR_745,Bacillus,responsibility,Negative,Facultative Anaerobe,2.11
STR_700,Clostridium,would,Negative,Aerobic,8.59
STR_773,Pseudomonas,generation,Positive,Aerobic,5.39
STR_314,Clostridium,up,Positive,Anaerobic,9.34
STR_886,Clostridium,try,Negative,Aerobic,6.64
STR_296,Clostridium,network,Negative,Anaerobic,2.82
STR_337,Lactobacillus,service,Negative,Aerobic,3.67
STR_236,Pseudomonas,simply,Negative,Anaerobic,0.59
STR_850,Streptococcus,amount,Positive,Facultative Anaerobe,1.11
STR_419,Pseudomonas,former,Negative,Facultative Anaerobe,7.07
STR_600,Clostridium,girl,Positive,Anaerobic,8.56
STR_975,Lactobacillus,involve,Negative,Microaerophilic,5.3
STR_192,Streptococcus,color,Negative,Aerobic,3.3
STR_651,Lactobacillus,meeting,Negative,Anaerobic,4.78
STR_566,Pseudomonas,various,Positive,Microaerophilic,4.32
STR_244,Clostridium,child,Positive,Aerobic,5.48
STR_821,Bacillus,no,Negative,Microaerophilic,6.58
STR_351,Staphylococcus,friend,Positive,Anaerobic,5.19
STR_921,Clostridium,black,Negative,Microaerophilic,3.25
STR_801,Staphylococcus,field,Negative,Facultative Anaerobe,9.3
STR_299,Bacillus,local,Positive,Anaerobic,3.51
STR_215,Clostridium,use,Positive,Anaerobic,2.16
STR_497,Clostridium,especially,Negative,Facultative Anaerobe,9.22
STR_191,Bacillus,full,Negative,Facultative Anaerobe,7.49
STR_516,Bacillus,truth,Negative,Aerobic,6.95
STR_452,Staphylococcus,sense,Positive,Anaerobic,2.3
STR_603,Staphylococcus,represent,Negative,Microaerophilic,2.78
STR_912,Bacillus,price,Negative,Anaerobic,2.49
STR_139,Bacillus,really,Positive,Aerobic,3.69
STR_327,Clostridium,step,Positive,Anaerobic,2.62
STR_126,Lactobacillus,something,Positive,Aerobic,1.42
STR_828,Clostridium,consumer,Positive,Aerobic,2.28
STR_223,Pseudomonas,campaign,Positive,Microaerophilic,7.59
STR_628,Clostridium,dog,Negative,Anaerobic,9.8
STR_615,Bacillus,really,Negative,Anaerobic,6.94
STR_966,Streptococcus,painting,Positive,Anaerobic,5.17
STR_829,Pseudomonas,ok,Positive,Anaerobic,2.94
STR_932,Staphylococcus,television,Positive,Aerobic,1.35
STR_549,Streptococcus,service,Negative,Facultative Anaerobe,8.04
STR_529,Clostridium,ask,Negative,Aerobic,6.02
STR_408,Clostridium,drive,Negative,Facultative Anaerobe,6.64
STR_920,Streptococcus,race,Positive,Facultative Anaerobe,5.87
STR_587,Pseudomonas,star,Positive,Anaerobic,0.56
STR_172,Staphylococcus,shoulder,Negative,Microaerophilic,2.25
STR_641,Clostridium,project,Negative,Aerobic,8.98
STR_458,Clostridium,central,Negative,Facultative Anaerobe,4.37
STR_291,Pseudomonas,our,Negative,Microaerophilic,9.99
STR_818,Lactobacillus,including,Positive,Microaerophilic,4.99
STR_933,Pseudomonas,black,Negative,Facultative Anaerobe,3.28
STR_652,Bacillus,determine,Negative,Facultative Anaerobe,5.74
STR_541,Pseudomonas,last,Negative,Anaerobic,3.81
STR_569,Streptococcus,always,Negative,Aerobic,6.04
STR_154,Pseudomonas,area,Negative,Microaerophilic,7.78
STR_975,Streptococcus,participant,Positive,Facultative Anaerobe,4.27
STR_999,Bacillus,meeting,Positive,Facultative Anaerobe,9.11
STR_772,Lactobacillus,eat,Positive,Anaerobic,3.75
STR_888,Pseudomonas,the,Negative,Microaerophilic,7.79
STR_936,Streptococcus,fly,Negative,Aerobic,7.36
STR_570,Lactobacillus,source,Positive,Facultative Anaerobe,7.44
STR_906,Streptococcus,true,Negative,Anaerobic,4.65
STR_873,Streptococcus,local,Negative,Microaerophilic,3.78
STR_257,Staphylococcus,enter,Positive,Facultative Anaerobe,7.75
STR_379,Clostridium,green,Positive,Microaerophilic,9.36
STR_331,Staphylococcus,nature,Negative,Facultative Anaerobe,5.88
STR_877,Clostridium,beat,Positive,Microaerophilic,7.94
STR_324,Pseudomonas,and,Negative,Microaerophilic,0.67
STR_871,Lactobacillus,ball,Positive,Microaerophilic,7.15
STR_520,Streptococcus,above,Positive,Facultative Anaerobe,1.08
STR_167,Clostridium,maintain,Negative,Facultative Anaerobe,1.13
STR_876,Pseudomonas,two,Negative,Anaerobic,4.6
STR_806,Clostridium,store,Positive,Aerobic,8.05
STR_660,Lactobacillus,son,Positive,Facultative Anaerobe,1.47
STR_976,Staphylococcus,public,Negative,Microaerophilic,0.89
STR_686,Clostridium,book,Positive,Anaerobic,5.81
STR_768,Clostridium,ability,Positive,Aerobic,3.29
STR_223,Streptococcus,property,Positive,Aerobic,3.2
STR_650,Clostridium,until,Negative,Facultative Anaerobe,1.73
STR_602,Lactobacillus,traditional,Positive,Microaerophilic,5.37
STR_361,Lactobacillus,nor,Negative,Microaerophilic,5.02
STR_991,Pseudomonas,method,Positive,Anaerobic,0.55
STR_443,Pseudomonas,floor,Negative,Aerobic,9.84
STR_641,Bacillus,indeed,Negative,Facultative Anaerobe,6.58
STR_461,Streptococcus,interest,Positive,Microaerophilic,3.48
STR_585,Pseudomonas,team,Positive,Aerobic,8.51
STR_249,Bacillus,stock,Positive,Aerobic,5.18
STR_135,Bacillus,deal,Positive,Facultative Anaerobe,5.87
STR_350,Pseudomonas,everything,Negative,Aerobic,2.03
STR_642,Pseudomonas,leave,Negative,Facultative Anaerobe,6.37
STR_312,Streptococcus,that,Negative,Aerobic,7.42
STR_710,Pseudomonas,note,Positive,Facultative Anaerobe,9.3
STR_663,Pseudomonas,message,Positive,Aerobic,9.59
STR_310,Pseudomonas,fire,Positive,Facultative Anaerobe,9.07
STR_715,Staphylococcus,fly,Positive,Facultative Anaerobe,6.23
STR_258,Streptococcus,professor,Negative,Anaerobic,1.57
STR_486,Lactobacillus,relationship,Positive,Facultative Anaerobe,1.51
STR_887,Pseudomonas,hand,Negative,Microaerophilic,6.03
STR_557,Pseudomonas,in,Negative,Facultative Anaerobe,4.88
STR_193,Staphylococcus,grow,Negative,Anaerobic,5.22
STR_233,Pseudomonas,far,Negative,Anaerobic,6.16
STR_453,Bacillus,figure,Negative,Anaerobic,2.41
STR_673,Staphylococcus,party,Positive,Microaerophilic,4.24
STR_732,Clostridium,hundred,Negative,Microaerophilic,7.02
STR_632,Clostridium,several,Negative,Aerobic,3.93
STR_566,Clostridium,between,Negative,Anaerobic,5.05
STR_664,Lactobacillus,activity,Negative,Anaerobic,9.99
STR_218,Pseudomonas,occur,Positive,Anaerobic,9.21
STR_659,Lactobacillus,finally,Positive,Anaerobic,8.0
STR_821,Streptococcus,trip,Negative,Microaerophilic,6.16
STR_245,Lactobacillus,their,Positive,Facultative Anaerobe,2.01
STR_560,Lactobacillus,sit,Positive,Facultative Anaerobe,2.91
STR_622,Streptococcus,character,Positive,Aerobic,0.52
STR_223,Pseudomonas,son,Positive,Facultative Anaerobe,8.99
STR_367,Bacillus,suddenly,Negative,Aerobic,1.14
STR_536,Pseudomonas,gun,Positive,Microaerophilic,7.81
STR_371,Staphylococcus,we,Positive,Aerobic,4.05
STR_156,Bacillus,reason,Negative,Facultative Anaerobe,4.51
STR_965,Bacillus,those,Positive,Anaerobic,4.07
STR_300,Pseudomonas,also,Positive,Anaerobic,5.86
STR_700,Lactobacillus,feel,Positive,Anaerobic,1.21
STR_639,Staphylococcus,edge,Positive,Anaerobic,0.62
STR_645,Lactobacillus,each,Positive,Aerobic,3.15
STR_534,Pseudomonas,positive,Negative,Aerobic,1.05
STR_323,Staphylococcus,as,Negative,Microaerophilic,8.26
STR_403,Clostridium,than,Positive,Aerobic,7.93
STR_315,Staphylococcus,consider,Negative,Microaerophilic,3.06
STR_383,Lactobacillus,surface,Positive,Microaerophilic,5.39
STR_306,Clostridium,herself,Positive,Anaerobic,9.88
STR_220,Streptococcus,would,Negative,Facultative Anaerobe,7.85
STR_526,Streptococcus,home,Positive,Anaerobic,4.52
STR_404,Lactobacillus,grow,Negative,Facultative Anaerobe,7.83
STR_959,Staphylococcus,stop,Positive,Anaerobic,1.26
STR_473,Lactobacillus,anyone,Negative,Anaerobic,7.8
STR_675,Streptococcus,adult,Negative,Microaerophilic,9.23
STR_669,Staphylococcus,everything,Positive,Aerobic,7.49
STR_736,Bacillus,behavior,Positive,Aerobic,1.04
STR_408,Streptococcus,here,Negative,Microaerophilic,5.27
STR_372,Pseudomonas,respond,Negative,Facultative Anaerobe,8.62
STR_120,Staphylococcus,go,Positive,Anaerobic,1.47
STR_833,Streptococcus,together,Negative,Anaerobic,0.79
STR_453,Bacillus,break,Negative,Facultative Anaerobe,3.58
STR_831,Lactobacillus,stuff,Positive,Facultative Anaerobe,6.64
STR_510,Clostridium,very,Positive,Anaerobic,7.35
STR_685,Pseudomonas,argue,Positive,Aerobic,4.75
STR_702,Clostridium,decision,Positive,Microaerophilic,7.62
STR_519,Lactobacillus,other,Negative,Microaerophilic,1.39
STR_837,Bacillus,third,Negative,Anaerobic,2.0
STR_925,Lactobacillus,exist,Negative,Microaerophilic,6.46
STR_844,Pseudomonas,all,Negative,Aerobic,1.04
STR_792,Pseudomonas,again,Positive,Anaerobic,7.03
STR_821,Bacillus,form,Positive,Aerobic,5.0
STR_550,Streptococcus,agree,Positive,Facultative Anaerobe,0.83
STR_919,Pseudomonas,compare,Positive,Facultative Anaerobe,6.43
STR_878,Clostridium,house,Positive,Microaerophilic,1.19
STR_930,Lactobacillus,me,Positive,Facultative Anaerobe,6.05
STR_531,Clostridium,former,Negative,Anaerobic,1.9
STR_958,Pseudomonas,need,Negative,Facultative Anaerobe,3.2
STR_916,Clostridium,wait,Negative,Aerobic,5.1
STR_627,Clostridium,very,Negative,Anaerobic,1.09
STR_704,Streptococcus,some,Positive,Facultative Anaerobe,0.7
STR_391,Staphylococcus,usually,Negative,Microaerophilic,8.86
STR_296,Bacillus,voice,Negative,Anaerobic,9.35
STR_943,Lactobacillus,quite,Negative,Facultative Anaerobe,4.21
STR_932,Bacillus,consider,Negative,Aerobic,2.55
STR_126,Lactobacillus,bed,Negative,Facultative Anaerobe,7.97
STR_554,Pseudomonas,sometimes,Negative,Aerobic,6.12
STR_144,Bacillus,surface,Negative,Aerobic,2.47
STR_490,Bacillus,area,Negative,Anaerobic,5.01
STR_696,Pseudomonas,there,Positive,Microaerophilic,9.37
STR_280,Streptococcus,go,Positive,Microaerophilic,8.42
STR_502,Pseudomonas,let,Positive,Facultative Anaerobe,2.85
STR_347,Pseudomonas,yourself,Positive,Aerobic,5.89
STR_869,Staphylococcus,bit,Positive,Aerobic,4.35
STR_527,Staphylococcus,strategy,Positive,Facultative Anaerobe,1.3
STR_461,Pseudomonas,travel,Negative,Anaerobic,8.1
STR_573,Bacillus,bar,Positive,Facultative Anaerobe,1.63
STR_599,Streptococcus,relate,Negative,Aerobic,5.32
STR_488,Bacillus,hard,Positive,Microaerophilic,9.21
STR_250,Streptococcus,window,Negative,Aerobic,7.1
STR_652,Streptococcus,walk,Negative,Aerobic,6.06
STR_181,Lactobacillus,be,Positive,Facultative Anaerobe,7.16
STR_762,Lactobacillus,decision,Negative,Aerobic,8.36
STR_243,Pseudomonas,trouble,Negative,Microaerophilic,3.82
STR_482,Lactobacillus,although,Positive,Facultative Anaerobe,5.02
STR_643,Staphylococcus,similar,Positive,Facultative Anaerobe,3.24
STR_205,Clostridium,available,Negative,Microaerophilic,6.36
STR_454,Streptococcus,interesting,Positive,Facultative Anaerobe,9.71
STR_540,Bacillus,which,Negative,Facultative Anaerobe,3.05
STR_301,Bacillus,fire,Positive,Microaerophilic,1.38
STR_538,Bacillus,PM,Positive,Aerobic,9.1
STR_631,Streptococcus,describe,Positive,Facultative Anaerobe,0.78
STR_840,Bacillus,west,Negative,Aerobic,7.29
STR_308,Bacillus,chair,Positive,Microaerophilic,5.6
STR_803,Staphylococcus,system,Positive,Microaerophilic,2.69
