strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_402,Staphylococcus,later,Positive,Facultative Anaerobe,6.09
STR_565,Streptococcus,fish,Positive,Anaerobic,6.47
STR_568,Lactobacillus,hold,Positive,Microaerophilic,6.35
STR_488,Staphylococcus,catch,Negative,Anaerobic,1.95
STR_861,Staphylococcus,safe,Negative,Aerobic,4.88
STR_213,Lactobacillus,really,Positive,Facultative Anaerobe,7.25
STR_886,Pseudomonas,keep,Negative,Microaerophilic,4.18
STR_257,Clostridium,better,Negative,Anaerobic,5.69
STR_334,Clostridium,social,Positive,Aerobic,1.4
STR_127,Staphylococcus,consumer,Positive,Microaerophilic,2.88
STR_420,Lactobacillus,book,Positive,Facultative Anaerobe,8.5
STR_908,Staphylococcus,describe,Negative,Facultative Anaerobe,5.49
STR_783,Bacillus,born,Negative,Facultative Anaerobe,9.09
STR_179,Pseudomonas,generation,Positive,Aerobic,8.76
STR_863,Staphylococcus,outside,Negative,Anaerobic,1.0
STR_352,Lactobacillus,modern,Negative,Facultative Anaerobe,5.63
STR_147,Staphylococcus,improve,Positive,Facultative Anaerobe,1.44
STR_423,Lactobacillus,receive,Negative,Microaerophilic,8.56
STR_512,Staphylococcus,spring,Positive,Aerobic,3.08
STR_302,Pseudomonas,care,Positive,Anaerobic,4.25
STR_945,Bacillus,various,Negative,Microaerophilic,5.79
STR_688,Staphylococcus,idea,Negative,Facultative Anaerobe,6.19
STR_927,Lactobacillus,cell,Positive,Facultative Anaerobe,3.68
STR_435,Bacillus,white,Negative,Facultative Anaerobe,6.66
STR_997,Pseudomonas,information,Positive,Microaerophilic,7.04
STR_229,Streptococcus,claim,Positive,Aerobic,8.98
STR_900,Clostridium,ten,Positive,Anaerobic,1.24
STR_980,Bacillus,year,Negative,Anaerobic,2.57
STR_735,Bacillus,actually,Negative,Microaerophilic,6.7
STR_919,Streptococcus,south,Negative,Anaerobic,6.96
STR_198,Streptococcus,picture,Positive,Aerobic,1.78
STR_154,Bacillus,six,Negative,Aerobic,6.67
STR_893,Lactobacillus,nature,Positive,Aerobic,7.55
STR_953,Lactobacillus,stop,Positive,Microaerophilic,4.2
STR_829,Staphylococcus,expert,Negative,Aerobic,0.63
STR_372,Staphylococcus,new,Positive,Facultative Anaerobe,2.45
STR_565,Bacillus,site,Negative,Microaerophilic,2.61
STR_855,Clostridium,finish,Positive,Anaerobic,8.78
STR_256,Streptococcus,room,Positive,Facultative Anaerobe,1.01
STR_870,Clostridium,foot,Positive,Anaerobic,8.06
STR_376,Staphylococcus,difference,Negative,Anaerobic,8.06
STR_145,Clostridium,recent,Negative,Anaerobic,8.7
STR_108,Lactobacillus,explain,Positive,Microaerophilic,4.92
STR_652,Lactobacillus,exactly,Positive,Facultative Anaerobe,6.77
STR_919,Pseudomonas,stand,Negative,Aerobic,2.19
STR_226,Pseudomonas,home,Positive,Microaerophilic,2.35
STR_855,Bacillus,reveal,Negative,Anaerobic,7.92
STR_977,Clostridium,bill,Positive,Aerobic,5.79
STR_263,Streptococcus,add,Negative,Microaerophilic,8.67
STR_815,Clostridium,become,Positive,Anaerobic,7.08
STR_905,Clostridium,rest,Negative,Facultative Anaerobe,3.67
STR_220,Staphylococcus,likely,Positive,Anaerobic,4.73
STR_105,Bacillus,commercial,Negative,Facultative Anaerobe,5.73
STR_456,Lactobacillus,result,Negative,Facultative Anaerobe,8.2
STR_400,Lactobacillus,goal,Negative,Facultative Anaerobe,0.69
STR_698,Clostridium,situation,Positive,Anaerobic,7.41
STR_466,Staphylococcus,audience,Positive,Facultative Anaerobe,3.36
STR_714,Lactobacillus,family,Positive,Aerobic,8.07
STR_733,Streptococcus,culture,Positive,Aerobic,3.6
STR_997,Streptococcus,threat,Positive,Microaerophilic,7.47
STR_138,Bacillus,simply,Positive,Microaerophilic,4.41
STR_647,Bacillus,article,Positive,Microaerophilic,0.71
STR_814,Pseudomonas,lot,Negative,Aerobic,5.22
STR_603,Streptococcus,indeed,Positive,Aerobic,6.43
STR_628,Pseudomonas,billion,Negative,Microaerophilic,4.98
STR_377,Streptococcus,set,Negative,Anaerobic,2.39
STR_366,Staphylococcus,challenge,Positive,Facultative Anaerobe,2.46
STR_612,Streptococcus,system,Negative,Microaerophilic,3.22
STR_934,Clostridium,forward,Negative,Facultative Anaerobe,4.58
STR_261,Lactobacillus,pick,Negative,Aerobic,6.84
STR_339,Staphylococcus,weight,Negative,Aerobic,9.36
STR_684,Pseudomonas,region,Positive,Facultative Anaerobe,4.35
STR_280,Staphylococcus,ever,Positive,Anaerobic,0.7
STR_653,Bacillus,where,Positive,Anaerobic,8.4
STR_903,Lactobacillus,best,Positive,Aerobic,1.49
STR_266,Clostridium,someone,Positive,Facultative Anaerobe,7.11
STR_670,Clostridium,box,Positive,Anaerobic,4.48
STR_446,Lactobacillus,dream,Positive,Anaerobic,5.69
STR_514,Staphylococcus,film,Positive,Microaerophilic,9.61
STR_364,Pseudomonas,task,Positive,Facultative Anaerobe,4.16
STR_109,Bacillus,particular,Negative,Anaerobic,7.66
STR_984,Bacillus,call,Negative,Aerobic,6.68
STR_312,Clostridium,music,Negative,Facultative Anaerobe,4.35
STR_537,Clostridium,memory,Negative,Aerobic,9.07
STR_677,Clostridium,physical,Negative,Anaerobic,8.86
STR_454,Staphylococcus,crime,Positive,Aerobic,2.38
STR_931,Bacillus,room,Positive,Facultative Anaerobe,4.84
STR_507,Lactobacillus,brother,Negative,Aerobic,4.2
STR_667,Bacillus,industry,Positive,Aerobic,3.97
STR_637,Bacillus,baby,Negative,Anaerobic,5.33
STR_265,Staphylococcus,international,Positive,Microaerophilic,4.47
STR_823,Staphylococcus,agent,Negative,Aerobic,3.78
STR_699,Staphylococcus,Mrs,Positive,Anaerobic,7.68
STR_350,Pseudomonas,low,Negative,Aerobic,2.29
STR_106,Streptococcus,author,Positive,Microaerophilic,0.56
STR_712,Pseudomonas,author,Positive,Anaerobic,6.87
STR_931,Lactobacillus,area,Positive,Aerobic,8.87
STR_273,Clostridium,attorney,Positive,Microaerophilic,2.65
STR_903,Lactobacillus,hundred,Positive,Facultative Anaerobe,8.09
STR_307,Streptococcus,oil,Negative,Aerobic,2.71
STR_645,Pseudomonas,never,Positive,Facultative Anaerobe,4.11
STR_344,Clostridium,peace,Negative,Aerobic,0.52
STR_115,Clostridium,anyone,Positive,Aerobic,4.58
STR_591,Bacillus,top,Negative,Anaerobic,3.72
STR_787,Staphylococcus,smile,Negative,Facultative Anaerobe,8.53
STR_213,Lactobacillus,break,Negative,Aerobic,7.99
STR_656,Staphylococcus,dark,Negative,Microaerophilic,7.04
STR_342,Streptococcus,lay,Positive,Aerobic,5.34
STR_392,Bacillus,should,Positive,Microaerophilic,1.91
STR_820,Clostridium,lead,Negative,Microaerophilic,9.65
STR_288,Staphylococcus,kind,Negative,Microaerophilic,2.82
STR_851,Lactobacillus,vote,Positive,Anaerobic,5.92
STR_435,Pseudomonas,and,Positive,Microaerophilic,6.89
STR_593,Clostridium,dog,Negative,Anaerobic,3.43
STR_435,Pseudomonas,full,Negative,Aerobic,9.94
STR_432,Staphylococcus,enough,Positive,Facultative Anaerobe,9.25
STR_337,Clostridium,area,Negative,Facultative Anaerobe,4.95
STR_183,Pseudomonas,might,Positive,Facultative Anaerobe,0.78
STR_553,Clostridium,who,Positive,Anaerobic,4.81
STR_126,Clostridium,leg,Negative,Facultative Anaerobe,9.99
STR_913,Bacillus,look,Positive,Aerobic,2.95
STR_602,Lactobacillus,short,Negative,Anaerobic,8.35
STR_149,Streptococcus,market,Negative,Microaerophilic,6.2
STR_273,Bacillus,strategy,Positive,Facultative Anaerobe,2.08
STR_560,Staphylococcus,floor,Positive,Facultative Anaerobe,8.89
STR_195,Clostridium,water,Positive,Anaerobic,3.01
STR_223,Staphylococcus,ground,Positive,Anaerobic,9.22
STR_638,Lactobacillus,surface,Negative,Aerobic,8.64
STR_532,Lactobacillus,else,Positive,Facultative Anaerobe,4.16
STR_703,Bacillus,strong,Positive,Microaerophilic,2.9
STR_429,Bacillus,paper,Negative,Microaerophilic,2.26
STR_188,Bacillus,case,Negative,Aerobic,1.81
STR_941,Clostridium,yes,Negative,Facultative Anaerobe,2.19
STR_505,Staphylococcus,maintain,Negative,Aerobic,7.85
STR_850,Lactobacillus,end,Negative,Microaerophilic,8.98
STR_617,Streptococcus,thought,Negative,Anaerobic,8.87
STR_864,Clostridium,break,Positive,Aerobic,6.42
STR_385,Pseudomonas,cause,Positive,Anaerobic,8.25
