strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_181,Bacillus,fear,Negative,Anaerobic,9.6
STR_519,Streptococcus,information,Negative,Facultative Anaerobe,2.13
STR_626,Bacillus,picture,Negative,Anaerobic,1.19
STR_311,Streptococcus,beat,Negative,Microaerophilic,4.88
STR_497,Pseudomonas,us,Negative,Microaerophilic,1.91
STR_923,Staphylococcus,even,Negative,Microaerophilic,0.66
STR_900,Clostridium,land,Negative,Microaerophilic,8.17
STR_404,Pseudomonas,second,Negative,Microaerophilic,2.39
STR_746,Staphylococcus,pick,Positive,Aerobic,3.92
STR_784,Clostridium,ground,Positive,Anaerobic,0.62
STR_262,Staphylococcus,unit,Negative,Microaerophilic,5.84
STR_406,Staphylococcus,all,Negative,Microaerophilic,2.09
STR_534,Staphylococcus,down,Positive,Microaerophilic,2.85
STR_162,Bacillus,similar,Negative,Anaerobic,9.92
STR_744,Lactobacillus,they,Positive,Anaerobic,4.63
STR_108,Bacillus,environment,Positive,Aerobic,4.99
STR_578,Staphylococcus,get,Negative,Microaerophilic,0.72
STR_996,Pseudomonas,newspaper,Negative,Aerobic,6.27
STR_713,Staphylococcus,election,Negative,Facultative Anaerobe,5.03
STR_841,Pseudomonas,wait,Positive,Facultative Anaerobe,7.26
STR_143,Staphylococcus,drug,Positive,Facultative Anaerobe,6.87
STR_910,Staphylococcus,make,Negative,Microaerophilic,5.57
STR_751,Staphylococcus,offer,Negative,Facultative Anaerobe,7.38
STR_489,Streptococcus,create,Negative,Microaerophilic,8.03
STR_684,Pseudomonas,painting,Positive,Microaerophilic,4.24
STR_145,Clostridium,read,Positive,Anaerobic,4.47
STR_126,Lactobacillus,occur,Negative,Aerobic,0.89
STR_944,Bacillus,hot,Positive,Facultative Anaerobe,9.44
STR_421,Pseudomonas,company,Negative,Anaerobic,1.17
STR_160,Staphylococcus,shoulder,Negative,Aerobic,5.26
STR_467,Lactobacillus,former,Positive,Facultative Anaerobe,9.98
STR_609,Staphylococcus,point,Negative,Microaerophilic,5.57
STR_217,Clostridium,different,Negative,Facultative Anaerobe,5.69
STR_618,Streptococcus,century,Negative,Facultative Anaerobe,6.44
STR_340,Pseudomonas,half,Positive,Microaerophilic,2.19
STR_779,Bacillus,or,Positive,Microaerophilic,9.87
STR_773,Clostridium,total,Positive,Aerobic,7.09
STR_967,Pseudomonas,than,Positive,Aerobic,8.61
STR_717,Clostridium,another,Positive,Aerobic,5.67
STR_233,Streptococcus,other,Positive,Aerobic,5.94
STR_784,Pseudomonas,management,Positive,Facultative Anaerobe,2.31
STR_871,Pseudomonas,wrong,Negative,Microaerophilic,6.14
STR_116,Streptococcus,many,Negative,Aerobic,1.7
STR_382,Pseudomonas,education,Negative,Anaerobic,8.68
STR_748,Streptococcus,space,Negative,Anaerobic,5.86
STR_503,Pseudomonas,yet,Positive,Aerobic,8.52
STR_787,Lactobacillus,yourself,Negative,Anaerobic,3.49
STR_697,Streptococcus,maybe,Positive,Microaerophilic,5.13
STR_114,Clostridium,official,Negative,Anaerobic,1.85
STR_316,Staphylococcus,material,Negative,Anaerobic,7.78
STR_126,Lactobacillus,idea,Positive,Microaerophilic,1.95
STR_123,Bacillus,tough,Positive,Facultative Anaerobe,2.78
STR_146,Pseudomonas,everyone,Positive,Aerobic,2.98
STR_333,Lactobacillus,bed,Negative,Microaerophilic,4.22
STR_305,Streptococcus,wife,Negative,Microaerophilic,2.66
STR_771,Clostridium,method,Positive,Microaerophilic,6.4
STR_213,Bacillus,operation,Negative,Microaerophilic,9.68
STR_505,Bacillus,class,Negative,Facultative Anaerobe,2.43
STR_458,Clostridium,foreign,Positive,Facultative Anaerobe,9.98
STR_163,Lactobacillus,walk,Positive,Microaerophilic,6.43
STR_196,Bacillus,per,Negative,Facultative Anaerobe,9.78
STR_619,Bacillus,west,Negative,Aerobic,5.9
STR_958,Lactobacillus,return,Positive,Facultative Anaerobe,3.11
STR_907,Pseudomonas,join,Positive,Anaerobic,8.87
STR_468,Staphylococcus,production,Negative,Aerobic,7.69
STR_723,Clostridium,film,Negative,Anaerobic,1.17
STR_178,Staphylococcus,around,Positive,Facultative Anaerobe,3.16
STR_614,Clostridium,economic,Positive,Microaerophilic,0.7
STR_299,Staphylococcus,lawyer,Negative,Aerobic,4.21
STR_646,Pseudomonas,system,Negative,Aerobic,0.83
STR_849,Streptococcus,career,Negative,Anaerobic,8.16
STR_188,Pseudomonas,environment,Negative,Anaerobic,7.8
STR_898,Pseudomonas,issue,Positive,Facultative Anaerobe,3.5
STR_985,Streptococcus,ground,Negative,Microaerophilic,2.8
STR_165,Pseudomonas,parent,Negative,Anaerobic,6.92
STR_871,Staphylococcus,film,Negative,Facultative Anaerobe,4.67
STR_693,Pseudomonas,world,Negative,Facultative Anaerobe,8.11
STR_218,Pseudomonas,wife,Positive,Anaerobic,9.61
STR_580,Bacillus,medical,Positive,Microaerophilic,4.47
STR_225,Streptococcus,necessary,Negative,Aerobic,5.38
STR_127,Staphylococcus,throughout,Negative,Anaerobic,8.09
STR_275,Staphylococcus,play,Negative,Microaerophilic,6.71
STR_914,Staphylococcus,very,Negative,Facultative Anaerobe,3.64
STR_979,Pseudomonas,young,Positive,Microaerophilic,4.21
STR_404,Streptococcus,another,Positive,Facultative Anaerobe,9.92
STR_112,Staphylococcus,two,Negative,Anaerobic,8.76
STR_360,Bacillus,teacher,Negative,Aerobic,4.88
STR_676,Lactobacillus,garden,Negative,Anaerobic,4.49
STR_518,Pseudomonas,energy,Negative,Anaerobic,3.14
STR_321,Pseudomonas,ground,Positive,Microaerophilic,9.93
STR_132,Lactobacillus,great,Positive,Anaerobic,6.1
STR_991,Clostridium,oil,Negative,Anaerobic,3.24
STR_757,Streptococcus,contain,Positive,Facultative Anaerobe,3.56
STR_324,Lactobacillus,method,Negative,Aerobic,8.08
STR_785,Streptococcus,find,Positive,Facultative Anaerobe,0.91
STR_188,Clostridium,anything,Positive,Microaerophilic,8.53
