strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_821,Staphylococcus,myself,Negative,Anaerobic,7.97
STR_198,Bacillus,performance,Negative,Aerobic,7.24
STR_478,Lactobacillus,star,Positive,Facultative Anaerobe,1.0
STR_803,Streptococcus,fine,Negative,Microaerophilic,7.95
STR_664,Streptococcus,skin,Positive,Aerobic,0.81
STR_912,Bacillus,artist,Positive,Anaerobic,2.55
STR_247,Lactobacillus,together,Negative,Aerobic,7.45
STR_336,Pseudomonas,thing,Negative,Facultative Anaerobe,3.6
STR_859,Lactobacillus,mind,Positive,Microaerophilic,5.34
STR_529,Pseudomonas,response,Negative,Aerobic,1.15
STR_773,Bacillus,third,Negative,Aerobic,1.16
STR_514,Staphylococcus,they,Negative,Microaerophilic,2.76
STR_393,Lactobacillus,pay,Negative,Facultative Anaerobe,0.6
STR_776,Lactobacillus,crime,Negative,Anaerobic,3.08
STR_978,Staphylococcus,seem,Positive,Anaerobic,5.37
STR_217,Streptococcus,price,Negative,Anaerobic,4.33
STR_198,Pseudomonas,knowledge,Negative,Microaerophilic,6.72
STR_658,Pseudomonas,rate,Positive,Aerobic,6.05
STR_846,Streptococcus,lay,Negative,Microaerophilic,4.5
STR_188,Bacillus,again,Negative,Aerobic,4.8
STR_815,Bacillus,wonder,Positive,Facultative Anaerobe,6.97
STR_624,Bacillus,gas,Negative,Microaerophilic,1.85
STR_906,Lactobacillus,thing,Negative,Aerobic,6.13
STR_125,Bacillus,at,Negative,Facultative Anaerobe,6.33
STR_593,Lactobacillus,up,Positive,Anaerobic,1.29
STR_135,Lactobacillus,another,Positive,Facultative Anaerobe,9.52
STR_450,Clostridium,exactly,Positive,Microaerophilic,4.88
STR_252,Streptococcus,region,Positive,Anaerobic,2.5
STR_101,Pseudomonas,factor,Positive,Aerobic,2.32
STR_652,Streptococcus,community,Negative,Aerobic,7.23
STR_362,Streptococcus,thus,Negative,Aerobic,4.42
STR_205,Staphylococcus,game,Negative,Aerobic,5.04
STR_348,Lactobacillus,film,Negative,Aerobic,7.54
STR_501,Bacillus,trouble,Negative,Microaerophilic,4.31
STR_724,Streptococcus,door,Positive,Microaerophilic,1.54
STR_182,Staphylococcus,dinner,Negative,Anaerobic,7.65
STR_230,Staphylococcus,discover,Negative,Microaerophilic,2.93
STR_698,Bacillus,market,Negative,Microaerophilic,1.51
STR_955,Bacillus,there,Positive,Aerobic,3.79
STR_855,Pseudomonas,strategy,Negative,Microaerophilic,5.12
STR_565,Lactobacillus,determine,Positive,Anaerobic,6.58
STR_427,Lactobacillus,happy,Positive,Anaerobic,9.15
STR_179,Staphylococcus,job,Positive,Anaerobic,9.43
STR_394,Pseudomonas,over,Positive,Facultative Anaerobe,3.56
STR_471,Staphylococcus,world,Positive,Aerobic,6.91
STR_873,Streptococcus,these,Positive,Facultative Anaerobe,5.62
STR_191,Streptococcus,series,Positive,Aerobic,9.12
STR_763,Bacillus,behind,Positive,Aerobic,2.8
STR_661,Staphylococcus,benefit,Negative,Facultative Anaerobe,5.31
STR_139,Streptococcus,player,Negative,Facultative Anaerobe,4.07
