strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_257,Pseudomonas,strong,Positive,Facultative Anaerobe,2.85
STR_827,Pseudomonas,only,Positive,Microaerophilic,7.7
STR_595,Pseudomonas,story,Positive,Anaerobic,9.89
STR_405,Lactobacillus,couple,Negative,Anaerobic,8.75
STR_672,Clostridium,however,Positive,Anaerobic,8.73
STR_775,Clostridium,note,Negative,Anaerobic,4.43
STR_470,Staphylococcus,store,Positive,Microaerophilic,6.9
STR_451,Clostridium,from,Positive,Anaerobic,8.64
STR_206,Lactobacillus,very,Positive,Aerobic,8.04
STR_122,Pseudomonas,soldier,Positive,Facultative Anaerobe,9.22
STR_881,Bacillus,himself,Positive,Aerobic,6.75
STR_824,Pseudomonas,of,Negative,Microaerophilic,5.87
STR_497,Staphylococcus,large,Positive,Microaerophilic,8.28
STR_225,Clostridium,identify,Positive,Microaerophilic,3.93
STR_597,Streptococcus,model,Negative,Facultative Anaerobe,1.79
STR_426,Pseudomonas,you,Negative,Aerobic,2.55
STR_145,Lactobacillus,modern,Negative,Anaerobic,4.39
STR_762,Bacillus,president,Positive,Facultative Anaerobe,2.47
STR_356,Pseudomonas,hard,Negative,Facultative Anaerobe,8.53
STR_517,Pseudomonas,walk,Negative,Aerobic,4.17
STR_589,Bacillus,live,Negative,Facultative Anaerobe,0.82
STR_417,Bacillus,deep,Negative,Facultative Anaerobe,9.65
STR_565,Bacillus,material,Positive,Aerobic,2.65
STR_328,Pseudomonas,appear,Negative,Anaerobic,3.82
STR_201,Clostridium,billion,Positive,Aerobic,6.14
STR_609,Staphylococcus,structure,Negative,Facultative Anaerobe,7.46
STR_490,Lactobacillus,shoulder,Negative,Facultative Anaerobe,7.39
STR_129,Clostridium,move,Negative,Anaerobic,5.43
STR_302,Bacillus,pretty,Negative,Microaerophilic,7.35
STR_926,Streptococcus,traditional,Negative,Microaerophilic,9.7
STR_482,Clostridium,front,Negative,Facultative Anaerobe,5.87
STR_161,Clostridium,every,Negative,Anaerobic,3.7
STR_869,Lactobacillus,total,Negative,Microaerophilic,9.96
STR_838,Bacillus,school,Negative,Anaerobic,2.95
STR_489,Pseudomonas,nature,Negative,Facultative Anaerobe,9.35
STR_118,Bacillus,war,Positive,Microaerophilic,5.7
STR_367,Lactobacillus,reflect,Positive,Facultative Anaerobe,0.86
STR_187,Streptococcus,beautiful,Positive,Aerobic,8.22
STR_637,Bacillus,president,Negative,Anaerobic,3.99
STR_994,Staphylococcus,learn,Negative,Anaerobic,3.84
STR_446,Clostridium,newspaper,Negative,Microaerophilic,4.41
STR_497,Streptococcus,tree,Positive,Aerobic,2.5
STR_708,Streptococcus,sister,Positive,Aerobic,9.56
STR_851,Clostridium,crime,Negative,Anaerobic,6.23
STR_156,Bacillus,by,Positive,Microaerophilic,4.32
STR_504,Bacillus,discuss,Positive,Anaerobic,4.04
STR_318,Streptococcus,accept,Negative,Aerobic,9.26
STR_646,Staphylococcus,media,Positive,Facultative Anaerobe,1.06
STR_498,Bacillus,would,Positive,Aerobic,9.06
STR_290,Pseudomonas,home,Positive,Microaerophilic,8.1
STR_952,Staphylococcus,amount,Negative,Anaerobic,8.74
STR_275,Bacillus,once,Positive,Aerobic,8.69
STR_859,Lactobacillus,often,Negative,Facultative Anaerobe,2.86
STR_876,Staphylococcus,garden,Negative,Microaerophilic,2.63
STR_179,Lactobacillus,future,Negative,Anaerobic,3.33
STR_264,Lactobacillus,rock,Positive,Aerobic,2.42
STR_763,Streptococcus,quite,Negative,Anaerobic,1.82
STR_780,Bacillus,sense,Negative,Facultative Anaerobe,7.0
STR_859,Bacillus,system,Positive,Facultative Anaerobe,7.3
STR_634,Lactobacillus,deep,Negative,Aerobic,6.67
STR_747,Lactobacillus,positive,Negative,Anaerobic,6.96
STR_494,Bacillus,yourself,Negative,Microaerophilic,4.3
STR_690,Staphylococcus,green,Negative,Microaerophilic,6.37
STR_745,Pseudomonas,still,Positive,Facultative Anaerobe,9.24
STR_750,Clostridium,politics,Negative,Facultative Anaerobe,3.86
STR_981,Staphylococcus,must,Positive,Aerobic,7.16
STR_713,Pseudomonas,within,Negative,Microaerophilic,2.72
STR_855,Bacillus,your,Positive,Microaerophilic,9.55
STR_650,Pseudomonas,owner,Negative,Anaerobic,8.95
STR_623,Streptococcus,cultural,Negative,Facultative Anaerobe,4.75
STR_895,Streptococcus,nor,Positive,Facultative Anaerobe,4.54
STR_193,Clostridium,put,Positive,Anaerobic,9.41
STR_797,Staphylococcus,information,Positive,Microaerophilic,2.87
STR_134,Streptococcus,much,Positive,Facultative Anaerobe,0.85
STR_205,Lactobacillus,social,Positive,Aerobic,6.32
STR_263,Bacillus,need,Negative,Facultative Anaerobe,4.74
STR_755,Bacillus,feeling,Positive,Anaerobic,8.62
STR_275,Streptococcus,source,Positive,Microaerophilic,4.36
STR_100,Clostridium,agent,Negative,Microaerophilic,0.76
STR_511,Streptococcus,capital,Negative,Anaerobic,3.45
STR_859,Clostridium,lot,Negative,Facultative Anaerobe,9.49
STR_579,Lactobacillus,guy,Negative,Aerobic,3.1
STR_801,Lactobacillus,middle,Negative,Anaerobic,6.08
STR_825,Staphylococcus,rate,Positive,Aerobic,2.64
STR_153,Streptococcus,suffer,Positive,Anaerobic,0.72
STR_462,Staphylococcus,really,Negative,Anaerobic,4.9
STR_669,Staphylococcus,along,Negative,Anaerobic,8.01
STR_580,Pseudomonas,bill,Positive,Aerobic,3.36
STR_882,Streptococcus,do,Positive,Microaerophilic,8.1
STR_153,Lactobacillus,even,Negative,Aerobic,9.01
STR_727,Bacillus,list,Positive,Microaerophilic,0.75
STR_349,Bacillus,join,Negative,Facultative Anaerobe,7.63
STR_367,Lactobacillus,successful,Positive,Aerobic,2.6
STR_125,Bacillus,more,Negative,Aerobic,5.04
STR_909,Streptococcus,either,Negative,Aerobic,8.66
STR_692,Staphylococcus,animal,Negative,Microaerophilic,5.8
STR_463,Streptococcus,leave,Positive,Facultative Anaerobe,4.15
STR_358,Staphylococcus,media,Positive,Microaerophilic,8.9
STR_940,Bacillus,own,Positive,Facultative Anaerobe,2.31
STR_986,Bacillus,find,Positive,Microaerophilic,8.11
STR_844,Lactobacillus,foreign,Positive,Microaerophilic,7.23
STR_389,Clostridium,common,Positive,Microaerophilic,7.4
STR_986,Bacillus,relationship,Negative,Anaerobic,6.78
STR_755,Streptococcus,begin,Positive,Aerobic,7.7
STR_156,Clostridium,production,Negative,Aerobic,9.38
STR_403,Clostridium,site,Positive,Anaerobic,2.38
STR_764,Pseudomonas,traditional,Positive,Aerobic,1.53
STR_305,Lactobacillus,picture,Negative,Facultative Anaerobe,9.4
STR_525,Streptococcus,this,Negative,Anaerobic,7.2
STR_839,Clostridium,character,Positive,Microaerophilic,1.46
STR_446,Bacillus,head,Positive,Anaerobic,2.95
STR_895,Lactobacillus,we,Negative,Anaerobic,0.97
STR_771,Clostridium,nation,Negative,Facultative Anaerobe,2.51
STR_691,Bacillus,modern,Negative,Facultative Anaerobe,1.11
STR_761,Pseudomonas,trial,Negative,Microaerophilic,8.07
STR_360,Staphylococcus,describe,Negative,Microaerophilic,2.4
STR_942,Streptococcus,probably,Positive,Aerobic,6.33
STR_472,Pseudomonas,son,Negative,Anaerobic,2.42
STR_675,Bacillus,only,Positive,Microaerophilic,5.06
STR_613,Lactobacillus,half,Positive,Anaerobic,7.15
STR_481,Lactobacillus,day,Positive,Facultative Anaerobe,0.69
STR_520,Staphylococcus,fight,Negative,Aerobic,9.45
STR_933,Staphylococcus,respond,Negative,Microaerophilic,9.62
STR_770,Clostridium,parent,Positive,Anaerobic,2.37
STR_212,Streptococcus,pick,Positive,Microaerophilic,2.67
STR_535,Bacillus,page,Negative,Aerobic,0.5
STR_124,Clostridium,both,Positive,Microaerophilic,0.84
STR_299,Staphylococcus,final,Positive,Microaerophilic,6.71
STR_352,Bacillus,worker,Positive,Microaerophilic,5.71
STR_939,Lactobacillus,just,Negative,Anaerobic,6.56
STR_606,Staphylococcus,special,Negative,Aerobic,8.33
STR_195,Pseudomonas,reach,Negative,Aerobic,1.93
STR_927,Lactobacillus,painting,Negative,Microaerophilic,5.09
STR_655,Lactobacillus,current,Negative,Aerobic,2.28
STR_770,Streptococcus,front,Negative,Facultative Anaerobe,4.69
STR_969,Pseudomonas,although,Positive,Facultative Anaerobe,7.23
STR_394,Staphylococcus,break,Positive,Facultative Anaerobe,9.93
STR_550,Clostridium,we,Negative,Facultative Anaerobe,9.51
STR_132,Staphylococcus,set,Positive,Aerobic,6.81
STR_494,Pseudomonas,bank,Positive,Anaerobic,2.3
STR_127,Bacillus,pull,Positive,Aerobic,7.96
STR_839,Lactobacillus,charge,Positive,Facultative Anaerobe,4.24
STR_581,Staphylococcus,always,Positive,Microaerophilic,3.16
STR_236,Lactobacillus,together,Negative,Facultative Anaerobe,5.12
STR_741,Bacillus,girl,Positive,Facultative Anaerobe,4.86
STR_186,Clostridium,economic,Positive,Microaerophilic,4.89
STR_389,Clostridium,least,Negative,Anaerobic,2.53
STR_582,Bacillus,particularly,Negative,Aerobic,3.06
STR_899,Lactobacillus,response,Negative,Facultative Anaerobe,1.47
STR_697,Streptococcus,situation,Negative,Microaerophilic,6.61
STR_628,Staphylococcus,maybe,Positive,Microaerophilic,1.65
STR_189,Staphylococcus,few,Positive,Aerobic,4.54
STR_619,Streptococcus,education,Negative,Anaerobic,9.42
STR_471,Bacillus,growth,Positive,Facultative Anaerobe,3.06
STR_977,Staphylococcus,daughter,Positive,Anaerobic,2.67
STR_602,Lactobacillus,growth,Negative,Microaerophilic,1.27
STR_996,Streptococcus,television,Positive,Anaerobic,1.94
STR_666,Staphylococcus,since,Negative,Aerobic,4.86
STR_610,Pseudomonas,think,Negative,Microaerophilic,8.41
STR_487,Clostridium,child,Negative,Microaerophilic,6.11
STR_391,Lactobacillus,themselves,Negative,Microaerophilic,2.83
STR_196,Clostridium,personal,Positive,Anaerobic,1.62
STR_180,Streptococcus,action,Positive,Facultative Anaerobe,0.94
STR_449,Streptococcus,picture,Positive,Anaerobic,2.06
STR_824,Lactobacillus,easy,Negative,Facultative Anaerobe,8.73
STR_753,Pseudomonas,despite,Positive,Aerobic,7.46
STR_578,Pseudomonas,he,Negative,Microaerophilic,3.68
STR_478,Clostridium,minute,Negative,Aerobic,9.69
STR_225,Staphylococcus,letter,Negative,Anaerobic,2.57
STR_577,Streptococcus,anyone,Negative,Microaerophilic,7.71
STR_807,Pseudomonas,matter,Negative,Anaerobic,6.63
STR_929,Staphylococcus,choose,Positive,Aerobic,9.53
STR_583,Bacillus,treat,Negative,Facultative Anaerobe,9.98
STR_879,Pseudomonas,any,Positive,Microaerophilic,3.4
STR_981,Staphylococcus,fast,Positive,Anaerobic,7.14
STR_487,Lactobacillus,morning,Negative,Aerobic,0.84
STR_259,Bacillus,similar,Negative,Microaerophilic,4.94
STR_587,Lactobacillus,else,Negative,Aerobic,1.51
STR_940,Bacillus,team,Negative,Anaerobic,3.66
STR_399,Bacillus,positive,Positive,Microaerophilic,4.81
STR_223,Streptococcus,condition,Negative,Microaerophilic,4.69
STR_170,Lactobacillus,so,Negative,Anaerobic,1.12
STR_230,Streptococcus,yourself,Negative,Aerobic,4.34
STR_152,Pseudomonas,whole,Positive,Anaerobic,1.21
STR_260,Lactobacillus,on,Negative,Facultative Anaerobe,3.57
STR_198,Bacillus,region,Negative,Microaerophilic,8.55
STR_877,Streptococcus,seat,Positive,Facultative Anaerobe,6.16
STR_210,Pseudomonas,two,Positive,Anaerobic,4.79
STR_292,Bacillus,bar,Positive,Microaerophilic,3.04
STR_139,Streptococcus,machine,Positive,Facultative Anaerobe,8.01
STR_957,Staphylococcus,green,Positive,Anaerobic,0.95
STR_687,Bacillus,trial,Negative,Facultative Anaerobe,6.84
STR_898,Pseudomonas,newspaper,Positive,Aerobic,6.04
STR_835,Bacillus,I,Negative,Microaerophilic,8.1
STR_696,Streptococcus,national,Negative,Aerobic,5.73
STR_390,Streptococcus,play,Negative,Anaerobic,7.69
STR_787,Staphylococcus,instead,Negative,Aerobic,4.23
STR_349,Clostridium,administration,Negative,Aerobic,5.33
STR_635,Lactobacillus,laugh,Negative,Anaerobic,3.57
STR_856,Clostridium,very,Negative,Facultative Anaerobe,1.51
STR_408,Bacillus,budget,Negative,Anaerobic,0.85
STR_861,Pseudomonas,little,Negative,Facultative Anaerobe,7.43
STR_125,Pseudomonas,you,Negative,Anaerobic,6.47
STR_787,Bacillus,this,Positive,Facultative Anaerobe,3.88
STR_442,Clostridium,pick,Negative,Microaerophilic,5.47
STR_525,Lactobacillus,see,Positive,Facultative Anaerobe,4.74
STR_867,Lactobacillus,instead,Positive,Facultative Anaerobe,4.2
STR_183,Staphylococcus,people,Positive,Microaerophilic,5.83
STR_699,Bacillus,Mr,Positive,Anaerobic,2.47
STR_776,Pseudomonas,sing,Positive,Aerobic,3.71
STR_119,Lactobacillus,law,Negative,Anaerobic,0.6
STR_492,Lactobacillus,TV,Negative,Facultative Anaerobe,8.05
STR_958,Streptococcus,figure,Positive,Microaerophilic,0.68
STR_305,Pseudomonas,phone,Positive,Facultative Anaerobe,9.24
STR_189,Lactobacillus,yet,Negative,Aerobic,4.38
STR_797,Bacillus,off,Negative,Facultative Anaerobe,7.21
STR_125,Lactobacillus,great,Negative,Aerobic,2.84
STR_191,Bacillus,cut,Positive,Anaerobic,5.93
STR_636,Clostridium,amount,Negative,Anaerobic,7.13
STR_896,Pseudomonas,within,Negative,Anaerobic,8.08
STR_297,Lactobacillus,long,Positive,Anaerobic,5.55
STR_399,Streptococcus,owner,Negative,Microaerophilic,9.26
STR_685,Lactobacillus,raise,Positive,Microaerophilic,9.8
STR_705,Clostridium,whole,Negative,Facultative Anaerobe,4.36
STR_741,Pseudomonas,state,Negative,Facultative Anaerobe,0.93
STR_165,Streptococcus,hope,Positive,Aerobic,7.41
STR_516,Pseudomonas,any,Positive,Microaerophilic,1.56
STR_214,Staphylococcus,something,Negative,Microaerophilic,2.63
STR_908,Bacillus,official,Positive,Anaerobic,2.57
STR_529,Clostridium,our,Negative,Microaerophilic,1.91
STR_213,Streptococcus,news,Negative,Aerobic,4.91
STR_284,Streptococcus,unit,Positive,Aerobic,2.57
STR_860,Streptococcus,order,Positive,Aerobic,3.19
STR_754,Clostridium,central,Negative,Anaerobic,6.25
STR_229,Pseudomonas,push,Positive,Microaerophilic,4.93
STR_832,Streptococcus,situation,Positive,Anaerobic,1.7
STR_217,Clostridium,to,Positive,Facultative Anaerobe,9.7
STR_794,Pseudomonas,former,Positive,Facultative Anaerobe,1.3
STR_175,Staphylococcus,guess,Negative,Facultative Anaerobe,4.29
STR_831,Bacillus,like,Positive,Aerobic,3.68
STR_511,Lactobacillus,guess,Negative,Anaerobic,5.07
