strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_993,Clostridium,store,Negative,Facultative Anaerobe,2.12
STR_936,Bacillus,thing,Negative,Anaerobic,9.69
STR_988,Lactobacillus,arm,Negative,Facultative Anaerobe,6.24
STR_549,Clostridium,night,Negative,Anaerobic,7.46
STR_356,Lactobacillus,spring,Negative,Microaerophilic,8.51
STR_229,Lactobacillus,probably,Positive,Facultative Anaerobe,1.38
STR_197,Staphylococcus,pattern,Positive,Microaerophilic,4.54
STR_820,Lactobacillus,worker,Negative,Aerobic,3.78
STR_265,Bacillus,market,Negative,Facultative Anaerobe,6.83
STR_315,Clostridium,end,Positive,Microaerophilic,7.4
STR_215,Clostridium,effect,Negative,Microaerophilic,0.74
STR_862,Bacillus,however,Negative,Aerobic,6.05
STR_529,Streptococcus,officer,Negative,Microaerophilic,7.56
STR_348,Clostridium,phone,Positive,Anaerobic,6.57
STR_445,Bacillus,seek,Negative,Aerobic,5.28
STR_212,Streptococcus,point,Negative,Facultative Anaerobe,2.86
STR_225,Clostridium,expert,Positive,Aerobic,1.9
STR_883,Staphylococcus,detail,Negative,Anaerobic,4.53
STR_901,Streptococcus,determine,Negative,Anaerobic,1.68
STR_677,Bacillus,enough,Positive,Facultative Anaerobe,4.29
STR_613,Streptococcus,happy,Negative,Aerobic,7.31
STR_409,Streptococcus,sing,Positive,Anaerobic,9.09
STR_737,Staphylococcus,heavy,Positive,Anaerobic,6.47
STR_226,Pseudomonas,body,Negative,Microaerophilic,3.9
STR_400,Lactobacillus,resource,Negative,Microaerophilic,8.99
STR_118,Pseudomonas,exist,Positive,Anaerobic,1.9
STR_963,Clostridium,pick,Negative,Facultative Anaerobe,5.67
STR_113,Clostridium,guess,Negative,Anaerobic,6.42
STR_667,Lactobacillus,everyone,Negative,Anaerobic,6.72
STR_838,Pseudomonas,material,Negative,Aerobic,7.87
STR_516,Clostridium,run,Negative,Microaerophilic,2.39
STR_897,Lactobacillus,experience,Negative,Aerobic,6.9
STR_501,Clostridium,effect,Negative,Facultative Anaerobe,1.14
STR_160,Clostridium,plan,Positive,Anaerobic,9.71
STR_320,Lactobacillus,story,Negative,Aerobic,4.46
STR_628,Bacillus,college,Positive,Anaerobic,0.9
STR_761,Streptococcus,can,Negative,Microaerophilic,9.26
STR_858,Clostridium,sit,Negative,Facultative Anaerobe,3.82
STR_975,Bacillus,expect,Negative,Aerobic,3.47
STR_241,Pseudomonas,school,Negative,Anaerobic,6.44
STR_418,Bacillus,table,Negative,Microaerophilic,6.4
STR_265,Streptococcus,long,Negative,Aerobic,3.36
STR_898,Pseudomonas,process,Negative,Facultative Anaerobe,1.15
STR_441,Staphylococcus,often,Positive,Facultative Anaerobe,1.11
STR_438,Lactobacillus,everything,Negative,Aerobic,2.36
STR_543,Streptococcus,think,Positive,Aerobic,4.18
STR_652,Lactobacillus,nothing,Positive,Anaerobic,0.55
STR_957,Staphylococcus,rate,Negative,Facultative Anaerobe,6.08
STR_446,Pseudomonas,heart,Positive,Aerobic,8.15
STR_490,Staphylococcus,seem,Positive,Anaerobic,6.55
STR_373,Streptococcus,get,Negative,Aerobic,3.38
STR_452,Pseudomonas,group,Negative,Aerobic,4.75
STR_701,Streptococcus,if,Positive,Aerobic,8.32
STR_957,Lactobacillus,interview,Positive,Anaerobic,9.43
STR_407,Bacillus,including,Positive,Microaerophilic,8.15
STR_406,Bacillus,late,Positive,Facultative Anaerobe,7.25
STR_110,Pseudomonas,city,Negative,Anaerobic,3.92
STR_338,Streptococcus,season,Positive,Aerobic,8.55
STR_611,Clostridium,hand,Negative,Facultative Anaerobe,3.35
STR_949,Pseudomonas,week,Negative,Aerobic,2.95
STR_920,Clostridium,support,Negative,Microaerophilic,4.78
STR_151,Pseudomonas,red,Positive,Facultative Anaerobe,2.85
STR_323,Pseudomonas,economic,Positive,Anaerobic,9.1
STR_870,Clostridium,economy,Positive,Aerobic,8.28
STR_168,Bacillus,personal,Negative,Microaerophilic,6.31
STR_212,Bacillus,management,Positive,Facultative Anaerobe,5.26
STR_813,Streptococcus,may,Negative,Microaerophilic,7.48
STR_108,Bacillus,want,Positive,Anaerobic,9.85
STR_160,Pseudomonas,source,Negative,Microaerophilic,8.85
STR_508,Pseudomonas,real,Negative,Anaerobic,2.41
STR_135,Lactobacillus,member,Positive,Facultative Anaerobe,2.91
STR_213,Streptococcus,your,Negative,Facultative Anaerobe,8.3
STR_912,Clostridium,list,Negative,Facultative Anaerobe,8.28
STR_943,Lactobacillus,position,Negative,Aerobic,8.67
STR_180,Bacillus,light,Negative,Aerobic,7.82
STR_499,Clostridium,from,Negative,Aerobic,3.03
STR_853,Lactobacillus,will,Positive,Anaerobic,8.12
STR_482,Staphylococcus,relationship,Positive,Anaerobic,6.87
STR_157,Pseudomonas,particular,Positive,Microaerophilic,3.48
