strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_819,Bacillus,almost,Negative,Anaerobic,9.14
STR_601,Streptococcus,new,Negative,Microaerophilic,6.53
STR_282,Bacillus,hit,Negative,Facultative Anaerobe,4.15
STR_881,Staphylococcus,ok,Positive,Anaerobic,7.65
STR_299,Clostridium,writer,Positive,Microaerophilic,5.35
STR_689,Staphylococcus,performance,Positive,Aerobic,4.7
STR_228,Bacillus,once,Positive,Microaerophilic,4.2
STR_212,Staphylococcus,threat,Positive,Anaerobic,9.88
STR_701,Clostridium,long,Negative,Facultative Anaerobe,3.92
STR_183,Pseudomonas,sell,Positive,Anaerobic,4.1
STR_550,Pseudomonas,car,Positive,Facultative Anaerobe,5.28
STR_341,Streptococcus,know,Negative,Anaerobic,9.39
STR_166,Streptococcus,song,Positive,Facultative Anaerobe,2.48
STR_699,Lactobacillus,rise,Positive,Microaerophilic,7.34
STR_715,Staphylococcus,stuff,Negative,Microaerophilic,0.67
STR_777,Pseudomonas,business,Positive,Microaerophilic,1.28
STR_226,Staphylococcus,treatment,Negative,Microaerophilic,1.71
STR_566,Lactobacillus,low,Positive,Anaerobic,4.05
STR_628,Lactobacillus,beat,Negative,Aerobic,6.35
STR_906,Lactobacillus,language,Negative,Anaerobic,4.48
STR_806,Streptococcus,also,Negative,Aerobic,6.52
STR_740,Pseudomonas,beat,Positive,Aerobic,9.9
STR_563,Bacillus,store,Negative,Microaerophilic,1.64
STR_416,Lactobacillus,quality,Positive,Facultative Anaerobe,8.31
STR_310,Staphylococcus,window,Negative,Facultative Anaerobe,3.87
STR_231,Staphylococcus,time,Positive,Anaerobic,9.7
STR_904,Lactobacillus,discover,Negative,Aerobic,1.77
STR_486,Bacillus,push,Negative,Aerobic,0.89
STR_812,Clostridium,see,Positive,Facultative Anaerobe,8.92
STR_894,Staphylococcus,myself,Positive,Anaerobic,3.85
STR_641,Pseudomonas,shake,Negative,Microaerophilic,5.9
STR_236,Pseudomonas,suggest,Negative,Microaerophilic,7.15
STR_405,Streptococcus,reveal,Negative,Aerobic,2.84
STR_507,Streptococcus,challenge,Positive,Microaerophilic,9.19
STR_631,Lactobacillus,his,Negative,Microaerophilic,9.41
STR_365,Clostridium,worker,Positive,Microaerophilic,6.13
STR_211,Clostridium,actually,Negative,Anaerobic,3.74
STR_808,Lactobacillus,group,Positive,Anaerobic,8.78
STR_734,Clostridium,technology,Negative,Microaerophilic,3.9
STR_516,Clostridium,sure,Negative,Aerobic,4.7
STR_296,Lactobacillus,loss,Positive,Anaerobic,7.91
STR_428,Pseudomonas,American,Positive,Anaerobic,9.32
STR_541,Streptococcus,campaign,Negative,Anaerobic,3.34
STR_572,Pseudomonas,pretty,Positive,Aerobic,5.1
STR_710,Staphylococcus,me,Negative,Anaerobic,7.87
STR_871,Streptococcus,together,Negative,Anaerobic,8.1
STR_859,Staphylococcus,action,Negative,Aerobic,6.43
STR_452,Bacillus,media,Negative,Anaerobic,6.47
STR_391,Streptococcus,reason,Negative,Microaerophilic,1.86
STR_581,Streptococcus,lose,Positive,Anaerobic,9.5
STR_920,Pseudomonas,station,Positive,Facultative Anaerobe,9.82
STR_439,Streptococcus,central,Positive,Aerobic,7.21
STR_892,Streptococcus,new,Positive,Aerobic,8.88
STR_905,Clostridium,environment,Negative,Anaerobic,6.14
STR_236,Clostridium,turn,Negative,Facultative Anaerobe,9.22
STR_382,Clostridium,happen,Positive,Aerobic,3.33
STR_454,Staphylococcus,learn,Negative,Facultative Anaerobe,4.74
STR_578,Streptococcus,increase,Positive,Aerobic,7.74
STR_926,Streptococcus,truth,Negative,Anaerobic,7.26
STR_446,Bacillus,prepare,Positive,Facultative Anaerobe,7.77
STR_294,Clostridium,real,Positive,Microaerophilic,4.62
STR_438,Streptococcus,scientist,Positive,Aerobic,2.7
STR_286,Lactobacillus,also,Negative,Anaerobic,1.24
STR_834,Lactobacillus,senior,Negative,Facultative Anaerobe,2.72
STR_371,Lactobacillus,race,Negative,Facultative Anaerobe,3.54
STR_198,Staphylococcus,likely,Negative,Aerobic,4.16
STR_199,Staphylococcus,sound,Negative,Facultative Anaerobe,0.56
STR_655,Lactobacillus,however,Positive,Anaerobic,2.68
STR_378,Pseudomonas,view,Positive,Microaerophilic,6.5
STR_148,Streptococcus,red,Negative,Facultative Anaerobe,5.8
STR_285,Staphylococcus,hard,Negative,Aerobic,7.65
STR_450,Staphylococcus,reveal,Negative,Aerobic,9.64
STR_574,Pseudomonas,wish,Negative,Anaerobic,3.22
STR_290,Staphylococcus,shoulder,Positive,Anaerobic,1.07
STR_409,Lactobacillus,prevent,Negative,Anaerobic,5.01
STR_864,Streptococcus,lawyer,Negative,Microaerophilic,1.96
STR_907,Staphylococcus,commercial,Positive,Microaerophilic,5.46
STR_240,Lactobacillus,certainly,Positive,Facultative Anaerobe,8.17
STR_379,Streptococcus,consumer,Positive,Aerobic,9.63
STR_595,Pseudomonas,sister,Negative,Microaerophilic,6.98
STR_751,Pseudomonas,law,Positive,Anaerobic,7.38
STR_330,Bacillus,almost,Negative,Microaerophilic,2.41
STR_851,Pseudomonas,instead,Negative,Aerobic,7.46
STR_109,Pseudomonas,end,Negative,Anaerobic,2.45
STR_549,Staphylococcus,after,Negative,Facultative Anaerobe,1.71
STR_619,Lactobacillus,past,Negative,Facultative Anaerobe,9.0
STR_625,Lactobacillus,happy,Positive,Aerobic,4.48
STR_491,Staphylococcus,care,Negative,Anaerobic,0.89
STR_739,Clostridium,form,Positive,Anaerobic,4.29
STR_992,Bacillus,animal,Positive,Facultative Anaerobe,5.42
STR_757,Streptococcus,vote,Positive,Facultative Anaerobe,1.37
STR_328,Clostridium,success,Negative,Facultative Anaerobe,2.29
STR_496,Clostridium,knowledge,Negative,Aerobic,2.16
STR_262,Clostridium,behind,Negative,Facultative Anaerobe,9.66
STR_619,Bacillus,off,Positive,Microaerophilic,8.31
STR_174,Bacillus,value,Negative,Aerobic,8.11
STR_229,Bacillus,television,Negative,Microaerophilic,5.11
STR_823,Lactobacillus,cup,Positive,Facultative Anaerobe,3.71
STR_745,Pseudomonas,service,Positive,Anaerobic,6.22
STR_890,Streptococcus,hope,Positive,Aerobic,0.73
STR_513,Streptococcus,increase,Negative,Anaerobic,4.6
STR_816,Clostridium,agency,Positive,Microaerophilic,4.49
STR_627,Clostridium,task,Positive,Facultative Anaerobe,4.06
STR_791,Bacillus,right,Positive,Microaerophilic,4.3
STR_395,Pseudomonas,early,Positive,Anaerobic,5.71
STR_657,Staphylococcus,move,Positive,Anaerobic,9.85
STR_493,Staphylococcus,continue,Negative,Anaerobic,2.33
STR_990,Clostridium,follow,Positive,Aerobic,2.45
STR_728,Lactobacillus,receive,Negative,Facultative Anaerobe,7.36
STR_954,Lactobacillus,nation,Positive,Aerobic,4.44
STR_582,Staphylococcus,fish,Negative,Anaerobic,5.35
STR_995,Staphylococcus,prevent,Positive,Anaerobic,2.99
STR_328,Lactobacillus,tell,Negative,Microaerophilic,2.84
STR_689,Lactobacillus,low,Positive,Anaerobic,7.13
STR_287,Clostridium,agreement,Positive,Facultative Anaerobe,9.35
STR_101,Streptococcus,tell,Negative,Facultative Anaerobe,2.95
STR_385,Streptococcus,night,Positive,Anaerobic,4.26
STR_898,Staphylococcus,success,Negative,Anaerobic,2.57
STR_783,Streptococcus,page,Negative,Aerobic,10.0
STR_897,Clostridium,receive,Negative,Microaerophilic,9.88
STR_243,Pseudomonas,itself,Positive,Microaerophilic,9.65
STR_102,Staphylococcus,last,Positive,Aerobic,3.58
STR_181,Clostridium,action,Positive,Anaerobic,8.18
STR_642,Bacillus,result,Positive,Anaerobic,3.9
STR_772,Bacillus,whatever,Positive,Aerobic,4.34
STR_649,Staphylococcus,nor,Negative,Microaerophilic,4.58
STR_679,Bacillus,somebody,Positive,Microaerophilic,9.12
STR_145,Streptococcus,sometimes,Negative,Facultative Anaerobe,2.79
STR_314,Lactobacillus,just,Positive,Aerobic,9.9
STR_413,Streptococcus,factor,Positive,Microaerophilic,1.82
STR_450,Clostridium,system,Positive,Facultative Anaerobe,6.33
STR_882,Clostridium,power,Negative,Anaerobic,6.52
STR_410,Staphylococcus,require,Negative,Microaerophilic,8.54
STR_918,Streptococcus,avoid,Negative,Microaerophilic,6.64
STR_148,Staphylococcus,detail,Negative,Aerobic,1.31
STR_235,Bacillus,hit,Negative,Facultative Anaerobe,9.84
STR_821,Streptococcus,serious,Negative,Aerobic,7.39
STR_568,Bacillus,though,Positive,Aerobic,8.02
STR_221,Lactobacillus,research,Positive,Anaerobic,4.42
STR_219,Clostridium,road,Positive,Facultative Anaerobe,4.18
STR_415,Lactobacillus,particularly,Negative,Facultative Anaerobe,7.11
STR_166,Clostridium,community,Positive,Anaerobic,5.93
STR_556,Lactobacillus,factor,Negative,Anaerobic,8.94
STR_741,Pseudomonas,it,Negative,Facultative Anaerobe,9.46
STR_543,Pseudomonas,staff,Negative,Microaerophilic,8.71
STR_499,Staphylococcus,ten,Negative,Aerobic,3.8
STR_212,Clostridium,movement,Negative,Aerobic,6.49
STR_637,Clostridium,week,Positive,Microaerophilic,0.55
STR_796,Pseudomonas,yeah,Positive,Anaerobic,3.99
STR_230,Staphylococcus,population,Positive,Microaerophilic,6.94
STR_876,Streptococcus,window,Positive,Aerobic,0.83
STR_500,Bacillus,save,Positive,Aerobic,9.67
STR_731,Clostridium,able,Negative,Anaerobic,3.15
STR_330,Staphylococcus,woman,Negative,Facultative Anaerobe,6.16
STR_271,Lactobacillus,stop,Positive,Aerobic,3.42
STR_247,Streptococcus,during,Negative,Anaerobic,2.31
STR_607,Bacillus,low,Positive,Facultative Anaerobe,8.83
STR_175,Bacillus,over,Positive,Anaerobic,4.94
STR_375,Streptococcus,help,Positive,Microaerophilic,2.26
STR_932,Lactobacillus,camera,Positive,Anaerobic,8.16
STR_540,Streptococcus,sound,Positive,Facultative Anaerobe,6.39
STR_108,Streptococcus,say,Positive,Facultative Anaerobe,5.59
STR_555,Lactobacillus,least,Negative,Facultative Anaerobe,2.02
STR_887,Bacillus,couple,Negative,Facultative Anaerobe,5.89
STR_294,Pseudomonas,effect,Positive,Facultative Anaerobe,2.63
STR_306,Bacillus,Congress,Positive,Microaerophilic,3.93
STR_335,Streptococcus,pass,Negative,Facultative Anaerobe,3.46
STR_565,Bacillus,house,Negative,Microaerophilic,6.44
STR_502,Bacillus,land,Positive,Aerobic,2.05
STR_262,Clostridium,player,Positive,Aerobic,2.23
STR_288,Pseudomonas,local,Negative,Anaerobic,2.49
STR_158,Staphylococcus,establish,Negative,Aerobic,2.77
STR_419,Lactobacillus,Congress,Positive,Microaerophilic,1.81
STR_307,Pseudomonas,plant,Negative,Facultative Anaerobe,5.83
STR_721,Bacillus,past,Negative,Microaerophilic,3.22
STR_921,Pseudomonas,media,Positive,Anaerobic,1.41
STR_190,Staphylococcus,news,Positive,Aerobic,8.86
STR_277,Streptococcus,memory,Positive,Microaerophilic,7.78
STR_280,Streptococcus,lead,Positive,Anaerobic,4.71
STR_737,Streptococcus,catch,Positive,Microaerophilic,3.38
STR_675,Staphylococcus,source,Negative,Anaerobic,2.84
STR_302,Lactobacillus,show,Negative,Aerobic,6.07
STR_913,Pseudomonas,three,Negative,Aerobic,6.31
STR_143,Staphylococcus,site,Positive,Microaerophilic,3.67
STR_196,Lactobacillus,score,Positive,Microaerophilic,4.05
STR_498,Pseudomonas,order,Negative,Aerobic,9.85
STR_522,Clostridium,read,Positive,Facultative Anaerobe,9.55
STR_311,Lactobacillus,another,Negative,Anaerobic,9.82
STR_955,Lactobacillus,investment,Negative,Aerobic,1.5
STR_881,Pseudomonas,let,Negative,Aerobic,8.66
STR_906,Pseudomonas,game,Positive,Microaerophilic,8.23
STR_839,Staphylococcus,new,Negative,Microaerophilic,5.5
STR_798,Clostridium,actually,Negative,Microaerophilic,4.35
STR_696,Lactobacillus,because,Negative,Facultative Anaerobe,7.5
STR_203,Pseudomonas,girl,Positive,Facultative Anaerobe,7.37
STR_844,Staphylococcus,personal,Positive,Facultative Anaerobe,8.52
STR_991,Staphylococcus,oil,Negative,Microaerophilic,7.14
STR_832,Pseudomonas,let,Negative,Anaerobic,1.82
STR_343,Lactobacillus,generation,Negative,Aerobic,8.13
STR_716,Lactobacillus,check,Negative,Facultative Anaerobe,9.03
STR_305,Lactobacillus,happen,Negative,Microaerophilic,5.48
STR_667,Lactobacillus,throw,Positive,Facultative Anaerobe,6.44
STR_728,Bacillus,vote,Positive,Aerobic,5.04
STR_189,Pseudomonas,officer,Positive,Anaerobic,9.71
STR_450,Clostridium,almost,Positive,Aerobic,8.22
STR_889,Streptococcus,kind,Negative,Facultative Anaerobe,3.11
STR_960,Staphylococcus,paper,Positive,Anaerobic,6.97
STR_985,Staphylococcus,wife,Negative,Anaerobic,0.97
STR_117,Streptococcus,friend,Negative,Facultative Anaerobe,0.62
STR_427,Streptococcus,bank,Negative,Anaerobic,9.01
STR_782,Bacillus,but,Positive,Aerobic,5.51
STR_803,Staphylococcus,a,Negative,Facultative Anaerobe,3.18
STR_133,Lactobacillus,record,Negative,Facultative Anaerobe,4.21
STR_548,Bacillus,laugh,Negative,Aerobic,3.1
STR_990,Streptococcus,form,Positive,Microaerophilic,5.37
STR_508,Lactobacillus,tree,Positive,Microaerophilic,5.85
STR_607,Bacillus,political,Negative,Anaerobic,9.84
STR_263,Streptococcus,smile,Positive,Aerobic,6.78
STR_187,Lactobacillus,live,Positive,Anaerobic,7.49
STR_415,Staphylococcus,her,Positive,Aerobic,1.77
